trial	count_a	lat_a	count_m	lat_m	scorer	xdat	reason
99999.20070829.4.1	2	332	2	333	KS	171	
99999.20070829.4.2	1	643	1	650	KS	174	
99999.20070829.4.3	2	375	2	367	KS	175	
99999.20070829.4.4	2	390	2	383	KS	171	
99999.20070829.4.5	2	315	2	300	KS	173	
99999.20070829.4.6	2	308	2	300	KS	175	
99999.20070829.4.7	2	322	2	333	KS	176	
99999.20070829.4.8	2	322	2	317	KS	172	
99999.20070829.4.9	1	279	2	183	KS	173	
99999.20070829.4.10	2	315	0	317	KS	172	
99999.20070829.4.11	2	322	2	317	KS	174	
99999.20070829.4.12	1	509	1	517	KS	176	
99999.20070829.3.1	1	390	1	400	KS	161	
99999.20070829.3.2	1	360	1	350	KS	163	
99999.20070829.3.3	1	324	1	317	KS	162	
99999.20070829.3.4	1	322	1	317	KS	162	
99999.20070829.3.5	1	347	1	350	KS	165	
99999.20070829.3.6	1	337	1	333	KS	166	
99999.20070829.3.7	1	315	1	317	KS	161	
99999.20070829.3.8	1	382	1	383	KS	165	
99999.20070829.3.9	1	315	1	300	KS	164	
99999.20070829.3.10	1	322	1	333	KS	166	
99999.20070829.3.11	1	315	1	300	KS	164	
99999.20070829.3.12	1	322	1	317	KS	163	
99999.20070829.2.1	1	404	1	383	KS	163	
99999.20070829.2.2	1	315	1	300	KS	161	
99999.20070829.2.3	1	248	0	133	KS	164	
99999.20070829.2.4	1	352	1	333	KS	163	
99999.20070829.2.5	1	322	1	333	KS	161	
99999.20070829.2.6	1	345	1	350	KS	165	
99999.20070829.2.7	1	390	1	383	KS	162	
99999.20070829.2.8	1	322	1	333	KS	162	
99999.20070829.2.9	1	352	1	350	KS	166	
99999.20070829.2.10	1	352	1	350	KS	166	
99999.20070829.2.11	1	322	1	317	KS	165	
99999.20070829.2.12	1	337	1	333	KS	164	
99999.20070829.1.1	2	322	2	283	KS	174	
99999.20070829.1.2	1	509	1	517	KS	171	
99999.20070829.1.3	2	324	2	333	KS	176	
99999.20070829.1.4	2	427	2	433	KS	171	
99999.20070829.1.5	2	352	2	333	KS	173	
99999.20070829.1.6	2	330	2	317	KS	172	
99999.20070829.1.7	2	330	2	333	KS	175	
99999.20070829.1.8	1	531	1	533	KS	176	
99999.20070829.1.9	2	322	2	333	KS	175	
99999.20070829.1.10	2	315	2	300	KS	174	
99999.20070829.1.11	2	324	2	317	KS	173	
99999.20070829.1.12	1	554	1	550	KS	172	
99999.20060803.4.1	1	330	1	300	EMI	163	
99999.20060803.4.2	1	352	1	367	EMI	166	
99999.20060803.4.3	1	375	1	367	EMI	161	
99999.20060803.4.4	1	382	1	383	EMI	166	
99999.20060803.4.5	1	293	1	300	EMI	162	
99999.20060803.4.6	1	367	1	367	EMI	161	
99999.20060803.4.7	1	343	1	317	EMI	164	
99999.20060803.4.8	1	352	1	350	EMI	165	
99999.20060803.4.9	1	330	1	333	EMI	165	
99999.20060803.4.10	1	308	1	300	EMI	162	
99999.20060803.4.11	1	337	1	317	EMI	164	
99999.20060803.4.12	-1	NA	1	67	EMI	163	no saccades within sac.time(1.450)
99999.20060803.3.1	2	412	2	400	EMI	174	
99999.20060803.3.2	2	322	2	317	EMI	171	
99999.20060803.3.3	2	293	2	283	EMI	175	
99999.20060803.3.4	2	270	1	683	EMI	176	
99999.20060803.3.5	1	774	1	650	EMI	171	
99999.20060803.3.6	2	404	2	400	EMI	172	
99999.20060803.3.7	2	464	-1	-1	EMI	174	
99999.20060803.3.8	0	472	2	433	EMI	173	
99999.20060803.3.9	1	223	1	233	EMI	173	
99999.20060803.3.10	2	331	2	317	EMI	172	
99999.20060803.3.11	2	360	2	367	EMI	175	
99999.20060803.3.12	-1	NA	2	150	EMI	176	blink starts 0.974 before any saccade
99999.20060803.2.1	2	390	2	383	EMI	172	
99999.20060803.2.2	2	330	2	300	EMI	173	
99999.20060803.2.3	1	546	1	550	EMI	173	
99999.20060803.2.4	2	317	2	317	EMI	174	
99999.20060803.2.5	1	591	1	583	EMI	175	
99999.20060803.2.6	1	710	1	700	EMI	174	
99999.20060803.2.7	2	382	2	383	EMI	176	
99999.20060803.2.8	2	315	2	300	EMI	175	
99999.20060803.2.9	2	397	2	400	EMI	171	
99999.20060803.2.10	2	390	2	400	EMI	176	
99999.20060803.2.11	2	384	2	350	EMI	172	
99999.20060803.2.12	-1	NA	2	433	EMI	171	moving (21.675 px/60Hz) before target onset
99999.20060803.1.1	1	352	1	350	EMI	161	
99999.20060803.1.2	1	324	1	317	EMI	163	
99999.20060803.1.3	1	308	1	300	EMI	162	
99999.20060803.1.4	1	330	1	333	EMI	162	
99999.20060803.1.5	1	330	1	333	EMI	165	
99999.20060803.1.6	1	352	1	350	EMI	166	
99999.20060803.1.7	1	293	1	300	EMI	161	
99999.20060803.1.8	1	337	1	350	EMI	165	
99999.20060803.1.9	1	315	1	300	EMI	164	
99999.20060803.1.10	1	332	1	333	EMI	166	
99999.20060803.1.11	1	345	1	333	EMI	164	
99999.20060803.1.12	1	322	1	317	EMI	163	
11151.20130422.4.1	2	240	2	167	LR	164	
11151.20130422.4.2	1	322	1	317	LR	165	
11151.20130422.4.3	1	293	1	300	LR	163	
11151.20130422.4.4	1	255	1	400	LR	161	
11151.20130422.4.5	-1	NA	-1	-1	LR	161	poor tracking: sd of xpos Δ=43.808395
11151.20130422.4.6	1	293	1	300	LR	162	
11151.20130422.4.7	1	308	1	300	LR	163	
11151.20130422.4.8	1	352	1	367	LR	166	
11151.20130422.4.9	1	285	1	300	LR	162	
11151.20130422.4.10	1	293	1	300	LR	166	
11151.20130422.4.11	1	382	1	367	LR	164	
11151.20130422.4.12	1	390	1	383	LR	165	
11151.20130422.3.1	1	561	0	333	LR	174	
11151.20130422.3.2	1	424	1	417	LR	171	
11151.20130422.3.3	-1	NA	-1	-1	LR	175	no saccades within sac.time(1.450)
11151.20130422.3.4	2	407	-1	-1	LR	176	
11151.20130422.3.5	1	226	1	550	LR	171	
11151.20130422.3.6	1	404	1	417	LR	172	
11151.20130422.3.7	1	419	1	417	LR	174	
11151.20130422.3.8	1	390	1	400	LR	173	
11151.20130422.3.9	1	419	1	417	LR	173	
11151.20130422.3.10	2	352	1	350	LR	172	
11151.20130422.3.11	2	375	0	367	LR	175	
11151.20130422.3.12	1	539	1	550	LR	176	
11151.20130422.2.1	-1	NA	1	500	LR	173	average fixpos(72.800000) is off from baseline(130.500000)!
11151.20130422.2.2	-1	NA	-1	-1	LR	174	blink before target onset
11151.20130422.2.3	1	658	1	667	LR	176	
11151.20130422.2.4	2	345	-1	-1	LR	171	
11151.20130422.2.5	2	377	2	383	LR	175	
11151.20130422.2.6	1	533	1	533	LR	172	
11151.20130422.2.7	1	447	1	450	LR	176	
11151.20130422.2.8	2	442	2	383	LR	174	
11151.20130422.2.9	2	360	2	350	LR	172	
11151.20130422.2.10	-1	NA	-1	-1	LR	175	< 30% tracking for samples of interest
11151.20130422.2.11	-1	NA	-1	-1	LR	171	blink before target onset
11151.20130422.2.12	1	412	1	417	LR	173	
11151.20130422.1.1	1	315	1	300	LR	163	
11151.20130422.1.2	1	349	1	350	LR	165	
11151.20130422.1.3	1	397	1	400	LR	166	
11151.20130422.1.4	1	300	1	317	LR	161	
11151.20130422.1.5	1	314	1	317	LR	161	
11151.20130422.1.6	1	366	1	317	LR	164	
11151.20130422.1.7	1	345	1	333	LR	165	
11151.20130422.1.8	1	352	1	367	LR	162	
11151.20130422.1.9	2	390	2	383	LR	166	
11151.20130422.1.10	1	278	1	250	LR	162	
11151.20130422.1.11	-1	NA	-1	-1	LR	164	moving (4.659 px/60Hz) before target onset
11151.20130422.1.12	-1	NA	1	333	LR	163	moving (16.167 px/60Hz) before target onset
11116.20130130.4.1	1	293	-1	-1	LR	174	
11116.20130130.4.2	1	546	1	550	LR	171	
11116.20130130.4.3	-1	NA	2	400	LR	175	average fixpos(77.425000) is off from baseline(130.500000)!
11116.20130130.4.4	-1	NA	2	367	LR	176	start pos too far from center fix
11116.20130130.4.5	1	487	1	500	LR	172	
11116.20130130.4.6	-1	NA	2	333	LR	175	average fixpos(69.112500) is off from baseline(130.500000)!
11116.20130130.4.7	1	748	1	400	LR	171	
11116.20130130.4.8	2	181	2	483	LR	173	
11116.20130130.4.9	2	434	2	433	LR	172	
11116.20130130.4.10	2	392	2	383	LR	174	
11116.20130130.4.11	1	561	1	550	LR	176	
11116.20130130.4.12	2	444	2	417	LR	173	
11116.20130130.3.1	1	270	1	283	LR	166	
11116.20130130.3.2	1	352	1	350	LR	162	
11116.20130130.3.3	1	367	1	350	LR	164	
11116.20130130.3.4	1	308	1	283	LR	163	
11116.20130130.3.5	1	382	1	383	LR	165	
11116.20130130.3.6	1	285	1	300	LR	161	
11116.20130130.3.7	1	300	1	300	LR	163	
11116.20130130.3.8	1	360	1	367	LR	165	
11116.20130130.3.9	1	345	1	350	LR	161	
11116.20130130.3.10	1	285	1	283	LR	162	
11116.20130130.3.11	1	315	1	300	LR	164	
11116.20130130.3.12	1	347	1	467	LR	166	
11116.20130130.2.1	2	397	-1	-1	LR	174	
11116.20130130.2.2	2	315	2	317	LR	171	
11116.20130130.2.3	2	285	2	250	LR	175	
11116.20130130.2.4	-1	NA	-1	-1	LR	176	no saccades within sac.time(1.450)
11116.20130130.2.5	1	1220	1	1217	LR	171	
11116.20130130.2.6	-1	NA	-1	-1	LR	172	blink before target onset
11116.20130130.2.7	-1	NA	-1	-1	LR	174	blink before target onset
11116.20130130.2.8	1	188	2	150	LR	173	
11116.20130130.2.9	1	554	1	550	LR	173	
11116.20130130.2.10	1	651	1	650	LR	172	
11116.20130130.2.11	-1	NA	2	333	LR	175	moving (11.876 px/60Hz) before target onset
11116.20130130.2.12	2	322	2	333	LR	176	
11116.20130130.1.1	-1	NA	-1	-1	LR	161	start pos too far from center fix
11116.20130130.1.2	1	392	1	400	LR	165	
11116.20130130.1.3	1	322	1	317	LR	164	
11116.20130130.1.4	1	352	1	350	LR	163	
11116.20130130.1.5	1	360	1	367	LR	161	
11116.20130130.1.6	1	347	1	350	LR	162	
11116.20130130.1.7	1	330	1	333	LR	165	
11116.20130130.1.8	1	279	1	250	LR	164	
11116.20130130.1.9	1	390	1	383	LR	162	
11116.20130130.1.10	1	389	1	317	LR	163	
11116.20130130.1.11	1	375	1	383	LR	166	
11116.20130130.1.12	1	330	1	350	LR	166	
11111.20130116.4.1	1	352	1	350	LR	163	
11111.20130116.4.2	1	352	1	367	LR	166	
11111.20130116.4.3	1	360	1	350	LR	164	
11111.20130116.4.4	1	337	1	333	LR	163	
11111.20130116.4.5	1	337	1	367	LR	161	
11111.20130116.4.6	1	106	1	400	LR	162	
11111.20130116.4.7	1	352	1	350	LR	161	
11111.20130116.4.8	1	390	1	400	LR	165	
11111.20130116.4.9	1	308	1	317	LR	162	
11111.20130116.4.10	-1	NA	-1	-1	LR	165	blink starts 0.565 before any saccade
11111.20130116.4.11	-1	NA	-1	-1	LR	164	average fixpos(193.900000) is off from baseline(130.500000)!
11111.20130116.4.12	-1	NA	-1	-1	LR	166	blink before target onset
11111.20130116.3.1	1	414	1	333	LR	176	
11111.20130116.3.2	2	352	2	350	LR	171	
11111.20130116.3.3	1	487	1	500	LR	175	
11111.20130116.3.4	2	134	0	350	LR	175	
11111.20130116.3.5	-1	NA	2	367	LR	174	average fixpos(187.733333) is off from baseline(130.500000)!
11111.20130116.3.6	2	352	2	317	LR	176	
11111.20130116.3.7	1	397	1	400	LR	171	
11111.20130116.3.8	-1	NA	1	350	LR	172	moving (4.614 px/60Hz) before target onset
11111.20130116.3.9	-1	NA	-1	-1	LR	173	moving (8.099 px/60Hz) before target onset
11111.20130116.3.10	1	434	1	433	LR	174	
11111.20130116.3.11	-1	NA	2	333	LR	172	moving (4.055 px/60Hz) before target onset
11111.20130116.3.12	1	457	1	350	LR	173	
11111.20130116.2.1	1	680	1	500	LR	172	
11111.20130116.2.2	1	509	1	500	LR	175	
11111.20130116.2.3	1	419	1	417	LR	173	
11111.20130116.2.4	-1	NA	-1	-1	LR	173	moving (18.180 px/60Hz) before target onset
11111.20130116.2.5	2	360	2	300	LR	176	
11111.20130116.2.6	1	310	0	67	LR	171	
11111.20130116.2.7	-1	NA	-1	-1	LR	176	average fixpos(NaN) is off from baseline(130.500000)!
11111.20130116.2.8	1	345	1	333	LR	171	
11111.20130116.2.9	1	337	1	317	LR	172	
11111.20130116.2.10	-1	NA	2	167	LR	174	1st good sac too soon
11111.20130116.2.11	2	404	2	350	LR	174	
11111.20130116.2.12	2	457	1	533	LR	175	
11111.20130116.1.1	2	143	1	433	LR	165	
11111.20130116.1.2	1	397	1	400	LR	162	
11111.20130116.1.3	1	375	1	367	LR	164	
11111.20130116.1.4	1	315	1	300	LR	163	
11111.20130116.1.5	1	315	1	333	LR	161	
11111.20130116.1.6	1	352	1	333	LR	164	
11111.20130116.1.7	1	407	1	417	LR	162	
11111.20130116.1.8	1	121	1	117	LR	166	
11111.20130116.1.9	1	375	1	383	LR	165	
11111.20130116.1.10	1	129	1	117	LR	166	
11111.20130116.1.11	1	414	1	417	LR	163	
11111.20130116.1.12	1	382	1	383	LR	161	
11090.20130116.3.1	1	293	1	283	RC	163	
11090.20130116.3.2	1	360	1	350	RC	165	
11090.20130116.3.3	1	345	1	367	RC	166	
11090.20130116.3.4	1	352	1	367	RC	161	
11090.20130116.3.5	1	294	1	300	RC	161	
11090.20130116.3.6	-1	NA	1	1867	RC	164	average fixpos(196.757143) is off from baseline(130.500000)!
11090.20130116.3.7	-1	NA	-1	-1	RC	165	average fixpos(205.250000) is off from baseline(130.500000)!
11090.20130116.3.8	1	308	1	317	RC	162	
11090.20130116.3.9	1	385	1	400	RC	166	
11090.20130116.3.10	1	375	1	367	RC	162	
11090.20130116.3.11	-1	NA	1	183	RC	164	moving (32.798 px/60Hz) before target onset
11090.20130116.3.12	1	375	1	367	RC	163	
11090.20130116.2.1	-1	NA	-1	-1	RC	166	blink before target onset
11090.20130116.2.2	1	300	1	267	RC	162	
11090.20130116.2.3	-1	NA	1	233	RC	164	moving (11.531 px/60Hz) before target onset
11090.20130116.2.4	-1	NA	1	50	RC	163	moving (4.742 px/60Hz) before target onset
11090.20130116.2.5	1	442	1	100	RC	165	
11090.20130116.2.6	1	300	1	300	RC	161	
11090.20130116.2.7	1	308	1	283	RC	163	
11090.20130116.2.8	1	375	1	383	RC	165	
11090.20130116.2.9	1	272	1	267	RC	161	
11090.20130116.2.10	1	308	1	300	RC	162	
11090.20130116.2.11	1	302	1	283	RC	164	
11090.20130116.2.12	1	211	1	100	RC	166	
11090.20130116.1.1	2	352	2	367	RC	175	
11090.20130116.1.2	2	166	1	533	RC	173	
11090.20130116.1.3	1	452	1	450	RC	173	
11090.20130116.1.4	1	531	1	550	RC	176	
11090.20130116.1.5	2	308	2	317	RC	172	
11090.20130116.1.6	1	621	1	617	RC	171	
11090.20130116.1.7	2	375	1	350	RC	174	
11090.20130116.1.8	1	524	1	517	RC	174	
11090.20130116.1.9	1	516	1	517	RC	172	
11090.20130116.1.10	1	591	1	600	RC	176	
11090.20130116.1.11	2	308	2	300	RC	171	
11090.20130116.1.12	2	285	2	283	RC	175	
11088.20121211.4.1	1	412	-1	-1	LR	171	
11088.20121211.4.2	1	418	1	400	LR	174	
11088.20121211.4.3	2	293	2	300	LR	175	
11088.20121211.4.4	-1	NA	-1	-1	LR	171	moving (27.735 px/60Hz) before target onset
11088.20121211.4.5	2	330	2	317	LR	173	
11088.20121211.4.6	2	324	2	317	LR	175	
11088.20121211.4.7	-1	NA	-1	-1	LR	176	average fixpos(252.300000) is off from baseline(130.500000)!
11088.20121211.4.8	-1	NA	-1	-1	LR	172	average fixpos(242.300000) is off from baseline(130.500000)!
11088.20121211.4.9	1	375	1	333	LR	173	
11088.20121211.4.10	-1	NA	1	333	LR	172	no saccades within sac.time(1.450)
11088.20121211.4.11	1	404	1	417	LR	174	
11088.20121211.4.12	2	390	2	417	LR	176	
11088.20121211.3.1	1	390	1	383	LR	165	
11088.20121211.3.2	-1	NA	1	400	LR	162	moving (12.039 px/60Hz) before target onset
11088.20121211.3.3	-1	NA	1	417	LR	164	moving (30.054 px/60Hz) before target onset
11088.20121211.3.4	1	315	1	317	LR	163	
11088.20121211.3.5	1	293	1	300	LR	161	
11088.20121211.3.6	1	422	1	383	LR	164	
11088.20121211.3.7	-1	NA	1	433	LR	162	blink starts 0.410 before any saccade
11088.20121211.3.8	1	298	1	300	LR	166	
11088.20121211.3.9	1	226	1	183	LR	165	
11088.20121211.3.10	1	270	1	267	LR	166	
11088.20121211.3.11	1	345	1	333	LR	163	
11088.20121211.3.12	-1	NA	-1	-1	LR	161	moving (15.445 px/60Hz) before target onset
11088.20121211.2.1	1	399	1	400	LR	172	
11088.20121211.2.2	1	360	1	333	LR	173	
11088.20121211.2.3	1	429	1	417	LR	173	
11088.20121211.2.4	2	319	2	317	LR	174	
11088.20121211.2.5	1	387	1	383	LR	175	
11088.20121211.2.6	1	382	1	367	LR	174	
11088.20121211.2.7	2	212	2	167	LR	176	
11088.20121211.2.8	1	376	1	383	LR	175	
11088.20121211.2.9	-1	NA	1	400	LR	171	average fixpos(183.557143) is off from baseline(130.500000)!
11088.20121211.2.10	1	360	1	367	LR	176	
11088.20121211.2.11	1	429	1	417	LR	172	
11088.20121211.2.12	-1	NA	-1	-1	LR	171	average fixpos(231.500000) is off from baseline(130.500000)!
11088.20121211.1.1	1	196	1	350	LR	163	
11088.20121211.1.2	1	293	1	300	LR	166	
11088.20121211.1.3	1	345	1	367	LR	161	
11088.20121211.1.4	1	263	1	267	LR	166	
11088.20121211.1.5	-1	NA	1	200	LR	162	start pos too far from center fix
11088.20121211.1.6	1	397	1	400	LR	161	
11088.20121211.1.7	1	347	1	333	LR	164	
11088.20121211.1.8	1	259	1	250	LR	165	
11088.20121211.1.9	1	281	1	283	LR	165	
11088.20121211.1.10	1	464	1	467	LR	162	
11088.20121211.1.11	1	330	1	333	LR	164	
11088.20121211.1.12	1	300	1	300	LR	163	
11072.20121120.4.1	1	345	1	350	LR	163	
11072.20121120.4.2	1	347	1	350	LR	165	
11072.20121120.4.3	1	322	1	333	LR	166	
11072.20121120.4.4	1	309	1	317	LR	161	
11072.20121120.4.5	1	330	1	333	LR	161	
11072.20121120.4.6	1	308	1	300	LR	164	
11072.20121120.4.7	1	278	1	283	LR	165	
11072.20121120.4.8	1	360	1	367	LR	162	
11072.20121120.4.9	1	308	1	317	LR	166	
11072.20121120.4.10	1	369	1	367	LR	162	
11072.20121120.4.11	1	337	1	317	LR	164	
11072.20121120.4.12	1	300	1	283	LR	163	
11072.20121120.3.1	1	509	1	517	LR	176	
11072.20121120.3.2	1	501	1	500	LR	171	
11072.20121120.3.3	1	444	1	450	LR	175	
11072.20121120.3.4	1	419	1	433	LR	175	
11072.20121120.3.5	1	594	1	583	LR	174	
11072.20121120.3.6	1	464	1	467	LR	176	
11072.20121120.3.7	1	464	1	467	LR	171	
11072.20121120.3.8	1	442	1	433	LR	172	
11072.20121120.3.9	1	412	1	417	LR	173	
11072.20121120.3.10	1	494	1	483	LR	174	
11072.20121120.3.11	1	449	1	433	LR	172	
11072.20121120.3.12	1	546	1	550	LR	173	
11072.20121120.2.1	1	464	1	450	RC	174	
11072.20121120.2.2	1	487	1	483	RC	171	
11072.20121120.2.3	1	494	1	500	RC	176	
11072.20121120.2.4	1	419	1	450	RC	171	
11072.20121120.2.5	1	501	1	483	RC	173	
11072.20121120.2.6	1	524	1	517	RC	172	
11072.20121120.2.7	1	457	1	450	RC	175	
11072.20121120.2.8	1	419	1	433	RC	176	
11072.20121120.2.9	1	404	1	400	RC	175	
11072.20121120.2.10	1	479	1	483	RC	174	
11072.20121120.2.11	1	509	1	467	RC	173	
11072.20121120.2.12	1	474	1	467	RC	172	
11072.20121120.1.1	1	390	1	417	RC	164	
11072.20121120.1.2	1	404	1	400	RC	165	
11072.20121120.1.3	1	332	1	333	RC	163	
11072.20121120.1.4	1	322	1	317	RC	163	
11072.20121120.1.5	1	337	1	350	RC	161	
11072.20121120.1.6	1	315	1	300	RC	164	
11072.20121120.1.7	1	332	1	333	RC	161	
11072.20121120.1.8	1	315	1	317	RC	166	
11072.20121120.1.9	1	324	1	333	RC	162	
11072.20121120.1.10	1	322	1	333	RC	165	
11072.20121120.1.11	1	330	1	350	RC	166	
11072.20121120.1.12	1	345	1	350	RC	162	
11054.20121031.4.1	1	487	1	483	RC	172	
11054.20121031.4.2	1	442	1	433	RC	175	
11054.20121031.4.3	1	419	1	433	RC	171	
11054.20121031.4.4	1	418	1	400	RC	174	
11054.20121031.4.5	1	509	1	517	RC	172	
11054.20121031.4.6	1	464	1	467	RC	173	
11054.20121031.4.7	1	539	1	533	RC	174	
11054.20121031.4.8	-1	NA	2	350	RC	171	moving (8.581 px/60Hz) before target onset
11054.20121031.4.9	-1	NA	1	67	RC	175	moving (5.806 px/60Hz) before target onset
11054.20121031.4.10	1	591	1	583	RC	176	
11054.20121031.4.11	1	472	1	467	RC	176	
11054.20121031.4.12	2	356	2	317	RC	173	
11054.20121031.3.1	-1	NA	1	1783	RC	163	moving (55.212 px/60Hz) before target onset
11054.20121031.3.2	1	322	1	317	RC	165	
11054.20121031.3.3	1	327	1	333	RC	166	
11054.20121031.3.4	1	315	1	317	RC	161	
11054.20121031.3.5	-1	NA	1	1117	RC	161	average fixpos(243.337500) is off from baseline(130.500000)!
11054.20121031.3.6	1	309	1	217	RC	164	
11054.20121031.3.7	1	348	1	367	RC	165	
11054.20121031.3.8	1	308	1	300	RC	162	
11054.20121031.3.9	1	294	0	283	RC	166	
11054.20121031.3.10	1	320	1	317	RC	162	
11054.20121031.3.11	1	322	1	333	RC	164	
11054.20121031.3.12	2	213	1	367	RC	163	
11054.20121031.2.1	1	539	1	467	RC	173	
11054.20121031.2.2	1	484	1	483	RC	176	
11054.20121031.2.3	2	308	2	317	RC	172	
11054.20121031.2.4	1	434	1	433	RC	172	
11054.20121031.2.5	1	472	1	467	RC	171	
11054.20121031.2.6	1	489	1	467	RC	173	
11054.20121031.2.7	-1	NA	1	417	RC	171	moving (4.942 px/60Hz) before target onset
11054.20121031.2.8	1	464	1	483	RC	175	
11054.20121031.2.9	1	427	1	433	RC	176	
11054.20121031.2.10	1	442	1	433	RC	174	
11054.20121031.2.11	2	384	1	517	RC	175	
11054.20121031.2.12	2	140	1	1617	RC	174	
11054.20121031.1.1	1	419	1	433	RC	166	
11054.20121031.1.2	1	404	1	417	RC	165	
11054.20121031.1.3	1	322	1	300	RC	163	
11054.20121031.1.4	1	375	1	383	RC	164	
11054.20121031.1.5	-1	NA	1	317	RC	164	moving (7.397 px/60Hz) before target onset
11054.20121031.1.6	1	339	1	317	RC	163	
11054.20121031.1.7	1	315	1	317	RC	161	
11054.20121031.1.8	1	382	1	383	RC	161	
11054.20121031.1.9	-1	NA	1	333	RC	162	moving (22.366 px/60Hz) before target onset
11054.20121031.1.10	1	300	-1	-1	RC	166	
11054.20121031.1.11	1	330	1	300	RC	165	
11054.20121031.1.12	-1	NA	1	1517	RC	162	average fixpos(77.512500) is off from baseline(130.500000)!
11052.20121016.4.1	1	362	1	367	LR	161	
11052.20121016.4.2	1	330	1	333	LR	163	
11052.20121016.4.3	1	345	1	350	LR	162	
11052.20121016.4.4	1	322	1	317	LR	162	
11052.20121016.4.5	1	345	1	333	LR	165	
11052.20121016.4.6	1	322	1	333	LR	166	
11052.20121016.4.7	1	317	1	317	LR	161	
11052.20121016.4.8	1	322	1	317	LR	165	
11052.20121016.4.9	-1	NA	-1	-1	LR	164	moving (14.854 px/60Hz) before target onset
11052.20121016.4.10	-1	NA	-1	-1	LR	166	average fixpos(190.487500) is off from baseline(130.500000)!
11052.20121016.4.11	1	347	1	333	LR	164	
11052.20121016.4.12	1	337	1	333	LR	163	
11052.20121016.3.1	1	404	1	383	LR	174	
11052.20121016.3.2	1	382	1	383	LR	171	
11052.20121016.3.3	1	397	1	400	LR	176	
11052.20121016.3.4	1	382	1	433	LR	171	
11052.20121016.3.5	1	412	1	417	LR	173	
11052.20121016.3.6	2	419	2	417	LR	172	
11052.20121016.3.7	2	397	2	400	LR	175	
11052.20121016.3.8	1	397	1	400	LR	176	
11052.20121016.3.9	1	427	1	433	LR	175	
11052.20121016.3.10	1	375	1	367	LR	174	
11052.20121016.3.11	1	397	1	350	LR	173	
11052.20121016.3.12	1	377	-1	-1	LR	172	
11052.20121016.2.1	1	375	1	367	LR	163	
11052.20121016.2.2	1	345	1	350	LR	166	
11052.20121016.2.3	1	392	1	383	LR	164	
11052.20121016.2.4	1	330	1	317	LR	163	
11052.20121016.2.5	1	367	1	367	LR	161	
11052.20121016.2.6	1	382	1	383	LR	162	
11052.20121016.2.7	1	367	1	367	LR	161	
11052.20121016.2.8	1	360	1	367	LR	165	
11052.20121016.2.9	1	352	1	350	LR	162	
11052.20121016.2.10	1	360	1	367	LR	165	
11052.20121016.2.11	1	352	1	350	LR	164	
11052.20121016.2.12	1	330	1	350	LR	166	
11052.20121016.1.1	1	487	1	500	LR	176	
11052.20121016.1.2	1	449	1	433	LR	171	
11052.20121016.1.3	1	397	1	417	LR	175	
11052.20121016.1.4	1	412	1	417	LR	175	
11052.20121016.1.5	1	479	1	483	LR	174	
11052.20121016.1.6	1	419	1	417	LR	176	
11052.20121016.1.7	1	457	1	467	LR	171	
11052.20121016.1.8	1	464	1	450	LR	172	
11052.20121016.1.9	1	382	1	400	LR	173	
11052.20121016.1.10	1	489	1	450	LR	174	
11052.20121016.1.11	1	412	1	400	LR	172	
11052.20121016.1.12	1	434	1	417	LR	173	
10927.20121110.4.1	1	287	1	300	LR	166	
10927.20121110.4.2	1	330	1	333	LR	162	
10927.20121110.4.3	1	302	1	283	LR	164	
10927.20121110.4.4	1	293	1	283	LR	163	
10927.20121110.4.5	2	211	1	283	LR	165	
10927.20121110.4.6	1	285	1	300	LR	161	
10927.20121110.4.7	1	322	1	300	LR	163	
10927.20121110.4.8	1	76	1	283	LR	165	
10927.20121110.4.9	1	308	1	317	LR	161	
10927.20121110.4.10	1	293	1	300	LR	162	
10927.20121110.4.11	1	342	1	283	LR	164	
10927.20121110.4.12	1	434	1	433	LR	166	
10927.20121110.3.1	2	285	2	283	LR	173	
10927.20121110.3.2	1	449	1	450	LR	176	
10927.20121110.3.3	2	324	0	317	LR	172	
10927.20121110.3.4	-1	NA	-1	-1	LR	172	blink before target onset
10927.20121110.3.5	2	337	0	333	LR	171	
10927.20121110.3.6	2	308	0	283	LR	173	
10927.20121110.3.7	1	457	-1	-1	LR	171	
10927.20121110.3.8	-1	NA	1	233	LR	175	poor tracking: sd of xpos Δ=41.188901
10927.20121110.3.9	2	300	0	300	LR	176	
10927.20121110.3.10	2	285	1	300	LR	174	
10927.20121110.3.11	2	270	1	267	LR	175	
10927.20121110.3.12	2	330	2	317	LR	174	
10927.20121110.2.1	1	322	1	317	LR	163	
10927.20121110.2.2	1	322	1	317	LR	165	
10927.20121110.2.3	1	457	1	467	LR	166	
10927.20121110.2.4	1	330	1	333	LR	161	
10927.20121110.2.5	1	285	1	317	LR	161	
10927.20121110.2.6	1	397	1	383	LR	164	
10927.20121110.2.7	1	278	1	300	LR	165	
10927.20121110.2.8	1	285	1	283	LR	162	
10927.20121110.2.9	1	315	1	333	LR	166	
10927.20121110.2.10	1	278	1	283	LR	162	
10927.20121110.2.11	1	337	1	283	LR	164	
10927.20121110.2.12	1	300	1	283	LR	163	
10927.20121110.1.1	2	330	2	350	LR	172	
10927.20121110.1.2	2	315	2	300	LR	173	
10927.20121110.1.3	2	315	2	317	LR	173	
10927.20121110.1.4	2	278	2	200	LR	174	
10927.20121110.1.5	2	279	2	283	LR	175	
