trial	count_a	lat_a	count_m	lat_m	scorer	xdat	reason
10220.20071121.1.9	2	330	2	333	KS	175	
10220.20071121.1.10	2	330	2	333	KS	174	
10220.20071121.1.11	1	531	1	517	KS	173	
10220.20071121.1.12	1	519	1	500	KS	172	
10218.20080628.3.1	2	279	2	283	CW	172	
10218.20080628.3.2	-1	NA	2	383	CW	175	moving (4.787 px/60Hz) before target onset
10218.20080628.3.3	2	392	2	383	CW	173	
10218.20080628.3.4	1	912	1	900	CW	173	
10218.20080628.3.5	2	285	2	283	CW	176	
10218.20080628.3.6	1	569	-1	-1	CW	171	
10218.20080628.3.7	1	561	2	317	CW	176	
10218.20080628.3.8	2	285	2	283	CW	171	
10218.20080628.3.9	2	263	2	267	CW	172	
10218.20080628.3.10	2	412	2	400	CW	174	
10218.20080628.3.11	2	419	2	400	CW	174	
10218.20080628.3.12	2	69	-1	-1	CW	175	
10218.20080628.2.1	1	487	1	483	KS	176	
10218.20080628.2.2	1	464	1	467	KS	171	
10218.20080628.2.3	1	91	2	300	KS	175	
10218.20080628.2.4	2	494	-1	-1	KS	175	
10218.20080628.2.5	1	628	1	617	KS	174	
10218.20080628.2.6	2	367	2	383	KS	176	
10218.20080628.2.7	2	324	-1	-1	KS	171	
10218.20080628.2.8	-1	NA	-1	-1	KS	172	moving (7.036 px/60Hz) before target onset
10218.20080628.2.9	-1	NA	-1	-1	KS	173	start pos too far from center fix
10218.20080628.2.10	-1	NA	0	667	KS	174	average fixpos(48.275000) is off from baseline(130.500000)!
10218.20080628.2.11	-1	NA	1	683	KS	172	moving (23.175 px/60Hz) before target onset
10218.20080628.2.12	1	464	-1	-1	KS	173	
10218.20080628.1.1	1	412	1	400	CW	163	
10218.20080628.1.2	1	337	1	350	CW	166	
10218.20080628.1.3	1	569	1	567	CW	161	
10218.20080628.1.4	1	360	1	383	CW	166	
10218.20080628.1.5	1	300	1	283	CW	162	
10218.20080628.1.6	1	561	1	567	CW	161	
10218.20080628.1.7	-1	NA	1	383	CW	164	no saccades within sac.time(1.450)
10218.20080628.1.8	1	354	1	350	CW	165	
10218.20080628.1.9	1	315	1	250	CW	165	
10218.20080628.1.10	1	594	1	583	CW	162	
10218.20080628.1.11	1	434	1	417	CW	164	
10218.20080628.1.12	1	636	1	400	CW	163	
10218.20070630.4.1	2	309	2	300	ERIKBENNETT	173	
10218.20070630.4.2	1	487	1	483	ERIKBENNETT	174	
10218.20070630.4.3	2	429	2	433	ERIKBENNETT	176	
10218.20070630.4.4	1	748	1	750	ERIKBENNETT	171	
10218.20070630.4.5	2	360	2	367	ERIKBENNETT	175	
10218.20070630.4.6	2	278	2	267	ERIKBENNETT	172	
10218.20070630.4.7	2	270	2	267	ERIKBENNETT	176	
10218.20070630.4.8	1	857	1	850	ERIKBENNETT	174	
10218.20070630.4.9	2	367	2	367	ERIKBENNETT	172	
10218.20070630.4.10	-1	NA	2	367	ERIKBENNETT	175	moving (4.154 px/60Hz) before target onset
10218.20070630.4.11	-1	NA	-1	-1	ERIKBENNETT	171	no saccades within sac.time(1.450)
10218.20070630.4.12	0	322	0	317	ERIKBENNETT	173	
10218.20070630.3.1	1	442	1	433	ERIKBENNETT	163	
10218.20070630.3.2	1	337	1	350	ERIKBENNETT	161	
10218.20070630.3.3	1	407	1	400	ERIKBENNETT	164	
10218.20070630.3.4	1	315	1	317	ERIKBENNETT	163	
10218.20070630.3.5	1	482	1	483	ERIKBENNETT	161	
10218.20070630.3.6	1	308	1	300	ERIKBENNETT	165	
10218.20070630.3.7	-1	NA	1	517	ERIKBENNETT	162	moving (6.363 px/60Hz) before target onset
10218.20070630.3.8	1	330	1	333	ERIKBENNETT	162	
10218.20070630.3.9	1	549	1	550	ERIKBENNETT	166	
10218.20070630.3.10	1	278	1	267	ERIKBENNETT	166	
10218.20070630.3.11	1	598	1	600	ERIKBENNETT	165	
10218.20070630.3.12	1	419	1	400	ERIKBENNETT	164	
10218.20070630.2.1	1	487	1	483	ERIKBENNETT	166	
10218.20070630.2.2	1	375	1	367	ERIKBENNETT	165	
10218.20070630.2.3	1	419	1	417	ERIKBENNETT	163	
10218.20070630.2.4	1	554	1	550	ERIKBENNETT	164	
10218.20070630.2.5	1	397	1	383	ERIKBENNETT	164	
10218.20070630.2.6	1	345	1	333	ERIKBENNETT	163	
10218.20070630.2.7	1	255	1	233	ERIKBENNETT	161	
10218.20070630.2.8	1	591	1	600	ERIKBENNETT	161	
10218.20070630.2.9	1	294	1	300	ERIKBENNETT	162	
10218.20070630.2.10	1	390	1	400	ERIKBENNETT	166	
10218.20070630.2.11	1	397	1	383	ERIKBENNETT	165	
10218.20070630.2.12	1	255	1	267	ERIKBENNETT	162	
10218.20070630.1.1	1	725	1	700	ERIKBENNETT	173	
10218.20070630.1.2	1	636	1	650	ERIKBENNETT	176	
10218.20070630.1.3	1	606	1	600	ERIKBENNETT	172	
10218.20070630.1.4	1	479	1	467	ERIKBENNETT	172	
10218.20070630.1.5	1	534	1	533	ERIKBENNETT	171	
10218.20070630.1.6	1	539	1	533	ERIKBENNETT	173	
10218.20070630.1.7	1	639	1	633	ERIKBENNETT	171	
10218.20070630.1.8	2	337	2	333	ERIKBENNETT	175	
10218.20070630.1.9	2	302	2	300	ERIKBENNETT	176	
10218.20070630.1.10	2	397	2	367	ERIKBENNETT	174	
10218.20070630.1.11	1	549	1	550	ERIKBENNETT	175	
10218.20070630.1.12	1	546	1	550	ERIKBENNETT	174	
10218.20060220.2.1	1	412	1	400	CWKS	163	
10218.20060220.2.2	1	338	1	333	CWKS	165	
10218.20060220.2.3	1	293	1	300	CWKS	166	
10218.20060220.2.4	1	248	1	233	CWKS	161	
10218.20060220.2.5	1	270	1	250	CWKS	161	
10218.20060220.2.6	1	300	1	250	CWKS	164	
10218.20060220.2.7	1	345	1	350	CWKS	165	
10218.20060220.2.8	1	278	1	267	CWKS	162	
10218.20060220.2.9	1	337	1	333	CWKS	166	
10218.20060220.2.10	1	293	1	300	CWKS	162	
10218.20060220.2.11	2	158	0	133	CWKS	164	
10218.20060220.2.12	-1	NA	1	250	CWKS	163	average fixpos(NaN) is off from baseline(130.500000)!
10218.20060220.1.1	-1	NA	2	217	KS	171	average fixpos(19.962500) is off from baseline(130.500000)!
10218.20060220.1.2	2	360	0	333	KS	174	
10218.20060220.1.3	2	345	2	350	KS	175	
10218.20060220.1.4	2	69	-1	-1	KS	171	
10218.20060220.1.5	2	375	2	383	KS	173	
10218.20060220.1.6	2	337	2	333	KS	175	
10218.20060220.1.7	2	322	2	333	KS	176	
10218.20060220.1.8	1	874	1	783	KS	172	
10218.20060220.1.9	2	527	2	517	KS	173	
10218.20060220.1.10	1	710	1	700	KS	172	
10218.20060220.1.11	2	337	2	150	KS	174	
10218.20060220.1.12	2	360	2	367	KS	176	
10217.20100330.4.1	1	516	-1	-1	KB	173	
10217.20100330.4.2	-1	NA	-1	-1	KB	174	1st good sac too soon
10217.20100330.4.3	-1	NA	-1	-1	KB	176	moving (4.476 px/60Hz) before target onset
10217.20100330.4.4	2	465	0	450	KB	171	
10217.20100330.4.5	-1	NA	-1	-1	KB	175	blink before target onset
10217.20100330.4.6	2	263	-1	-1	KB	172	
10217.20100330.4.7	-1	NA	-1	-1	KB	176	blink before target onset
10217.20100330.4.8	-1	NA	-1	-1	KB	174	moving (5.730 px/60Hz) before target onset
10217.20100330.4.9	1	722	-1	-1	KB	172	
10217.20100330.4.10	-1	NA	-1	-1	KB	175	moving (28.345 px/60Hz) before target onset
10217.20100330.4.11	2	404	0	417	KB	171	
10217.20100330.4.12	1	539	1	533	KB	173	
10217.20100330.3.1	1	390	-1	-1	KB	166	
10217.20100330.3.2	1	345	1	350	KB	162	
10217.20100330.3.3	1	278	-1	-1	KB	164	
10217.20100330.3.4	2	173	-1	-1	KB	163	
10217.20100330.3.5	1	233	-1	-1	KB	165	
10217.20100330.3.6	-1	NA	-1	-1	KB	161	blink before target onset
10217.20100330.3.7	-1	NA	-1	-1	KB	163	blink before target onset
10217.20100330.3.8	1	204	-1	-1	KB	165	
10217.20100330.3.9	2	158	0	333	KB	161	
10217.20100330.3.10	-1	NA	-1	-1	KB	162	no saccades within sac.time(1.450)
10217.20100330.3.11	-1	NA	-1	-1	KB	164	blink before target onset
10217.20100330.3.12	1	360	-1	-1	KB	166	
10217.20100330.2.1	1	360	1	350	KB	163	
10217.20100330.2.2	2	412	-1	-1	KB	166	
10217.20100330.2.3	2	143	-1	-1	KB	161	
10217.20100330.2.4	1	393	-1	-1	KB	166	
10217.20100330.2.5	1	360	-1	-1	KB	162	
10217.20100330.2.6	1	457	1	467	KB	161	
10217.20100330.2.7	-1	NA	-1	-1	KB	164	blink starts 0.343 before any saccade
10217.20100330.2.8	1	352	-1	-1	KB	165	
10217.20100330.2.9	-1	NA	-1	-1	KB	165	blink starts 0.313 before any saccade
10217.20100330.2.10	-1	NA	-1	-1	KB	162	blink before target onset
10217.20100330.2.11	-1	NA	-1	-1	KB	164	moving (4.481 px/60Hz) before target onset
10217.20100330.2.12	1	430	1	433	KB	163	
10217.20100330.1.1	1	479	-1	-1	KB	173	
10217.20100330.1.2	1	472	-1	-1	KB	174	
10217.20100330.1.3	1	482	-1	-1	KB	176	
10217.20100330.1.4	1	442	-1	-1	KB	175	
10217.20100330.1.5	1	527	1	533	KB	175	
10217.20100330.1.6	2	442	0	450	KB	172	
10217.20100330.1.7	1	489	-1	-1	KB	171	
10217.20100330.1.8	1	397	-1	-1	KB	172	
10217.20100330.1.9	1	464	-1	-1	KB	176	
10217.20100330.1.10	1	472	-1	-1	KB	171	
10217.20100330.1.11	2	419	0	417	KB	173	
10217.20100330.1.12	2	419	2	417	KB	174	
10217.20060227.4.1	-1	NA	-1	-1	CW	165	no saccades (getSacs)
10217.20060227.4.2	-1	NA	-1	-1	CW	162	average fixpos(42.600000) is off from baseline(130.500000)!
10217.20060227.4.3	0	390	-1	-1	CW	164	
10217.20060227.4.4	2	859	0	850	CW	163	
10217.20060227.4.5	-1	NA	-1	-1	CW	161	moving (13.743 px/60Hz) before target onset
10217.20060227.4.6	-1	NA	-1	-1	CW	164	average fixpos(47.525000) is off from baseline(130.500000)!
10217.20060227.4.7	-1	NA	-1	-1	CW	162	moving (12.779 px/60Hz) before target onset
10217.20060227.4.8	-1	NA	-1	-1	CW	166	no saccades (getSacs)
10217.20060227.4.9	-1	NA	1	267	CW	165	average fixpos(64.500000) is off from baseline(130.500000)!
10217.20060227.4.10	-1	NA	1	167	CW	166	average fixpos(33.150000) is off from baseline(130.500000)!
10217.20060227.4.11	2	285	0	283	CW	163	
10217.20060227.4.12	-1	NA	1	133	CW	161	average fixpos(63.912500) is off from baseline(130.500000)!
10217.20060227.3.1	-1	NA	0	150	EMI	172	average fixpos(224.912500) is off from baseline(130.500000)!
10217.20060227.3.2	2	352	2	350	EMI	175	
10217.20060227.3.3	2	337	2	333	EMI	171	
10217.20060227.3.4	2	613	2	617	EMI	174	
10217.20060227.3.5	1	427	1	433	EMI	172	
10217.20060227.3.6	2	367	2	367	EMI	173	
10217.20060227.3.7	0	459	0	450	EMI	174	
10217.20060227.3.8	1	494	1	500	EMI	171	
10217.20060227.3.9	2	412	2	400	EMI	176	
10217.20060227.3.10	1	539	1	533	EMI	176	
10217.20060227.3.11	2	352	2	333	EMI	173	
10217.20060227.3.12	1	434	-1	-1	EMI	166	
10217.20060227.2.1	2	352	2	350	EMI	172	
10217.20060227.2.2	1	479	1	483	EMI	173	
10217.20060227.2.3	1	497	1	500	EMI	173	
10217.20060227.2.4	2	419	2	400	EMI	174	
10217.20060227.2.5	1	534	1	533	EMI	175	
10217.20060227.2.6	1	524	1	517	EMI	174	
10217.20060227.2.7	2	472	2	467	EMI	176	
10217.20060227.2.8	1	382	1	383	EMI	175	
10217.20060227.2.9	2	339	2	333	EMI	171	
10217.20060227.2.10	1	449	1	467	EMI	176	
10217.20060227.2.11	2	345	2	350	EMI	172	
10217.20060227.2.12	1	487	1	483	EMI	171	
10217.20060227.1.1	1	404	1	383	EMI	163	
10217.20060227.1.2	1	449	1	467	EMI	166	
10217.20060227.1.3	1	442	1	433	EMI	164	
10217.20060227.1.4	1	367	1	350	EMI	163	
10217.20060227.1.5	1	479	1	483	EMI	161	
10217.20060227.1.6	1	434	1	433	EMI	162	
10217.20060227.1.7	1	315	1	317	EMI	161	
10217.20060227.1.8	1	531	1	533	EMI	165	
10217.20060227.1.9	1	308	1	300	EMI	162	
10217.20060227.1.10	1	419	1	417	EMI	165	
10217.20060227.1.11	1	554	1	550	EMI	164	
10217.20060227.1.12	1	375	1	400	EMI	166	
10216.20080201.4.1	1	397	1	383	KS	164	
10216.20080201.4.2	-1	NA	-1	-1	KS	165	average fixpos(185.337500) is off from baseline(130.500000)!
10216.20080201.4.3	1	345	1	333	KS	163	
10216.20080201.4.4	1	300	1	267	KS	163	
10216.20080201.4.5	1	308	1	317	KS	161	
10216.20080201.4.6	1	322	1	233	KS	164	
10216.20080201.4.7	-1	NA	-1	-1	KS	161	blink before target onset
10216.20080201.4.8	1	337	1	350	KS	166	
10216.20080201.4.9	-1	NA	1	317	KS	162	average fixpos(180.825000) is off from baseline(130.500000)!
10216.20080201.4.10	-1	NA	-1	-1	KS	165	average fixpos(240.787500) is off from baseline(130.500000)!
10216.20080201.4.11	1	472	-1	-1	KS	166	
10216.20080201.4.12	1	388	1	383	KS	162	
10216.20080201.3.1	2	323	-1	-1	KS	173	
10216.20080201.3.2	-1	NA	-1	-1	KS	174	blink before target onset
10216.20080201.3.3	-1	NA	-1	-1	KS	176	blink before target onset
10216.20080201.3.4	1	449	1	433	KS	175	
10216.20080201.3.5	1	489	1	483	KS	175	
10216.20080201.3.6	2	434	2	433	KS	172	
10216.20080201.3.7	1	437	-1	-1	KS	171	
10216.20080201.3.8	2	449	-1	-1	KS	172	
10216.20080201.3.9	1	516	1	517	KS	176	
10216.20080201.3.10	1	382	1	383	KS	171	
10216.20080201.3.11	1	419	1	417	KS	173	
10216.20080201.3.12	1	494	1	500	KS	174	
10216.20080201.2.1	2	330	2	317	KS	174	
10216.20080201.2.2	1	497	1	467	KS	171	
10216.20080201.2.3	1	509	1	500	KS	175	
10216.20080201.2.4	1	487	1	500	KS	176	
10216.20080201.2.5	2	374	2	367	KS	171	
10216.20080201.2.6	1	466	1	467	KS	172	
10216.20080201.2.7	1	673	-1	-1	KS	174	
10216.20080201.2.8	2	382	-1	-1	KS	173	
10216.20080201.2.9	1	434	1	450	KS	173	
10216.20080201.2.10	2	434	2	450	KS	172	
10216.20080201.2.11	2	330	2	317	KS	175	
10216.20080201.2.12	-1	NA	-1	-1	KS	176	average fixpos(227.512500) is off from baseline(130.500000)!
10216.20080201.1.1	1	397	1	383	KS	161	
10216.20080201.1.2	1	390	1	383	KS	165	
10216.20080201.1.3	1	327	1	317	KS	164	
10216.20080201.1.4	1	377	1	350	KS	163	
10216.20080201.1.5	-1	NA	1	283	KS	161	1st good sac too soon
10216.20080201.1.6	1	367	1	350	KS	162	
10216.20080201.1.7	1	181	1	400	KS	165	
10216.20080201.1.8	1	308	1	300	KS	164	
10216.20080201.1.9	1	382	1	367	KS	162	
10216.20080201.1.10	1	324	1	300	KS	163	
10216.20080201.1.11	1	330	1	317	KS	166	
10216.20080201.1.12	1	302	1	283	KS	166	
10216.20070331.3.1	-1	NA	1	400	ERIKBENNETT	166	no saccades (getSacs)
10216.20070331.3.2	1	367	1	367	ERIKBENNETT	162	
10216.20070331.3.3	1	309	1	283	ERIKBENNETT	164	
10216.20070331.3.4	-1	NA	-1	-1	ERIKBENNETT	163	< 30% tracking for samples of interest
10216.20070331.3.5	1	389	1	383	ERIKBENNETT	165	
10216.20070331.3.6	-1	NA	-1	-1	ERIKBENNETT	161	blink before target onset
10216.20070331.3.7	1	397	1	383	ERIKBENNETT	163	
10216.20070331.3.8	1	345	1	333	ERIKBENNETT	165	
10216.20070331.3.9	1	358	1	333	ERIKBENNETT	161	
10216.20070331.3.10	1	382	1	383	ERIKBENNETT	162	
10216.20070331.3.11	-1	NA	1	233	ERIKBENNETT	164	no saccades within sac.time(1.450)
10216.20070331.3.12	-1	NA	-1	-1	ERIKBENNETT	166	blink before target onset
10216.20070331.2.1	1	576	1	583	ERIKBENNETT	173	
10216.20070331.2.2	2	427	2	400	ERIKBENNETT	174	
10216.20070331.2.3	1	566	1	567	ERIKBENNETT	176	
10216.20070331.2.4	1	524	1	533	ERIKBENNETT	175	
10216.20070331.2.5	-1	NA	-1	-1	ERIKBENNETT	175	blink before target onset
10216.20070331.2.6	1	457	1	450	ERIKBENNETT	172	
10216.20070331.2.7	-1	NA	-1	-1	ERIKBENNETT	171	blink before target onset
10216.20070331.2.8	1	449	1	450	ERIKBENNETT	172	
10216.20070331.2.9	2	397	2	417	ERIKBENNETT	176	
10216.20070331.2.10	1	417	1	417	ERIKBENNETT	171	
10216.20070331.2.11	1	862	-1	-1	ERIKBENNETT	173	
10216.20070331.2.12	2	375	2	367	ERIKBENNETT	174	
10216.20070331.1.1	1	494	1	483	ERIKBENNETT	163	
10216.20070331.1.2	1	382	1	417	ERIKBENNETT	166	
10216.20070331.1.3	1	434	1	433	ERIKBENNETT	161	
10216.20070331.1.4	1	121	1	100	ERIKBENNETT	166	
10216.20070331.1.5	1	442	1	433	ERIKBENNETT	162	
10216.20070331.1.6	1	360	1	383	ERIKBENNETT	161	
10216.20070331.1.7	1	427	1	417	ERIKBENNETT	164	
10216.20070331.1.8	1	324	1	300	ERIKBENNETT	165	
10216.20070331.1.9	1	337	1	267	ERIKBENNETT	165	
10216.20070331.1.10	1	474	1	483	ERIKBENNETT	162	
10216.20070331.1.11	1	337	1	317	ERIKBENNETT	164	
10216.20070331.1.12	1	367	1	350	ERIKBENNETT	163	
10215.20080126.4.1	2	308	2	317	KS	174	
10215.20080126.4.2	-1	NA	2	300	KS	171	1st good sac too soon
10215.20080126.4.3	2	345	2	367	KS	175	
10215.20080126.4.4	2	337	-1	-1	KS	176	
10215.20080126.4.5	2	272	2	267	KS	172	
10215.20080126.4.6	2	308	2	317	KS	175	
10215.20080126.4.7	2	322	-1	-1	KS	171	
10215.20080126.4.8	2	367	2	367	KS	173	
10215.20080126.4.9	2	330	2	350	KS	172	
10215.20080126.4.10	2	322	2	317	KS	174	
10215.20080126.4.11	-1	NA	2	150	KS	176	moving (5.763 px/60Hz) before target onset
10215.20080126.4.12	2	300	2	300	KS	173	
10215.20080126.3.1	1	382	1	383	KS	165	
10215.20080126.3.2	1	419	1	367	KS	162	
10215.20080126.3.3	1	330	1	317	KS	164	
10215.20080126.3.4	1	322	1	317	KS	163	
10215.20080126.3.5	1	270	1	267	KS	161	
10215.20080126.3.6	1	442	1	433	KS	164	
10215.20080126.3.7	1	352	1	250	KS	162	
10215.20080126.3.8	1	457	-1	-1	KS	166	
10215.20080126.3.9	1	322	1	333	KS	165	
10215.20080126.3.10	1	315	1	317	KS	166	
10215.20080126.3.11	1	278	1	267	KS	163	
10215.20080126.3.12	1	337	1	350	KS	161	
10215.20080126.2.1	2	263	2	267	KS	171	
10215.20080126.2.2	2	84	2	333	KS	174	
10215.20080126.2.3	2	294	2	283	KS	175	
10215.20080126.2.4	2	293	2	267	KS	171	
10215.20080126.2.5	-1	NA	-1	-1	KS	173	average fixpos(50.137500) is off from baseline(130.500000)!
10215.20080126.2.6	-1	NA	-1	-1	KS	175	blink before target onset
10215.20080126.2.7	2	293	2	300	KS	176	
10215.20080126.2.8	2	263	2	267	KS	172	
10215.20080126.2.9	-1	NA	-1	-1	KS	173	average fixpos(14.312500) is off from baseline(130.500000)!
10215.20080126.2.10	-1	NA	2	333	KS	172	average fixpos(75.987500) is off from baseline(130.500000)!
10215.20080126.2.11	1	545	1	533	KS	174	
10215.20080126.2.12	2	370	2	383	KS	176	
10215.20080126.1.1	1	300	1	300	KS	163	
10215.20080126.1.2	1	226	1	233	KS	165	
10215.20080126.1.3	1	278	1	283	KS	166	
10215.20080126.1.4	-1	NA	1	317	KS	161	moving (5.449 px/60Hz) before target onset
10215.20080126.1.5	2	151	1	267	KS	161	
10215.20080126.1.6	1	324	1	317	KS	164	
10215.20080126.1.7	1	315	1	317	KS	165	
10215.20080126.1.8	1	297	1	300	KS	162	
10215.20080126.1.9	1	270	-1	-1	KS	166	
10215.20080126.1.10	1	315	1	317	KS	162	
10215.20080126.1.11	1	315	1	300	KS	164	
10215.20080126.1.12	1	200	1	150	KS	163	
10215.20060218.4.1	2	419	2	417	EMI	174	
10215.20060218.4.2	-1	NA	-1	-1	EMI	171	average fixpos(182.062500) is off from baseline(130.500000)!
10215.20060218.4.3	-1	NA	2	133	EMI	175	start pos too far from center fix
10215.20060218.4.4	0	159	2	317	EMI	176	
10215.20060218.4.5	2	300	2	300	EMI	172	
10215.20060218.4.6	-1	NA	2	217	EMI	175	moving (21.559 px/60Hz) before target onset
10215.20060218.4.7	-1	NA	1	267	EMI	171	start pos too far from center fix
10215.20060218.4.8	-1	NA	-1	-1	EMI	173	blink before target onset
10215.20060218.4.9	1	494	1	500	EMI	172	
10215.20060218.4.10	2	263	2	250	EMI	174	
10215.20060218.4.11	2	136	-1	-1	EMI	176	
10215.20060218.4.12	-1	NA	-1	-1	EMI	173	moving (10.133 px/60Hz) before target onset
10215.20060218.3.1	1	278	1	267	EMI	164	
10215.20060218.3.2	1	308	1	333	EMI	161	
10215.20060218.3.3	1	293	1	300	EMI	166	
10215.20060218.3.4	1	302	1	300	EMI	162	
10215.20060218.3.5	1	382	1	383	EMI	166	
10215.20060218.3.6	1	255	1	267	EMI	162	
10215.20060218.3.7	1	121	1	317	EMI	165	
10215.20060218.3.8	1	293	1	233	EMI	164	
10215.20060218.3.9	1	285	-1	-1	EMI	161	
10215.20060218.3.10	-1	NA	1	450	EMI	163	moving (13.420 px/60Hz) before target onset
10215.20060218.3.11	1	345	1	350	EMI	163	
10215.20060218.3.12	2	173	1	150	EMI	165	
10215.20060218.2.1	1	487	1	483	EMI	173	
10215.20060218.2.2	2	330	2	317	EMI	174	
10215.20060218.2.3	1	375	1	383	EMI	176	
10215.20060218.2.4	2	285	2	283	EMI	175	
10215.20060218.2.5	2	166	2	317	EMI	175	
10215.20060218.2.6	2	330	2	333	EMI	172	
10215.20060218.2.7	1	501	1	500	EMI	171	
10215.20060218.2.8	1	457	1	450	EMI	172	
10215.20060218.2.9	-1	NA	2	233	EMI	176	moving (5.025 px/60Hz) before target onset
10215.20060218.2.10	2	315	2	317	EMI	171	
10215.20060218.2.11	2	218	2	200	EMI	173	
10215.20060218.2.12	2	272	2	250	EMI	174	
10215.20060218.1.1	1	382	1	367	EMI	164	
10215.20060218.1.2	1	330	1	333	EMI	165	
10215.20060218.1.3	1	324	1	317	EMI	163	
10215.20060218.1.4	1	293	1	283	EMI	163	
10215.20060218.1.5	1	397	1	400	EMI	161	
10215.20060218.1.6	1	293	1	283	EMI	164	
10215.20060218.1.7	1	285	1	300	EMI	161	
10215.20060218.1.8	1	330	1	333	EMI	166	
10215.20060218.1.9	1	337	1	333	EMI	162	
10215.20060218.1.10	1	270	1	267	EMI	165	
10215.20060218.1.11	1	494	1	500	EMI	166	
10215.20060218.1.12	1	377	1	383	EMI	162	
10211.20060605.4.1	-1	NA	0	350	EMI	175	average fixpos(200.650000) is off from baseline(130.500000)!
10211.20060605.4.2	-1	NA	-1	-1	EMI	173	average fixpos(182.550000) is off from baseline(130.500000)!
10211.20060605.4.3	-1	NA	1	667	EMI	173	average fixpos(210.700000) is off from baseline(130.500000)!
10211.20060605.4.4	-1	NA	-1	-1	EMI	176	blink before target onset
10211.20060605.4.5	-1	NA	0	683	EMI	172	average fixpos(219.814286) is off from baseline(130.500000)!
10211.20060605.4.6	-1	NA	0	2200	EMI	171	no saccades within sac.time(1.450)
10211.20060605.4.7	0	107	0	100	EMI	174	
10211.20060605.4.8	1	375	-1	-1	EMI	174	
10211.20060605.4.9	-1	NA	0	67	EMI	172	average fixpos(189.150000) is off from baseline(130.500000)!
10211.20060605.4.10	-1	NA	-1	-1	EMI	176	no saccades (getSacs)
10211.20060605.4.11	2	151	0	133	EMI	171	
10211.20060605.4.12	-1	NA	0	800	EMI	175	average fixpos(61.850000) is off from baseline(130.500000)!
10211.20060605.3.1	-1	NA	-1	-1	EMI	164	average fixpos(72.012500) is off from baseline(130.500000)!
10211.20060605.3.2	2	762	0	750	EMI	161	
10211.20060605.3.3	-1	NA	-1	-1	EMI	166	average fixpos(61.987500) is off from baseline(130.500000)!
10211.20060605.3.4	0	761	-1	-1	EMI	162	
10211.20060605.3.5	1	494	1	450	EMI	166	
10211.20060605.3.6	1	99	1	117	EMI	162	
10211.20060605.3.7	-1	NA	-1	-1	EMI	165	average fixpos(56.150000) is off from baseline(130.500000)!
10211.20060605.3.8	-1	NA	-1	-1	EMI	164	average fixpos(56.862500) is off from baseline(130.500000)!
10211.20060605.3.9	-1	NA	-1	-1	EMI	161	average fixpos(46.512500) is off from baseline(130.500000)!
10211.20060605.3.10	-1	NA	-1	-1	EMI	163	no saccades (getSacs)
10211.20060605.3.11	-1	NA	-1	-1	EMI	163	blink before target onset
10211.20060605.3.12	1	114	1	117	EMI	165	
10211.20060605.2.1	1	286	1	283	EMI	164	
10211.20060605.2.2	1	263	1	267	EMI	165	
10211.20060605.2.3	1	308	1	300	EMI	163	
10211.20060605.2.4	1	613	1	600	EMI	163	
10211.20060605.2.5	1	324	1	333	EMI	161	
10211.20060605.2.6	1	330	1	317	EMI	164	
10211.20060605.2.7	1	375	1	383	EMI	161	
10211.20060605.2.8	1	293	1	300	EMI	166	
10211.20060605.2.9	1	509	1	500	EMI	162	
10211.20060605.2.10	1	315	1	317	EMI	165	
10211.20060605.2.11	1	285	1	283	EMI	166	
10211.20060605.2.12	1	337	1	350	EMI	162	
10211.20060605.1.1	-1	NA	1	667	EMI	172	average fixpos(20.125000) is off from baseline(130.500000)!
10211.20060605.1.2	1	427	1	433	EMI	173	
10211.20060605.1.3	1	390	1	400	EMI	173	
10211.20060605.1.4	2	330	2	333	EMI	174	
10211.20060605.1.5	2	285	2	283	EMI	175	
10211.20060605.1.6	2	293	2	283	EMI	174	
10211.20060605.1.7	2	309	2	317	EMI	176	
10211.20060605.1.8	2	255	2	267	EMI	175	
10211.20060605.1.9	1	561	1	567	EMI	171	
10211.20060605.1.10	2	240	2	250	EMI	176	
10211.20060605.1.11	1	467	1	467	EMI	172	
10211.20060605.1.12	2	293	2	300	EMI	171	
10206.20070106.4.1	1	419	1	417	EMI	173	
10206.20070106.4.2	1	419	1	417	EMI	174	
10206.20070106.4.3	1	419	1	417	EMI	176	
10206.20070106.4.4	1	390	1	383	EMI	171	
10206.20070106.4.5	1	464	1	450	EMI	175	
10206.20070106.4.6	1	487	1	483	EMI	172	
10206.20070106.4.7	1	449	1	467	EMI	176	
10206.20070106.4.8	1	390	1	383	EMI	174	
10206.20070106.4.9	2	422	2	417	EMI	172	
10206.20070106.4.10	1	419	1	433	EMI	175	
10206.20070106.4.11	2	434	2	450	EMI	171	
10206.20070106.4.12	1	390	1	400	EMI	173	
10206.20070106.3.1	-1	NA	-1	-1	EMI	163	poor tracking: sd of xpos Δ=44.865503
10206.20070106.3.2	-1	NA	-1	-1	EMI	161	average fixpos(192.400000) is off from baseline(130.500000)!
10206.20070106.3.3	-1	NA	-1	-1	EMI	164	poor tracking: sd of xpos Δ=43.748852
10206.20070106.3.4	1	427	1	433	EMI	163	
10206.20070106.3.5	-1	NA	1	267	EMI	161	poor tracking: sd of xpos Δ=54.333919
10206.20070106.3.6	1	330	1	300	EMI	165	
10206.20070106.3.7	1	330	1	333	EMI	162	
10206.20070106.3.8	-1	NA	1	250	EMI	162	poor tracking: sd of xpos Δ=55.371826
