trial	count_a	lat_a	count_m	lat_m	scorer
11075.20121106.1.20	1	250	1	250	LR
11075.20121106.1.21	1	223	1	233	LR
11075.20121106.1.22	1	240	1	233	LR
11075.20121106.1.23	2	267	0	250	LR
11075.20121106.1.24	1	260	1	267	LR
11075.20121106.1.25	1	326	1	317	LR
11075.20121106.1.26	1	280	1	267	LR
11075.20121106.1.27	1	371	1	367	LR
11075.20121106.1.28	1	235	1	217	LR
11075.20121106.1.29	1	336	1	350	LR
11075.20121106.1.30	1	265	1	267	LR
11075.20121106.1.31	1	326	1	317	LR
11075.20121106.1.32	-1	-1	1	183	LR
11075.20121106.1.33	1	235	1	233	LR
11075.20121106.1.34	1	282	1	283	LR
11075.20121106.1.35	1	357	1	383	LR
11075.20121106.1.36	1	194	1	200	LR
11075.20121106.1.37	1	286	1	267	LR
11075.20121106.1.38	1	284	1	283	LR
11075.20121106.1.39	1	235	1	233	LR
11075.20121106.1.40	1	304	1	283	LR
11075.20121106.1.41	1	253	1	250	LR
11075.20121106.1.42	1	317	1	317	LR
11075.20121106.1.43	1	198	1	217	LR
11075.20121106.1.44	1	228	1	217	LR
11075.20121106.1.45	1	213	1	217	LR
11075.20121106.1.46	1	229	1	217	LR
11075.20121106.1.47	1	211	1	217	LR
11075.20121106.1.48	1	200	1	200	LR
11074.20121107.1.1	2	439	-1	-1	LR
11074.20121107.1.2	2	249	2	250	LR
11074.20121107.1.3	2	221	2	200	LR
11074.20121107.1.4	2	211	2	217	LR
11074.20121107.1.5	2	250	2	267	LR
11074.20121107.1.6	2	147	2	167	LR
11074.20121107.1.7	-1	-1	2	433	LR
11074.20121107.1.8	-1	-1	-1	-1	LR
11074.20121107.1.9	1	351	1	350	LR
11074.20121107.1.10	2	167	2	150	LR
11074.20121107.1.11	1	277	1	250	LR
11074.20121107.1.12	2	257	2	283	LR
11074.20121107.1.13	1	334	1	333	LR
11074.20121107.1.14	2	132	2	117	LR
11074.20121107.1.15	1	356	1	350	LR
11074.20121107.1.16	2	108	2	100	LR
11074.20121107.1.17	2	262	-1	-1	LR
11074.20121107.1.18	2	115	2	100	LR
11074.20121107.1.19	1	336	1	350	LR
11074.20121107.1.20	2	147	0	133	LR
11074.20121107.1.21	1	341	1	333	LR
11074.20121107.1.22	1	282	1	283	LR
11074.20121107.1.23	1	353	1	350	LR
11074.20121107.1.24	1	253	1	233	LR
11074.20121107.1.25	2	217	2	217	LR
11074.20121107.1.26	1	410	1	417	LR
11074.20121107.1.27	1	368	1	367	LR
11074.20121107.1.28	-1	-1	1	283	LR
11074.20121107.1.29	1	382	1	300	LR
11074.20121107.1.30	-1	-1	1	450	LR
11074.20121107.1.31	1	309	1	317	LR
11074.20121107.1.32	1	353	1	333	LR
11074.20121107.1.33	1	307	1	300	LR
11074.20121107.1.34	1	262	1	267	LR
11074.20121107.1.35	1	255	-1	517	LR
11074.20121107.1.36	1	240	1	233	LR
11074.20121107.1.37	2	149	2	167	LR
11074.20121107.1.38	1	344	1	333	LR
11074.20121107.1.39	2	132	2	117	LR
11074.20121107.1.40	2	244	-1	-1	LR
11074.20121107.1.41	2	172	2	133	LR
11074.20121107.1.42	2	194	2	183	LR
11074.20121107.1.43	-1	-1	1	300	LR
11074.20121107.1.44	2	552	-1	-1	LR
11074.20121107.1.45	1	405	1	417	LR
11074.20121107.1.46	1	282	1	283	LR
11074.20121107.1.47	1	324	1	317	LR
11074.20121107.1.48	-1	-1	-1	-1	LR
11072.20121105.1.1	1	349	1	217	LR
11072.20121105.1.2	1	344	1	333	LR
11072.20121105.1.3	1	349	1	367	LR
11072.20121105.1.4	1	506	1	517	LR
11072.20121105.1.5	1	346	1	350	LR
11072.20121105.1.6	1	184	1	183	LR
11072.20121105.1.7	2	164	2	150	LR
11072.20121105.1.8	1	319	1	317	LR
11072.20121105.1.9	2	184	0	183	LR
11072.20121105.1.10	1	331	1	333	LR
11072.20121105.1.11	1	326	1	317	LR
11072.20121105.1.12	-1	-1	2	583	LR
11072.20121105.1.13	1	508	1	517	LR
11072.20121105.1.14	1	277	1	267	LR
11072.20121105.1.15	1	258	1	250	LR
11072.20121105.1.16	-1	-1	-1	-1	LR
11072.20121105.1.17	1	208	1	217	LR
11072.20121105.1.18	1	216	1	217	LR
11072.20121105.1.19	1	309	1	317	LR
11072.20121105.1.20	1	317	1	317	LR
11072.20121105.1.21	1	326	1	333	LR
11072.20121105.1.22	1	336	1	317	LR
11072.20121105.1.23	1	277	1	267	LR
11072.20121105.1.24	1	388	-1	-1	LR
11072.20121105.1.25	2	87	2	100	LR
11072.20121105.1.26	1	73	1	383	LR
11072.20121105.1.27	1	243	1	267	LR
11072.20121105.1.28	1	439	1	450	LR
11072.20121105.1.29	2	100	2	100	LR
11072.20121105.1.30	1	260	1	267	LR
11072.20121105.1.31	1	218	1	217	LR
11072.20121105.1.32	1	258	1	250	LR
11072.20121105.1.33	1	309	1	283	LR
11072.20121105.1.34	-1	-1	-1	-1	LR
11072.20121105.1.35	1	262	1	267	LR
11072.20121105.1.36	2	201	2	200	LR
11072.20121105.1.37	1	349	1	350	LR
11072.20121105.1.38	1	194	1	183	LR
11072.20121105.1.39	2	127	2	117	LR
11072.20121105.1.40	1	277	1	267	LR
11072.20121105.1.41	1	329	1	317	LR
11072.20121105.1.42	1	217	1	217	LR
11072.20121105.1.43	1	260	1	250	LR
11072.20121105.1.44	1	292	1	300	LR
11072.20121105.1.45	1	339	-1	-1	LR
11072.20121105.1.46	1	297	1	283	LR
11072.20121105.1.47	1	363	1	367	LR
11072.20121105.1.48	1	234	1	233	LR
11070.20121101.1.1	1	393	1	150	LR
11070.20121101.1.2	1	299	1	300	LR
11070.20121101.1.3	2	319	0	333	LR
11070.20121101.1.4	1	382	1	400	LR
11070.20121101.1.5	1	272	1	267	LR
11070.20121101.1.6	1	291	1	283	LR
11070.20121101.1.7	1	275	1	267	LR
11070.20121101.1.8	1	275	1	267	LR
11070.20121101.1.9	1	294	1	283	LR
11070.20121101.1.10	1	366	1	350	LR
11070.20121101.1.11	1	309	1	267	LR
11070.20121101.1.12	1	280	1	267	LR
11070.20121101.1.13	1	218	1	217	LR
11070.20121101.1.14	1	223	1	217	LR
11070.20121101.1.15	1	277	1	267	LR
11070.20121101.1.16	1	201	1	217	LR
11070.20121101.1.17	1	235	1	233	LR
11070.20121101.1.18	1	223	1	233	LR
11070.20121101.1.19	1	228	1	217	LR
11070.20121101.1.20	1	227	1	217	LR
11070.20121101.1.21	1	228	1	217	LR
11070.20121101.1.22	1	248	1	250	LR
11070.20121101.1.23	1	312	-1	-1	LR
11070.20121101.1.24	2	149	2	133	LR
11070.20121101.1.25	1	329	-1	-1	LR
11070.20121101.1.26	1	294	1	300	LR
11070.20121101.1.27	1	232	1	217	LR
11070.20121101.1.28	1	253	1	250	LR
11070.20121101.1.29	1	262	1	250	LR
11070.20121101.1.30	1	243	1	233	LR
11070.20121101.1.31	1	235	1	217	LR
11070.20121101.1.32	1	331	1	317	LR
11070.20121101.1.33	1	265	1	233	LR
11070.20121101.1.34	2	240	2	233	LR
11070.20121101.1.35	1	265	1	250	LR
11070.20121101.1.36	1	220	1	233	LR
11070.20121101.1.37	1	246	1	250	LR
11070.20121101.1.38	2	127	2	117	LR
11070.20121101.1.39	1	206	1	200	LR
11070.20121101.1.40	1	221	1	217	LR
11070.20121101.1.41	1	248	1	250	LR
11070.20121101.1.42	1	234	1	233	LR
11070.20121101.1.43	0	173	0	183	LR
11070.20121101.1.44	1	213	1	217	LR
11070.20121101.1.45	1	189	1	183	LR
11070.20121101.1.46	1	189	1	183	LR
11070.20121101.1.47	1	208	1	217	LR
11070.20121101.1.48	1	238	1	233	LR
11066.20121029.1.1	2	169	0	85	LR
11066.20121029.1.2	2	159	2	167	LR
11066.20121029.1.3	2	144	2	150	LR
11066.20121029.1.4	2	168	0	183	LR
11066.20121029.1.5	1	368	1	367	LR
11066.20121029.1.6	1	326	1	317	LR
11066.20121029.1.7	-1	-1	1	300	LR
11066.20121029.1.8	1	194	1	200	LR
11066.20121029.1.9	1	285	1	283	LR
11066.20121029.1.10	2	162	2	183	LR
11066.20121029.1.11	1	292	1	317	LR
11066.20121029.1.12	1	248	1	250	LR
11066.20121029.1.13	1	186	1	200	LR
11066.20121029.1.14	2	164	2	183	LR
11066.20121029.1.15	1	290	1	300	LR
11066.20121029.1.16	1	223	1	233	LR
11066.20121029.1.17	2	226	2	217	LR
11066.20121029.1.18	1	363	1	367	LR
11066.20121029.1.19	1	304	1	300	LR
11066.20121029.1.20	1	314	1	317	LR
11066.20121029.1.21	1	243	1	250	LR
11066.20121029.1.22	-1	-1	1	283	LR
11066.20121029.1.23	1	221	1	217	LR
11066.20121029.1.24	-1	-1	1	200	LR
11066.20121029.1.25	1	380	1	400	LR
11066.20121029.1.26	1	201	1	200	LR
11066.20121029.1.27	-1	-1	-1	-1	LR
11066.20121029.1.28	1	200	1	200	LR
11066.20121029.1.29	1	257	1	267	LR
11066.20121029.1.30	1	363	1	367	LR
11066.20121029.1.31	1	241	1	267	LR
11066.20121029.1.32	2	216	2	167	LR
11066.20121029.1.33	-1	-1	1	417	LR
11066.20121029.1.34	1	272	1	267	LR
11066.20121029.1.35	1	267	1	267	LR
11066.20121029.1.36	-1	-1	1	350	LR
11066.20121029.1.37	1	292	1	317	LR
11066.20121029.1.38	1	334	1	333	LR
11066.20121029.1.39	1	355	1	350	LR
11066.20121029.1.40	2	147	1	150	LR
11066.20121029.1.41	-1	-1	1	283	LR
11066.20121029.1.42	1	329	1	333	LR
11066.20121029.1.43	-1	-1	1	383	LR
11066.20121029.1.44	1	275	1	267	LR
11066.20121029.1.45	-1	-1	1	217	LR
11066.20121029.1.46	1	252	1	250	LR
11066.20121029.1.47	1	313	1	333	LR
11066.20121029.1.48	1	299	1	300	LR
11065.20121026.1.1	1	385	1	133	LR
11065.20121026.1.2	2	170	0	150	LR
11065.20121026.1.3	-1	-1	-1	-1	LR
11065.20121026.1.4	2	144	0	150	LR
11065.20121026.1.5	2	159	0	150	LR
11065.20121026.1.6	1	365	1	367	LR
11065.20121026.1.7	1	421	1	417	LR
11065.20121026.1.8	1	373	1	367	LR
11065.20121026.1.9	1	329	-1	-1	LR
11065.20121026.1.10	1	317	1	317	LR
11065.20121026.1.11	-1	-1	1	317	LR
11065.20121026.1.12	2	174	2	167	LR
11065.20121026.1.13	1	278	1	300	LR
11065.20121026.1.14	1	329	-1	-1	LR
11065.20121026.1.15	1	356	1	367	LR
11065.20121026.1.16	-1	-1	-1	-1	LR
11065.20121026.1.17	1	371	1	367	LR
11065.20121026.1.18	-1	-1	-1	-1	LR
11065.20121026.1.19	2	152	2	150	LR
11065.20121026.1.20	2	265	1	350	LR
11065.20121026.1.21	2	145	2	133	LR
11065.20121026.1.22	1	280	1	283	LR
11065.20121026.1.23	1	336	1	333	LR
11065.20121026.1.24	1	412	1	417	LR
11065.20121026.1.25	1	353	1	367	LR
11065.20121026.1.26	-1	-1	-1	517	LR
11065.20121026.1.27	1	297	1	300	LR
11065.20121026.1.28	2	167	2	167	LR
11065.20121026.1.29	-1	-1	0	717	LR
11065.20121026.1.30	1	319	1	317	LR
11065.20121026.1.31	2	167	2	167	LR
11065.20121026.1.32	2	169	2	183	LR
11065.20121026.1.33	1	290	1	283	LR
11065.20121026.1.34	1	334	1	333	LR
11065.20121026.1.35	2	245	2	233	LR
11065.20121026.1.36	2	147	2	133	LR
11065.20121026.1.37	1	326	1	317	LR
11065.20121026.1.38	2	248	2	267	LR
11065.20121026.1.39	2	137	2	117	LR
11065.20121026.1.40	-1	-1	0	83	LR
11065.20121026.1.41	-1	-1	1	650	LR
11065.20121026.1.42	2	169	2	150	LR
11065.20121026.1.43	1	282	1	283	LR
11065.20121026.1.44	2	125	2	117	LR
11065.20121026.1.45	-1	-1	1	283	LR
11065.20121026.1.46	1	329	1	333	LR
11065.20121026.1.47	1	329	1	333	LR
11065.20121026.1.48	-1	-1	-1	-1	LR
11062.20121024.1.1	1	226	1	100	LR
11062.20121024.1.2	1	231	1	233	LR
11062.20121024.1.3	-1	-1	-1	-1	LR
11062.20121024.1.4	-1	-1	1	233	LR
11062.20121024.1.5	1	262	1	267	LR
11062.20121024.1.6	1	267	1	233	LR
11062.20121024.1.7	1	216	1	183	LR
11062.20121024.1.8	1	226	1	250	LR
11062.20121024.1.9	1	179	1	200	LR
11062.20121024.1.10	1	122	1	117	LR
11062.20121024.1.11	2	140	2	133	LR
11062.20121024.1.12	1	176	1	167	LR
11062.20121024.1.13	1	208	1	217	LR
11062.20121024.1.14	1	125	1	83	LR
11062.20121024.1.15	1	243	1	250	LR
11062.20121024.1.16	2	147	2	133	LR
11062.20121024.1.17	2	142	2	117	LR
11062.20121024.1.18	-1	-1	-1	-1	LR
11062.20121024.1.19	1	211	1	217	LR
11062.20121024.1.20	1	162	1	150	LR
11062.20121024.1.21	1	166	1	167	LR
11062.20121024.1.22	0	172	0	150	LR
11062.20121024.1.23	-1	-1	-1	-1	LR
11062.20121024.1.24	2	154	2	167	LR
11062.20121024.1.25	1	174	1	167	LR
11062.20121024.1.26	1	203	1	200	LR
11062.20121024.1.27	2	132	2	133	LR
11062.20121024.1.28	2	115	2	100	LR
11062.20121024.1.29	-1	-1	-1	-1	LR
11062.20121024.1.30	1	226	1	217	LR
11062.20121024.1.31	1	255	1	250	LR
11062.20121024.1.32	-1	-1	-1	-1	LR
11062.20121024.1.33	2	130	2	117	LR
11062.20121024.1.34	-1	-1	2	167	LR
11062.20121024.1.35	2	135	2	133	LR
11062.20121024.1.36	2	152	1	250	LR
11062.20121024.1.37	0	95	2	83	LR
11062.20121024.1.38	-1	-1	2	150	LR
11062.20121024.1.39	-1	-1	-1	-1	LR
11062.20121024.1.40	2	139	0	133	LR
11062.20121024.1.41	1	211	1	217	LR
11062.20121024.1.42	-1	-1	-1	-1	LR
11062.20121024.1.43	1	174	1	183	LR
11062.20121024.1.44	1	162	1	150	LR
11062.20121024.1.45	1	213	1	217	LR
11062.20121024.1.46	2	201	2	183	LR
11062.20121024.1.47	-1	-1	1	283	LR
11062.20121024.1.48	2	116	2	100	LR
11060.20121023.1.1	2	152	2	117	LR
11060.20121023.1.2	1	223	1	217	LR
11060.20121023.1.3	1	285	1	283	LR
11060.20121023.1.4	1	238	1	233	LR
11060.20121023.1.5	2	113	2	83	LR
11060.20121023.1.6	1	408	1	550	LR
11060.20121023.1.7	2	132	2	133	LR
11060.20121023.1.8	1	439	1	433	LR
11060.20121023.1.9	2	122	2	133	LR
11060.20121023.1.10	1	326	1	317	LR
11060.20121023.1.11	2	184	2	167	LR
11060.20121023.1.12	1	422	1	400	LR
11060.20121023.1.13	1	199	1	183	LR
11060.20121023.1.14	1	366	1	367	LR
11060.20121023.1.15	1	417	-1	-1	LR
11060.20121023.1.16	1	270	1	250	LR
11060.20121023.1.17	1	394	1	367	LR
11060.20121023.1.18	1	294	1	233	LR
11060.20121023.1.19	2	194	2	200	LR
11060.20121023.1.20	2	137	2	133	LR
11060.20121023.1.21	-1	-1	1	450	LR
11060.20121023.1.22	2	159	2	167	LR
11060.20121023.1.23	2	152	2	100	LR
11060.20121023.1.24	2	159	2	150	LR
11060.20121023.1.25	2	171	2	167	LR
11060.20121023.1.26	1	302	1	317	LR
11060.20121023.1.27	1	479	-1	700	LR
11060.20121023.1.28	2	147	2	150	LR
11060.20121023.1.29	1	334	1	300	LR
11060.20121023.1.30	2	152	2	150	LR
11060.20121023.1.31	1	351	1	333	LR
11060.20121023.1.32	2	233	2	200	LR
11060.20121023.1.33	2	122	2	117	LR
11060.20121023.1.34	1	307	-1	-1	LR
11060.20121023.1.35	2	211	0	183	LR
11060.20121023.1.36	1	213	1	200	LR
11060.20121023.1.37	1	358	1	367	LR
11060.20121023.1.38	1	250	1	233	LR
11060.20121023.1.39	1	307	1	283	LR
11060.20121023.1.40	1	435	1	433	LR
11060.20121023.1.41	-1	-1	-1	-1	LR
11060.20121023.1.42	-1	-1	1	300	LR
11060.20121023.1.43	2	115	2	133	LR
11060.20121023.1.44	1	213	1	183	LR
11060.20121023.1.45	2	149	2	117	LR
11060.20121023.1.46	1	255	1	250	LR
11060.20121023.1.47	1	297	1	300	LR
11060.20121023.1.48	2	149	2	150	LR
11059.20121025.1.1	2	206	0	100	LR
11059.20121025.1.2	2	199	2	183	LR
11059.20121025.1.3	1	217	1	217	LR
11059.20121025.1.4	1	280	1	283	LR
11059.20121025.1.5	1	213	1	200	LR
11059.20121025.1.6	1	235	1	233	LR
11059.20121025.1.7	2	140	2	133	LR
11059.20121025.1.8	1	253	1	250	LR
11059.20121025.1.9	1	224	1	200	LR
11059.20121025.1.10	1	184	1	183	LR
11059.20121025.1.11	1	176	1	183	LR
11059.20121025.1.12	1	236	1	250	LR
11059.20121025.1.13	1	272	1	300	LR
11059.20121025.1.14	1	213	1	233	LR
11059.20121025.1.15	1	199	1	200	LR
11059.20121025.1.16	1	211	1	217	LR
11059.20121025.1.17	1	199	1	200	LR
11059.20121025.1.18	1	201	1	200	LR
11059.20121025.1.19	1	218	1	217	LR
11059.20121025.1.20	1	201	1	217	LR
11059.20121025.1.21	1	223	1	217	LR
11059.20121025.1.22	1	255	1	267	LR
11059.20121025.1.23	1	213	1	233	LR
11059.20121025.1.24	1	255	1	250	LR
11059.20121025.1.25	1	201	1	217	LR
11059.20121025.1.26	1	256	1	283	LR
11059.20121025.1.27	1	191	1	183	LR
11059.20121025.1.28	1	231	1	233	LR
11059.20121025.1.29	1	129	1	133	LR
11059.20121025.1.30	1	189	1	183	LR
11059.20121025.1.31	1	228	1	233	LR
11059.20121025.1.32	2	159	2	150	LR
11059.20121025.1.33	1	159	1	150	LR
11059.20121025.1.34	1	186	1	183	LR
11059.20121025.1.35	1	204	1	200	LR
11059.20121025.1.36	2	113	2	100	LR
11059.20121025.1.37	-1	-1	-1	-1	LR
11059.20121025.1.38	1	226	1	217	LR
11059.20121025.1.39	1	201	1	200	LR
11059.20121025.1.40	2	135	2	133	LR
11059.20121025.1.41	1	228	1	200	LR
11059.20121025.1.42	1	250	1	250	LR
11059.20121025.1.43	-1	-1	0	450	LR
11059.20121025.1.44	1	217	1	217	LR
11059.20121025.1.45	1	179	1	183	LR
11059.20121025.1.46	1	196	1	217	LR
11059.20121025.1.47	1	253	1	250	LR
11059.20121025.1.48	1	199	1	200	LR
11058.20121022.1.1	-1	-1	-1	-1	SC
11058.20121022.1.2	1	249	1	250	SC
11058.20121022.1.3	1	235	1	250	SC
11058.20121022.1.4	2	245	0	267	SC
11058.20121022.1.5	1	501	1	517	SC
11058.20121022.1.6	1	339	1	333	SC
11058.20121022.1.7	1	432	1	433	SC
11058.20121022.1.8	1	258	1	283	SC
11058.20121022.1.9	1	223	1	233	SC
11058.20121022.1.10	1	253	1	250	SC
11058.20121022.1.11	1	339	1	333	SC
11058.20121022.1.12	1	302	1	283	SC
11058.20121022.1.13	1	302	1	300	SC
11058.20121022.1.14	1	216	0	233	SC
11058.20121022.1.15	1	272	0	300	SC
11058.20121022.1.16	1	367	1	383	SC
11058.20121022.1.17	1	240	0	250	SC
11058.20121022.1.18	1	353	1	367	SC
11058.20121022.1.19	-1	-1	1	300	SC
11058.20121022.1.20	1	297	1	300	SC
11058.20121022.1.21	1	287	1	300	SC
11058.20121022.1.22	1	270	1	267	SC
11058.20121022.1.23	1	331	1	333	SC
11058.20121022.1.24	1	250	1	250	SC
11058.20121022.1.25	1	317	1	300	SC
11058.20121022.1.26	1	314	1	317	SC
11058.20121022.1.27	1	452	1	533	SC
11058.20121022.1.28	1	280	1	300	SC
11058.20121022.1.29	1	408	1	400	SC
11058.20121022.1.30	-1	-1	2	217	SC
11058.20121022.1.31	1	393	1	383	SC
11058.20121022.1.32	1	302	1	283	SC
11058.20121022.1.33	1	285	1	283	SC
11058.20121022.1.34	1	344	1	333	SC
11058.20121022.1.35	-1	-1	2	50	SC
11058.20121022.1.36	1	503	1	467	SC
11058.20121022.1.37	1	371	1	367	SC
11058.20121022.1.38	1	245	1	250	SC
11058.20121022.1.39	1	238	1	233	SC
11058.20121022.1.40	-1	-1	1	50	SC
11058.20121022.1.41	1	351	1	350	SC
11058.20121022.1.42	1	253	1	350	SC
11058.20121022.1.43	1	351	1	350	SC
11058.20121022.1.44	1	283	1	283	SC
11058.20121022.1.45	1	287	1	300	SC
11058.20121022.1.46	1	292	1	267	SC
11058.20121022.1.47	1	278	1	283	SC
11058.20121022.1.48	-1	-1	-1	-1	SC
11056.20121019.1.1	1	513	1	333	LR
11056.20121019.1.2	1	326	1	350	LR
11056.20121019.1.3	1	356	1	350	LR
11056.20121019.1.4	1	297	1	283	LR
11056.20121019.1.5	1	327	1	317	LR
11056.20121019.1.6	1	324	1	317	LR
11056.20121019.1.7	1	262	1	250	LR
11056.20121019.1.8	1	307	1	300	LR
11056.20121019.1.9	1	491	1	500	LR
11056.20121019.1.10	1	317	1	317	LR
11056.20121019.1.11	1	378	1	383	LR
11056.20121019.1.12	1	374	1	350	LR
11056.20121019.1.13	1	398	1	350	LR
11056.20121019.1.14	2	149	2	117	LR
11056.20121019.1.15	1	289	1	283	LR
11056.20121019.1.16	1	385	1	383	LR
11056.20121019.1.17	1	201	1	200	LR
11056.20121019.1.18	1	356	1	350	LR
11056.20121019.1.19	1	319	1	317	LR
11056.20121019.1.20	1	290	1	283	LR
11056.20121019.1.21	1	269	1	267	LR
11056.20121019.1.22	1	275	1	283	LR
11056.20121019.1.23	1	258	1	250	LR
11056.20121019.1.24	1	315	1	317	LR
11056.20121019.1.25	1	371	1	367	LR
11056.20121019.1.26	1	299	1	317	LR
11056.20121019.1.27	2	250	2	250	LR
11056.20121019.1.28	1	349	1	350	LR
11056.20121019.1.29	1	312	1	300	LR
11056.20121019.1.30	1	250	1	250	LR
11056.20121019.1.31	1	217	1	233	LR
11056.20121019.1.32	1	282	1	267	LR
11056.20121019.1.33	1	280	1	283	LR
11056.20121019.1.34	1	322	1	333	LR
11056.20121019.1.35	1	253	1	250	LR
11056.20121019.1.36	1	303	1	300	LR
11056.20121019.1.37	1	304	1	317	LR
11056.20121019.1.38	1	226	1	233	LR
11056.20121019.1.39	1	239	1	233	LR
11056.20121019.1.40	1	196	1	217	LR
11056.20121019.1.41	1	255	1	250	LR
11056.20121019.1.42	1	231	1	217	LR
11056.20121019.1.43	1	371	1	383	LR
11056.20121019.1.44	1	279	1	267	LR
11056.20121019.1.45	1	282	1	300	LR
11056.20121019.1.46	1	212	1	217	LR
11056.20121019.1.47	1	294	1	283	LR
11056.20121019.1.48	-1	-1	-1	-1	LR
11055.20121019.1.1	1	282	1	117	JP
11055.20121019.1.2	-1	-1	-1	-1	JP
11055.20121019.1.3	-1	-1	2	133	JP
11055.20121019.1.4	1	429	1	433	JP
11055.20121019.1.5	1	341	1	333	JP
11055.20121019.1.6	1	309	1	317	JP
11055.20121019.1.7	1	264	1	267	JP
11055.20121019.1.8	1	577	1	583	JP
11055.20121019.1.9	2	147	2	133	JP
11055.20121019.1.10	1	280	1	283	JP
11055.20121019.1.11	1	444	1	450	JP
11055.20121019.1.12	2	120	2	100	JP
11055.20121019.1.13	1	196	1	200	JP
11055.20121019.1.14	2	197	2	183	JP
11055.20121019.1.15	2	174	2	167	JP
11055.20121019.1.16	1	435	1	433	JP
11055.20121019.1.17	1	366	1	367	JP
11055.20121019.1.18	1	208	1	233	JP
11055.20121019.1.19	1	221	1	217	JP
11055.20121019.1.20	1	439	-1	-1	JP
11055.20121019.1.21	1	243	1	217	JP
11055.20121019.1.22	2	144	2	133	JP
11055.20121019.1.23	2	186	2	183	JP
11055.20121019.1.24	1	304	1	317	JP
11055.20121019.1.25	2	144	2	117	JP
11055.20121019.1.26	2	199	2	183	JP
11055.20121019.1.27	1	299	1	300	JP
11055.20121019.1.28	2	223	2	233	JP
11055.20121019.1.29	2	179	2	167	JP
11055.20121019.1.30	2	208	2	217	JP
11055.20121019.1.31	1	317	1	317	JP
11055.20121019.1.32	2	167	2	167	JP
11055.20121019.1.33	1	292	1	300	JP
11055.20121019.1.34	2	142	2	167	JP
11055.20121019.1.35	1	196	1	167	JP
11055.20121019.1.36	0	165	0	167	JP
11055.20121019.1.37	2	189	2	200	JP
11055.20121019.1.38	-1	-1	-1	-1	JP
11055.20121019.1.39	-1	-1	-1	-1	JP
11055.20121019.1.40	1	290	1	300	JP
11055.20121019.1.41	2	231	2	217	JP
11055.20121019.1.42	2	140	2	133	JP
11055.20121019.1.43	2	181	2	183	JP
11055.20121019.1.44	2	152	0	150	JP
11055.20121019.1.45	2	262	2	283	JP
11055.20121019.1.46	2	189	2	183	JP
11055.20121019.1.47	1	213	-1	-1	JP
11055.20121019.1.48	2	142	2	133	JP
11054.20121018.1.1	1	420	1	233	LR
11054.20121018.1.2	0	747	1	750	LR
11054.20121018.1.3	1	280	1	283	LR
11054.20121018.1.4	1	294	1	283	LR
11054.20121018.1.5	1	737	1	717	LR
11054.20121018.1.6	1	324	1	300	LR
11054.20121018.1.7	1	538	1	533	LR
11054.20121018.1.8	1	287	1	300	LR
11054.20121018.1.9	-1	-1	1	333	LR
11054.20121018.1.10	-1	-1	0	183	LR
11054.20121018.1.11	1	336	1	333	LR
11054.20121018.1.12	1	253	1	250	LR
11054.20121018.1.13	1	277	1	267	LR
11054.20121018.1.14	1	289	1	283	LR
11054.20121018.1.15	1	260	1	267	LR
11054.20121018.1.16	2	211	2	200	LR
11054.20121018.1.17	1	302	1	300	LR
11054.20121018.1.18	1	223	1	233	LR
11054.20121018.1.19	1	334	1	317	LR
11054.20121018.1.20	1	277	1	267	LR
11054.20121018.1.21	1	353	1	333	LR
11054.20121018.1.22	1	221	1	233	LR
11054.20121018.1.23	1	361	1	317	LR
11054.20121018.1.24	1	258	1	250	LR
11054.20121018.1.25	1	285	1	283	LR
11054.20121018.1.26	-1	-1	-1	-1	LR
11054.20121018.1.27	1	302	1	267	LR
11054.20121018.1.28	-1	-1	-1	-1	LR
11054.20121018.1.29	1	329	1	333	LR
11054.20121018.1.30	1	297	1	283	LR
11054.20121018.1.31	1	336	1	317	LR
11054.20121018.1.32	1	258	1	267	LR
11054.20121018.1.33	2	152	2	167	LR
11054.20121018.1.34	1	331	1	333	LR
11054.20121018.1.35	1	282	1	283	LR
11054.20121018.1.36	1	262	1	267	LR
11054.20121018.1.37	1	172	-1	-1	LR
11054.20121018.1.38	1	251	1	250	LR
11054.20121018.1.39	1	287	1	283	LR
11054.20121018.1.40	1	260	1	250	LR
11054.20121018.1.41	1	260	1	267	LR
11054.20121018.1.42	1	282	1	267	LR
11054.20121018.1.43	1	297	1	283	LR
11054.20121018.1.44	-1	-1	-1	-1	LR
11054.20121018.1.45	1	260	1	267	LR
11054.20121018.1.46	1	270	1	267	LR
11054.20121018.1.47	2	181	2	200	LR
11054.20121018.1.48	1	245	1	250	LR
11052.20121018.1.1	1	314	-1	-1	JP
11052.20121018.1.2	1	223	1	217	JP
11052.20121018.1.3	1	292	1	267	JP
11052.20121018.1.4	1	317	1	317	JP
11052.20121018.1.5	1	265	1	250	JP
11052.20121018.1.6	1	314	1	300	JP
11052.20121018.1.7	1	243	1	233	JP
11052.20121018.1.8	1	260	-1	-1	JP
11052.20121018.1.9	1	279	1	250	JP
11052.20121018.1.10	1	258	1	250	JP
11052.20121018.1.11	2	238	2	233	JP
11052.20121018.1.12	2	164	2	167	JP
11052.20121018.1.13	-1	-1	1	317	JP
11052.20121018.1.14	1	260	1	250	JP
11052.20121018.1.15	1	252	1	233	JP
11052.20121018.1.16	1	218	1	233	JP
11052.20121018.1.17	2	191	2	183	JP
11052.20121018.1.18	1	218	1	200	JP
11052.20121018.1.19	1	322	1	317	JP
11052.20121018.1.20	1	292	1	283	JP
