trial	count_a	lat_a	count_m	lat_m	scorer	xdat
11167.20130517.2.1	1	353	1	200	RC	201
11167.20130517.2.2	1	489	-1	-1	RC	201
11167.20130517.2.3	1	345	1	350	RC	143
11167.20130517.2.4	1	345	1	350	RC	201
11167.20130517.2.5	1	377	1	383	RC	118
11167.20130517.2.6	1	361	1	367	RC	201
11167.20130517.2.7	1	337	1	333	RC	202
11167.20130517.2.8	1	353	1	350	RC	120
11167.20130517.2.9	1	345	1	350	RC	140
11167.20130517.2.10	1	385	1	383	RC	148
11167.20130517.2.11	1	397	1	383	RC	123
11167.20130517.2.12	1	373	1	367	RC	125
11167.20130517.2.13	1	373	1	367	RC	202
11167.20130517.2.14	1	421	1	867	RC	147
11167.20130517.2.15	1	385	1	383	RC	145
11167.20130517.2.16	1	397	1	400	RC	204
11167.20130517.2.17	1	381	1	383	RC	131
11167.20130517.2.18	1	389	1	383	RC	127
11167.20130517.2.19	1	349	1	350	RC	138
11167.20130517.2.20	1	365	1	367	RC	111
11167.20130517.2.21	1	361	1	350	RC	113
11167.20130517.2.22	1	365	1	367	RC	116
11167.20130517.2.23	1	345	1	350	RC	133
11167.20130517.2.24	1	511	1	517	RC	202
11167.20130517.2.25	1	361	1	450	RC	202
11167.20130517.2.26	1	393	1	383	RC	117
11167.20130517.2.27	1	365	1	367	RC	202
11167.20130517.2.28	1	405	1	400	RC	115
11167.20130517.2.29	1	373	1	367	RC	124
11167.20130517.2.30	1	389	1	383	RC	142
11167.20130517.2.31	1	357	1	350	RC	139
11167.20130517.2.32	1	321	1	317	RC	144
11167.20130517.2.33	1	345	1	350	RC	204
11167.20130517.2.34	1	349	1	350	RC	149
11167.20130517.2.35	1	361	1	367	RC	130
11167.20130517.2.36	1	337	1	333	RC	203
11167.20130517.2.37	1	361	1	367	RC	204
11167.20130517.2.38	1	349	1	350	RC	204
11167.20130517.2.39	1	337	1	333	RC	150
11167.20130517.2.40	1	389	1	483	RC	135
11167.20130517.2.41	1	361	1	367	RC	119
11167.20130517.2.42	1	365	1	367	RC	134
11167.20130517.2.43	1	353	1	350	RC	204
11167.20130517.2.44	1	302	1	300	RC	114
11167.20130517.2.45	1	321	1	333	RC	126
11167.20130517.2.46	1	333	1	333	RC	203
11167.20130517.2.47	1	341	1	350	RC	128
11167.20130517.2.48	1	321	1	333	RC	146
11167.20130517.2.49	1	337	1	350	RC	121
11167.20130517.2.50	1	345	1	367	RC	203
11167.20130517.2.51	1	373	1	383	RC	132
11167.20130517.2.52	1	361	1	383	RC	201
11167.20130517.2.53	1	385	1	400	RC	203
11167.20130517.2.54	1	373	1	383	RC	203
11167.20130517.2.55	1	333	1	350	RC	122
11167.20130517.2.56	1	310	1	333	RC	129
11167.20130517.2.57	1	333	1	317	RC	112
11167.20130517.2.58	1	333	1	350	RC	141
11167.20130517.2.59	1	349	1	350	RC	136
11167.20130517.2.60	1	302	1	317	RC	137
11167.20130517.1.1	0	278	0	83	RC	127
11167.20130517.1.2	1	365	1	367	RC	118
11167.20130517.1.3	1	369	1	367	RC	143
11167.20130517.1.4	1	341	1	333	RC	112
11167.20130517.1.5	1	353	1	350	RC	203
11167.20130517.1.6	1	353	1	350	RC	132
11167.20130517.1.7	1	357	1	350	RC	136
11167.20130517.1.8	1	365	1	367	RC	201
11167.20130517.1.9	1	365	1	367	RC	122
11167.20130517.1.10	1	357	1	350	RC	202
11167.20130517.1.11	1	321	1	333	RC	203
11167.20130517.1.12	1	349	1	367	RC	139
11167.20130517.1.13	1	357	1	367	RC	130
11167.20130517.1.14	1	385	1	400	RC	123
11167.20130517.1.15	1	345	1	367	RC	140
11167.20130517.1.16	1	345	1	367	RC	201
11167.20130517.1.17	1	337	1	350	RC	204
11167.20130517.1.18	1	373	1	367	RC	111
11167.20130517.1.19	1	341	1	367	RC	129
11167.20130517.1.20	1	333	1	350	RC	204
11167.20130517.1.21	1	349	1	367	RC	116
11167.20130517.1.22	1	314	1	333	RC	149
11167.20130517.1.23	1	333	1	350	RC	146
11167.20130517.1.24	1	302	1	317	RC	141
11167.20130517.1.25	1	314	1	333	RC	126
11167.20130517.1.26	1	321	1	333	RC	142
11167.20130517.1.27	1	389	1	400	RC	203
11167.20130517.1.28	1	353	1	800	RC	138
11167.20130517.1.29	1	341	1	367	RC	203
11167.20130517.1.30	1	405	1	417	RC	201
11167.20130517.1.31	1	373	1	383	RC	202
11167.20130517.1.32	1	349	1	350	RC	120
11167.20130517.1.33	1	357	1	367	RC	204
11167.20130517.1.34	1	373	1	383	RC	144
11167.20130517.1.35	1	357	1	350	RC	125
11167.20130517.1.36	1	349	1	350	RC	117
11167.20130517.1.37	1	357	1	333	RC	114
11167.20130517.1.38	1	361	1	350	RC	202
11167.20130517.1.39	1	373	1	367	RC	204
11167.20130517.1.40	1	333	1	333	RC	137
11167.20130517.1.41	1	397	1	400	RC	131
11167.20130517.1.42	1	325	1	333	RC	145
11167.20130517.1.43	1	505	1	517	RC	204
11167.20130517.1.44	1	377	1	367	RC	119
11167.20130517.1.45	1	337	1	333	RC	150
11167.20130517.1.46	1	341	1	333	RC	121
11167.20130517.1.47	1	377	1	383	RC	147
11167.20130517.1.48	1	413	1	417	RC	134
11167.20130517.1.49	1	373	1	367	RC	115
11167.20130517.1.50	1	357	1	350	RC	202
11167.20130517.1.51	1	361	1	350	RC	124
11167.20130517.1.52	1	357	1	350	RC	128
11167.20130517.1.53	1	385	1	383	RC	113
11167.20130517.1.54	1	393	1	400	RC	133
11167.20130517.1.55	1	337	1	350	RC	203
11167.20130517.1.56	1	369	1	383	RC	148
11167.20130517.1.57	1	361	1	367	RC	202
11167.20130517.1.58	1	385	1	400	RC	201
11167.20130517.1.59	1	337	1	350	RC	201
11167.20130517.1.60	1	345	1	367	RC	135
11162.20130501.2.1	1	321	1	67	RC	201
11162.20130501.2.2	1	294	1	283	RC	201
11162.20130501.2.3	1	299	1	317	RC	143
11162.20130501.2.4	1	349	1	350	RC	201
11162.20130501.2.5	1	336	1	333	RC	118
11162.20130501.2.6	1	310	1	317	RC	201
11162.20130501.2.7	1	306	1	300	RC	202
11162.20130501.2.8	1	296	1	300	RC	120
11162.20130501.2.9	1	294	1	283	RC	140
11162.20130501.2.10	1	306	1	283	RC	148
11162.20130501.2.11	1	381	1	383	RC	123
11162.20130501.2.12	1	397	1	400	RC	125
11162.20130501.2.13	1	333	1	333	RC	202
11162.20130501.2.14	1	333	1	333	RC	147
11162.20130501.2.15	-1	-1	-1	-1	RC	
11162.20130501.2.16	1	307	1	383	RC	204
11162.20130501.2.17	1	306	1	317	RC	131
11162.20130501.2.18	1	289	1	300	RC	127
11162.20130501.2.19	1	319	1	317	RC	138
11162.20130501.2.20	1	317	1	283	RC	111
11162.20130501.2.21	2	250	2	233	RC	113
11162.20130501.2.22	1	361	1	383	RC	116
11162.20130501.2.23	1	428	1	433	RC	133
11162.20130501.2.24	1	511	1	533	RC	202
11162.20130501.2.25	1	290	1	317	RC	202
11162.20130501.2.26	1	412	1	417	RC	117
11162.20130501.2.27	1	306	1	333	RC	202
11162.20130501.2.28	1	302	1	317	RC	115
11162.20130501.2.29	1	278	1	283	RC	124
11162.20130501.2.30	1	315	1	333	RC	142
11162.20130501.2.31	1	290	1	317	RC	139
11162.20130501.2.32	1	306	1	333	RC	144
11162.20130501.2.33	1	300	1	317	RC	204
11162.20130501.2.34	1	298	1	317	RC	149
11162.20130501.2.35	1	302	1	333	RC	130
11162.20130501.2.36	1	306	1	317	RC	203
11162.20130501.2.37	1	303	1	317	RC	204
11162.20130501.2.38	1	296	1	317	RC	204
11162.20130501.2.39	1	320	1	333	RC	150
11162.20130501.2.40	1	302	1	333	RC	135
11162.20130501.2.41	1	436	1	300	RC	119
11162.20130501.2.42	-1	-1	1	333	RC	
11162.20130501.2.43	1	324	1	350	RC	204
11162.20130501.2.44	1	320	1	333	RC	114
11162.20130501.2.45	-1	-1	1	283	RC	
11162.20130501.2.46	1	NA	-1	-1	RC	203
11162.20130501.2.47	1	309	1	300	RC	128
11162.20130501.2.48	1	311	1	317	RC	146
11162.20130501.2.49	1	285	1	283	RC	121
11162.20130501.2.50	1	305	1	300	RC	203
11162.20130501.2.51	1	321	1	317	RC	132
11162.20130501.2.52	1	321	1	317	RC	201
11162.20130501.2.53	1	273	1	283	RC	203
11162.20130501.2.54	1	NA	-1	-1	RC	203
11162.20130501.2.55	1	320	1	317	RC	122
11162.20130501.2.56	1	285	1	283	RC	129
11162.20130501.2.57	1	290	1	300	RC	112
11162.20130501.2.58	1	294	1	283	RC	141
11162.20130501.2.59	1	375	-1	-1	RC	136
11162.20130501.2.60	1	314	1	333	RC	137
11162.20130501.1.1	1	357	1	83	RC	127
11162.20130501.1.2	1	356	1	367	RC	118
11162.20130501.1.3	1	314	1	333	RC	143
11162.20130501.1.4	1	NA	0	517	RC	112
11162.20130501.1.5	1	325	1	333	RC	203
11162.20130501.1.6	1	321	1	317	RC	132
11162.20130501.1.7	1	325	1	500	RC	136
11162.20130501.1.8	1	270	1	417	RC	201
11162.20130501.1.9	1	NA	-1	-1	RC	122
11162.20130501.1.10	1	321	1	317	RC	202
11162.20130501.1.11	1	436	1	450	RC	203
11162.20130501.1.12	1	341	1	300	RC	139
11162.20130501.1.13	1	NA	-1	-1	RC	130
11162.20130501.1.14	1	321	1	317	RC	123
11162.20130501.1.15	1	NA	-1	-1	RC	140
11162.20130501.1.16	1	473	1	483	RC	201
11162.20130501.1.17	1	328	1	233	RC	204
11162.20130501.1.18	1	NA	-1	-1	RC	111
11162.20130501.1.19	1	274	1	367	RC	129
11162.20130501.1.20	1	NA	-1	-1	RC	204
11162.20130501.1.21	1	473	1	483	RC	116
11162.20130501.1.22	1	294	-1	-1	RC	149
11162.20130501.1.23	1	NA	1	333	RC	146
11162.20130501.1.24	1	318	1	317	RC	141
11162.20130501.1.25	1	NA	1	317	RC	126
11162.20130501.1.26	1	322	-1	-1	RC	142
11162.20130501.1.27	1	278	1	300	RC	203
11162.20130501.1.28	1	316	1	333	RC	138
11162.20130501.1.29	1	357	1	367	RC	203
11162.20130501.1.30	1	488	1	333	RC	201
11162.20130501.1.31	1	310	1	300	RC	202
11162.20130501.1.32	1	329	1	350	RC	120
11162.20130501.1.33	1	391	1	400	RC	204
11162.20130501.1.34	1	350	1	367	RC	144
11162.20130501.1.35	1	333	1	350	RC	125
11162.20130501.1.36	1	287	1	300	RC	117
11162.20130501.1.37	1	NA	-1	-1	RC	114
11162.20130501.1.38	1	310	-1	-1	RC	202
11162.20130501.1.39	1	323	1	350	RC	204
11162.20130501.1.40	1	306	1	317	RC	137
11162.20130501.1.41	2	120	-1	-1	RC	131
11162.20130501.1.42	1	302	1	300	RC	145
11162.20130501.1.43	1	296	1	317	RC	204
11162.20130501.1.44	1	337	1	333	RC	119
11162.20130501.1.45	1	318	1	333	RC	150
11162.20130501.1.46	1	318	1	300	RC	121
11162.20130501.1.47	1	436	1	267	RC	147
11162.20130501.1.48	1	299	1	300	RC	134
11162.20130501.1.49	1	341	1	333	RC	115
11162.20130501.1.50	1	492	1	500	RC	202
11162.20130501.1.51	1	353	1	350	RC	124
11162.20130501.1.52	1	325	1	333	RC	128
11162.20130501.1.53	1	325	1	300	RC	113
11162.20130501.1.54	1	313	1	317	RC	133
11162.20130501.1.55	1	321	1	317	RC	203
11162.20130501.1.56	1	325	1	317	RC	148
11162.20130501.1.57	1	305	1	300	RC	202
11162.20130501.1.58	1	362	1	367	RC	201
11162.20130501.1.59	1	285	1	367	RC	201
11162.20130501.1.60	1	401	1	400	RC	135
11160.20130429.2.1	1	329	1	83	RC	201
11160.20130429.2.2	1	313	1	317	RC	201
11160.20130429.2.3	1	293	1	300	RC	143
11160.20130429.2.4	1	333	1	350	RC	201
11160.20130429.2.5	1	325	1	317	RC	118
11160.20130429.2.6	1	321	1	317	RC	201
11160.20130429.2.7	1	317	1	333	RC	202
11160.20130429.2.8	1	333	1	333	RC	120
11160.20130429.2.9	1	294	-1	-1	RC	140
11160.20130429.2.10	1	345	1	350	RC	148
11160.20130429.2.11	1	321	1	333	RC	123
11160.20130429.2.12	1	353	1	350	RC	125
11160.20130429.2.13	1	294	1	317	RC	202
11160.20130429.2.14	1	314	1	333	RC	147
11160.20130429.2.15	1	318	1	333	RC	145
11160.20130429.2.16	1	310	1	317	RC	204
11160.20130429.2.17	1	294	1	317	RC	131
11160.20130429.2.18	1	409	1	433	RC	127
11160.20130429.2.19	1	314	1	333	RC	138
11160.20130429.2.20	1	310	1	317	RC	111
11160.20130429.2.21	1	333	1	333	RC	113
11160.20130429.2.22	1	325	1	333	RC	116
11160.20130429.2.23	1	333	1	333	RC	133
11160.20130429.2.24	1	305	1	300	RC	202
11160.20130429.2.25	1	345	1	350	RC	202
11160.20130429.2.26	1	329	1	333	RC	117
11160.20130429.2.27	1	321	1	317	RC	202
11160.20130429.2.28	1	337	1	333	RC	115
11160.20130429.2.29	1	309	1	317	RC	124
11160.20130429.2.30	1	353	1	350	RC	142
11160.20130429.2.31	1	337	1	333	RC	139
11160.20130429.2.32	1	321	1	317	RC	144
11160.20130429.2.33	1	357	1	350	RC	204
11160.20130429.2.34	1	337	1	333	RC	149
11160.20130429.2.35	1	325	1	317	RC	130
11160.20130429.2.36	1	309	1	300	RC	203
11160.20130429.2.37	1	337	1	333	RC	204
11160.20130429.2.38	1	309	1	300	RC	204
11160.20130429.2.39	1	337	1	333	RC	150
11160.20130429.2.40	1	397	1	383	RC	135
11160.20130429.2.41	1	313	1	317	RC	119
11160.20130429.2.42	1	317	1	300	RC	134
11160.20130429.2.43	1	329	1	333	RC	204
11160.20130429.2.44	1	318	1	317	RC	114
11160.20130429.2.45	1	314	1	333	RC	126
11160.20130429.2.46	1	314	1	333	RC	203
11160.20130429.2.47	1	329	1	350	RC	128
11160.20130429.2.48	1	314	1	333	RC	146
11160.20130429.2.49	1	302	1	317	RC	121
11160.20130429.2.50	1	298	1	317	RC	203
11160.20130429.2.51	1	294	1	317	RC	132
11160.20130429.2.52	1	278	1	300	RC	201
11160.20130429.2.53	1	345	1	350	RC	203
11160.20130429.2.54	1	302	1	317	RC	203
11160.20130429.2.55	1	333	1	350	RC	122
11160.20130429.2.56	1	318	1	333	RC	129
11160.20130429.2.57	1	385	1	383	RC	112
11160.20130429.2.58	1	306	1	300	RC	141
11160.20130429.2.59	1	325	1	333	RC	136
11160.20130429.2.60	1	345	1	333	RC	137
11160.20130429.1.1	1	NA	0	133	RC	127
11160.20130429.1.2	1	369	1	417	RC	118
11160.20130429.1.3	1	349	1	333	RC	143
11160.20130429.1.4	1	NA	-1	-1	RC	112
11160.20130429.1.5	1	310	1	333	RC	203
11160.20130429.1.6	1	294	0	317	RC	132
11160.20130429.1.7	1	NA	-1	-1	RC	136
11160.20130429.1.8	1	341	1	367	RC	201
11160.20130429.1.9	1	302	1	317	RC	122
11160.20130429.1.10	1	314	1	333	RC	202
11160.20130429.1.11	1	314	1	333	RC	203
11160.20130429.1.12	1	325	1	350	RC	139
11160.20130429.1.13	1	298	1	317	RC	130
11160.20130429.1.14	1	314	1	350	RC	123
11160.20130429.1.15	1	310	1	333	RC	140
11160.20130429.1.16	1	341	1	350	RC	201
11160.20130429.1.17	1	377	1	383	RC	204
11160.20130429.1.18	1	298	1	317	RC	111
11160.20130429.1.19	1	314	1	317	RC	129
11160.20130429.1.20	1	369	1	367	RC	204
11160.20130429.1.21	1	306	1	317	RC	116
11160.20130429.1.22	1	357	1	350	RC	149
11160.20130429.1.23	1	329	1	333	RC	146
11160.20130429.1.24	1	333	1	333	RC	141
11160.20130429.1.25	1	329	1	333	RC	126
11160.20130429.1.26	1	389	1	383	RC	142
11160.20130429.1.27	1	321	1	317	RC	203
11160.20130429.1.28	1	369	1	367	RC	138
11160.20130429.1.29	1	337	1	333	RC	203
11160.20130429.1.30	1	349	1	350	RC	201
11160.20130429.1.31	1	349	1	350	RC	202
11160.20130429.1.32	1	337	1	333	RC	120
11160.20130429.1.33	1	309	1	300	RC	204
11160.20130429.1.34	1	345	1	350	RC	144
11160.20130429.1.35	1	329	1	333	RC	125
11160.20130429.1.36	1	333	1	333	RC	117
11160.20130429.1.37	1	369	1	350	RC	114
11160.20130429.1.38	1	341	1	350	RC	202
11160.20130429.1.39	1	337	1	350	RC	204
11160.20130429.1.40	1	361	1	367	RC	137
11160.20130429.1.41	1	365	1	383	RC	131
11160.20130429.1.42	1	341	1	350	RC	145
11160.20130429.1.43	1	381	1	400	RC	204
11160.20130429.1.44	1	314	1	333	RC	119
11160.20130429.1.45	1	329	1	350	RC	150
11160.20130429.1.46	1	373	1	383	RC	121
11160.20130429.1.47	1	325	1	333	RC	147
11160.20130429.1.48	1	333	1	350	RC	134
11160.20130429.1.49	1	436	1	450	RC	115
11160.20130429.1.50	1	318	1	333	RC	202
11160.20130429.1.51	1	NA	1	333	RC	124
11160.20130429.1.52	1	270	1	300	RC	128
11160.20130429.1.53	1	NA	1	317	RC	113
11160.20130429.1.54	2	167	2	183	RC	133
11160.20130429.1.55	1	345	1	367	RC	203
11160.20130429.1.56	1	314	1	333	RC	148
11160.20130429.1.57	1	341	1	333	RC	202
11160.20130429.1.58	1	318	1	333	RC	201
11160.20130429.1.59	1	298	1	317	RC	201
11160.20130429.1.60	1	306	1	317	RC	135
11159.20130425.2.1	1	333	1	133	LR	201
11159.20130425.2.2	1	75	-1	-1	LR	201
11159.20130425.2.3	1	329	1	333	LR	143
11159.20130425.2.4	1	266	1	267	LR	201
11159.20130425.2.5	2	222	-1	-1	LR	118
11159.20130425.2.6	-1	-1	-1	-1	LR	
11159.20130425.2.7	-1	-1	-1	-1	LR	
11159.20130425.2.8	-1	-1	-1	-1	LR	
11159.20130425.2.9	-1	-1	-1	-1	LR	
11159.20130425.2.10	1	456	-1	-1	LR	148
11159.20130425.2.11	-1	-1	-1	-1	LR	
11159.20130425.2.12	-1	-1	-1	-1	LR	
11159.20130425.2.13	-1	-1	-1	-1	LR	
11159.20130425.2.14	-1	-1	-1	-1	LR	
11159.20130425.2.15	-1	-1	-1	-1	LR	
11159.20130425.2.16	-1	-1	-1	-1	LR	
11159.20130425.2.17	-1	-1	-1	-1	LR	
11159.20130425.2.18	-1	-1	-1	-1	LR	
11159.20130425.2.19	-1	-1	-1	-1	LR	
11159.20130425.2.20	1	293	0	300	LR	111
11159.20130425.2.21	1	408	1	400	LR	113
11159.20130425.2.22	1	345	1	367	LR	116
11159.20130425.2.23	1	333	-1	-1	LR	133
11159.20130425.2.24	1	345	1	350	LR	202
11159.20130425.2.25	1	461	1	467	LR	202
11159.20130425.2.26	1	385	1	400	LR	117
11159.20130425.2.27	1	440	1	450	LR	202
11159.20130425.2.28	-1	-1	-1	-1	LR	
11159.20130425.2.29	1	NA	-1	-1	LR	124
11159.20130425.2.30	-1	-1	-1	-1	LR	
11159.20130425.2.31	1	325	1	350	LR	139
11159.20130425.2.32	1	397	1	400	LR	144
11159.20130425.2.33	1	345	1	367	LR	204
11159.20130425.2.34	1	337	1	350	LR	149
11159.20130425.2.35	-1	-1	-1	-1	LR	
11159.20130425.2.36	-1	-1	-1	-1	LR	
11159.20130425.2.37	-1	-1	-1	-1	LR	
11159.20130425.2.38	1	290	1	317	LR	204
11159.20130425.2.39	-1	-1	-1	-1	LR	
11159.20130425.2.40	-1	-1	-1	-1	LR	
11159.20130425.2.41	-1	-1	-1	-1	LR	
11159.20130425.2.42	-1	-1	-1	-1	LR	
11159.20130425.2.43	-1	-1	-1	-1	LR	
11159.20130425.2.44	-1	-1	-1	-1	LR	
11159.20130425.2.45	1	173	-1	-1	LR	126
11159.20130425.2.46	-1	-1	-1	-1	LR	
11159.20130425.2.47	-1	-1	-1	-1	LR	
11159.20130425.2.48	-1	-1	-1	-1	LR	
11159.20130425.2.49	-1	-1	-1	-1	LR	
11159.20130425.2.50	1	389	1	383	LR	203
11159.20130425.2.51	-1	-1	-1	-1	LR	
11159.20130425.2.52	1	329	1	333	LR	201
11159.20130425.2.53	1	357	-1	-1	LR	203
11159.20130425.2.54	1	333	-1	-1	LR	203
11159.20130425.2.55	1	339	-1	-1	LR	122
11159.20130425.2.56	1	NA	-1	-1	LR	129
11159.20130425.2.57	-1	-1	-1	-1	LR	
11159.20130425.2.58	-1	-1	-1	-1	LR	
11159.20130425.2.59	1	381	-1	-1	LR	136
11159.20130425.2.60	1	NA	-1	-1	LR	137
11159.20130425.1.1	2	444	0	267	LR	127
11159.20130425.1.2	1	349	1	350	LR	118
11159.20130425.1.3	1	318	1	317	LR	143
11159.20130425.1.4	1	NA	-1	-1	LR	112
11159.20130425.1.5	-1	-1	-1	-1	LR	
11159.20130425.1.6	1	325	1	317	LR	132
11159.20130425.1.7	1	305	-1	-1	LR	136
11159.20130425.1.8	1	301	-1	-1	LR	201
11159.20130425.1.9	1	341	1	333	LR	122
11159.20130425.1.10	1	NA	-1	-1	LR	202
11159.20130425.1.11	1	325	-1	-1	LR	203
11159.20130425.1.12	-1	-1	-1	-1	LR	
11159.20130425.1.13	1	321	1	317	LR	130
11159.20130425.1.14	-1	-1	-1	-1	LR	
11159.20130425.1.15	1	NA	-1	-1	LR	140
11159.20130425.1.16	1	NA	1	333	LR	201
11159.20130425.1.17	1	409	-1	-1	LR	204
11159.20130425.1.18	1	NA	-1	-1	LR	111
11159.20130425.1.19	1	NA	-1	-1	LR	129
11159.20130425.1.20	-1	-1	-1	-1	LR	
11159.20130425.1.21	-1	-1	-1	-1	LR	
11159.20130425.1.22	1	NA	1	333	LR	149
11159.20130425.1.23	1	88	1	83	LR	146
11159.20130425.1.24	1	274	1	300	LR	141
11159.20130425.1.25	-1	-1	-1	-1	LR	
11159.20130425.1.26	-1	-1	-1	-1	LR	
11159.20130425.1.27	1	361	-1	-1	LR	203
11159.20130425.1.28	1	278	1	300	LR	138
11159.20130425.1.29	-1	-1	-1	-1	LR	
11159.20130425.1.30	-1	-1	-1	-1	LR	
11159.20130425.1.31	1	NA	-1	-1	LR	202
11159.20130425.1.32	1	NA	1	317	LR	120
11159.20130425.1.33	1	NA	1	400	LR	204
11159.20130425.1.34	1	361	1	367	LR	144
11159.20130425.1.35	1	535	-1	-1	LR	125
11159.20130425.1.36	1	262	1	283	LR	117
11159.20130425.1.37	1	357	1	367	LR	114
11159.20130425.1.38	1	377	1	383	LR	202
11159.20130425.1.39	1	325	-1	-1	LR	204
11159.20130425.1.40	1	325	-1	-1	LR	137
11159.20130425.1.41	1	385	-1	-1	LR	131
11159.20130425.1.42	1	293	-1	-1	LR	145
11159.20130425.1.43	1	179	1	133	LR	204
11159.20130425.1.44	1	401	0	417	LR	119
11159.20130425.1.45	1	321	1	333	LR	150
11159.20130425.1.46	1	310	1	300	LR	121
11159.20130425.1.47	1	369	-1	-1	LR	147
11159.20130425.1.48	1	456	-1	-1	LR	134
11159.20130425.1.49	1	389	1	383	LR	115
11159.20130425.1.50	1	NA	-1	-1	LR	202
11159.20130425.1.51	1	282	-1	-1	LR	124
11159.20130425.1.52	1	389	-1	-1	LR	128
11159.20130425.1.53	1	NA	-1	-1	LR	113
11159.20130425.1.54	1	477	-1	-1	LR	133
11159.20130425.1.55	1	325	-1	-1	LR	203
11159.20130425.1.56	-1	-1	-1	-1	LR	
11159.20130425.1.57	1	349	1	350	LR	202
11159.20130425.1.58	1	385	-1	-1	LR	201
11159.20130425.1.59	-1	-1	-1	-1	LR	
11159.20130425.1.60	1	325	-1	-1	LR	135
11157.20130424.2.1	1	436	1	300	RI	201
11157.20130424.2.2	1	405	1	417	RI	201
11157.20130424.2.3	1	302	1	317	RI	143
11157.20130424.2.4	1	432	1	450	RI	201
11157.20130424.2.5	2	365	2	383	RI	118
11157.20130424.2.6	1	353	1	367	RI	201
11157.20130424.2.7	1	369	1	383	RI	202
11157.20130424.2.8	1	357	1	367	RI	120
11157.20130424.2.9	1	369	1	383	RI	140
11157.20130424.2.10	1	349	1	367	RI	148
11157.20130424.2.11	1	519	1	533	RI	123
11157.20130424.2.12	2	262	2	267	RI	125
11157.20130424.2.13	1	365	1	383	RI	202
11157.20130424.2.14	1	405	1	417	RI	147
11157.20130424.2.15	1	381	1	400	RI	145
11157.20130424.2.16	1	361	1	383	RI	204
11157.20130424.2.17	1	357	1	367	RI	131
11157.20130424.2.18	1	353	1	350	RI	127
11157.20130424.2.19	1	369	1	383	RI	138
11157.20130424.2.20	2	293	2	300	RI	111
11157.20130424.2.21	1	460	1	450	RI	113
11157.20130424.2.22	1	412	1	417	RI	116
11157.20130424.2.23	1	405	1	417	RI	133
11157.20130424.2.24	1	318	1	333	RI	202
11157.20130424.2.25	1	353	1	433	RI	202
11157.20130424.2.26	1	369	1	383	RI	117
11157.20130424.2.27	1	369	1	383	RI	202
11157.20130424.2.28	1	361	1	383	RI	115
11157.20130424.2.29	1	361	1	367	RI	124
11157.20130424.2.30	1	448	1	467	RI	142
11157.20130424.2.31	1	314	1	333	RI	139
11157.20130424.2.32	1	369	1	383	RI	144
11157.20130424.2.33	1	385	1	400	RI	204
11157.20130424.2.34	1	448	1	467	RI	149
11157.20130424.2.35	1	401	1	417	RI	130
11157.20130424.2.36	-1	-1	1	417	RI	
11157.20130424.2.37	1	424	1	433	RI	204
11157.20130424.2.38	1	377	1	400	RI	204
11157.20130424.2.39	1	341	1	367	RI	150
11157.20130424.2.40	1	357	1	367	RI	135
11157.20130424.2.41	1	357	1	367	RI	119
11157.20130424.2.42	1	353	1	367	RI	134
11157.20130424.2.43	1	401	1	417	RI	204
11157.20130424.2.44	1	420	1	417	RI	114
11157.20130424.2.45	1	428	1	433	RI	126
11157.20130424.2.46	1	412	1	400	RI	203
11157.20130424.2.47	1	353	1	350	RI	128
11157.20130424.2.48	2	318	2	317	RI	146
11157.20130424.2.49	1	496	1	500	RI	121
11157.20130424.2.50	-1	-1	1	1133	RI	
11157.20130424.2.51	1	420	1	417	RI	132
11157.20130424.2.52	1	397	1	400	RI	201
11157.20130424.2.53	1	377	1	367	RI	203
11157.20130424.2.54	2	191	0	183	RI	203
11157.20130424.2.55	1	377	-1	-1	RI	122
11157.20130424.2.56	1	341	1	350	RI	129
11157.20130424.2.57	1	505	1	483	RI	112
11157.20130424.2.58	1	389	1	383	RI	141
11157.20130424.2.59	1	369	1	367	RI	136
11157.20130424.2.60	-1	-1	1	867	RI	
11157.20130424.1.1	1	437	1	283	RI	127
11157.20130424.1.2	1	409	1	417	RI	118
11157.20130424.1.3	1	349	1	350	RI	143
11157.20130424.1.4	1	369	1	367	RI	112
11157.20130424.1.5	1	464	1	467	RI	203
11157.20130424.1.6	1	357	1	367	RI	132
11157.20130424.1.7	1	333	1	350	RI	136
11157.20130424.1.8	1	321	1	350	RI	201
11157.20130424.1.9	1	361	1	367	RI	122
11157.20130424.1.10	1	318	1	333	RI	202
11157.20130424.1.11	1	325	1	350	RI	203
11157.20130424.1.12	1	377	1	383	RI	139
11157.20130424.1.13	1	420	1	433	RI	130
11157.20130424.1.14	1	357	1	367	RI	123
11157.20130424.1.15	1	337	1	350	RI	140
11157.20130424.1.16	1	329	1	350	RI	201
11157.20130424.1.17	2	278	2	283	RI	204
11157.20130424.1.18	1	385	1	383	RI	111
11157.20130424.1.19	1	389	1	400	RI	129
11157.20130424.1.20	1	361	1	383	RI	204
11157.20130424.1.21	1	385	1	400	RI	116
11157.20130424.1.22	1	329	1	350	RI	149
11157.20130424.1.23	1	357	1	367	RI	146
11157.20130424.1.24	1	325	1	317	RI	141
11157.20130424.1.25	1	377	1	367	RI	126
11157.20130424.1.26	1	412	1	433	RI	142
11157.20130424.1.27	2	325	0	317	RI	203
11157.20130424.1.28	1	476	1	467	RI	138
11157.20130424.1.29	1	345	1	350	RI	203
11157.20130424.1.30	1	373	1	367	RI	201
