"subj"	"run"	"trial"	"onset"	"slowed"	"end"	"startpos"	"endpos"	"maxpos"	"minpos"	"held"	"cordir"	"corpos"	"corside"	"gtMinLen"	"intime"	"distance"	"crossFix"	"MaxMinX"	"gtMinMag"	"startatFix"	"p.tracked"	"xdat"	"reason"
5	0	1	0.479791666666667	0.574791666666667	0.586666666666667	100.003554853515	43.1566907214232	100.003554853515	43.1566907214232	1	TRUE	FALSE	TRUE	TRUE	TRUE	-56.8468641320921	-1	TRUE	TRUE	TRUE	1	164	NA
5	0	1	0.946875	0.970625	0.990416666666667	43.9092480403051	34.0106970014269	43.9092480403051	34.0106970014269	1	TRUE	FALSE	TRUE	TRUE	TRUE	-9.89855103887816	0	FALSE	FALSE	FALSE	1	164	NA
5	0	2	0.444166666666667	0.558958333333333	0.574791666666667	113.590882548124	226.277148808571	226.277148808571	113.590882548124	1	TRUE	FALSE	TRUE	TRUE	TRUE	112.686266260447	0	FALSE	TRUE	TRUE	1	181	NA
5	0	2	0.915208333333333	0.966666666666667	1.02208333333333	229.195580958905	207.383995091328	229.195580958905	207.383995091328	1	FALSE	FALSE	TRUE	TRUE	TRUE	-21.8115858675771	0	FALSE	TRUE	FALSE	1	181	NA
5	0	3	0.319166666666667	0.418166666666667	0.4365	117.063850791429	224.465046064429	224.465046064429	117.063850791429	0	FALSE	FALSE	FALSE	TRUE	TRUE	107.401195273	1	TRUE	TRUE	TRUE	1	166	NA
5	0	3	0.517166666666667	0.570333333333333	0.583166666666667	225.103721322671	245.12711899564	245.12711899564	225.103721322671	1	FALSE	FALSE	FALSE	TRUE	TRUE	20.0233976729693	0	FALSE	TRUE	FALSE	1	166	NA
5	0	3	0.707833333333333	0.75	0.75	242.008663023994	221.034175718624	242.008663023994	221.034175718624	1	TRUE	FALSE	FALSE	TRUE	TRUE	-20.9744873053701	0	FALSE	TRUE	FALSE	1	166	NA
5	0	4	0.405333333333333	0.497	0.504333333333333	120.566051017655	50.0175217275564	120.566051017655	50.0175217275564	1	TRUE	FALSE	TRUE	TRUE	TRUE	-70.5485292900984	0	FALSE	TRUE	TRUE	1	186	NA
5	0	4	0.867333333333333	0.948	1.003	50.567403967755	9.78255814302687	50.567403967755	9.78255814302687	1	TRUE	TRUE	TRUE	TRUE	TRUE	-40.7848458247281	0	FALSE	TRUE	FALSE	1	186	NA
5	0	5	0.384791666666667	0.48375	0.491666666666667	108.070922140919	10.9131445142803	108.070922140919	10.9131445142803	1	TRUE	FALSE	TRUE	TRUE	TRUE	-97.1577776266384	0	FALSE	TRUE	TRUE	1	184	NA
5	0	5	0.788541666666667	0.903333333333333	0.915208333333333	17.6495846376235	86.828347518666	86.828347518666	17.6495846376235	1	FALSE	TRUE	TRUE	TRUE	TRUE	69.1787628810425	0	FALSE	TRUE	FALSE	1	184	NA
5	0	6	0.310416666666667	0.41225	0.467083333333333	116.479006468171	39.9069221260231	116.479006468171	39.9069221260231	0	FALSE	FALSE	FALSE	TRUE	TRUE	-76.572084342148	0	FALSE	TRUE	TRUE	1	162	NA
5	0	6	0.48275	0.615916666666667	0.62375	40.5845805721901	247.67999524657	247.67999524657	40.5845805721901	1	TRUE	FALSE	TRUE	TRUE	TRUE	207.09541467438	1	TRUE	TRUE	FALSE	1	162	NA
5	0	6	0.980166666666667	1.0585	1.08983333333333	243.535648044216	209.121190024761	243.535648044216	209.121190024761	1	FALSE	TRUE	TRUE	TRUE	TRUE	-34.4144580194552	0	FALSE	TRUE	FALSE	1	162	NA
5	0	7	0.418583333333333	0.51575	0.526791666666667	127.841078114675	10.7407181868026	127.841078114675	10.7407181868026	1	TRUE	TRUE	TRUE	TRUE	TRUE	-117.100359927872	-1	TRUE	TRUE	FALSE	1	186	NA
5	0	7	0.7675	0.789583333333333	0.811666666666667	12.7924402068937	3.36388605520773	12.7924402068937	3.36388605520773	0	TRUE	TRUE	TRUE	TRUE	TRUE	-9.42855415168601	0	FALSE	FALSE	FALSE	1	186	NA
5	0	7	0.862458333333333	0.9	0.9	7.50691935918276	20.2061119640205	20.2061119640205	7.50691935918276	1	FALSE	TRUE	TRUE	FALSE	TRUE	12.6991926048378	0	FALSE	TRUE	FALSE	1	186	NA
5	0	8	0.345208333333333	0.471875	0.487708333333333	124.144630615374	249.629707457576	249.629707457576	124.144630615374	0	FALSE	FALSE	FALSE	TRUE	TRUE	125.485076842202	1	TRUE	TRUE	TRUE	1	166	NA
5	0	8	0.582708333333333	0.693541666666667	0.72125	247.683259862751	4.6567840214678	247.683259862751	4.6567840214678	1	TRUE	TRUE	TRUE	TRUE	TRUE	-243.026475841283	-1	TRUE	TRUE	FALSE	0.777777777777778	166	NA
5	0	9	0.384791666666667	0.495625	0.515416666666667	123.425450491199	267.503294372658	267.503294372658	123.425450491199	1	TRUE	TRUE	TRUE	TRUE	TRUE	144.07784388146	0	FALSE	TRUE	TRUE	0.777777777777778	161	NA
5	0	9	0.776666666666667	0.843958333333333	0.950833333333333	267.92539465453	225.527297335442	267.92539465453	225.527297335442	1	FALSE	FALSE	TRUE	TRUE	TRUE	-42.3980973190878	0	FALSE	TRUE	FALSE	1	161	NA
5	0	10	0.376875	NA	0.45	122.480146917154	41.5926294078673	122.480146917154	41.5926294078673	0	TRUE	TRUE	TRUE	TRUE	TRUE	-80.8875175092867	0	FALSE	TRUE	TRUE	0.36	185	NA
5	0	10	0.45	0.7925	0.820208333333333	41.5926294078673	33.4819789182261	41.5926294078673	33.4819789182261	1	TRUE	TRUE	TRUE	TRUE	TRUE	-8.11065048964116	0	FALSE	FALSE	FALSE	1	185	NA
5	0	10	1.08145833333333	1.09333333333333	1.125	33.978586513221	42.0893425314093	42.0893425314093	33.978586513221	1	FALSE	TRUE	TRUE	TRUE	TRUE	8.11075601818825	0	FALSE	FALSE	FALSE	1	185	NA
5	0	11	0.48375	0.622291666666667	0.677708333333333	131.052617310984	247.34886741944	247.34886741944	131.052617310984	1	TRUE	TRUE	TRUE	TRUE	TRUE	116.296250108456	0	FALSE	TRUE	TRUE	1	181	NA
5	0	11	0.966666666666667	1.03395833333333	1.04979166666667	231.864369788727	204.193926321702	231.864369788727	204.193926321702	1	FALSE	FALSE	TRUE	TRUE	TRUE	-27.6704434670246	0	FALSE	TRUE	FALSE	1	181	NA
