XDAT	pupil_diam	horz_gaze_coord	vert_gaze_coord
255	66	136.6	99.1
255	66	134	97.7
255	66	133.4	103.3
255	66	129.4	108.3
255	66	128.3	117.2
255	65	125.3	127.9
255	66	124.7	139.1
255	66	124.9	147
255	65	122.9	148.7
255	66	124	151.9
255	65	121.6	150.6
255	66	121.3	150.6
255	66	118.9	150.8
255	66	118.7	150.2
255	66	117.7	151
255	66	117.5	150.3
255	66	118.9	150.1
255	65	120.9	147.7
255	66	121.2	145.4
255	65	122.5	143.7
255	65	125	142.7
255	66	123.9	141.7
255	66	124	142.5
255	65	122.8	144.8
255	66	125.5	148.9
255	64	111.6	223.6
255	0	111.6	223.6
255	0	111.6	223.6
255	0	111.6	223.6
255	0	111.6	223.6
255	0	111.6	223.6
255	0	111.6	223.6
255	64	45.5	593.5
255	65	51.4	550.4
255	66	61.3	487.6
255	65	74.9	415.3
255	66	88.5	341.4
255	66	101.3	265.5
255	66	115	190.6
255	66	123.1	155
255	66	125.3	139.7
255	66	125.5	133.7
255	66	124.5	129.8
255	66	124.5	128
255	66	124.4	125.2
255	66	125.4	127.7
255	66	128.1	129.5
255	66	127.1	132.8
255	66	127.3	131.8
255	66	125.7	129.7
255	66	124.6	132.7
255	66	120.6	132.5
255	66	119.2	135.3
255	66	117.1	138.3
255	63	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	0	103.6	231.2
255	63	55.4	624.8
255	65	63.4	583.5
255	66	72.8	521.9
255	66	84.9	452.1
255	66	99.6	374.1
255	66	115.7	291.4
255	66	129	209.5
255	66	134.3	168.5
255	66	139.7	147.2
255	66	141.8	135.9
255	66	143	133.5
255	66	141.4	131.9
255	66	142.7	129.3
255	66	144.2	129.2
255	67	143.7	125.2
255	66	142.6	120
255	67	142.6	119.2
255	67	142.1	118.5
255	66	140.7	121.3
255	67	140.4	120.5
255	66	138	123.7
255	67	138.5	127.5
255	66	135.8	127.2
255	66	134.2	131.1
255	66	134.9	132.6
255	66	133.5	134.7
255	66	134.1	140.4
255	66	133.8	142.2
255	66	132.8	143.6
255	66	132.6	144.1
255	66	130.7	141.1
255	66	131.4	141.4
255	66	132.8	140.8
255	66	132.3	138.3
255	66	132	138.5
255	66	135	139.8
255	66	136.6	139.8
255	66	138.9	136.5
255	66	139.5	133.5
255	66	141.2	136.6
255	66	141.6	135.3
255	66	139.2	131
255	66	138	133.7
255	66	137.8	136.2
255	66	135.9	139.2
255	66	134.4	141.7
255	66	136.6	143.6
255	66	137.3	145.6
255	66	137	148.1
255	64	123.6	206.5
255	0	123.6	206.5
255	0	123.6	206.5
255	0	123.6	206.5
255	0	123.6	206.5
255	0	123.6	206.5
255	0	123.6	206.5
255	64	57.5	529.1
255	65	64.1	492.5
255	66	73.2	442.8
255	65	86	384.1
255	66	96.7	319.3
255	66	107.2	255.2
255	65	120.3	190.7
255	66	124.8	160.2
255	66	126.2	145.6
255	66	124.5	137.8
255	66	123.2	136.8
255	66	123.7	137.8
255	66	121.7	138.4
255	66	122.3	141.7
255	66	123.3	141.8
255	66	122.7	143.1
255	66	123.9	143.9
255	65	126.2	144.9
255	66	126.5	146.8
255	66	126.2	150
255	66	125.3	153
255	66	124.1	158
255	66	123.8	160.1
255	65	123.1	160.3
255	65	122.1	163
255	65	123.5	162.3
255	66	125.1	161.6
255	65	127.1	162
255	65	128.8	166.3
255	65	126.7	169.1
255	65	125.9	167.6
255	65	123.9	168.5
255	65	122.7	171.5
255	65	124.2	171.9
255	65	122.9	170.1
255	65	122.8	170.1
255	65	125.4	172
255	65	126.2	171.4
255	65	126.5	168
255	65	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	0	125.2	172.8
255	63	61	631.8
255	65	68.1	590.6
255	65	77.7	535.1
255	65	92.4	465.5
255	65	106	391.5
255	65	119.7	313
255	65	134.3	235.1
255	66	142.3	196.3
255	65	149.1	171.3
255	65	148.8	161.3
255	66	151.7	154.2
255	65	153.1	151.1
255	65	155.9	149.2
255	66	154.4	149
255	65	152.3	149.1
255	65	153.6	149.3
255	66	151.5	149.6
255	65	151.3	151.7
255	65	150.3	152.5
255	65	153.4	152.5
255	65	154.2	151.6
255	66	154.2	151.2
255	66	154.3	150.4
255	66	151.4	144.2
255	65	145.1	131.8
255	65	138.6	125.9
255	65	133.6	119.4
255	65	126.6	112.2
255	65	119.4	102.9
255	65	116.8	101.8
255	65	116.5	109.8
255	65	114.4	110.1
255	65	113.8	111.9
255	65	115.6	113.7
255	65	117.4	117.5
255	65	116.5	119.4
255	65	115.7	117.9
255	65	115.3	119.5
255	65	114.7	118.4
255	65	114.3	113.6
255	65	114.5	114.7
255	65	116.3	112.9
255	65	117.2	113.6
255	65	119.1	110.6
255	65	118.7	107.7
255	65	119.3	112.2
255	65	119.8	106.8
255	65	121.6	105
255	65	122.4	102.3
255	65	124.5	101.9
255	66	124.6	101.2
255	65	123	98.7
255	65	122.7	102.6
255	65	120.3	104.8
255	65	118.8	103.6
255	65	116.4	102.1
255	65	116.6	105.6
255	65	115.7	106.9
255	64	117.1	107.2
255	65	116.5	105.7
255	65	115.8	107.6
255	65	116.3	111.4
255	65	118.6	113.2
255	64	118.2	111.6
255	65	118.1	114.1
255	65	117.8	113.6
255	64	118.9	112.8
255	64	119	109
255	64	116.2	106.6
255	64	116.3	110.9
255	64	115.2	110.4
255	64	115.6	113.2
255	65	115.7	114.4
255	64	115.7	118.3
255	64	116.9	118.9
255	64	119.6	118.1
255	64	119.6	117.5
255	64	119.6	118.5
255	64	117.8	118.6
255	64	117.5	117.6
255	64	117.5	120.8
255	64	116.8	121.8
255	64	117.8	122.3
255	64	118	122.8
255	64	119.4	123.2
255	64	120.8	125.3
255	64	120.5	127.7
255	64	119.4	128.5
255	64	116.3	130.4
255	63	116.7	130.1
255	64	117	129.5
255	64	116.6	129.4
255	63	116.8	126.9
255	63	118.2	125.9
255	63	120.4	125.5
255	64	120.4	125.5
255	64	121.1	124.6
255	64	120.9	124.1
255	63	121.2	124.6
255	63	121.1	126.2
255	63	121.5	127
255	64	121	128.7
255	63	121.7	133
255	63	121.4	133.3
255	63	122.4	130.9
255	64	123.8	129.9
255	64	124	128.5
255	64	124.4	126.4
255	64	123.8	121
255	63	122.2	122.6
255	64	121	123.6
255	64	120.1	124.3
255	64	120.8	124.4
255	64	120.3	125.9
255	64	118.7	128.1
255	64	119.3	125
255	64	118.3	124.1
255	64	117.8	120.6
255	64	119.7	118.8
255	65	119.2	117
255	64	120.1	117.1
255	64	120.5	117.2
255	65	119.9	116.2
255	64	118.9	117
255	64	116.5	120.5
255	64	117.1	122.5
255	65	116.2	121.6
255	64	116.9	121.7
255	65	118.4	122.3
255	65	120.9	122.8
255	65	121.3	118
255	65	121.9	115.8
255	65	121.9	117.2
255	65	122	114.6
255	65	123.1	115.2
255	65	120.7	116.6
255	65	119.4	121.3
255	65	118	121.7
255	65	119.1	119.9
255	65	119.2	120.1
255	65	118.8	119.8
255	65	120.2	116.3
255	65	120.2	112.7
255	65	120.7	108.7
255	65	118.7	106.7
255	65	118.6	104.9
255	66	118.2	106.1
255	65	118.6	105.5
255	65	118.7	101.7
255	66	118	102.3
255	66	119	104.6
255	65	118.4	106.9
255	66	117.5	102.1
255	66	115.3	100
255	65	114.4	100.6
255	66	115	98.1
255	66	115.7	97.6
255	66	115.1	100.6
255	66	114.6	102.4
255	66	116.4	104.6
255	66	114.7	105
255	66	115.2	109.3
255	65	115.6	108.5
255	66	116.1	104
255	66	116.3	103
255	66	115.3	103.4
255	66	118.1	101.5
255	66	117.1	96.4
255	66	115.5	97.1
255	66	115.8	89.2
255	66	116.5	88.3
255	66	116.5	84.4
255	66	116.7	86.9
255	66	118.3	90.2
255	66	117.9	89
255	66	117.7	97.7
255	66	118	101.7
255	66	117.4	105.2
255	66	115.2	101.8
255	66	113.9	101.7
255	66	116	102
255	66	116.2	102
255	66	115.7	102.6
255	66	117.4	104.9
255	66	119	107.1
255	66	120.4	108.9
255	66	120.5	107.8
255	66	121.2	106.8
255	66	121.2	104.3
255	66	120.7	99.5
255	66	119.5	101.1
255	66	118.3	99.3
255	66	118.9	99
255	66	118.3	98.7
255	66	118.7	100.4
255	66	118.6	96.5
255	66	119	96.7
255	65	118.8	97.4
255	66	117.2	100.8
255	66	117.9	103
255	66	117.1	104.3
255	65	116.8	109.6
255	66	117.7	107.8
255	66	119.5	109.4
255	65	119.6	111.2
255	66	117.3	108.8
255	66	118.9	109.8
255	66	117.8	109.6
255	66	117.6	110.1
255	66	116.6	107.8
255	66	116.9	105.1
255	66	119.3	104.5
255	66	116.7	101.5
255	65	116	100.8
255	66	116.2	103.1
255	66	116.3	104.3
255	65	113.7	103.9
255	65	111.1	105.3
255	66	112.8	107.5
255	65	113.7	111
255	65	113.4	113
255	65	113.2	114.6
255	66	115.4	115.2
255	65	117.9	119.7
255	65	117.9	118.4
255	65	120.1	121.5
255	65	120.7	121.9
255	65	121.7	120.2
255	65	122.4	122.3
255	65	120.4	119.9
255	65	120.1	119
255	65	117.6	119.3
255	65	118	117.1
255	65	117.2	120.4
255	65	115.7	121
255	65	117	120
255	65	117.7	120.6
255	65	119	116.3
255	65	117.9	116.9
255	65	116.2	118.2
255	65	118.6	116.8
255	65	117.8	118.2
255	65	115.3	118.3
255	65	114.9	119.2
255	65	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	0	114.2	123.8
255	64	51.2	481
255	65	57	446.4
255	65	67.4	396.4
255	66	76.2	340.1
255	66	85.7	280.9
255	65	95.8	221.7
255	66	106.7	162.4
255	65	110.9	138.3
255	66	110.7	130.9
255	66	112.9	127.9
255	66	113.2	129.3
255	66	112.6	129.9
255	65	109.7	129.6
255	65	111.8	128.7
255	65	111.3	127.8
255	65	110.2	126.8
255	66	110.7	124.2
255	65	112.5	123.2
255	65	114.2	122.1
255	65	113.9	123.8
255	65	115.7	125.1
255	64	117.2	126.9
255	65	119.2	128.4
255	64	118.4	127.9
255	64	121.3	130.3
255	64	119.9	131.8
255	64	120.5	129.4
255	63	119.9	129.7
255	63	118.3	130
255	63	118.1	132.1
255	63	116.1	132.6
255	63	116.3	130.9
255	63	115.1	131.7
255	62	114.6	128.2
255	63	114.6	127.9
255	62	115.1	126.1
255	62	114.4	127.9
255	63	112.9	130.4
255	62	113.3	130.1
255	62	112.9	132
255	62	113.1	131.7
255	62	113.5	131.7
255	63	114.7	128.8
255	63	115.7	126.1
255	62	114.9	128.4
255	62	115.4	129.9
255	62	116.3	131.4
255	62	115.9	133.4
255	62	115.3	134.1
255	63	116.3	134.3
255	62	115.9	132
255	62	115.4	130.5
255	62	113.4	129.4
255	62	113.8	127.4
255	62	113.3	125.7
255	63	112.8	128.8
255	62	114.1	130.3
255	63	116.7	131.3
255	63	117.5	128.4
255	63	118.1	127.1
255	62	118.8	126.6
255	62	120.1	120
255	62	120.8	117.4
255	62	118	115.4
255	62	116.4	116.7
255	62	115.4	118
255	63	116.7	117.6
255	63	115.3	119.5
255	62	111.5	119.2
255	63	111.9	120.5
255	63	112	124.1
255	63	110	126
255	63	107.9	128.6
255	63	107.3	129.9
255	63	110.5	130.6
255	63	111.4	127.8
255	63	111.8	124.7
255	63	112.1	123.5
255	63	114.3	122.8
255	64	114	122.8
255	64	113	122.8
255	64	110.6	122.6
255	64	110.8	122.6
255	64	111.7	121
255	64	109.3	120.2
255	64	110.4	116.9
255	64	110.2	116.9
255	64	111.6	119.4
255	65	109.5	120
255	65	107.7	120.4
255	65	107.6	118.2
255	64	105.9	119.8
255	65	107.6	118.1
255	65	107.9	119.4
255	65	109.4	119.3
255	65	111	122.6
255	65	111.2	125.7
255	65	109.9	127.4
255	65	110.6	127.6
255	65	111.9	127.3
255	64	105	186.1
255	0	105	186.1
255	0	105	186.1
255	0	105	186.1
255	0	105	186.1
255	0	105	186.1
255	0	105	186.1
255	0	105	186.1
255	63	44.8	596.2
255	65	51.2	550.7
255	65	63.2	488.9
255	65	74.3	417.4
255	66	85.6	341.4
255	65	97.5	264.4
255	66	109.1	183.7
255	65	114.2	148.8
255	66	114.4	131.6
255	65	116.1	123.2
255	66	118.5	121.2
255	65	117.6	118.2
255	66	116	117.7
255	65	116.4	119.6
255	65	117.5	119.4
255	65	116.1	119.1
255	66	113.7	117.4
255	66	114.3	117.3
255	65	115.4	121.7
255	66	115	118.8
255	65	111.4	118.1
255	65	112.1	121.6
255	65	111.8	121.1
255	65	111.8	121.6
255	65	112.9	119.9
255	65	112.1	122.8
255	65	115.2	125.1
255	65	116.6	123
255	65	117.6	126
255	65	117.6	128.5
255	65	115.6	132
255	64	117	133.1
255	64	117	133.4
255	64	116.5	133.4
255	64	116.5	134
255	64	117	131.2
255	63	118.1	129.3
255	63	117	128.3
255	63	115.5	126.5
255	63	114.1	126.7
255	63	114.3	126.1
255	63	113.2	128.3
255	63	113.7	128.1
255	63	112.9	129.1
255	63	113	132.7
255	63	112	135.2
255	63	110.6	137.7
255	63	111.8	139.1
255	63	112	140
255	62	113.4	140.3
255	62	113.7	139
255	63	114.5	138.1
255	63	116.6	135.4
255	63	115.9	132.9
255	63	116.7	132.3
255	63	117.7	134.3
255	62	117.1	134.3
255	62	119.1	133
255	62	118.2	134.7
255	63	117.5	139.5
255	63	117.4	142.1
255	62	118.6	138
255	62	119.7	137.9
255	63	116.7	139.2
255	62	115.7	139
255	62	116	137.1
255	63	113.3	135.9
255	63	111.5	138.8
255	63	111.8	140
255	63	113.6	140.6
255	63	116.4	139.4
255	63	118.5	137.5
255	63	121	135.9
255	63	120.6	135.6
255	63	121.7	135.6
255	63	121.7	134
255	64	120.2	134.3
255	64	118.2	132.9
255	63	118.1	132
255	64	119.9	131.2
255	63	118.3	129.1
255	64	118.5	131.8
255	64	117.3	132.2
255	64	118.9	135.3
255	64	118.2	136.3
255	64	117.9	135.3
255	64	118.6	135.3
255	64	119.5	132.1
255	64	121.9	130.1
255	64	119.8	126.9
255	65	120.2	125.4
255	65	119.7	126
255	64	118	126.6
255	64	119.4	127.5
255	64	119.2	129.4
255	64	118.8	130.3
255	64	117.9	130.7
255	64	118.5	131.3
255	64	119.4	131.9
60	64	117.1	133.9
60	64	117.3	132.6
60	64	119.1	131.9
60	64	119.5	132.8
60	64	118.1	133.4
60	64	119.4	132.4
60	64	118.3	129.2
60	64	117.7	127.5
60	64	118.4	126
60	64	119.9	126.5
60	64	119.9	127.4
60	64	119.5	127.1
60	64	120.7	128.9
60	64	119.9	130
60	64	120.9	133
60	63	120.5	132.1
60	63	122	130.2
60	64	120.4	131.3
60	63	119.4	131
60	63	120.2	131.6
60	64	118.8	131.9
60	64	118.4	131
60	64	119	128.2
60	63	119.9	127.4
60	64	119.8	126.6
60	64	119.5	128.5
60	64	117.6	127.5
60	64	119	127.3
60	63	119.4	129
60	64	120.3	130.5
60	64	120.5	130.3
60	64	120.8	127.5
60	64	121.3	128.1
60	64	118.8	127.8
60	64	116.6	125.7
60	64	117.2	123.5
60	64	118.4	122.9
60	64	119.7	122.5
60	64	120.4	123.6
60	64	122.6	123.9
60	64	122.6	125.8
60	64	121.7	127.6
60	64	121.3	129.3
60	65	120.3	129.6
60	64	120.2	128.3
60	65	119.5	127.1
60	65	120.8	126.9
60	65	119.4	126.3
60	64	120.5	126.6
60	65	120.4	125.6
60	65	120.9	124.6
60	65	121.6	124.7
60	65	120.6	125.6
60	65	121.8	124.9
60	65	121.6	121.5
60	65	120.8	122.5
60	65	120.9	120.9
60	65	120.5	120.2
60	65	121.5	118.4
60	66	120.8	117.4
60	65	120	117.5
60	66	121.6	113.6
60	66	121.2	113.3
60	65	120.7	111.5
60	65	121.7	112
60	65	123.1	114.2
60	65	122.2	114.9
60	66	122.3	117.9
60	66	122.3	121.5
60	66	123.1	125.4
60	66	122.9	126.8
60	66	119.7	127.1
60	66	120.9	125
60	66	118.6	125.3
60	66	117.7	124.5
60	66	115.7	124.6
60	66	113.9	123.6
60	66	115.4	121.5
60	66	113.9	122.1
60	66	115.1	120.9
60	66	116.2	122.6
60	66	116.9	118.5
60	66	116.9	119.7
60	66	117.6	119.1
60	66	118	119.1
164	66	118	123.1
164	66	118	119.7
164	66	117.7	123.5
164	66	117.3	125
164	66	117.2	127
164	66	118.9	125.6
164	66	120.2	122.5
164	66	118.9	124.3
164	66	120.2	123.6
164	66	121.9	120.1
164	66	122.7	120.1
164	66	121.3	126.4
164	66	120.3	127.4
164	66	122	127.7
164	66	121	128.9
164	67	117.8	132.1
164	66	118.8	130.3
164	66	119.7	128
164	67	120.8	130.6
164	66	120.4	130
164	67	120.4	128.7
164	67	121.6	126.2
164	67	119.3	123.7
164	67	118.1	119.7
164	67	118.3	118.9
164	68	116.5	128.3
164	0	116.5	128.3
164	0	116.5	128.3
164	0	116.5	128.3
164	0	116.5	128.3
164	0	116.5	128.3
164	65	6544.7	344.5
164	65	6547	305.2
164	66	6552.8	241.3
164	66	4.6	173.2
164	66	11	103.9
164	66	17.8	37.9
164	67	29.9	6551.9
164	66	41.2	1.8
164	67	49.3	30.5
164	67	57	64.8
164	67	63.6	99.6
164	67	70	128.1
164	67	69.7	131.5
164	66	66	125.7
164	67	64.5	128.5
164	66	62.5	124.3
164	67	63.6	120.6
164	66	63.1	123.1
164	66	63.9	121
164	67	65.6	125.1
164	66	66.7	119.8
164	66	68.7	123.7
164	66	68.4	126.6
164	66	68.1	128
164	66	65.8	131
164	66	66.3	135.4
164	65	67.2	138.5
164	65	67	137.6
164	65	65.6	134.5
164	65	66.2	127.4
164	65	68.8	125.1
164	65	69.1	122.9
164	65	67.4	122.4
164	65	67.5	120.4
164	65	66.6	125.3
164	65	65.7	129.4
164	65	65.4	131.6
164	66	64.9	130.8
164	66	63.6	128.3
164	65	65.2	126.3
164	66	65.2	119.8
164	66	66.4	99.4
164	65	65.1	78.5
164	66	63.2	62.8
164	66	62.9	52.2
164	66	59	39.6
164	66	58.8	30.5
164	66	55.3	47.6
164	66	56.1	59
164	66	57.3	68.3
164	66	57.9	69.5
164	66	55.8	82.2
164	66	55.4	90.1
164	67	57.1	88.5
164	66	54.7	94.3
164	67	56	88.8
164	66	54.7	93.1
164	66	56.1	90.8
164	67	54.2	90.3
164	67	52.9	92.6
164	66	51.3	85.2
164	67	47.7	89.7
164	67	47.4	95.6
164	67	47.4	95.4
164	67	50.3	94.2
164	67	50.6	96.7
250	67	52.5	101.5
250	67	53.5	106.9
250	67	54.6	107.9
250	67	56.6	110.9
250	67	55.5	115.1
250	67	55.7	109.7
250	67	57.3	108.5
