trial	count_a	lat_a	count_m	lat_m	scorer	xdat	reason
11185.20130627.4.1	1	429	1	333	RC	147	
11185.20130627.4.2	1	357	1	400	RC	130	
11185.20130627.4.3	1	377	1	417	RC	202	
11185.20130627.4.4	-1	NA	1	383	RC	149	first good sac has poor tracking ( 0.23 < 0.80 obvervedsamples/expected)
11185.20130627.4.5	1	417	1	450	RC	201	
11185.20130627.4.6	1	549	1	483	RC	202	
11185.20130627.4.7	1	493	1	450	RC	129	
11185.20130627.4.8	2	425	0	450	RC	129	
11185.20130627.4.9	1	449	1	483	RC	150	
11185.20130627.4.10	1	381	-1	-1	RC	149	
11185.20130627.4.11	1	373	1	400	RC	130	
11185.20130627.4.12	1	417	1	450	RC	127	
11185.20130627.4.13	1	389	1	367	RC	203	
11185.20130627.4.14	1	493	1	517	RC	204	
11185.20130627.4.15	-1	NA	-1	-1	RC	129	no saccades (getSacs)
11185.20130627.4.16	1	437	1	367	RC	150	
11185.20130627.4.17	1	421	1	450	RC	128	
11185.20130627.4.18	1	393	1	417	RC	204	
11185.20130627.4.19	1	417	1	417	RC	203	
11185.20130627.4.20	1	425	-1	-1	RC	148	
11185.20130627.4.21	1	421	1	433	RC	149	
11185.20130627.4.22	1	457	1	483	RC	201	
11185.20130627.4.23	-1	NA	-1	-1	RC	203	average fixpos(181.037500) is off from baseline(130.500000)!
11185.20130627.4.24	1	449	1	450	RC	127	
11185.20130627.4.25	1	425	1	450	RC	150	
11185.20130627.4.26	2	457	2	467	RC	147	
11185.20130627.4.27	1	393	1	417	RC	148	
11185.20130627.4.28	1	481	1	500	RC	128	
11185.20130627.4.29	1	373	1	317	RC	127	
11185.20130627.4.30	1	505	1	517	RC	127	
11185.20130627.4.31	1	485	1	450	RC	147	
11185.20130627.4.32	2	368	0	383	RC	204	
11185.20130627.4.33	1	444	1	450	RC	148	
11185.20130627.4.34	1	477	1	500	RC	201	
11185.20130627.4.35	1	401	1	433	RC	204	
11185.20130627.4.36	1	380	1	383	RC	130	
11185.20130627.4.37	1	615	1	617	RC	128	
11185.20130627.4.38	1	446	1	467	RC	202	
11185.20130627.4.39	1	457	1	433	RC	147	
11185.20130627.4.40	1	521	1	483	RC	150	
11185.20130627.4.41	1	441	1	450	RC	201	
11185.20130627.4.42	1	489	1	517	RC	130	
11185.20130627.3.1	1	445	1	417	RC	147	
11185.20130627.3.2	1	401	1	433	RC	127	
11185.20130627.3.3	1	513	1	517	RC	129	
11185.20130627.3.4	1	461	1	483	RC	147	
11185.20130627.3.5	1	405	-1	-1	RC	202	
11185.20130627.3.6	1	425	1	417	RC	129	
11185.20130627.3.7	1	461	1	483	RC	127	
11185.20130627.3.8	1	445	1	433	RC	204	
11185.20130627.3.9	1	529	1	517	RC	201	
11185.20130627.3.10	2	395	0	417	RC	150	
11185.20130627.3.11	1	417	1	433	RC	203	
11185.20130627.3.12	1	477	1	500	RC	201	
11185.20130627.3.13	1	429	1	450	RC	128	
11185.20130627.3.14	1	421	1	450	RC	147	
11185.20130627.3.15	1	481	1	517	RC	149	
11185.20130627.3.16	1	477	1	483	RC	202	
11185.20130627.3.17	-1	NA	-1	-1	RC	128	no saccades (getSacs)
11185.20130627.3.18	1	377	1	400	RC	202	
11185.20130627.3.19	1	465	1	483	RC	150	
11185.20130627.3.20	1	530	1	533	RC	128	
11185.20130627.3.21	1	417	1	450	RC	129	
11185.20130627.3.22	1	521	1	533	RC	148	
11185.20130627.3.23	1	502	1	533	RC	148	
11185.20130627.3.24	1	565	1	583	RC	130	
11185.20130627.3.25	1	481	1	500	RC	204	
11185.20130627.3.26	2	361	-1	-1	RC	147	
11185.20130627.3.27	1	493	-1	-1	RC	203	
11185.20130627.3.28	1	433	1	467	RC	130	
11185.20130627.3.29	1	577	1	600	RC	149	
11185.20130627.3.30	1	445	1	483	RC	203	
11185.20130627.3.31	1	437	1	433	RC	130	
11185.20130627.3.32	1	589	1	600	RC	149	
11185.20130627.3.33	1	575	1	600	RC	127	
11185.20130627.3.34	1	425	-1	-1	RC	150	
11185.20130627.3.35	1	473	1	517	RC	204	
11185.20130627.3.36	1	453	1	450	RC	148	
11185.20130627.3.37	1	413	1	433	RC	127	
11185.20130627.3.38	1	437	1	433	RC	204	
11185.20130627.3.39	1	745	1	667	RC	130	
11185.20130627.3.40	1	413	1	417	RC	150	
11185.20130627.3.41	-1	NA	-1	-1	RC	201	average fixpos(189.225000) is off from baseline(130.500000)!
11185.20130627.3.42	1	561	-1	-1	RC	201	
11185.20130627.2.1	1	441	1	367	RC	127	
11185.20130627.2.2	1	405	1	417	RC	147	
11185.20130627.2.3	2	385	2	383	RC	127	
11185.20130627.2.4	1	505	1	533	RC	204	
11185.20130627.2.5	1	457	1	483	RC	150	
11185.20130627.2.6	-1	NA	1	450	RC	129	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
11185.20130627.2.7	1	565	-1	-1	RC	150	
11185.20130627.2.8	1	453	1	483	RC	147	
11185.20130627.2.9	1	537	1	567	RC	203	
11185.20130627.2.10	-1	NA	1	467	RC	149	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
11185.20130627.2.11	1	481	1	483	RC	130	
11185.20130627.2.12	2	350	2	383	RC	127	
11185.20130627.2.13	1	477	1	433	RC	201	
11185.20130627.2.14	1	429	1	433	RC	202	
11185.20130627.2.15	-1	NA	1	450	RC	203	first good sac has poor tracking ( 0.30 < 0.80 obvervedsamples/expected)
11185.20130627.2.16	1	509	1	533	RC	148	
11185.20130627.2.17	1	429	1	450	RC	148	
11185.20130627.2.18	1	453	1	483	RC	204	
11185.20130627.2.19	1	465	1	483	RC	148	
11185.20130627.2.20	-1	NA	-1	-1	RC	127	blink ends before any saccades
11185.20130627.2.21	2	509	1	467	RC	129	
11185.20130627.2.22	1	469	1	500	RC	128	
11185.20130627.2.23	1	581	1	600	RC	130	
11185.20130627.2.24	1	481	1	517	RC	204	
11185.20130627.2.25	1	409	1	433	RC	149	
11185.20130627.2.26	1	397	1	400	RC	149	
11185.20130627.2.27	1	397	-1	-1	RC	204	
11185.20130627.2.28	1	526	1	533	RC	128	
11185.20130627.2.29	1	497	1	517	RC	130	
11185.20130627.2.30	1	529	1	550	RC	150	
11185.20130627.2.31	1	629	1	650	RC	201	
11185.20130627.2.32	1	565	1	600	RC	201	
11185.20130627.2.33	1	433	1	467	RC	147	
11185.20130627.2.34	1	481	1	500	RC	129	
11185.20130627.2.35	1	437	1	467	RC	202	
11185.20130627.2.36	1	469	1	483	RC	202	
11185.20130627.2.37	1	441	1	450	RC	130	
11185.20130627.2.38	1	489	1	500	RC	147	
11185.20130627.2.39	1	429	1	467	RC	128	
11185.20130627.2.40	-1	NA	1	467	RC	203	first good sac has poor tracking ( 0.40 < 0.80 obvervedsamples/expected)
11185.20130627.2.41	1	413	1	433	RC	150	
11185.20130627.2.42	1	477	1	467	RC	201	
11185.20130627.1.1	1	397	1	283	RC	201	
11185.20130627.1.2	1	399	1	367	RC	149	
11185.20130627.1.3	1	393	-1	-1	RC	129	
11185.20130627.1.4	-1	NA	-1	-1	RC	203	blink before target onset
11185.20130627.1.5	1	469	1	483	RC	201	
11185.20130627.1.6	2	239	1	367	RC	130	
11185.20130627.1.7	1	577	1	617	RC	201	
11185.20130627.1.8	2	559	1	433	RC	149	
11185.20130627.1.9	1	473	-1	-1	RC	147	
11185.20130627.1.10	1	425	-1	-1	RC	202	
11185.20130627.1.11	1	361	1	350	RC	128	
11185.20130627.1.12	2	425	1	367	RC	129	
11185.20130627.1.13	1	441	-1	-1	RC	127	
11185.20130627.1.14	2	457	-1	-1	RC	150	
11185.20130627.1.15	2	189	1	167	RC	130	
11185.20130627.1.16	-1	NA	-1	-1	RC	201	first good sac has poor tracking ( 0.78 < 0.80 obvervedsamples/expected)
11185.20130627.1.17	2	525	1	367	RC	150	
11185.20130627.1.18	1	425	-1	-1	RC	128	
11185.20130627.1.19	2	339	0	317	RC	204	
11185.20130627.1.20	2	305	0	350	RC	150	
11185.20130627.1.21	2	412	1	283	RC	203	
11185.20130627.1.22	1	436	-1	-1	RC	130	
11185.20130627.1.23	2	461	1	400	RC	203	
11185.20130627.1.24	2	477	-1	-1	RC	204	
11185.20130627.1.25	1	407	1	433	RC	148	
11185.20130627.1.26	1	452	1	400	RC	147	
11185.20130627.1.27	1	505	1	517	RC	127	
11185.20130627.1.28	1	521	1	500	RC	147	
11185.20130627.1.29	1	502	1	450	RC	127	
11185.20130627.1.30	2	323	0	350	RC	204	
11185.20130627.1.31	1	461	1	467	RC	147	
11185.20130627.1.32	2	361	-1	-1	RC	150	
11185.20130627.1.33	1	421	1	400	RC	148	
11185.20130627.1.34	2	564	1	400	RC	130	
11185.20130627.1.35	1	465	1	500	RC	128	
11185.20130627.1.36	-1	NA	1	450	RC	204	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
11185.20130627.1.37	1	548	1	517	RC	202	
11185.20130627.1.38	1	465	1	500	RC	127	
11185.20130627.1.39	1	449	1	417	RC	202	
11185.20130627.1.40	1	517	1	533	RC	129	
11185.20130627.1.41	1	453	1	483	RC	148	
11185.20130627.1.42	0	373	1	283	RC	149	
11168.20130613.4.1	1	405	1	333	JP	147	
11168.20130613.4.2	-1	NA	1	400	JP	130	first good sac has poor tracking ( 0.42 < 0.80 obvervedsamples/expected)
11168.20130613.4.3	2	289	0	317	JP	202	
11168.20130613.4.4	-1	NA	1	67	JP	149	moving (43.245 px/60Hz) before target onset
11168.20130613.4.5	-1	NA	-1	-1	JP	201	first good sac has poor tracking ( 0.67 < 0.80 obvervedsamples/expected)
11168.20130613.4.6	1	337	1	367	JP	202	
11168.20130613.4.7	1	385	1	417	JP	129	
11168.20130613.4.8	-1	NA	1	400	JP	129	first good sac has poor tracking ( 0.36 < 0.80 obvervedsamples/expected)
11168.20130613.4.9	-1	NA	1	367	JP	150	first good sac has poor tracking ( 0.54 < 0.80 obvervedsamples/expected)
11168.20130613.4.10	1	417	1	433	JP	149	
11168.20130613.4.11	1	405	1	433	JP	130	
11168.20130613.4.12	1	429	1	467	JP	127	
11168.20130613.4.13	1	421	1	450	JP	203	
11168.20130613.4.14	-1	NA	1	483	JP	204	first good sac has poor tracking ( 0.73 < 0.80 obvervedsamples/expected)
11168.20130613.4.15	1	373	1	417	JP	129	
11168.20130613.4.16	1	477	1	483	JP	150	
11168.20130613.4.17	1	409	0	467	JP	128	
11168.20130613.4.18	1	429	1	433	JP	204	
11168.20130613.4.19	1	381	1	417	JP	203	
11168.20130613.4.20	1	365	1	383	JP	148	
11168.20130613.4.21	1	409	1	450	JP	149	
11168.20130613.4.22	1	424	1	450	JP	201	
11168.20130613.4.23	1	380	1	400	JP	203	
11168.20130613.4.24	1	377	1	400	JP	127	
11168.20130613.4.25	1	385	1	417	JP	150	
11168.20130613.4.26	1	405	1	433	JP	147	
11168.20130613.4.27	1	369	1	417	JP	148	
11168.20130613.4.28	1	373	-1	-1	JP	128	
11168.20130613.4.29	1	401	1	433	JP	127	
11168.20130613.4.30	1	397	1	433	JP	127	
11168.20130613.4.31	1	397	1	433	JP	147	
11168.20130613.4.32	-1	NA	1	233	JP	204	1st good sac too soon
11168.20130613.4.33	-1	NA	1	67	JP	148	moving (10.502 px/60Hz) before target onset
11168.20130613.4.34	-1	NA	-1	-1	JP	201	moving (-Inf px/60Hz) before target onset
11168.20130613.4.35	-1	NA	-1	-1	JP	204	average fixpos(30.400000) is off from baseline(130.500000)!
11168.20130613.4.36	-1	NA	-1	-1	JP	130	blink before target onset
11168.20130613.4.37	1	357	1	383	JP	128	
11168.20130613.4.38	1	345	1	367	JP	202	
11168.20130613.4.39	1	377	1	417	JP	147	
11168.20130613.4.40	1	369	1	400	JP	150	
11168.20130613.4.41	1	333	1	367	JP	201	
11168.20130613.4.42	-1	NA	1	400	JP	130	first good sac has poor tracking ( 0.26 < 0.80 obvervedsamples/expected)
11168.20130613.3.1	1	377	1	417	JP	147	
11168.20130613.3.2	1	369	1	383	JP	127	
11168.20130613.3.3	1	389	1	433	JP	129	
11168.20130613.3.4	1	373	1	417	JP	147	
11168.20130613.3.5	1	357	1	383	JP	202	
11168.20130613.3.6	1	405	1	417	JP	129	
11168.20130613.3.7	1	381	1	433	JP	127	
11168.20130613.3.8	1	457	1	483	JP	204	
11168.20130613.3.9	-1	NA	1	433	JP	201	first good sac has poor tracking ( 0.67 < 0.80 obvervedsamples/expected)
11168.20130613.3.10	-1	NA	1	383	JP	150	first good sac has poor tracking ( 0.39 < 0.80 obvervedsamples/expected)
11168.20130613.3.11	1	385	1	417	JP	203	
11168.20130613.3.12	1	385	1	433	JP	201	
11168.20130613.3.13	1	385	1	417	JP	128	
11168.20130613.3.14	1	373	1	417	JP	147	
11168.20130613.3.15	1	497	1	533	JP	149	
11168.20130613.3.16	1	401	1	450	JP	202	
11168.20130613.3.17	1	373	1	417	JP	128	
11168.20130613.3.18	1	497	1	483	JP	202	
11168.20130613.3.19	1	569	1	550	JP	150	
11168.20130613.3.20	1	413	1	450	JP	128	
11168.20130613.3.21	1	469	1	483	JP	129	
11168.20130613.3.22	1	377	1	417	JP	148	
11168.20130613.3.23	1	441	1	467	JP	148	
11168.20130613.3.24	1	489	1	533	JP	130	
11168.20130613.3.25	1	469	1	500	JP	204	
11168.20130613.3.26	1	397	1	400	JP	147	
11168.20130613.3.27	-1	NA	1	433	JP	203	moving (6.884 px/60Hz) before target onset
11168.20130613.3.28	-1	NA	-1	-1	JP	130	4 samples > 20 px (10.00 max) from 140.01 (base)
11168.20130613.3.29	-1	NA	-1	-1	JP	149	blink before target onset
11168.20130613.3.30	-1	NA	-1	-1	JP	203	moving (4.740 px/60Hz) before target onset
11168.20130613.3.31	-1	NA	-1	-1	JP	130	blink before target onset
11168.20130613.3.32	1	493	-1	-1	JP	149	
11168.20130613.3.33	-1	NA	-1	-1	JP	127	moving (5.735 px/60Hz) before target onset
11168.20130613.3.34	2	233	1	450	JP	150	
11168.20130613.3.35	-1	NA	-1	-1	JP	204	average fixpos(0.000000) is off from baseline(130.500000)!
11168.20130613.3.36	1	445	0	467	JP	148	
11168.20130613.3.37	1	389	1	750	JP	127	
11168.20130613.3.38	-1	NA	-1	-1	JP	204	average fixpos(191.700000) is off from baseline(130.500000)!
11168.20130613.3.39	-1	NA	-1	-1	JP	130	moving (6.887 px/60Hz) before target onset
11168.20130613.3.40	-1	NA	0	200	JP	150	4 samples > 37 px (10.00 max) from 160.20 (base)
11168.20130613.3.41	1	489	-1	-1	JP	201	
11168.20130613.3.42	-1	NA	-1	-1	JP	201	blink before target onset
11168.20130613.2.1	2	333	0	250	JP	127	
11168.20130613.2.2	-1	NA	1	400	JP	147	first good sac has poor tracking ( 0.44 < 0.80 obvervedsamples/expected)
11168.20130613.2.3	-1	NA	-1	-1	JP	127	first good sac has poor tracking ( 0.62 < 0.80 obvervedsamples/expected)
11168.20130613.2.4	2	357	0	367	JP	204	
11168.20130613.2.5	1	533	1	550	JP	150	
11168.20130613.2.6	1	477	1	483	JP	129	
11168.20130613.2.7	1	513	1	517	JP	150	
11168.20130613.2.8	-1	NA	1	433	JP	147	first good sac has poor tracking ( 0.44 < 0.80 obvervedsamples/expected)
11168.20130613.2.9	1	425	1	467	JP	203	
11168.20130613.2.10	1	481	1	500	JP	149	
11168.20130613.2.11	1	449	1	483	JP	130	
11168.20130613.2.12	-1	NA	-1	-1	JP	127	first good sac has poor tracking ( 0.29 < 0.80 obvervedsamples/expected)
11168.20130613.2.13	1	357	1	400	JP	201	
11168.20130613.2.14	1	429	1	467	JP	202	
11168.20130613.2.15	1	469	1	483	JP	203	
11168.20130613.2.16	1	429	1	467	JP	148	
11168.20130613.2.17	-1	NA	-1	-1	JP	148	first good sac has poor tracking ( 0.16 < 0.80 obvervedsamples/expected)
11168.20130613.2.18	-1	NA	1	450	JP	204	first good sac has poor tracking ( 0.48 < 0.80 obvervedsamples/expected)
11168.20130613.2.19	1	369	1	417	JP	148	
11168.20130613.2.20	-1	NA	-1	-1	JP	127	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
11168.20130613.2.21	1	461	1	500	JP	129	
11168.20130613.2.22	1	425	1	467	JP	128	
11168.20130613.2.23	1	469	1	483	JP	130	
11168.20130613.2.24	1	502	1	517	JP	204	
11168.20130613.2.25	1	589	1	600	JP	149	
11168.20130613.2.26	1	433	1	450	JP	149	
11168.20130613.2.27	1	425	1	450	JP	204	
11168.20130613.2.28	-1	NA	-1	-1	JP	128	start pos too far from center fix
11168.20130613.2.29	1	521	1	550	JP	130	
11168.20130613.2.30	1	409	1	417	JP	150	
11168.20130613.2.31	1	373	1	417	JP	201	
11168.20130613.2.32	-1	NA	0	383	JP	201	first good sac has poor tracking ( 0.57 < 0.80 obvervedsamples/expected)
11168.20130613.2.33	1	425	1	450	JP	147	
11168.20130613.2.34	1	273	1	283	JP	129	
11168.20130613.2.35	1	369	1	417	JP	202	
11168.20130613.2.36	1	341	1	383	JP	202	
11168.20130613.2.37	1	341	1	383	JP	130	
11168.20130613.2.38	1	361	1	400	JP	147	
11168.20130613.2.39	-1	NA	1	367	JP	128	first good sac has poor tracking ( 0.26 < 0.80 obvervedsamples/expected)
11168.20130613.2.40	1	345	1	383	JP	203	
11168.20130613.2.41	1	417	1	450	JP	150	
11168.20130613.2.42	1	381	1	400	JP	201	
11168.20130613.1.1	-1	NA	-1	-1	JP	201	first good sac has poor tracking ( 0.33 < 0.80 obvervedsamples/expected)
11168.20130613.1.2	1	469	1	500	JP	149	
11168.20130613.1.3	1	461	1	500	JP	129	
11168.20130613.1.4	1	453	1	483	JP	203	
11168.20130613.1.5	1	537	1	583	JP	201	
11168.20130613.1.6	1	525	1	550	JP	130	
11168.20130613.1.7	1	461	1	483	JP	201	
11168.20130613.1.8	1	657	1	700	JP	149	
11168.20130613.1.9	-1	NA	1	583	JP	147	first good sac has poor tracking ( 0.43 < 0.80 obvervedsamples/expected)
11168.20130613.1.10	1	433	1	483	JP	202	
11168.20130613.1.11	-1	NA	-1	-1	JP	128	first good sac has poor tracking ( 0.67 < 0.80 obvervedsamples/expected)
11168.20130613.1.12	1	425	1	467	JP	129	
11168.20130613.1.13	1	561	1	600	JP	127	
11168.20130613.1.14	1	489	1	500	JP	150	
11168.20130613.1.15	1	353	1	383	JP	130	
11168.20130613.1.16	-1	NA	-1	-1	JP	201	no saccades within sac.time(1.450)
11168.20130613.1.17	1	405	1	417	JP	150	
11168.20130613.1.18	1	509	0	550	JP	128	
11168.20130613.1.19	-1	NA	1	500	JP	204	first good sac has poor tracking ( 0.46 < 0.80 obvervedsamples/expected)
11168.20130613.1.20	1	557	1	583	JP	150	
11168.20130613.1.21	1	497	1	533	JP	203	
11168.20130613.1.22	1	477	1	517	JP	130	
11168.20130613.1.23	1	457	1	483	JP	203	
11168.20130613.1.24	1	421	1	450	JP	204	
11168.20130613.1.25	1	377	1	417	JP	148	
11168.20130613.1.26	1	461	1	483	JP	147	
11168.20130613.1.27	-1	NA	-1	-1	JP	127	first good sac has poor tracking ( 0.40 < 0.80 obvervedsamples/expected)
11168.20130613.1.28	1	505	1	550	JP	147	
11168.20130613.1.29	1	457	-1	-1	JP	127	
11168.20130613.1.30	1	477	1	517	JP	204	
11168.20130613.1.31	-1	NA	-1	-1	JP	147	first good sac has poor tracking ( 0.30 < 0.80 obvervedsamples/expected)
11168.20130613.1.32	-1	NA	1	550	JP	150	first good sac has poor tracking ( 0.48 < 0.80 obvervedsamples/expected)
11168.20130613.1.33	-1	NA	-1	-1	JP	148	first good sac has poor tracking ( 0.35 < 0.80 obvervedsamples/expected)
11168.20130613.1.34	2	293	2	300	JP	130	
11168.20130613.1.35	1	401	1	450	JP	128	
11168.20130613.1.36	1	433	1	467	JP	204	
11168.20130613.1.37	1	533	1	583	JP	202	
11168.20130613.1.38	-1	NA	1	500	JP	127	first good sac has poor tracking ( 0.39 < 0.80 obvervedsamples/expected)
11168.20130613.1.39	-1	NA	0	367	JP	202	first good sac has poor tracking ( 0.33 < 0.80 obvervedsamples/expected)
11168.20130613.1.40	1	605	1	633	JP	129	
11168.20130613.1.41	-1	NA	-1	-1	JP	148	start pos too far from center fix
11168.20130613.1.42	1	445	1	467	JP	149	
11162.20130521.4.1	1	360	1	217	LR	147	
11162.20130521.4.2	-1	NA	1	383	LR	130	first good sac has poor tracking ( 0.78 < 0.80 obvervedsamples/expected)
11162.20130521.4.3	1	353	1	383	LR	202	
11162.20130521.4.4	1	385	1	417	LR	149	
11162.20130521.4.5	-1	NA	1	450	LR	201	moving (6.538 px/60Hz) before target onset
11162.20130521.4.6	1	337	1	350	LR	202	
11162.20130521.4.7	1	377	1	400	LR	129	
11162.20130521.4.8	2	313	2	317	LR	129	
11162.20130521.4.9	-1	NA	1	317	LR	150	moving (4.227 px/60Hz) before target onset
11162.20130521.4.10	2	201	1	350	LR	149	
11162.20130521.4.11	2	118	1	383	LR	130	
11162.20130521.4.12	1	382	1	417	LR	127	
11162.20130521.4.13	1	404	1	417	LR	203	
11162.20130521.4.14	-1	NA	1	383	LR	204	first good sac has poor tracking ( 0.21 < 0.80 obvervedsamples/expected)
11162.20130521.4.15	1	342	1	383	LR	129	
11162.20130521.4.16	1	329	1	367	LR	150	
11162.20130521.4.17	1	430	1	450	LR	128	
11162.20130521.4.18	-1	NA	1	367	LR	204	first good sac has poor tracking ( 0.24 < 0.80 obvervedsamples/expected)
11162.20130521.4.19	1	373	1	400	LR	203	
11162.20130521.4.20	1	365	1	400	LR	148	
11162.20130521.4.21	1	356	1	383	LR	149	
11162.20130521.4.22	-1	NA	1	433	LR	201	moving (4.027 px/60Hz) before target onset
11162.20130521.4.23	1	365	1	400	LR	203	
11162.20130521.4.24	1	158	1	117	LR	127	
11162.20130521.4.25	1	369	1	400	LR	150	
11162.20130521.4.26	1	410	1	433	LR	147	
11162.20130521.4.27	-1	NA	1	450	LR	148	first good sac has poor tracking ( 0.64 < 0.80 obvervedsamples/expected)
11162.20130521.4.28	1	414	1	400	LR	128	
11162.20130521.4.29	1	359	1	383	LR	127	
11162.20130521.4.30	1	433	1	433	LR	127	
11162.20130521.4.31	1	454	1	483	LR	147	
11162.20130521.4.32	-1	NA	0	200	LR	204	first good sac has poor tracking ( 0.44 < 0.80 obvervedsamples/expected)
11162.20130521.4.33	1	377	1	417	LR	148	
11162.20130521.4.34	-1	NA	1	400	LR	201	first good sac has poor tracking ( 0.26 < 0.80 obvervedsamples/expected)
11162.20130521.4.35	1	325	-1	-1	LR	204	
11162.20130521.4.36	-1	NA	1	433	LR	130	first good sac has poor tracking ( 0.37 < 0.80 obvervedsamples/expected)
11162.20130521.4.37	-1	NA	1	400	LR	128	first good sac has poor tracking ( 0.58 < 0.80 obvervedsamples/expected)
11162.20130521.4.38	-1	NA	1	467	LR	202	moving (5.602 px/60Hz) before target onset
11162.20130521.4.39	-1	NA	-1	-1	LR	147	moving (4.122 px/60Hz) before target onset
11162.20130521.4.40	1	346	1	383	LR	150	
11162.20130521.4.41	1	386	1	400	LR	201	
11162.20130521.4.42	1	373	1	417	LR	130	
11162.20130521.3.1	1	409	1	417	LR	147	
11162.20130521.3.2	1	458	1	467	LR	127	
11162.20130521.3.3	1	401	1	417	LR	129	
11162.20130521.3.4	1	429	1	450	LR	147	
11162.20130521.3.5	1	373	1	400	LR	202	
11162.20130521.3.6	1	429	1	467	LR	129	
11162.20130521.3.7	1	333	1	350	LR	127	
11162.20130521.3.8	1	145	1	400	LR	204	
11162.20130521.3.9	1	382	1	417	LR	201	
11162.20130521.3.10	-1	NA	1	400	LR	150	first good sac has poor tracking ( 0.18 < 0.80 obvervedsamples/expected)
11162.20130521.3.11	-1	NA	1	333	LR	203	first good sac has poor tracking ( 0.22 < 0.80 obvervedsamples/expected)
11162.20130521.3.12	1	125	1	483	LR	201	
11162.20130521.3.13	1	341	-1	-1	LR	128	
11162.20130521.3.14	1	425	1	450	LR	147	
11162.20130521.3.15	1	354	1	383	LR	149	
11162.20130521.3.16	1	419	1	467	LR	202	
11162.20130521.3.17	1	93	-1	-1	LR	128	
11162.20130521.3.18	1	466	1	500	LR	202	
11162.20130521.3.19	1	361	1	383	LR	150	
11162.20130521.3.20	-1	NA	1	400	LR	128	first good sac has poor tracking ( 0.70 < 0.80 obvervedsamples/expected)
11162.20130521.3.21	2	225	1	383	LR	129	
11162.20130521.3.22	-1	NA	-1	-1	LR	148	average fixpos(217.842857) is off from baseline(130.500000)!
11162.20130521.3.23	-1	NA	-1	-1	LR	148	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
11162.20130521.3.24	1	393	1	417	LR	130	
11162.20130521.3.25	1	414	1	450	LR	204	
11162.20130521.3.26	1	425	1	450	LR	147	
11162.20130521.3.27	1	437	1	467	LR	203	
11162.20130521.3.28	2	348	1	433	LR	130	
11162.20130521.3.29	1	401	1	433	LR	149	
11162.20130521.3.30	1	449	-1	-1	LR	203	
11162.20130521.3.31	1	382	1	417	LR	130	
11162.20130521.3.32	1	259	1	417	LR	149	
11162.20130521.3.33	-1	NA	1	450	LR	127	moving (4.878 px/60Hz) before target onset
11162.20130521.3.34	-1	NA	-1	-1	LR	150	3 samples > 27 px (10.00 max) from 171.19 (base)
11162.20130521.3.35	2	317	1	417	LR	204	
11162.20130521.3.36	1	397	1	383	LR	148	
11162.20130521.3.37	1	377	1	383	LR	127	
11162.20130521.3.38	-1	NA	2	383	LR	204	moving (4.318 px/60Hz) before target onset
11162.20130521.3.39	-1	NA	1	350	LR	130	first good sac has poor tracking ( 0.42 < 0.80 obvervedsamples/expected)
11162.20130521.3.40	-1	NA	1	383	LR	150	first good sac has poor tracking ( 0.48 < 0.80 obvervedsamples/expected)
11162.20130521.3.41	1	353	1	367	LR	201	
11162.20130521.3.42	2	145	-1	-1	LR	201	
11162.20130521.2.1	2	381	2	300	LR	127	
11162.20130521.2.2	1	437	-1	-1	LR	147	
11162.20130521.2.3	1	465	1	500	LR	127	
11162.20130521.2.4	2	357	2	383	LR	204	
11162.20130521.2.5	1	457	1	467	LR	150	
11162.20130521.2.6	-1	NA	1	383	LR	129	first good sac has poor tracking ( 0.42 < 0.80 obvervedsamples/expected)
11162.20130521.2.7	1	369	1	317	LR	150	
11162.20130521.2.8	1	397	-1	-1	LR	147	
11162.20130521.2.9	1	419	1	417	LR	203	
11162.20130521.2.10	1	337	1	367	LR	149	
11162.20130521.2.11	1	145	1	400	LR	130	
11162.20130521.2.12	-1	NA	1	400	LR	127	first good sac has poor tracking ( 0.78 < 0.80 obvervedsamples/expected)
11162.20130521.2.13	-1	NA	1	367	LR	201	first good sac has poor tracking ( 0.48 < 0.80 obvervedsamples/expected)
11162.20130521.2.14	-1	NA	-1	-1	LR	202	first good sac has poor tracking ( 0.17 < 0.80 obvervedsamples/expected)
11162.20130521.2.15	-1	NA	1	433	LR	203	moving (6.616 px/60Hz) before target onset
11162.20130521.2.16	1	469	1	433	LR	148	
11162.20130521.2.17	1	475	1	467	LR	148	
11162.20130521.2.18	-1	NA	1	383	LR	204	first good sac has poor tracking ( 0.30 < 0.80 obvervedsamples/expected)
11162.20130521.2.19	2	337	2	350	LR	148	
11162.20130521.2.20	-1	NA	1	417	LR	127	moving (4.332 px/60Hz) before target onset
11162.20130521.2.21	-1	NA	1	367	LR	129	first good sac has poor tracking ( 0.45 < 0.80 obvervedsamples/expected)
11162.20130521.2.22	-1	NA	1	467	LR	128	moving (4.218 px/60Hz) before target onset
11162.20130521.2.23	-1	NA	-1	-1	LR	130	first good sac has poor tracking ( 0.23 < 0.80 obvervedsamples/expected)
11162.20130521.2.24	1	451	1	483	LR	204	
11162.20130521.2.25	-1	NA	1	383	LR	149	moving (4.598 px/60Hz) before target onset
