trial	count_a	lat_a	count_m	lat_m	scorer
11133.20130222.4.39	1	485	1	500	LR
11133.20130222.4.40	1	557	1	583	LR
11133.20130222.4.41	-1	-1	-1	-1	LR
11133.20130222.4.42	-1	-1	-1	-1	LR
11133.20130222.3.1	1	626	1	650	LR
11133.20130222.3.2	1	445	1	483	LR
11133.20130222.3.3	1	428	1	433	LR
11133.20130222.3.4	1	422	1	467	LR
11133.20130222.3.5	1	536	1	517	LR
11133.20130222.3.6	1	442	1	483	LR
11133.20130222.3.7	0	413	0	433	LR
11133.20130222.3.8	1	422	1	450	LR
11133.20130222.3.9	1	456	1	467	LR
11133.20130222.3.10	1	393	1	417	LR
11133.20130222.3.11	1	759	1	783	LR
11133.20130222.3.12	1	614	1	550	LR
11133.20130222.3.13	1	495	1	450	LR
11133.20130222.3.14	1	502	1	517	LR
11133.20130222.3.15	1	566	1	583	LR
11133.20130222.3.16	1	530	1	467	LR
11133.20130222.3.17	-1	-1	-1	-1	LR
11133.20130222.3.18	1	394	1	417	LR
11133.20130222.3.19	-1	-1	1	850	LR
11133.20130222.3.20	1	534	1	533	LR
11133.20130222.3.21	-1	-1	-1	-1	LR
11133.20130222.3.22	1	349	1	383	LR
11133.20130222.3.23	2	396	2	400	LR
11133.20130222.3.24	1	517	1	517	LR
11133.20130222.3.25	1	452	1	467	LR
11133.20130222.3.26	-1	-1	-1	-1	LR
11133.20130222.3.27	1	433	1	417	LR
11133.20130222.3.28	1	393	1	433	LR
11133.20130222.3.29	1	428	1	433	LR
11133.20130222.3.30	1	477	1	500	LR
11133.20130222.3.31	1	587	1	617	LR
11133.20130222.3.32	-1	-1	-1	-1	LR
11133.20130222.3.33	-1	-1	-1	-1	LR
11133.20130222.3.34	1	544	1	533	LR
11133.20130222.3.35	-1	-1	-1	-1	LR
11133.20130222.3.36	1	405	1	417	LR
11133.20130222.3.37	0	401	0	433	LR
11133.20130222.3.38	1	510	1	517	LR
11133.20130222.3.39	-1	-1	-1	-1	LR
11133.20130222.3.40	-1	-1	-1	-1	LR
11133.20130222.3.41	1	513	1	533	LR
11133.20130222.3.42	-1	-1	-1	-1	LR
11133.20130222.2.1	2	437	0	350	LR
11133.20130222.2.2	1	429	1	450	LR
11133.20130222.2.3	-1	-1	-1	-1	LR
11133.20130222.2.4	1	454	1	467	LR
11133.20130222.2.5	-1	-1	1	1217	LR
11133.20130222.2.6	1	397	1	433	LR
11133.20130222.2.7	1	356	1	383	LR
11133.20130222.2.8	-1	-1	0	1600	LR
11133.20130222.2.9	2	449	2	450	LR
11133.20130222.2.10	-1	-1	1	200	LR
11133.20130222.2.11	-1	-1	-1	-1	LR
11133.20130222.2.12	-1	-1	-1	-1	LR
11133.20130222.2.13	-1	-1	-1	-1	LR
11133.20130222.2.14	-1	-1	-1	-1	LR
11133.20130222.2.15	2	389	0	383	LR
11133.20130222.2.16	-1	-1	-1	-1	LR
11133.20130222.2.17	-1	-1	-1	-1	LR
11133.20130222.2.18	-1	-1	-1	-1	LR
11133.20130222.2.19	-1	-1	-1	-1	LR
11133.20130222.2.20	1	581	1	600	LR
11133.20130222.2.21	1	432	1	450	LR
11133.20130222.2.22	-1	-1	0	600	LR
11133.20130222.2.23	1	419	1	433	LR
11133.20130222.2.24	1	448	1	467	LR
11133.20130222.2.25	1	468	1	500	LR
11133.20130222.2.26	1	572	1	600	LR
11133.20130222.2.27	-1	-1	-1	-1	LR
11133.20130222.2.28	1	349	-1	-1	LR
11133.20130222.2.29	1	493	1	517	LR
11133.20130222.2.30	1	370	1	383	LR
11133.20130222.2.31	-1	-1	-1	-1	LR
11133.20130222.2.32	1	433	1	450	LR
11133.20130222.2.33	1	699	1	700	LR
11133.20130222.2.34	1	453	1	483	LR
11133.20130222.2.35	-1	-1	0	350	LR
11133.20130222.2.36	1	569	1	567	LR
11133.20130222.2.37	1	461	1	467	LR
11133.20130222.2.38	-1	-1	-1	-1	LR
11133.20130222.2.39	-1	-1	0	917	LR
11133.20130222.2.40	-1	-1	-1	-1	LR
11133.20130222.2.41	-1	-1	-1	-1	LR
11133.20130222.2.42	0	372	0	383	LR
11133.20130222.1.1	-1	-1	1	517	LR
11133.20130222.1.2	-1	-1	1	433	LR
11133.20130222.1.3	1	377	1	417	LR
11133.20130222.1.4	-1	-1	1	400	LR
11133.20130222.1.5	1	733	1	750	LR
11133.20130222.1.6	1	533	1	567	LR
11133.20130222.1.7	1	709	1	717	LR
11133.20130222.1.8	1	449	1	483	LR
11133.20130222.1.9	1	481	1	517	LR
11133.20130222.1.10	1	577	1	617	LR
11133.20130222.1.11	1	537	1	567	LR
11133.20130222.1.12	1	449	1	467	LR
11133.20130222.1.13	1	1193	1	1217	LR
11133.20130222.1.14	1	373	1	400	LR
11133.20130222.1.15	1	389	1	417	LR
11133.20130222.1.16	1	557	1	583	LR
11133.20130222.1.17	1	509	1	550	LR
11133.20130222.1.18	1	613	1	633	LR
11133.20130222.1.19	1	546	1	567	LR
11133.20130222.1.20	1	417	1	433	LR
11133.20130222.1.21	1	401	1	433	LR
11133.20130222.1.22	1	431	1	450	LR
11133.20130222.1.23	1	441	1	467	LR
11133.20130222.1.24	1	454	1	467	LR
11133.20130222.1.25	1	415	1	450	LR
11133.20130222.1.26	1	540	1	550	LR
11133.20130222.1.27	-1	-1	-1	-1	LR
11133.20130222.1.28	1	669	1	633	LR
11133.20130222.1.29	1	469	1	483	LR
11133.20130222.1.30	1	393	1	433	LR
11133.20130222.1.31	1	609	1	617	LR
11133.20130222.1.32	1	393	1	400	LR
11133.20130222.1.33	-1	-1	-1	-1	LR
11133.20130222.1.34	1	453	1	467	LR
11133.20130222.1.35	-1	-1	1	517	LR
11133.20130222.1.36	1	541	1	567	LR
11133.20130222.1.37	1	493	1	500	LR
11133.20130222.1.38	1	613	1	617	LR
11133.20130222.1.39	1	633	1	600	LR
11133.20130222.1.40	1	465	1	500	LR
11133.20130222.1.41	1	777	1	750	LR
11133.20130222.1.42	-1	-1	-1	-1	LR
11130.20130218.4.1	-1	-1	1	433	RC
11130.20130218.4.2	-1	-1	-1	-1	RC
11130.20130218.4.3	-1	-1	1	400	RC
11130.20130218.4.4	1	322	-1	-1	RC
11130.20130218.4.5	-1	-1	1	400	RC
11130.20130218.4.6	-1	-1	1	417	RC
11130.20130218.4.7	-1	-1	1	450	RC
11130.20130218.4.8	1	343	0	467	RC
11130.20130218.4.9	1	334	-1	-1	RC
11130.20130218.4.10	-1	-1	-1	-1	RC
11130.20130218.4.11	-1	-1	-1	-1	RC
11130.20130218.4.12	0	965	1	517	RC
11130.20130218.4.13	-1	-1	-1	-1	RC
11130.20130218.4.14	-1	-1	-1	-1	RC
11130.20130218.4.15	-1	-1	-1	-1	RC
11130.20130218.4.16	1	332	-1	-1	RC
11130.20130218.4.17	-1	-1	1	417	RC
11130.20130218.4.18	1	364	1	417	RC
11130.20130218.4.19	-1	-1	1	400	RC
11130.20130218.4.20	-1	-1	1	417	RC
11130.20130218.4.21	-1	-1	1	500	RC
11130.20130218.4.22	-1	-1	1	400	RC
11130.20130218.4.23	-1	-1	1	483	RC
11130.20130218.4.24	-1	-1	1	417	RC
11130.20130218.4.25	-1	-1	1	433	RC
11130.20130218.4.26	1	381	1	417	RC
11130.20130218.4.27	1	529	1	567	RC
11130.20130218.4.28	1	537	1	567	RC
11130.20130218.4.29	1	381	1	417	RC
11130.20130218.4.30	1	417	1	450	RC
11130.20130218.4.31	1	481	1	517	RC
11130.20130218.4.32	-1	-1	1	433	RC
11130.20130218.4.33	1	409	1	450	RC
11130.20130218.4.34	1	413	1	450	RC
11130.20130218.4.35	-1	-1	1	400	RC
11130.20130218.4.36	1	389	1	417	RC
11130.20130218.4.37	1	367	1	383	RC
11130.20130218.4.38	1	358	1	150	RC
11130.20130218.4.39	1	401	1	417	RC
11130.20130218.4.40	1	365	-1	-1	RC
11130.20130218.4.41	1	425	1	433	RC
11130.20130218.4.42	-1	-1	1	383	RC
11130.20130218.3.1	-1	-1	1	567	RC
11130.20130218.3.2	-1	-1	1	533	RC
11130.20130218.3.3	1	453	1	467	RC
11130.20130218.3.4	-1	-1	1	417	RC
11130.20130218.3.5	-1	-1	1	417	RC
11130.20130218.3.6	1	379	2	433	RC
11130.20130218.3.7	-1	-1	1	400	RC
11130.20130218.3.8	1	394	-1	-1	RC
11130.20130218.3.9	1	409	1	450	RC
11130.20130218.3.10	1	353	0	433	RC
11130.20130218.3.11	1	339	0	417	RC
11130.20130218.3.12	-1	-1	1	417	RC
11130.20130218.3.13	-1	-1	1	400	RC
11130.20130218.3.14	-1	-1	1	433	RC
11130.20130218.3.15	-1	-1	1	483	RC
11130.20130218.3.16	-1	-1	1	517	RC
11130.20130218.3.17	-1	-1	1	400	RC
11130.20130218.3.18	1	349	1	400	RC
11130.20130218.3.19	-1	-1	1	433	RC
11130.20130218.3.20	-1	-1	1	383	RC
11130.20130218.3.21	1	352	2	450	RC
11130.20130218.3.22	-1	-1	1	383	RC
11130.20130218.3.23	-1	-1	1	383	RC
11130.20130218.3.24	-1	-1	0	483	RC
11130.20130218.3.25	1	344	-1	-1	RC
11130.20130218.3.26	-1	-1	1	367	RC
11130.20130218.3.27	-1	-1	1	400	RC
11130.20130218.3.28	-1	-1	0	450	RC
11130.20130218.3.29	1	348	2	467	RC
11130.20130218.3.30	-1	-1	0	417	RC
11130.20130218.3.31	-1	-1	2	450	RC
11130.20130218.3.32	-1	-1	1	467	RC
11130.20130218.3.33	-1	-1	1	450	RC
11130.20130218.3.34	1	403	1	517	RC
11130.20130218.3.35	-1	-1	1	350	RC
11130.20130218.3.36	-1	-1	1	383	RC
11130.20130218.3.37	-1	-1	1	417	RC
11130.20130218.3.38	-1	-1	-1	-1	RC
11130.20130218.3.39	1	339	-1	-1	RC
11130.20130218.3.40	1	329	1	450	RC
11130.20130218.3.41	-1	-1	1	400	RC
11130.20130218.3.42	-1	-1	1	400	RC
11130.20130218.2.1	1	386	1	317	RC
11130.20130218.2.2	1	342	1	367	RC
11130.20130218.2.3	1	381	1	400	RC
11130.20130218.2.4	-1	-1	1	400	RC
11130.20130218.2.5	-1	-1	1	400	RC
11130.20130218.2.6	1	341	-1	-1	RC
11130.20130218.2.7	-1	-1	-1	-1	RC
11130.20130218.2.8	-1	-1	1	383	RC
11130.20130218.2.9	-1	-1	1	417	RC
11130.20130218.2.10	0	332	1	333	RC
11130.20130218.2.11	-1	-1	0	367	RC
11130.20130218.2.12	1	337	1	383	RC
11130.20130218.2.13	-1	-1	1	417	RC
11130.20130218.2.14	-1	-1	1	383	RC
11130.20130218.2.15	1	368	-1	-1	RC
11130.20130218.2.16	-1	-1	1	400	RC
11130.20130218.2.17	-1	-1	1	417	RC
11130.20130218.2.18	-1	-1	1	400	RC
11130.20130218.2.19	-1	-1	1	400	RC
11130.20130218.2.20	-1	-1	1	383	RC
11130.20130218.2.21	-1	-1	1	400	RC
11130.20130218.2.22	1	372	1	400	RC
11130.20130218.2.23	-1	-1	-1	-1	RC
11130.20130218.2.24	-1	-1	-1	-1	RC
11130.20130218.2.25	-1	-1	-1	-1	RC
11130.20130218.2.26	1	349	-1	-1	RC
11130.20130218.2.27	-1	-1	-1	-1	RC
11130.20130218.2.28	-1	-1	1	417	RC
11130.20130218.2.29	1	341	-1	-1	RC
11130.20130218.2.30	1	497	-1	-1	RC
11130.20130218.2.31	-1	-1	1	400	RC
11130.20130218.2.32	-1	-1	1	383	RC
11130.20130218.2.33	-1	-1	1	383	RC
11130.20130218.2.34	1	477	1	517	RC
11130.20130218.2.35	-1	-1	1	383	RC
11130.20130218.2.36	1	425	1	467	RC
11130.20130218.2.37	1	341	1	383	RC
11130.20130218.2.38	1	333	1	383	RC
11130.20130218.2.39	1	357	1	400	RC
11130.20130218.2.40	1	374	1	483	RC
11130.20130218.2.41	1	341	1	450	RC
11130.20130218.2.42	-1	-1	1	417	RC
11130.20130218.1.1	1	357	1	300	RC
11130.20130218.1.2	-1	-1	1	400	RC
11130.20130218.1.3	1	413	1	433	RC
11130.20130218.1.4	1	393	1	433	RC
11130.20130218.1.5	1	445	1	467	RC
11130.20130218.1.6	2	365	2	350	RC
11130.20130218.1.7	1	445	1	450	RC
11130.20130218.1.8	1	457	1	500	RC
11130.20130218.1.9	1	458	1	483	RC
11130.20130218.1.10	1	413	1	450	RC
11130.20130218.1.11	-1	-1	1	417	RC
11130.20130218.1.12	1	421	1	450	RC
11130.20130218.1.13	1	397	1	417	RC
11130.20130218.1.14	1	445	1	467	RC
11130.20130218.1.15	1	333	1	367	RC
11130.20130218.1.16	1	413	1	450	RC
11130.20130218.1.17	0	385	1	500	RC
11130.20130218.1.18	-1	-1	1	33	RC
11130.20130218.1.19	0	369	1	467	RC
11130.20130218.1.20	1	421	1	450	RC
11130.20130218.1.21	-1	-1	1	400	RC
11130.20130218.1.22	-1	-1	2	417	RC
11130.20130218.1.23	2	349	1	467	RC
11130.20130218.1.24	-1	-1	1	400	RC
11130.20130218.1.25	-1	-1	1	400	RC
11130.20130218.1.26	1	385	1	417	RC
11130.20130218.1.27	1	505	1	550	RC
11130.20130218.1.28	1	401	1	417	RC
11130.20130218.1.29	1	409	1	433	RC
11130.20130218.1.30	2	337	1	300	RC
11130.20130218.1.31	1	478	1	467	RC
11130.20130218.1.32	0	337	1	350	RC
11130.20130218.1.33	-1	-1	1	417	RC
11130.20130218.1.34	-1	-1	0	450	RC
11130.20130218.1.35	-1	-1	1	433	RC
11130.20130218.1.36	-1	-1	1	833	RC
11130.20130218.1.37	-1	-1	1	417	RC
11130.20130218.1.38	-1	-1	1	383	RC
11130.20130218.1.39	-1	-1	1	433	RC
11130.20130218.1.40	-1	-1	1	417	RC
11130.20130218.1.41	-1	-1	1	417	RC
11130.20130218.1.42	-1	-1	1	433	RC
11129.20130320.4.1	2	357	2	267	JP
11129.20130320.4.2	1	341	1	367	JP
11129.20130320.4.3	1	345	1	367	JP
11129.20130320.4.4	1	313	1	333	JP
11129.20130320.4.5	1	481	1	483	JP
11129.20130320.4.6	0	97	-1	-1	JP
11129.20130320.4.7	2	357	1	367	JP
11129.20130320.4.8	1	365	1	383	JP
11129.20130320.4.9	1	405	1	433	JP
11129.20130320.4.10	1	405	1	433	JP
11129.20130320.4.11	1	353	1	383	JP
11129.20130320.4.12	1	413	1	450	JP
11129.20130320.4.13	1	380	1	383	JP
11129.20130320.4.14	2	362	2	400	JP
11129.20130320.4.15	1	346	1	383	JP
11129.20130320.4.16	1	345	1	383	JP
11129.20130320.4.17	1	433	1	433	JP
11129.20130320.4.18	1	353	1	383	JP
11129.20130320.4.19	1	360	1	367	JP
11129.20130320.4.20	1	393	1	400	JP
11129.20130320.4.21	1	325	1	367	JP
11129.20130320.4.22	1	477	1	483	JP
11129.20130320.4.23	1	361	1	400	JP
11129.20130320.4.24	-1	-1	1	433	JP
11129.20130320.4.25	1	357	1	367	JP
11129.20130320.4.26	1	441	1	467	JP
11129.20130320.4.27	1	481	-1	-1	JP
11129.20130320.4.28	1	369	1	367	JP
11129.20130320.4.29	1	537	1	567	JP
11129.20130320.4.30	1	457	1	467	JP
11129.20130320.4.31	1	373	1	367	JP
11129.20130320.4.32	-1	-1	2	400	JP
11129.20130320.4.33	1	365	1	383	JP
11129.20130320.4.34	1	365	1	383	JP
11129.20130320.4.35	1	346	1	383	JP
11129.20130320.4.36	1	345	1	350	JP
11129.20130320.4.37	1	393	1	417	JP
11129.20130320.4.38	1	425	1	433	JP
11129.20130320.4.39	1	457	1	450	JP
11129.20130320.4.40	1	489	1	467	JP
11129.20130320.4.41	1	365	1	383	JP
11129.20130320.4.42	1	357	1	367	JP
*11129.20130320.3.1	-1	-1	-1	-1	JP
*11129.20130320.3.2	-1	-1	1	400	JP
*11129.20130320.3.3	-1	-1	1	383	JP
*11129.20130320.3.4	-1	-1	1	600	JP
*11129.20130320.3.5	-1	-1	1	517	JP
*11129.20130320.3.6	-1	-1	1	133	JP
*11129.20130320.3.7	-1	-1	1	383	JP
*11129.20130320.3.8	-1	-1	1	433	JP
*11129.20130320.3.9	-1	-1	1	433	JP
*11129.20130320.3.10	-1	-1	0	167	JP
*11129.20130320.3.11	-1	-1	1	350	JP
*11129.20130320.3.12	-1	-1	1	450	JP
*11129.20130320.3.13	-1	-1	1	400	JP
*11129.20130320.3.14	-1	-1	1	267	JP
*11129.20130320.3.15	-1	-1	-1	-1	JP
*11129.20130320.3.16	-1	-1	1	417	JP
*11129.20130320.3.17	-1	-1	1	167	JP
*11129.20130320.3.18	-1	-1	1	450	JP
*11129.20130320.3.19	-1	-1	-1	-1	JP
*11129.20130320.3.20	-1	-1	1	450	JP
*11129.20130320.3.21	-1	-1	1	367	JP
*11129.20130320.3.22	-1	-1	1	417	JP
*11129.20130320.3.23	-1	-1	1	467	JP
*11129.20130320.3.24	-1	-1	2	283	JP
*11129.20130320.3.25	-1	-1	1	383	JP
*11129.20130320.3.26	-1	-1	1	450	JP
*11129.20130320.3.27	-1	-1	1	350	JP
*11129.20130320.3.28	-1	-1	1	383	JP
*11129.20130320.3.29	-1	-1	1	400	JP
*11129.20130320.3.30	-1	-1	2	400	JP
*11129.20130320.3.31	-1	-1	1	417	JP
*11129.20130320.3.32	-1	-1	1	433	JP
*11129.20130320.3.33	-1	-1	-1	-1	JP
*11129.20130320.3.34	-1	-1	1	367	JP
*11129.20130320.3.35	-1	-1	1	400	JP
*11129.20130320.3.36	-1	-1	1	400	JP
*11129.20130320.3.37	-1	-1	-1	-1	JP
*11129.20130320.3.38	-1	-1	0	450	JP
*11129.20130320.3.39	-1	-1	1	400	JP
*11129.20130320.3.40	-1	-1	1	517	JP
*11129.20130320.3.41	-1	-1	1	417	JP
*11129.20130320.3.42	-1	-1	-1	-1	JP
*11129.20130320.2.1	-1	-1	2	350	JP
*11129.20130320.2.2	-1	-1	1	400	JP
*11129.20130320.2.3	-1	-1	1	400	JP
*11129.20130320.2.4	-1	-1	-1	-1	JP
*11129.20130320.2.5	-1	-1	0	233	JP
*11129.20130320.2.6	-1	-1	2	117	JP
*11129.20130320.2.7	-1	-1	1	400	JP
*11129.20130320.2.8	-1	-1	1	417	JP
*11129.20130320.2.9	-1	-1	1	367	JP
*11129.20130320.2.10	-1	-1	1	533	JP
*11129.20130320.2.11	-1	-1	1	350	JP
*11129.20130320.2.12	-1	-1	1	450	JP
*11129.20130320.2.13	-1	-1	1	417	JP
*11129.20130320.2.14	-1	-1	-1	-1	JP
*11129.20130320.2.15	-1	-1	1	417	JP
*11129.20130320.2.16	-1	-1	0	117	JP
*11129.20130320.2.17	-1	-1	1	417	JP
*11129.20130320.2.18	-1	-1	1	417	JP
*11129.20130320.2.19	-1	-1	1	433	JP
*11129.20130320.2.20	-1	-1	2	483	JP
*11129.20130320.2.21	-1	-1	1	367	JP
*11129.20130320.2.22	-1	-1	1	417	JP
*11129.20130320.2.23	-1	-1	1	417	JP
*11129.20130320.2.24	-1	-1	2	633	JP
*11129.20130320.2.25	-1	-1	1	417	JP
*11129.20130320.2.26	-1	-1	1	367	JP
*11129.20130320.2.27	-1	-1	1	417	JP
*11129.20130320.2.28	-1	-1	1	350	JP
*11129.20130320.2.29	-1	-1	1	367	JP
*11129.20130320.2.30	-1	-1	2	367	JP
*11129.20130320.2.31	-1	-1	-1	-1	JP
*11129.20130320.2.32	-1	-1	1	367	JP
*11129.20130320.2.33	-1	-1	1	433	JP
*11129.20130320.2.34	-1	-1	1	417	JP
*11129.20130320.2.35	-1	-1	1	317	JP
*11129.20130320.2.36	-1	-1	1	533	JP
*11129.20130320.2.37	-1	-1	1	367	JP
*11129.20130320.2.38	-1	-1	-1	-1	JP
*11129.20130320.2.39	-1	-1	1	400	JP
*11129.20130320.2.40	-1	-1	1	400	JP
*11129.20130320.2.41	-1	-1	1	383	JP
*11129.20130320.2.42	-1	-1	1	467	JP
11129.20130320.1.1	1	481	1	400	LR
11129.20130320.1.2	1	357	1	383	LR
11129.20130320.1.3	1	329	1	367	LR
11129.20130320.1.4	1	417	1	433	LR
11129.20130320.1.5	-1	-1	1	517	LR
11129.20130320.1.6	1	502	1	517	LR
11129.20130320.1.7	1	625	1	650	LR
11129.20130320.1.8	-1	-1	-1	-1	LR
11129.20130320.1.9	1	341	1	383	LR
11129.20130320.1.10	1	417	1	433	LR
11129.20130320.1.11	1	498	1	517	LR
11129.20130320.1.12	1	401	1	417	LR
11129.20130320.1.13	1	445	1	467	LR
11129.20130320.1.14	1	489	1	517	LR
11129.20130320.1.15	1	441	1	467	LR
11129.20130320.1.16	1	461	1	467	LR
11129.20130320.1.17	1	493	1	500	LR
11129.20130320.1.18	1	453	1	483	LR
11129.20130320.1.19	2	325	2	350	LR
11129.20130320.1.20	1	345	1	383	LR
11129.20130320.1.21	1	421	1	450	LR
11129.20130320.1.22	1	369	1	400	LR
11129.20130320.1.23	1	421	1	450	LR
11129.20130320.1.24	1	345	1	383	LR
11129.20130320.1.25	2	349	2	367	LR
11129.20130320.1.26	1	413	1	433	LR
11129.20130320.1.27	1	325	1	367	LR
11129.20130320.1.28	-1	-1	-1	-1	LR
11129.20130320.1.29	1	425	1	450	LR
11129.20130320.1.30	1	365	1	400	LR
11129.20130320.1.31	1	357	1	400	LR
11129.20130320.1.32	1	333	1	367	LR
11129.20130320.1.33	1	377	1	400	LR
11129.20130320.1.34	1	421	1	417	LR
11129.20130320.1.35	1	364	1	383	LR
11129.20130320.1.36	1	389	1	417	LR
11129.20130320.1.37	2	356	2	350	LR
11129.20130320.1.38	1	361	-1	-1	LR
11129.20130320.1.39	1	529	1	550	LR
11129.20130320.1.40	2	393	0	383	LR
11129.20130320.1.41	1	533	1	550	LR
11129.20130320.1.42	2	373	2	383	LR
11123.20130211.4.1	1	353	1	233	RI
11123.20130211.4.2	1	406	1	433	RI
11123.20130211.4.3	1	429	1	450	RI
11123.20130211.4.4	1	390	1	417	RI
11123.20130211.4.5	1	425	1	433	RI
11123.20130211.4.6	1	421	1	450	RI
11123.20130211.4.7	1	362	1	383	RI
11123.20130211.4.8	1	385	1	417	RI
11123.20130211.4.9	1	358	1	383	RI
11123.20130211.4.10	1	344	1	383	RI
11123.20130211.4.11	1	373	1	400	RI
11123.20130211.4.12	2	306	2	333	RI
11123.20130211.4.13	1	376	1	367	RI
11123.20130211.4.14	1	373	1	400	RI
11123.20130211.4.15	1	373	1	400	RI
11123.20130211.4.16	1	349	1	350	RI
11123.20130211.4.17	1	369	1	400	RI
11123.20130211.4.18	1	350	1	367	RI
11123.20130211.4.19	1	409	1	417	RI
11123.20130211.4.20	1	365	1	367	RI
11123.20130211.4.21	1	349	1	367	RI
11123.20130211.4.22	-1	-1	-1	-1	RI
11123.20130211.4.23	1	349	1	383	RI
11123.20130211.4.24	0	1340	0	417	RI
11123.20130211.4.25	1	607	1	633	RI
11123.20130211.4.26	-1	-1	-1	-1	RI
11123.20130211.4.27	0	1389	0	1400	RI
11123.20130211.4.28	-1	-1	-1	-1	RI
11123.20130211.4.29	-1	-1	0	600	RI
11123.20130211.4.30	0	365	0	383	RI
11123.20130211.4.31	-1	-1	0	433	RI
11123.20130211.4.32	1	373	1	383	RI
11123.20130211.4.33	-1	-1	-1	-1	RI
11123.20130211.4.34	-1	-1	-1	-1	RI
11123.20130211.4.35	1	445	1	450	RI
11123.20130211.4.36	1	514	1	483	RI
11123.20130211.4.37	-1	-1	-1	-1	RI
11123.20130211.4.38	1	485	1	517	RI
11123.20130211.4.39	-1	-1	-1	-1	RI
11123.20130211.4.40	1	377	1	400	RI
11123.20130211.4.41	-1	-1	-1	-1	RI
11123.20130211.4.42	1	385	1	417	RI
11123.20130211.3.1	1	449	1	433	RC
11123.20130211.3.2	1	449	1	467	RC
11123.20130211.3.3	1	361	1	400	RC
11123.20130211.3.4	1	463	1	500	RC
11123.20130211.3.5	1	347	1	367	RC
11123.20130211.3.6	1	537	1	500	RC
11123.20130211.3.7	1	401	1	300	RC
11123.20130211.3.8	1	377	1	400	RC
11123.20130211.3.9	1	373	1	417	RC
11123.20130211.3.10	1	411	1	383	RC
11123.20130211.3.11	1	398	1	400	RC
11123.20130211.3.12	-1	-1	-1	-1	RC
11123.20130211.3.13	1	389	1	583	RC
11123.20130211.3.14	1	450	1	450	RC
11123.20130211.3.15	1	387	1	333	RC
11123.20130211.3.16	1	376	1	383	RC
11123.20130211.3.17	1	485	1	500	RC
11123.20130211.3.18	1	377	1	400	RC
11123.20130211.3.19	1	473	1	467	RC
11123.20130211.3.20	1	413	1	417	RC
11123.20130211.3.21	1	441	1	400	RC
11123.20130211.3.22	1	440	1	450	RC
11123.20130211.3.23	1	376	2	183	RC
11123.20130211.3.24	1	398	1	433	RC
11123.20130211.3.25	1	365	1	367	RC
11123.20130211.3.26	1	413	1	433	RC
11123.20130211.3.27	1	608	1	633	RC
11123.20130211.3.28	1	380	1	417	RC
11123.20130211.3.29	1	377	1	417	RC
11123.20130211.3.30	1	350	1	383	RC
11123.20130211.3.31	1	388	1	367	RC
11123.20130211.3.32	1	349	1	350	RC
11123.20130211.3.33	1	422	1	417	RC
11123.20130211.3.34	1	429	1	450	RC
11123.20130211.3.35	1	397	1	233	RC
11123.20130211.3.36	1	397	1	450	RC
11123.20130211.3.37	1	397	1	383	RC
11123.20130211.3.38	1	477	1	450	RC
11123.20130211.3.39	1	373	1	383	RC
11123.20130211.3.40	1	392	1	417	RC
11123.20130211.3.41	1	349	1	183	RC
11123.20130211.3.42	1	361	1	367	RC
11123.20130211.2.1	1	412	1	317	RI
11123.20130211.2.2	1	497	1	517	RI
11123.20130211.2.3	1	473	1	500	RI
11123.20130211.2.4	1	353	1	383	RI
11123.20130211.2.5	1	494	1	500	RI
11123.20130211.2.6	1	404	1	433	RI
11123.20130211.2.7	1	368	1	400	RI
11123.20130211.2.8	1	401	1	433	RI
11123.20130211.2.9	1	360	1	383	RI
11123.20130211.2.10	1	350	1	367	RI
11123.20130211.2.11	1	353	1	383	RI
11123.20130211.2.12	1	453	1	467	RI
11123.20130211.2.13	1	453	1	467	RI
11123.20130211.2.14	1	452	2	183	RI
11123.20130211.2.15	1	381	1	383	RI
11123.20130211.2.16	1	437	1	467	RI
11123.20130211.2.17	1	417	1	450	RI
11123.20130211.2.18	1	434	1	433	RI
11123.20130211.2.19	1	414	1	450	RI
11123.20130211.2.20	1	404	1	417	RI
11123.20130211.2.21	1	379	1	400	RI
11123.20130211.2.22	1	408	1	433	RI
11123.20130211.2.23	1	438	1	467	RI
11123.20130211.2.24	1	421	1	433	RI
11123.20130211.2.25	1	450	1	467	RI
11123.20130211.2.26	1	409	1	433	RI
11123.20130211.2.27	1	388	1	400	RI
11123.20130211.2.28	1	389	1	433	RI
11123.20130211.2.29	1	479	1	517	RI
11123.20130211.2.30	1	417	1	433	RI
11123.20130211.2.31	1	507	1	500	RI
11123.20130211.2.32	1	433	1	450	RI
11123.20130211.2.33	1	369	1	383	RI
11123.20130211.2.34	1	357	1	400	RI
11123.20130211.2.35	1	392	1	417	RI
11123.20130211.2.36	1	467	1	450	RI
11123.20130211.2.37	-1	-1	0	83	RI
11123.20130211.2.38	1	442	1	467	RI
11123.20130211.2.39	1	459	1	450	RI
11123.20130211.2.40	1	505	1	500	RI
11123.20130211.2.41	1	405	1	433	RI
11123.20130211.2.42	1	412	1	433	RI
*11123.20130211.1.1	-1	-1	1	350	LR
*11123.20130211.1.2	-1	-1	1	417	LR
*11123.20130211.1.3	-1	-1	-1	-1	LR
*11123.20130211.1.4	-1	-1	1	433	LR
*11123.20130211.1.5	-1	-1	1	483	LR
*11123.20130211.1.6	-1	-1	1	533	LR
*11123.20130211.1.7	-1	-1	1	583	LR
*11123.20130211.1.8	-1	-1	1	433	LR
*11123.20130211.1.9	-1	-1	1	433	LR
