unknown
1	1	1866.66666666667
2	1	1850
3	0	1733.33333333333
4	1	1750
5	1	1783.33333333333
6	2	1700
7	-1	-1
8	2	516.666666666667
9	-1	-1
10	-1	-1
11	1	1850
12	-1	-1
13	2	2000
14	2	300
15	-1	-1
16	-1	-1
17	2	1666.66666666667
18	-1	-1
19	2	1716.66666666667
20	-1	-1
21	0	1716.66666666667
22	-1	-1
23	-1	916.666666666667
24	-1	-1
25	1	1866.66666666667
26	2	300
27	2	550
28	2	1683.33333333333
