trial	count_a	lat_a	count_m	lat_m	scorer
10872.20101221.1.32	1	369	1	367	BF
10872.20101221.1.33	1	421	1	400	BF
10872.20101221.1.34	1	413	1	400	BF
10872.20101221.1.35	1	405	1	400	BF
10872.20101221.1.36	1	573	1	367	BF
10872.20101221.1.37	1	333	1	333	BF
10872.20101221.1.38	1	401	1	400	BF
10872.20101221.1.39	1	314	1	317	BF
10872.20101221.1.40	1	361	1	367	BF
10872.20101221.1.41	1	377	1	383	BF
10872.20101221.1.42	1	440	1	383	BF
10872.20101221.1.43	1	353	1	367	BF
10872.20101221.1.44	1	397	1	417	BF
10872.20101221.1.45	1	420	1	433	BF
10872.20101221.1.46	1	349	1	367	BF
10872.20101221.1.47	1	432	1	450	BF
10872.20101221.1.48	1	575	-1	-1	BF
10872.20101221.1.49	1	345	1	350	BF
10872.20101221.1.50	1	353	1	367	BF
10872.20101221.1.51	1	349	1	367	BF
10872.20101221.1.52	1	488	1	500	BF
10872.20101221.1.53	1	381	1	383	BF
10872.20101221.1.54	1	365	1	367	BF
10872.20101221.1.55	1	361	1	350	BF
10872.20101221.1.56	1	381	1	383	BF
10872.20101221.1.57	1	424	1	417	BF
10872.20101221.1.58	1	354	1	350	BF
10872.20101221.1.59	1	456	1	450	BF
10872.20101221.1.60	1	333	1	317	BF
10871.20121027.2.1	1	325	1	200	LR
10871.20121027.2.2	1	274	1	283	LR
10871.20121027.2.3	1	298	1	300	LR
10871.20121027.2.4	1	294	1	300	LR
10871.20121027.2.5	1	373	1	367	LR
10871.20121027.2.6	1	361	1	367	LR
10871.20121027.2.7	1	306	1	300	LR
10871.20121027.2.8	1	401	1	383	LR
10871.20121027.2.9	1	306	1	283	LR
10871.20121027.2.10	1	298	1	267	LR
10871.20121027.2.11	1	286	1	300	LR
10871.20121027.2.12	1	416	1	383	LR
10871.20121027.2.13	1	333	1	317	LR
10871.20121027.2.14	1	357	1	333	LR
10871.20121027.2.15	1	432	1	417	LR
10871.20121027.2.16	1	357	1	333	LR
10871.20121027.2.17	0	310	1	300	LR
10871.20121027.2.18	1	306	1	300	LR
10871.20121027.2.19	1	393	1	367	LR
10871.20121027.2.20	1	325	1	300	LR
10871.20121027.2.21	1	357	1	333	LR
10871.20121027.2.22	1	349	1	333	LR
10871.20121027.2.23	1	389	1	383	LR
10871.20121027.2.24	1	341	1	333	LR
10871.20121027.2.25	0	314	1	317	LR
10871.20121027.2.26	1	365	1	367	LR
10871.20121027.2.27	1	337	1	333	LR
10871.20121027.2.28	1	377	1	383	LR
10871.20121027.2.29	1	298	1	300	LR
10871.20121027.2.30	1	341	1	317	LR
10871.20121027.2.31	1	345	1	300	LR
10871.20121027.2.32	1	321	1	333	LR
10871.20121027.2.33	-1	-1	1	333	LR
10871.20121027.2.34	1	298	1	300	LR
10871.20121027.2.35	1	325	1	317	LR
10871.20121027.2.36	1	298	1	300	LR
10871.20121027.2.37	1	345	1	350	LR
10871.20121027.2.38	1	551	1	550	LR
10871.20121027.2.39	1	405	1	400	LR
10871.20121027.2.40	1	353	1	350	LR
10871.20121027.2.41	1	349	1	350	LR
10871.20121027.2.42	1	318	1	300	LR
10871.20121027.2.43	1	444	1	433	LR
10871.20121027.2.44	1	436	1	433	LR
10871.20121027.2.45	1	317	1	300	LR
10871.20121027.2.46	1	537	1	533	LR
10871.20121027.2.47	1	473	1	450	LR
10871.20121027.2.48	0	477	0	467	LR
10871.20121027.2.49	1	381	1	350	LR
10871.20121027.2.50	1	313	1	300	LR
10871.20121027.2.51	2	345	2	333	LR
10871.20121027.2.52	1	349	1	300	LR
10871.20121027.2.53	1	393	1	367	LR
10871.20121027.2.54	1	341	1	317	LR
10871.20121027.2.55	1	353	1	317	LR
10871.20121027.2.56	1	329	1	317	LR
10871.20121027.2.57	1	337	1	317	LR
10871.20121027.2.58	-1	-1	1	350	LR
10871.20121027.2.59	1	321	1	317	LR
10871.20121027.2.60	-1	-1	1	383	LR
10871.20121027.1.1	1	429	1	150	LR
10871.20121027.1.2	1	349	1	317	LR
10871.20121027.1.3	1	337	1	333	LR
10871.20121027.1.4	1	310	1	300	LR
10871.20121027.1.5	1	416	1	433	LR
10871.20121027.1.6	1	318	1	333	LR
10871.20121027.1.7	2	333	2	333	LR
10871.20121027.1.8	1	302	1	317	LR
10871.20121027.1.9	1	357	1	350	LR
10871.20121027.1.10	1	314	1	317	LR
10871.20121027.1.11	1	543	1	550	LR
10871.20121027.1.12	1	306	1	300	LR
10871.20121027.1.13	1	329	1	333	LR
10871.20121027.1.14	1	314	1	317	LR
10871.20121027.1.15	1	302	1	317	LR
10871.20121027.1.16	1	314	1	317	LR
10871.20121027.1.17	1	333	1	333	LR
10871.20121027.1.18	1	321	1	317	LR
10871.20121027.1.19	1	333	1	317	LR
10871.20121027.1.20	1	353	1	333	LR
10871.20121027.1.21	1	353	1	333	LR
10871.20121027.1.22	1	317	1	300	LR
10871.20121027.1.23	1	349	1	333	LR
10871.20121027.1.24	1	337	1	317	LR
10871.20121027.1.25	1	437	1	417	LR
10871.20121027.1.26	1	357	1	350	LR
10871.20121027.1.27	1	301	1	300	LR
10871.20121027.1.28	1	365	1	350	LR
10871.20121027.1.29	1	305	1	300	LR
10871.20121027.1.30	1	349	1	333	LR
10871.20121027.1.31	1	353	1	333	LR
10871.20121027.1.32	1	329	1	300	LR
10871.20121027.1.33	1	365	1	350	LR
10871.20121027.1.34	1	333	1	317	LR
10871.20121027.1.35	1	369	1	350	LR
10871.20121027.1.36	1	393	1	367	LR
10871.20121027.1.37	1	440	1	417	LR
10871.20121027.1.38	1	321	1	317	LR
10871.20121027.1.39	1	345	1	350	LR
10871.20121027.1.40	1	294	1	283	LR
10871.20121027.1.41	2	444	2	467	LR
10871.20121027.1.42	1	343	1	350	LR
10871.20121027.1.43	1	357	1	350	LR
10871.20121027.1.44	1	349	1	350	LR
10871.20121027.1.45	1	294	1	283	LR
10871.20121027.1.46	1	306	1	300	LR
10871.20121027.1.47	1	337	1	333	LR
10871.20121027.1.48	1	334	1	350	LR
10871.20121027.1.49	1	337	1	333	LR
10871.20121027.1.50	1	329	1	300	LR
10871.20121027.1.51	1	321	1	300	LR
10871.20121027.1.52	1	310	1	317	LR
10871.20121027.1.53	1	515	1	483	LR
10871.20121027.1.54	1	385	1	367	LR
10871.20121027.1.55	1	302	1	283	LR
10871.20121027.1.56	1	314	1	300	LR
10871.20121027.1.57	0	337	0	333	LR
10871.20121027.1.58	1	329	1	317	LR
10871.20121027.1.59	1	314	1	300	LR
10871.20121027.1.60	1	306	1	300	LR
10871.20101217.2.1	1	353	1	83	IO
10871.20101217.2.2	1	417	1	417	IO
10871.20101217.2.3	1	477	1	467	IO
10871.20101217.2.4	1	337	1	333	IO
10871.20101217.2.5	1	373	1	383	IO
10871.20101217.2.6	1	353	1	333	IO
10871.20101217.2.7	1	329	1	317	IO
10871.20101217.2.8	1	353	1	367	IO
10871.20101217.2.9	1	333	1	350	IO
10871.20101217.2.10	1	337	1	333	IO
10871.20101217.2.11	1	563	-1	-1	IO
10871.20101217.2.12	1	385	1	383	IO
10871.20101217.2.13	1	373	1	367	IO
10871.20101217.2.14	1	349	1	350	IO
10871.20101217.2.15	1	381	1	383	IO
10871.20101217.2.16	1	424	1	433	IO
10871.20101217.2.17	0	312	0	317	IO
10871.20101217.2.18	1	381	1	400	IO
10871.20101217.2.19	1	511	1	517	IO
10871.20101217.2.20	1	531	1	517	IO
10871.20101217.2.21	1	365	1	350	IO
10871.20101217.2.22	1	341	1	333	IO
10871.20101217.2.23	1	389	1	383	IO
10871.20101217.2.24	1	425	1	417	IO
10871.20101217.2.25	1	357	1	350	IO
10871.20101217.2.26	1	381	1	367	IO
10871.20101217.2.27	1	417	1	400	IO
10871.20101217.2.28	1	365	1	350	IO
10871.20101217.2.29	1	337	1	317	IO
10871.20101217.2.30	2	321	0	317	IO
10871.20101217.2.31	1	481	1	467	IO
10871.20101217.2.32	1	501	1	500	IO
10871.20101217.2.33	0	329	0	317	IO
10871.20101217.2.34	1	725	1	717	IO
10871.20101217.2.35	1	517	1	483	IO
10871.20101217.2.36	1	417	1	417	IO
10871.20101217.2.37	1	489	1	483	IO
10871.20101217.2.38	1	385	1	383	IO
10871.20101217.2.39	1	413	1	400	IO
10871.20101217.2.40	1	409	1	400	IO
10871.20101217.2.41	1	417	1	417	IO
10871.20101217.2.42	1	349	1	333	IO
10871.20101217.2.43	1	397	1	383	IO
10871.20101217.2.44	1	377	1	367	IO
10871.20101217.2.45	1	448	1	467	IO
10871.20101217.2.46	1	393	1	400	IO
10871.20101217.2.47	0	381	0	383	IO
10871.20101217.2.48	2	306	2	317	IO
10871.20101217.2.49	1	389	1	400	IO
10871.20101217.2.50	1	377	1	383	IO
10871.20101217.2.51	1	401	1	400	IO
10871.20101217.2.52	1	393	1	400	IO
10871.20101217.2.53	1	428	1	433	IO
10871.20101217.2.54	1	705	1	717	IO
10871.20101217.2.55	1	381	1	383	IO
10871.20101217.2.56	2	282	0	300	IO
10871.20101217.2.57	0	325	0	317	IO
10871.20101217.2.58	1	361	1	350	IO
10871.20101217.2.59	1	428	1	417	IO
10871.20101217.2.60	1	333	1	317	IO
10871.20101217.1.1	2	345	0	83	IO
10871.20101217.1.2	1	397	1	417	IO
10871.20101217.1.3	1	424	1	433	IO
10871.20101217.1.4	1	519	1	517	IO
10871.20101217.1.5	1	464	1	483	IO
10871.20101217.1.6	1	349	1	367	IO
10871.20101217.1.7	1	385	1	400	IO
10871.20101217.1.8	1	341	1	350	IO
10871.20101217.1.9	2	493	0	500	IO
10871.20101217.1.10	1	337	1	350	IO
10871.20101217.1.11	1	325	1	333	IO
10871.20101217.1.12	1	282	1	300	IO
10871.20101217.1.13	1	494	1	500	IO
10871.20101217.1.14	1	436	-1	-1	IO
10871.20101217.1.15	2	329	0	333	IO
10871.20101217.1.16	1	452	1	467	IO
10871.20101217.1.17	1	365	1	383	IO
10871.20101217.1.18	1	329	1	317	IO
10871.20101217.1.19	1	397	1	400	IO
10871.20101217.1.20	1	349	1	350	IO
10871.20101217.1.21	1	377	1	383	IO
10871.20101217.1.22	1	417	1	417	IO
10871.20101217.1.23	1	365	1	350	IO
10871.20101217.1.24	2	273	2	267	IO
10871.20101217.1.25	1	453	1	450	IO
10871.20101217.1.26	1	359	1	350	IO
10871.20101217.1.27	1	365	1	367	IO
10871.20101217.1.28	1	341	1	333	IO
10871.20101217.1.29	1	345	1	333	IO
10871.20101217.1.30	2	429	2	400	IO
10871.20101217.1.31	1	353	1	333	IO
10871.20101217.1.32	1	341	1	333	IO
10871.20101217.1.33	2	324	2	317	IO
10871.20101217.1.34	1	481	1	467	IO
10871.20101217.1.35	2	531	2	517	IO
10871.20101217.1.36	1	369	1	350	IO
10871.20101217.1.37	1	373	1	333	IO
10871.20101217.1.38	1	345	1	350	IO
10871.20101217.1.39	1	369	1	367	IO
10871.20101217.1.40	1	341	1	350	IO
10871.20101217.1.41	1	519	1	533	IO
10871.20101217.1.42	2	266	2	267	IO
10871.20101217.1.43	0	425	0	433	IO
10871.20101217.1.44	1	1034	1	1050	IO
10871.20101217.1.45	2	286	2	300	IO
10871.20101217.1.46	1	515	1	533	IO
10871.20101217.1.47	2	397	2	400	IO
10871.20101217.1.48	1	416	1	433	IO
10871.20101217.1.49	1	361	1	367	IO
10871.20101217.1.50	1	381	1	383	IO
10871.20101217.1.51	2	302	2	300	IO
10871.20101217.1.52	1	619	1	633	IO
10871.20101217.1.53	1	341	1	333	IO
10871.20101217.1.54	1	424	1	400	IO
10871.20101217.1.55	1	412	1	400	IO
10871.20101217.1.56	1	457	1	450	IO
10871.20101217.1.57	1	409	1	400	IO
10871.20101217.1.58	1	555	1	550	IO
10871.20101217.1.59	1	537	1	517	IO
10871.20101217.1.60	1	425	1	417	IO
10870.20101217.2.1	2	433	0	250	IO
10870.20101217.2.2	1	297	1	300	IO
10870.20101217.2.3	1	302	1	300	IO
10870.20101217.2.4	1	293	1	300	IO
10870.20101217.2.5	1	405	1	400	IO
10870.20101217.2.6	1	289	1	283	IO
10870.20101217.2.7	1	301	1	300	IO
10870.20101217.2.8	1	337	1	333	IO
10870.20101217.2.9	1	293	1	283	IO
10870.20101217.2.10	1	313	1	300	IO
10870.20101217.2.11	1	373	1	367	IO
10870.20101217.2.12	2	265	0	267	IO
10870.20101217.2.13	1	293	1	283	IO
10870.20101217.2.14	1	349	1	350	IO
10870.20101217.2.15	1	377	1	367	IO
10870.20101217.2.16	1	361	1	350	IO
10870.20101217.2.17	1	325	1	317	IO
10870.20101217.2.18	1	321	1	317	IO
10870.20101217.2.19	1	341	1	333	IO
10870.20101217.2.20	1	314	1	317	IO
10870.20101217.2.21	1	325	1	317	IO
10870.20101217.2.22	1	321	1	333	IO
10870.20101217.2.23	1	349	1	350	IO
10870.20101217.2.24	1	325	1	333	IO
10870.20101217.2.25	1	349	1	350	IO
10870.20101217.2.26	1	381	1	383	IO
10870.20101217.2.27	-1	-1	-1	-1	IO
10870.20101217.2.28	1	325	1	317	IO
10870.20101217.2.29	1	329	1	350	IO
10870.20101217.2.30	1	329	1	333	IO
10870.20101217.2.31	-1	-1	1	367	IO
10870.20101217.2.32	1	306	1	300	IO
10870.20101217.2.33	1	369	1	383	IO
10870.20101217.2.34	1	361	1	367	IO
10870.20101217.2.35	1	428	1	417	IO
10870.20101217.2.36	1	349	1	333	IO
10870.20101217.2.37	2	325	2	333	IO
10870.20101217.2.38	1	321	1	317	IO
10870.20101217.2.39	1	333	1	333	IO
10870.20101217.2.40	1	353	1	350	IO
10870.20101217.2.41	1	409	1	400	IO
10870.20101217.2.42	1	333	1	333	IO
10870.20101217.2.43	1	318	1	317	IO
10870.20101217.2.44	1	349	1	333	IO
10870.20101217.2.45	1	373	1	367	IO
10870.20101217.2.46	1	613	1	600	IO
10870.20101217.2.47	1	345	1	350	IO
10870.20101217.2.48	1	385	-1	-1	IO
10870.20101217.2.49	1	337	1	333	IO
10870.20101217.2.50	1	353	1	350	IO
10870.20101217.2.51	1	293	1	283	IO
10870.20101217.2.52	1	345	1	333	IO
10870.20101217.2.53	1	397	1	383	IO
10870.20101217.2.54	1	341	1	333	IO
10870.20101217.2.55	1	369	1	367	IO
10870.20101217.2.56	1	329	-1	-1	IO
10870.20101217.2.57	1	357	1	350	IO
10870.20101217.2.58	1	333	1	350	IO
10870.20101217.2.59	1	345	1	350	IO
10870.20101217.2.60	1	333	1	333	IO
10870.20101217.1.1	-1	-1	-1	-1	IO
10870.20101217.1.2	-1	-1	-1	-1	IO
10870.20101217.1.3	-1	-1	-1	-1	IO
10870.20101217.1.4	1	333	1	333	IO
10870.20101217.1.5	1	333	1	350	IO
10870.20101217.1.6	1	314	1	333	IO
10870.20101217.1.7	1	294	1	317	IO
10870.20101217.1.8	1	321	1	333	IO
10870.20101217.1.9	1	357	1	367	IO
10870.20101217.1.10	1	333	1	350	IO
10870.20101217.1.11	1	328	1	333	IO
10870.20101217.1.12	1	341	1	350	IO
10870.20101217.1.13	1	335	1	350	IO
10870.20101217.1.14	1	353	1	367	IO
10870.20101217.1.15	1	306	1	317	IO
10870.20101217.1.16	1	329	1	350	IO
10870.20101217.1.17	1	373	1	383	IO
10870.20101217.1.18	1	353	1	350	IO
10870.20101217.1.19	2	270	0	283	IO
10870.20101217.1.20	1	369	1	350	IO
10870.20101217.1.21	1	325	1	317	IO
10870.20101217.1.22	-1	-1	-1	-1	IO
10870.20101217.1.23	1	310	1	300	IO
10870.20101217.1.24	1	341	1	333	IO
10870.20101217.1.25	1	349	-1	-1	IO
10870.20101217.1.26	1	337	1	333	IO
10870.20101217.1.27	1	345	1	350	IO
10870.20101217.1.28	1	354	1	350	IO
10870.20101217.1.29	1	341	1	333	IO
10870.20101217.1.30	1	365	1	367	IO
10870.20101217.1.31	1	345	1	350	IO
10870.20101217.1.32	1	333	1	333	IO
10870.20101217.1.33	1	357	1	350	IO
10870.20101217.1.34	1	341	1	333	IO
10870.20101217.1.35	1	349	1	333	IO
10870.20101217.1.36	1	365	1	367	IO
10870.20101217.1.37	1	357	1	333	IO
10870.20101217.1.38	1	357	1	367	IO
10870.20101217.1.39	1	357	1	350	IO
10870.20101217.1.40	1	361	1	350	IO
10870.20101217.1.41	1	353	1	350	IO
10870.20101217.1.42	1	393	1	383	IO
10870.20101217.1.43	1	369	1	367	IO
10870.20101217.1.44	1	365	1	367	IO
10870.20101217.1.45	1	349	1	350	IO
10870.20101217.1.46	2	317	2	317	IO
10870.20101217.1.47	1	345	1	333	IO
10870.20101217.1.48	1	325	1	317	IO
10870.20101217.1.49	1	369	1	367	IO
10870.20101217.1.50	1	429	1	400	IO
10870.20101217.1.51	1	349	1	350	IO
10870.20101217.1.52	1	373	1	383	IO
10870.20101217.1.53	1	306	1	300	IO
10870.20101217.1.54	1	306	1	317	IO
10870.20101217.1.55	1	333	1	333	IO
10870.20101217.1.56	1	341	1	350	IO
10870.20101217.1.57	1	321	1	333	IO
10870.20101217.1.58	1	389	1	400	IO
10870.20101217.1.59	1	337	1	350	IO
10870.20101217.1.60	1	329	1	350	IO
10869.20101214.2.1	-1	-1	-1	-1	IO
10869.20101214.2.2	1	293	-1	-1	IO
10869.20101214.2.3	1	281	1	267	IO
10869.20101214.2.4	1	317	1	300	IO
10869.20101214.2.5	1	337	1	333	IO
10869.20101214.2.6	-1	-1	-1	-1	IO
10869.20101214.2.7	1	325	1	317	IO
10869.20101214.2.8	1	345	1	350	IO
10869.20101214.2.9	1	313	1	300	IO
10869.20101214.2.10	1	349	1	350	IO
10869.20101214.2.11	1	333	1	333	IO
10869.20101214.2.12	1	321	1	317	IO
10869.20101214.2.13	1	381	1	383	IO
10869.20101214.2.14	1	305	1	300	IO
10869.20101214.2.15	1	377	1	367	IO
10869.20101214.2.16	1	425	1	417	IO
10869.20101214.2.17	1	401	-1	-1	IO
10869.20101214.2.18	1	341	1	333	IO
10869.20101214.2.19	1	453	1	433	IO
10869.20101214.2.20	1	316	-1	-1	IO
10869.20101214.2.21	1	310	1	317	IO
10869.20101214.2.22	1	310	1	317	IO
10869.20101214.2.23	1	341	1	350	IO
10869.20101214.2.24	1	325	1	350	IO
10869.20101214.2.25	1	333	1	350	IO
10869.20101214.2.26	1	341	1	350	IO
10869.20101214.2.27	1	340	1	350	IO
10869.20101214.2.28	1	381	1	400	IO
10869.20101214.2.29	1	382	-1	-1	IO
10869.20101214.2.30	2	389	0	383	IO
10869.20101214.2.31	-1	-1	-1	-1	IO
10869.20101214.2.32	1	341	1	333	IO
10869.20101214.2.33	1	294	1	300	IO
10869.20101214.2.34	1	290	1	283	IO
10869.20101214.2.35	1	321	1	317	IO
10869.20101214.2.36	1	318	1	317	IO
10869.20101214.2.37	1	314	1	317	IO
10869.20101214.2.38	1	314	1	317	IO
10869.20101214.2.39	1	464	1	467	IO
10869.20101214.2.40	1	482	-1	-1	IO
10869.20101214.2.41	1	314	1	317	IO
10869.20101214.2.42	1	329	1	333	IO
10869.20101214.2.43	1	357	1	350	IO
10869.20101214.2.44	1	341	1	317	IO
10869.20101214.2.45	1	341	1	333	IO
10869.20101214.2.46	1	341	1	333	IO
10869.20101214.2.47	1	345	1	333	IO
10869.20101214.2.48	1	321	1	317	IO
10869.20101214.2.49	1	442	-1	650	IO
10869.20101214.2.50	1	329	1	333	IO
10869.20101214.2.51	1	371	1	367	IO
10869.20101214.2.52	1	327	1	317	IO
10869.20101214.2.53	1	429	1	433	IO
10869.20101214.2.54	1	485	1	483	IO
10869.20101214.2.55	1	329	1	317	IO
10869.20101214.2.56	1	345	1	350	IO
10869.20101214.2.57	1	345	1	333	IO
10869.20101214.2.58	1	333	1	350	IO
10869.20101214.2.59	1	330	1	333	IO
10869.20101214.2.60	1	302	1	317	IO
10869.20101214.1.1	1	547	-1	-1	IO
10869.20101214.1.2	1	341	1	367	IO
10869.20101214.1.3	0	1117	-1	-1	IO
10869.20101214.1.4	1	341	1	333	IO
10869.20101214.1.5	1	357	1	367	IO
10869.20101214.1.6	1	321	-1	-1	IO
10869.20101214.1.7	1	329	-1	-1	IO
10869.20101214.1.8	1	337	-1	-1	IO
10869.20101214.1.9	1	373	1	383	IO
10869.20101214.1.10	1	1212	-1	-1	IO
10869.20101214.1.11	1	325	1	333	IO
10869.20101214.1.12	1	306	-1	-1	IO
10869.20101214.1.13	1	329	1	333	IO
10869.20101214.1.14	1	329	-1	-1	IO
10869.20101214.1.15	1	361	1	367	IO
10869.20101214.1.16	1	306	-1	-1	IO
10869.20101214.1.17	1	369	1	367	IO
10869.20101214.1.18	-1	-1	-1	-1	IO
10869.20101214.1.19	1	321	1	317	IO
10869.20101214.1.20	1	365	1	350	IO
10869.20101214.1.21	1	309	1	317	IO
10869.20101214.1.22	1	405	1	400	IO
10869.20101214.1.23	1	341	1	333	IO
10869.20101214.1.24	1	361	1	367	IO
10869.20101214.1.25	1	357	1	350	IO
10869.20101214.1.26	1	349	1	350	IO
10869.20101214.1.27	1	329	1	333	IO
10869.20101214.1.28	1	341	1	350	IO
10869.20101214.1.29	1	337	1	333	IO
10869.20101214.1.30	1	357	-1	-1	IO
10869.20101214.1.31	-1	-1	-1	-1	IO
10869.20101214.1.32	1	325	1	317	IO
10869.20101214.1.33	1	373	1	367	IO
10869.20101214.1.34	-1	-1	-1	-1	IO
10869.20101214.1.35	1	321	1	317	IO
10869.20101214.1.36	1	385	1	383	IO
10869.20101214.1.37	1	349	1	350	IO
10869.20101214.1.38	1	369	1	383	IO
10869.20101214.1.39	1	333	1	350	IO
10869.20101214.1.40	1	329	1	350	IO
10869.20101214.1.41	1	371	1	383	IO
10869.20101214.1.42	1	365	1	383	IO
10869.20101214.1.43	1	341	1	350	IO
10869.20101214.1.44	1	298	-1	-1	IO
10869.20101214.1.45	1	389	1	400	IO
10869.20101214.1.46	1	361	1	367	IO
10869.20101214.1.47	-1	-1	-1	-1	IO
10869.20101214.1.48	1	329	1	350	IO
10869.20101214.1.49	1	409	1	433	IO
10869.20101214.1.50	-1	-1	-1	-1	IO
10869.20101214.1.51	1	337	1	367	IO
10869.20101214.1.52	-1	-1	-1	-1	IO
10869.20101214.1.53	1	365	1	367	IO
10869.20101214.1.54	1	337	1	333	IO
10869.20101214.1.55	1	313	1	317	IO
10869.20101214.1.56	-1	-1	1	300	IO
10869.20101214.1.57	1	409	1	400	IO
10869.20101214.1.58	1	453	1	450	IO
10869.20101214.1.59	1	307	1	317	IO
10869.20101214.1.60	-1	-1	-1	-1	IO
10853.20101123.2.1	1	409	1	100	IO
10853.20101123.2.2	1	385	1	383	IO
10853.20101123.2.3	1	385	1	383	IO
10853.20101123.2.4	1	117	1	100	IO
10853.20101123.2.5	1	441	1	433	IO
10853.20101123.2.6	1	417	1	417	IO
10853.20101123.2.7	1	517	1	517	IO
10853.20101123.2.8	1	437	1	433	IO
10853.20101123.2.9	1	433	1	433	IO
10853.20101123.2.10	1	413	1	400	IO
10853.20101123.2.11	1	417	1	417	IO
10853.20101123.2.12	2	393	2	383	IO
10853.20101123.2.13	1	550	1	550	IO
10853.20101123.2.14	2	425	2	417	IO
10853.20101123.2.15	2	285	0	283	IO
10853.20101123.2.16	1	601	1	583	IO
10853.20101123.2.17	0	441	0	433	IO
10853.20101123.2.18	1	425	1	417	IO
10853.20101123.2.19	1	417	1	417	IO
10853.20101123.2.20	1	990	1	983	IO
10853.20101123.2.21	1	389	1	383	IO
10853.20101123.2.22	-1	-1	-1	-1	IO
10853.20101123.2.23	1	405	-1	-1	IO
10853.20101123.2.24	1	436	-1	-1	IO
10853.20101123.2.25	1	365	-1	-1	IO
10853.20101123.2.26	1	349	-1	-1	IO
10853.20101123.2.27	1	496	1	483	IO
10853.20101123.2.28	2	364	-1	-1	IO
10853.20101123.2.29	-1	-1	1	367	IO
10853.20101123.2.30	-1	-1	-1	-1	IO
10853.20101123.2.31	1	517	1	517	IO
10853.20101123.2.32	1	405	1	400	IO
10853.20101123.2.33	1	525	1	517	IO
10853.20101123.2.34	-1	-1	-1	-1	IO
10853.20101123.2.35	1	1218	-1	-1	IO
10853.20101123.2.36	-1	-1	-1	-1	IO
10853.20101123.2.37	-1	-1	-1	-1	IO
10853.20101123.2.38	0	385	0	367	IO
10853.20101123.2.39	2	405	2	400	IO
10853.20101123.2.40	1	437	1	433	IO
10853.20101123.2.41	1	369	1	367	IO
10853.20101123.2.42	1	441	1	433	IO
10853.20101123.2.43	1	485	1	483	IO
10853.20101123.2.44	1	432	-1	-1	IO
10853.20101123.2.45	1	488	1	500	IO
10853.20101123.2.46	1	416	-1	-1	IO
10853.20101123.2.47	1	365	-1	-1	IO
10853.20101123.2.48	2	258	2	267	IO
10853.20101123.2.49	2	385	2	400	IO
10853.20101123.2.50	2	266	2	267	IO
10853.20101123.2.51	1	389	-1	-1	IO
10853.20101123.2.52	2	310	2	317	IO
10853.20101123.2.53	1	420	-1	-1	IO
10853.20101123.2.54	-1	-1	-1	-1	IO
10853.20101123.2.55	0	175	-1	-1	IO
10853.20101123.2.56	1	385	1	400	IO
10853.20101123.2.57	2	412	2	367	IO
10853.20101123.2.58	2	293	0	283	IO
10853.20101123.2.59	1	385	1	383	IO
10853.20101123.2.60	-1	-1	-1	-1	IO
10853.20101123.1.1	2	297	2	283	IO
10853.20101123.1.2	2	285	0	283	IO
10853.20101123.1.3	-1	-1	-1	-1	IO
10853.20101123.1.4	2	278	2	267	IO
10853.20101123.1.5	2	262	2	283	IO
10853.20101123.1.6	-1	-1	-1	-1	IO
10853.20101123.1.7	1	412	1	417	IO
10853.20101123.1.8	1	393	1	517	IO
10853.20101123.1.9	2	147	2	217	IO
10853.20101123.1.10	-1	-1	-1	-1	IO
10853.20101123.1.11	1	348	1	483	IO
10853.20101123.1.12	-1	-1	-1	-1	IO
10853.20101123.1.13	-1	-1	-1	-1	IO
10853.20101123.1.14	-1	-1	-1	-1	IO
10853.20101123.1.15	1	444	1	450	IO
10853.20101123.1.16	-1	-1	-1	-1	IO
10853.20101123.1.17	-1	-1	1	233	IO
10853.20101123.1.18	-1	-1	-1	-1	IO
10853.20101123.1.19	-1	-1	-1	-1	IO
10853.20101123.1.20	2	405	0	400	IO
10853.20101123.1.21	2	373	1	150	IO
10853.20101123.1.22	2	283	0	267	IO
10853.20101123.1.23	-1	-1	-1	-1	IO
10853.20101123.1.24	-1	-1	0	300	IO
10853.20101123.1.25	-1	-1	-1	-1	IO
10853.20101123.1.26	-1	-1	0	667	IO
10853.20101123.1.27	1	156	1	167	IO
10853.20101123.1.28	2	1041	1	983	IO
10853.20101123.1.29	2	205	2	217	IO
10853.20101123.1.30	0	1025	0	1017	IO
10853.20101123.1.31	2	289	0	283	IO
10853.20101123.1.32	-1	-1	-1	-1	IO
10853.20101123.1.33	2	293	2	283	IO
10853.20101123.1.34	2	313	2	300	IO
10853.20101123.1.35	2	301	2	283	IO
10853.20101123.1.36	0	305	0	300	IO
10853.20101123.1.37	2	290	-1	-1	IO
10853.20101123.1.38	-1	-1	-1	-1	IO
10853.20101123.1.39	-1	-1	-1	-1	IO
10853.20101123.1.40	-1	-1	-1	-1	IO
10853.20101123.1.41	2	357	0	367	IO
10853.20101123.1.42	1	423	1	450	IO
10853.20101123.1.43	-1	-1	-1	-1	IO
10853.20101123.1.44	-1	-1	-1	-1	IO
10853.20101123.1.45	-1	-1	-1	-1	IO
10853.20101123.1.46	-1	-1	-1	-1	IO
10853.20101123.1.47	-1	-1	-1	-1	IO
10853.20101123.1.48	-1	-1	-1	-1	IO
10853.20101123.1.49	-1	-1	-1	-1	IO
10853.20101123.1.50	1	559	1	567	IO
10853.20101123.1.51	1	424	1	417	IO
10853.20101123.1.52	1	424	1	433	IO
10853.20101123.1.53	2	234	0	217	IO
