subj,date,trial,sac.type,score,lat
10002,19000101,2,anti,1,183
10002,19000101,3,anti,1,183
10002,19000101,5,vgs,1,200
10002,19000101,6,vgs,1,183
10002,19000101,7,vgs,1,200
10002,19000101,9,anti,2,133
10002,19000101,10,vgs,1,183
10002,19000101,14,anti,1,217
10002,19000101,15,vgs,1,133
10002,19000101,16,anti,1,267
10002,19000101,18,vgs,1,217
10002,19000101,20,anti,1,383
10002,19000101,22,vgs,1,183
10002,19000101,24,vgs,1,183
10002,19000101,27,anti,1,383
10002,19000101,28,vgs,1,117
10002,19000101,29,anti,1,317
10002,19000101,30,anti,1,350
10002,19000101,31,vgs,0,300
10002,19000101,32,anti,0,250
10002,19000101,34,anti,1,50
10002,19000101,36,vgs,1,217
10002,19000101,38,anti,1,267
10002,19000101,41,vgs,1,250
10002,19000101,42,anti,0,300
10002,19000101,43,anti,1,233
10002,19000101,46,vgs,1,283
10002,19000101,48,vgs,1,183
10006,19000101,1,vgs,1,200
10006,19000101,2,vgs,1,117
10006,19000101,4,anti,1,467
10006,19000101,6,vgs,1,200
10006,19000101,7,vgs,1,250
10006,19000101,11,anti,1,550
10006,19000101,13,anti,1,400
10006,19000101,14,anti,1,333
10006,19000101,15,anti,1,300
10006,19000101,16,anti,0,250
10006,19000101,17,vgs,1,150
10006,19000101,18,vgs,1,350
10006,19000101,20,vgs,1,217
10006,19000101,22,anti,1,450
10006,19000101,23,vgs,1,133
10006,19000101,24,anti,0,133
10006,19000101,27,vgs,1,267
10006,19000101,28,anti,0,567
10006,19000101,29,vgs,1,383
10006,19000101,30,anti,1,317
10006,19000101,31,vgs,1,167
10006,19000101,32,vgs,1,100
10006,19000101,33,vgs,1,200
10006,19000101,35,anti,0,150
10006,19000101,36,anti,1,600
10006,19000101,37,anti,1,533
10006,19000101,39,anti,1,317
10006,19000101,41,anti,1,283
10006,19000101,43,vgs,1,183
10006,19000101,44,vgs,1,300
10006,19000101,46,vgs,1,317
10022,20031229,2,anti,0,217
10022,20031229,6,vgs,1,133
10022,20031229,7,vgs,1,400
10022,20031229,8,anti,1,333
10022,20031229,10,anti,0,133
10022,20031229,11,anti,0,167
10022,20031229,12,anti,1,250
10022,20031229,13,vgs,1,167
10022,20031229,15,vgs,1,167
10022,20031229,17,vgs,1,283
10022,20031229,19,anti,1,283
10022,20031229,21,vgs,1,133
10022,20031229,28,anti,1,333
10022,20031229,29,vgs,1,150
10022,20031229,30,anti,1,367
10022,20031229,35,anti,1,300
10022,20031229,36,anti,0,167
10022,20031229,38,vgs,1,967
10022,20031229,39,vgs,1,167
10022,20031229,40,anti,1,367
10022,20031229,41,vgs,1,200
10022,20031229,42,anti,1,467
10022,20031229,43,anti,1,450
10022,20031229,44,anti,0,367
10022,20031229,45,anti,0,317
10022,20031229,47,vgs,1,150
10102,20041021,1,vgs,1,167
10102,20041021,2,vgs,1,250
10102,20041021,3,anti,1,317
10102,20041021,4,vgs,1,283
10102,20041021,5,vgs,1,250
10102,20041021,6,anti,0,183
10102,20041021,7,anti,1,233
10102,20041021,8,anti,1,300
10102,20041021,11,vgs,1,217
10102,20041021,12,vgs,1,150
10102,20041021,13,anti,1,283
10102,20041021,14,anti,0,267
10102,20041021,17,vgs,1,217
10102,20041021,21,anti,1,250
10102,20041021,22,vgs,1,167
10102,20041021,23,anti,1,283
10102,20041021,25,anti,1,267
10102,20041021,26,vgs,1,233
10102,20041021,27,vgs,1,167
10102,20041021,29,anti,1,300
10102,20041021,30,anti,1,300
10102,20041021,32,vgs,1,217
10102,20041021,33,vgs,1,167
10102,20041021,34,vgs,1,167
10102,20041021,35,anti,1,300
10102,20041021,38,anti,1,283
10102,20041021,39,vgs,1,167
10102,20041021,41,anti,1,317
10102,20041021,43,anti,1,300
10102,20041021,45,vgs,1,117
10102,20041021,46,vgs,1,200
10105,20050209,1,anti,1,10767
10105,20050209,2,anti,1,300
10105,20050209,3,vgs,1,217
10105,20050209,5,vgs,1,217
10105,20050209,6,anti,1,333
10105,20050209,7,vgs,1,300
10105,20050209,8,anti,1,267
10105,20050209,9,vgs,1,283
10105,20050209,10,vgs,1,183
10105,20050209,11,anti,1,283
10105,20050209,12,vgs,1,233
10105,20050209,13,anti,1,250
10105,20050209,19,vgs,1,200
10105,20050209,20,anti,1,283
10105,20050209,21,vgs,1,233
10105,20050209,23,vgs,1,233
10105,20050209,24,anti,1,300
10105,20050209,25,anti,1,383
10105,20050209,26,vgs,1,833
10105,20050209,27,anti,0,267
10105,20050209,28,vgs,1,217
10105,20050209,29,anti,1,267
10105,20050209,30,vgs,1,700
10105,20050209,31,anti,1,233
10105,20050209,32,vgs,1,150
10105,20050209,35,vgs,1,250
10105,20050209,38,anti,1,250
10105,20050209,39,anti,1,350
10105,20050209,41,vgs,1,583
10105,20050209,44,anti,1,433
10105,20050209,45,anti,1,233
10105,20050209,48,vgs,1,250
10109,20050223,1,vgs,1,233
10109,20050223,5,vgs,1,200
10109,20050223,6,anti,1,267
10109,20050223,7,vgs,1,333
10109,20050223,8,vgs,1,250
10109,20050223,9,vgs,1,200
10109,20050223,10,anti,1,283
10109,20050223,11,anti,1,200
10109,20050223,12,vgs,1,150
10109,20050223,13,anti,1,217
10109,20050223,14,vgs,1,250
10109,20050223,17,anti,1,267
10109,20050223,20,vgs,1,200
10109,20050223,21,vgs,1,167
10109,20050223,22,vgs,1,250
10109,20050223,23,anti,1,267
10109,20050223,24,anti,1,300
10109,20050223,26,anti,1,200
10109,20050223,27,anti,0,150
10109,20050223,28,anti,1,250
10109,20050223,29,vgs,1,183
10109,20050223,30,anti,1,200
10109,20050223,32,vgs,1,167
10109,20050223,34,anti,1,300
10109,20050223,36,anti,0,167
10109,20050223,38,anti,1,400
10109,20050223,39,anti,1,217
10109,20050223,40,anti,1,267
10109,20050223,41,vgs,1,167
10109,20050223,44,vgs,1,750
10109,20050223,46,vgs,1,183
10109,20050223,47,vgs,1,200
10110,20050302,2,vgs,1,167
10110,20050302,3,anti,1,267
10110,20050302,4,anti,1,250
10110,20050302,8,vgs,1,150
10110,20050302,9,anti,0,183
10110,20050302,14,vgs,1,217
10110,20050302,20,vgs,1,150
10110,20050302,21,vgs,1,183
10110,20050302,22,vgs,1,67
10110,20050302,23,anti,1,333
10110,20050302,25,anti,1,317
10110,20050302,26,vgs,0,300
10110,20050302,27,vgs,1,200
10110,20050302,28,anti,1,333
10110,20050302,31,vgs,1,150
10110,20050302,32,vgs,1,200
10110,20050302,33,anti,1,367
10110,20050302,34,anti,0,150
10110,20050302,35,anti,1,350
10110,20050302,36,vgs,1,167
10110,20050302,39,vgs,1,167
10110,20050302,40,vgs,1,150
10110,20050302,42,vgs,1,133
10110,20050302,43,vgs,1,150
10110,20050302,44,anti,1,250
10110,20050302,45,anti,1,217
10110,20050302,46,anti,1,250
10110,20050302,47,anti,0,167
10110,20050302,48,anti,0,133
10119,20050412,1,vgs,1,133
10119,20050412,2,vgs,1,183
10119,20050412,3,vgs,1,167
10119,20050412,5,vgs,1,133
10119,20050412,6,anti,1,267
10119,20050412,7,anti,2,133
10119,20050412,9,anti,1,350
10119,20050412,10,vgs,1,267
10119,20050412,12,anti,1,317
10119,20050412,13,vgs,1,167
10119,20050412,15,anti,1,333
10119,20050412,16,vgs,1,267
10119,20050412,17,vgs,1,150
10119,20050412,18,vgs,1,267
10119,20050412,19,anti,1,133
10119,20050412,20,vgs,1,150
10119,20050412,21,anti,1,250
10119,20050412,22,anti,1,417
10119,20050412,23,vgs,1,150
10119,20050412,24,anti,1,283
10119,20050412,26,anti,1,400
10119,20050412,28,vgs,1,350
10119,20050412,29,anti,1,283
10119,20050412,31,anti,2,150
10119,20050412,36,vgs,1,300
10119,20050412,38,anti,2,167
10120,0,2,vgs,1,167
10120,0,5,vgs,1,133
10120,0,8,vgs,1,150
10120,0,10,vgs,1,150
10120,0,13,vgs,1,183
10120,0,17,vgs,1,167
10120,0,18,vgs,1,167
10120,0,24,vgs,1,150
10120,0,25,vgs,1,183
10120,0,31,vgs,1,117
10120,0,37,vgs,1,150
10120,0,39,vgs,1,350
10120,0,42,vgs,1,267
10120,0,45,vgs,1,183
10120,0,46,vgs,1,150
10120,0,47,vgs,1,150
10120,20050502,1,anti,2,133
10120,20050502,2,vgs,1,167
10120,20050502,5,vgs,1,133
10120,20050502,8,vgs,1,150
10120,20050502,10,vgs,1,150
10120,20050502,11,anti,1,267
10120,20050502,13,vgs,1,183
10120,20050502,15,anti,2,183
10120,20050502,16,anti,1,767
10120,20050502,17,vgs,1,167
10120,20050502,18,vgs,1,167
10120,20050502,19,anti,1,300
10120,20050502,21,anti,2,183
10120,20050502,22,anti,1,417
10120,20050502,24,vgs,1,150
10120,20050502,25,vgs,1,183
10120,20050502,27,anti,2,133
10120,20050502,28,anti,2,133
10120,20050502,30,anti,1,750
10120,20050502,31,vgs,1,117
10120,20050502,32,anti,2,133
10120,20050502,35,anti,1,800
10120,20050502,36,anti,1,500
10120,20050502,37,vgs,1,150
10120,20050502,39,vgs,1,350
10120,20050502,40,anti,2,167
10120,20050502,42,vgs,1,267
10120,20050502,43,anti,1,317
10120,20050502,45,vgs,1,183
10120,20050502,46,vgs,1,150
10120,20050502,47,vgs,1,150
10120,20050502,48,anti,2,167
10123,20050512,1,vgs,1,167
10123,20050512,2,anti,0,217
10123,20050512,4,anti,0,617
10123,20050512,5,anti,1,367
10123,20050512,6,anti,0,233
10123,20050512,8,vgs,1,167
10123,20050512,9,vgs,1,183
10123,20050512,10,vgs,1,217
10123,20050512,13,anti,1,450
10123,20050512,14,vgs,1,217
10123,20050512,16,vgs,1,233
10123,20050512,17,anti,1,433
10123,20050512,18,anti,1,350
10123,20050512,19,anti,0,200
10123,20050512,20,vgs,1,150
10123,20050512,21,anti,0,133
10123,20050512,24,vgs,1,217
10123,20050512,25,vgs,1,233
10123,20050512,32,anti,0,217
10123,20050512,33,vgs,1,217
10123,20050512,35,anti,1,317
10123,20050512,36,anti,1,500
10123,20050512,37,vgs,1,200
10123,20050512,38,vgs,1,217
10123,20050512,41,vgs,1,217
10123,20050512,42,vgs,1,233
10123,20050512,43,vgs,1,250
10123,20050512,45,anti,1,417
10123,20050512,47,vgs,1,217
10123,20050512,48,anti,1,367
10123,20070402,1,vgs,1,283
10123,20070402,2,anti,1,350
10123,20070402,3,anti,1,350
10123,20070402,4,vgs,1,117
10123,20070402,7,anti,1,250
10123,20070402,8,anti,1,383
10123,20070402,9,anti,1,350
10123,20070402,10,vgs,1,233
10123,20070402,11,vgs,1,250
10123,20070402,12,vgs,1,217
10123,20070402,14,anti,1,383
10123,20070402,16,anti,1,367
10123,20070402,17,vgs,1,200
10123,20070402,19,anti,1,417
10123,20070402,20,vgs,1,217
10123,20070402,24,anti,1,483
10123,20070402,25,vgs,1,250
10123,20070402,26,anti,0,267
10123,20070402,28,vgs,1,183
10123,20070402,29,anti,1,467
10123,20070402,30,vgs,1,117
10123,20070402,37,anti,1,383
10123,20070402,38,vgs,1,217
10123,20070402,39,vgs,1,250
10123,20070402,40,vgs,1,183
10123,20070402,41,anti,0,233
10123,20070402,43,anti,2,267
10123,20070402,44,vgs,1,483
10123,20070402,45,anti,1,317
10123,20070402,46,vgs,1,333
10123,20070402,47,anti,1,500
10123,20080414,3,vgs,1,767
10123,20080414,4,vgs,1,267
10123,20080414,6,vgs,1,133
10123,20080414,7,anti,1,350
10123,20080414,8,anti,1,283
10123,20080414,9,anti,1,250
10123,20080414,10,anti,1,333
10123,20080414,11,anti,1,300
10123,20080414,15,anti,1,400
10123,20080414,16,vgs,1,217
10123,20080414,17,vgs,1,283
10123,20080414,20,vgs,1,333
10123,20080414,21,vgs,1,250
10123,20080414,23,anti,1,350
10123,20080414,28,vgs,1,117
10123,20080414,29,anti,1,450
10123,20080414,30,anti,1,317
10123,20080414,33,anti,0,483
10123,20080414,34,anti,1,350
10123,20080414,35,vgs,1,233
10123,20080414,42,vgs,1,300
10123,20080414,45,anti,1,483
10123,20080414,46,vgs,1,383
10123,20080414,47,vgs,1,300
10123,20080414,48,vgs,1,233
10123,20090506,2,vgs,1,183
10123,20090506,3,vgs,1,200
10123,20090506,4,anti,1,300
10123,20090506,6,anti,1,317
10123,20090506,9,anti,1,300
10123,20090506,10,vgs,1,267
10123,20090506,11,anti,1,250
10123,20090506,12,anti,1,367
10123,20090506,14,anti,1,417
10123,20090506,15,anti,1,300
10123,20090506,16,vgs,1,250
10123,20090506,19,vgs,1,200
10123,20090506,21,vgs,1,250
10123,20090506,22,vgs,1,167
10123,20090506,23,vgs,1,167
10123,20090506,24,anti,2,117
10123,20090506,27,vgs,1,233
10123,20090506,28,anti,1,333
10123,20090506,29,vgs,0,300
10123,20090506,30,anti,1,267
10123,20090506,35,anti,1,283
10123,20090506,37,vgs,1,217
10123,20090506,39,anti,1,300
10123,20090506,40,anti,1,317
10123,20090506,41,anti,1,300
10123,20090506,42,anti,1,333
10123,20090506,43,vgs,1,233
10123,20090506,44,vgs,1,150
10123,20090506,46,anti,1,333
10123,20090506,47,vgs,1,450
10124,20050602,4,vgs,1,217
10124,20050602,5,vgs,1,267
10124,20050602,6,vgs,1,267
10124,20050602,7,anti,1,283
10124,20050602,9,anti,1,333
10124,20050602,10,vgs,1,250
10124,20050602,11,anti,1,500
10124,20050602,12,vgs,1,150
10124,20050602,13,vgs,1,183
10124,20050602,14,anti,1,317
10124,20050602,16,anti,0,317
10124,20050602,17,anti,1,367
10124,20050602,18,anti,1,333
10124,20050602,19,anti,0,200
10124,20050602,21,vgs,1,250
10124,20050602,26,vgs,1,183
10124,20050602,27,vgs,1,317
10124,20050602,28,anti,0,317
10124,20050602,29,vgs,1,183
10124,20050602,31,vgs,1,283
10124,20050602,32,vgs,1,250
10124,20050602,34,anti,1,317
10124,20050602,35,vgs,1,450
10124,20050602,36,vgs,1,217
10124,20050602,39,anti,1,317
10124,20050602,40,anti,0,200
10124,20050602,43,anti,0,267
10124,20050602,45,anti,1,267
10124,20050602,46,anti,1,317
10124,20050602,48,vgs,1,50
10124,20060803,1,anti,1,250
10124,20060803,3,anti,1,250
10124,20060803,4,vgs,1,167
10124,20060803,6,vgs,1,183
10124,20060803,7,vgs,1,183
10124,20060803,11,anti,1,233
10124,20060803,12,anti,1,267
10124,20060803,14,anti,1,233
10124,20060803,15,anti,2,133
10124,20060803,16,anti,1,250
10124,20060803,20,anti,1,400
10124,20060803,21,anti,1,317
10124,20060803,23,vgs,1,550
10124,20060803,25,vgs,1,233
10124,20060803,26,vgs,1,183
10124,20060803,27,vgs,1,133
10124,20060803,28,vgs,1,183
10124,20060803,29,vgs,1,217
10124,20060803,30,vgs,1,300
10124,20060803,33,anti,1,333
10124,20060803,34,vgs,1,300
10124,20060803,38,vgs,1,67
10124,20060803,39,vgs,1,117
10124,20060803,40,vgs,1,267
10124,20060803,42,vgs,1,183
10124,20060803,46,anti,1,267
10124,20060803,47,anti,1,533
10124,20060803,48,anti,1,233
10124,20070822,1,vgs,1,250
10124,20070822,3,anti,1,283
10124,20070822,5,anti,1,300
10124,20070822,8,vgs,1,100
10124,20070822,10,vgs,1,283
10124,20070822,12,anti,1,283
10124,20070822,13,anti,1,250
10124,20070822,14,anti,1,283
10124,20070822,15,anti,1,483
10124,20070822,16,anti,1,850
10124,20070822,17,vgs,1,217
10124,20070822,18,anti,1,217
10124,20070822,19,vgs,1,267
10124,20070822,20,vgs,1,150
10124,20070822,22,vgs,1,150
10124,20070822,24,vgs,1,383
10124,20070822,26,anti,0,617
10124,20070822,28,anti,1,217
10124,20070822,29,anti,2,500
10124,20070822,31,vgs,1,733
10124,20070822,32,vgs,0,83
10124,20070822,34,anti,1,250
10124,20070822,35,anti,1,283
10124,20070822,39,anti,1,217
10124,20070822,40,anti,0,500
10124,20070822,41,vgs,1,333
10124,20070822,42,vgs,1,150
10124,20070822,43,vgs,1,250
10124,20070822,44,vgs,1,933
10124,20070822,48,anti,1,333
10125,20050602,2,anti,1,350
10125,20050602,4,anti,1,383
10125,20050602,5,vgs,1,233
10125,20050602,6,anti,1,317
10125,20050602,9,anti,1,283
10125,20050602,11,vgs,1,183
10125,20050602,12,vgs,1,250
10125,20050602,13,anti,1,283
10125,20050602,14,anti,1,483
10125,20050602,17,vgs,1,217
10125,20050602,18,anti,0,333
10125,20050602,21,anti,1,517
10125,20050602,22,vgs,1,350
10125,20050602,24,vgs,1,283
10125,20050602,25,vgs,1,317
10125,20050602,27,anti,1,300
10125,20050602,29,anti,1,317
10125,20050602,32,vgs,1,217
10125,20050602,35,anti,1,317
10125,20050602,36,vgs,1,183
10125,20050602,37,anti,0,233
10125,20050602,38,vgs,1,150
10125,20050602,40,anti,1,483
10125,20050602,42,anti,1,433
10125,20050602,44,vgs,1,167
10125,20050602,45,vgs,1,283
10125,20050602,46,vgs,1,267
10125,20050602,48,vgs,1,200
10125,20061018,4,anti,1,317
10125,20061018,5,anti,1,350
10125,20061018,6,anti,1,183
10125,20061018,8,anti,1,250
10125,20061018,9,anti,1,383
10125,20061018,10,vgs,1,350
10125,20061018,12,anti,1,283
10125,20061018,14,vgs,1,233
10125,20061018,15,vgs,1,150
10125,20061018,16,anti,2,200
10125,20061018,17,vgs,1,183
10125,20061018,18,vgs,1,550
10125,20061018,19,vgs,1,217
10125,20061018,20,vgs,1,183
10125,20061018,23,anti,1,267
10125,20061018,24,anti,1,317
10125,20061018,26,anti,1,500
10125,20061018,30,anti,1,283
10125,20061018,31,vgs,1,517
10125,20061018,32,vgs,1,333
10125,20061018,34,anti,2,433
10125,20061018,35,anti,1,433
10125,20061018,36,vgs,1,367
10125,20061018,37,vgs,1,200
10125,20061018,42,anti,1,383
10125,20061018,43,vgs,1,750
10125,20061018,44,vgs,1,317
10125,20061018,45,vgs,1,200
10125,20061018,46,vgs,1,200
10125,20061018,47,anti,1,367
10125,20061018,48,anti,1,400
10125,20070822,1,vgs,1,150
10125,20070822,3,anti,1,233
10125,20070822,6,vgs,1,133
10125,20070822,7,anti,0,767
10125,20070822,8,vgs,1,167
10125,20070822,9,vgs,1,133
10125,20070822,11,anti,1,383
10125,20070822,12,anti,1,217
10125,20070822,13,anti,1,250
10125,20070822,14,vgs,1,100
10125,20070822,15,anti,1,250
10125,20070822,16,vgs,1,167
10125,20070822,17,vgs,1,183
10125,20070822,20,anti,1,250
10125,20070822,21,anti,1,217
10125,20070822,23,anti,1,217
10125,20070822,24,vgs,1,167
10125,20070822,26,anti,2,133
10125,20070822,29,anti,1,300
10125,20070822,31,vgs,1,167
10125,20070822,32,anti,1,267
10125,20070822,33,vgs,1,200
10125,20070822,34,vgs,1,167
10125,20070822,36,anti,2,300
10125,20070822,39,vgs,1,350
10125,20070822,40,anti,1,433
10125,20070822,44,vgs,1,150
10125,20070822,45,vgs,1,333
10125,20070822,46,anti,1,417
10125,20070822,47,vgs,1,183
10125,20070822,48,anti,1,250
10125,20091121,2,vgs,1,117
10125,20091121,3,vgs,0,117
10125,20091121,4,vgs,1,117
10125,20091121,7,anti,1,233
10125,20091121,9,anti,0,283
10125,20091121,10,vgs,1,150
10125,20091121,11,anti,2,117
10125,20091121,12,anti,1,233
10125,20091121,14,vgs,1,150
10125,20091121,17,vgs,1,167
10125,20091121,19,anti,1,233
10125,20091121,21,anti,1,350
10125,20091121,27,vgs,1,167
10125,20091121,28,vgs,1,183
10125,20091121,32,anti,1,217
10125,20091121,33,anti,1,333
10125,20091121,34,vgs,1,150
10125,20091121,37,vgs,1,117
10125,20091121,38,vgs,1,283
10125,20091121,42,anti,1,817
10125,20091121,43,anti,1,183
10125,20091121,44,vgs,1,283
10125,20091121,46,anti,1,267
10125,20091121,47,vgs,0,283
10125,20091121,48,anti,1,417
10128,20050607,1,anti,1,183
10128,20050607,3,vgs,1,183
10128,20050607,5,vgs,1,183
10128,20050607,6,anti,1,250
10128,20050607,7,vgs,1,200
10128,20050607,9,anti,1,300
10128,20050607,11,vgs,1,300
10128,20050607,13,anti,1,283
10128,20050607,14,vgs,1,250
10128,20050607,16,vgs,1,250
10128,20050607,17,anti,1,233
10128,20050607,18,anti,1,250
10128,20050607,19,anti,1,233
10128,20050607,20,anti,1,267
10128,20050607,22,vgs,1,200
10128,20050607,26,anti,1,217
10128,20050607,27,vgs,1,283
10128,20050607,28,vgs,1,117
10128,20050607,29,anti,1,217
10128,20050607,31,anti,1,267
10128,20050607,32,anti,1,350
10128,20050607,33,vgs,1,283
10128,20050607,36,anti,1,233
10128,20050607,39,vgs,1,183
10128,20050607,40,anti,0,150
10128,20050607,41,anti,1,250
10128,20050607,42,vgs,0,283
10128,20050607,43,vgs,1,200
10128,20050607,44,vgs,1,283
10128,20050607,45,vgs,1,183
10128,20050607,47,anti,1,333
10128,20050607,48,vgs,1,283
10128,20060620,2,anti,1,250
10128,20060620,3,anti,1,233
10128,20060620,5,anti,1,250
10128,20060620,8,vgs,1,283
10128,20060620,9,anti,1,267
10128,20060620,12,anti,1,417
10128,20060620,15,vgs,1,317
10128,20060620,16,vgs,1,200
10128,20060620,19,vgs,0,383
10128,20060620,20,anti,2,383
10128,20060620,21,anti,1,367
10128,20060620,22,vgs,1,217
10128,20060620,23,anti,1,450
10128,20060620,24,vgs,0,217
10128,20060620,25,anti,1,300
10128,20060620,27,vgs,1,250
10128,20060620,28,vgs,1,200
10128,20060620,29,anti,1,350
10128,20060620,30,vgs,1,317
10128,20060620,31,vgs,1,217
10128,20060620,32,vgs,1,300
10128,20060620,33,vgs,1,417
10128,20060620,34,anti,2,183
10128,20060620,35,anti,1,317
10128,20060620,36,vgs,0,417
10128,20060620,37,anti,1,283
10128,20060620,39,vgs,1,383
10128,20060620,40,anti,1,383
10128,20060620,42,vgs,1,617
10128,20060620,46,anti,1,233
10128,20060620,47,anti,1,467
10128,20060620,48,vgs,1,433
10128,20070724,1,anti,1,233
10128,20070724,2,anti,1,233
10128,20070724,5,vgs,1,233
10128,20070724,7,vgs,1,150
10128,20070724,9,vgs,1,217
10128,20070724,11,vgs,1,217
10128,20070724,12,vgs,1,200
10128,20070724,13,anti,1,233
10128,20070724,14,anti,1,233
10128,20070724,15,vgs,1,300
10128,20070724,16,anti,1,233
10128,20070724,17,vgs,1,150
10128,20070724,18,anti,1,250
10128,20070724,19,vgs,1,217
10128,20070724,22,anti,1,217
10128,20070724,23,anti,1,233
10128,20070724,24,anti,1,350
10128,20070724,26,anti,1,383
10128,20070724,27,anti,1,217
10128,20070724,28,anti,1,300
10128,20070724,29,anti,1,300
10128,20070724,30,anti,1,367
10128,20070724,32,vgs,0,233
10128,20070724,33,vgs,1,283
10128,20070724,38,vgs,1,283
10128,20070724,40,vgs,1,417
10128,20070724,41,vgs,1,183
10128,20070724,42,anti,1,383
10128,20070724,45,vgs,1,417
10128,20070724,46,vgs,1,250
10128,20070724,47,anti,1,233
10128,20070724,48,vgs,1,483
10128,20080909,2,vgs,1,133
10128,20080909,3,anti,1,250
10128,20080909,5,vgs,1,217
10128,20080909,6,vgs,1,167
10128,20080909,8,anti,1,233
10128,20080909,9,anti,2,150
10128,20080909,10,vgs,1,233
10128,20080909,11,anti,1,283
10128,20080909,12,anti,1,233
10128,20080909,15,anti,1,250
10128,20080909,16,vgs,1,433
10128,20080909,18,vgs,1,283
10128,20080909,19,anti,1,250
10128,20080909,21,vgs,1,433
10128,20080909,25,anti,2,517
10128,20080909,29,vgs,1,100
10128,20080909,31,vgs,1,267
10128,20080909,33,vgs,1,417
10128,20080909,34,vgs,1,250
10128,20080909,35,vgs,1,250
10128,20080909,37,anti,1,233
10128,20080909,38,anti,1,267
10128,20080909,39,anti,1,533
10128,20080909,40,vgs,1,217
10128,20080909,41,anti,1,617
10128,20080909,43,vgs,1,400
10128,20080909,44,anti,1,283
10128,20080909,45,anti,1,233
10128,20080909,46,vgs,1,467
10128,20090821,1,vgs,1,533
10128,20090821,2,anti,1,217
10128,20090821,4,vgs,1,550
10128,20090821,6,vgs,1,333
10128,20090821,7,vgs,1,317
10128,20090821,8,anti,1,267
10128,20090821,10,anti,2,400
10128,20090821,11,vgs,0,183
10128,20090821,12,anti,1,283
10128,20090821,15,vgs,1,217
10128,20090821,16,anti,1,183
10128,20090821,17,anti,1,150
10128,20090821,19,anti,1,467
10128,20090821,22,anti,1,283
10128,20090821,23,anti,1,267
10128,20090821,24,vgs,1,300
10128,20090821,25,anti,1,267
10128,20090821,28,vgs,1,367
10128,20090821,31,anti,1,917
10128,20090821,33,vgs,0,250
10128,20090821,35,vgs,1,367
10128,20090821,37,vgs,1,350
10128,20090821,39,vgs,1,217
10128,20090821,40,anti,1,350
10128,20090821,42,anti,1,250
10128,20090821,44,anti,1,250
10128,20090821,45,anti,1,250
10128,20090821,46,vgs,1,367
10128,20090821,47,vgs,1,233
10128,20120412,1,anti,1,17
10128,20120412,2,anti,1,200
10128,20120412,3,vgs,1,100
10128,20120412,4,vgs,1,217
10128,20120412,5,anti,1,233
10128,20120412,6,vgs,0,217
10128,20120412,10,vgs,1,233
10128,20120412,12,vgs,1,167
10128,20120412,14,anti,1,167
10128,20120412,15,anti,1,367
10128,20120412,16,anti,1,267
10128,20120412,18,vgs,1,417
10128,20120412,22,anti,1,417
10128,20120412,23,vgs,1,367
10128,20120412,25,vgs,1,450
10128,20120412,27,vgs,1,250
10128,20120412,28,vgs,1,150
10128,20120412,29,anti,1,333
10128,20120412,30,anti,1,317
10128,20120412,31,vgs,1,250
10128,20120412,33,anti,2,333
10128,20120412,34,vgs,1,433
10128,20120412,35,anti,1,533
10128,20120412,36,vgs,1,383
10128,20120412,37,vgs,1,233
10128,20120412,39,vgs,1,500
10128,20120412,41,anti,1,283
10128,20120412,42,anti,1,300
10128,20120412,43,vgs,2,333
10128,20120412,45,anti,1,467
10128,20120412,47,anti,1,283
10128,20120412,48,anti,1,333
10128,20130417,1,anti,1,150
10128,20130417,2,vgs,1,250
10128,20130417,4,vgs,1,217
10128,20130417,6,anti,1,250
10128,20130417,7,anti,1,267
10128,20130417,8,vgs,1,700
10128,20130417,9,vgs,1,250
10128,20130417,11,anti,1,267
10128,20130417,12,anti,1,267
10128,20130417,13,anti,1,250
10128,20130417,14,anti,1,283
10128,20130417,15,anti,1,317
10128,20130417,17,vgs,1,250
10128,20130417,19,anti,1,383
10128,20130417,20,anti,1,283
10128,20130417,22,vgs,1,200
10128,20130417,24,vgs,1,583
10128,20130417,25,anti,1,283
10128,20130417,26,vgs,1,367
10128,20130417,27,vgs,1,283
10128,20130417,31,anti,1,300
10128,20130417,34,vgs,1,150
10128,20130417,36,anti,1,433
10128,20130417,37,vgs,1,267
10128,20130417,38,anti,1,300
10128,20130417,40,anti,1,217
10128,20130417,44,vgs,1,200
10128,20130417,46,vgs,1,233
10128,20130417,47,vgs,1,233
10128,20130417,48,vgs,1,200
10128,20140416,1,anti,1,200
10128,20140416,3,vgs,1,283
10128,20140416,4,vgs,1,233
10128,20140416,5,vgs,1,133
10128,20140416,7,vgs,1,433
10128,20140416,8,vgs,0,850
10128,20140416,9,anti,1,300
10128,20140416,10,anti,1,300
10128,20140416,13,vgs,1,250
10128,20140416,14,anti,1,317
10128,20140416,19,anti,2,300
10128,20140416,20,vgs,1,267
10128,20140416,21,anti,1,283
10128,20140416,22,anti,1,333
10128,20140416,23,anti,1,267
10128,20140416,24,anti,1,300
10128,20140416,26,vgs,1,267
10128,20140416,28,vgs,1,733
10128,20140416,29,vgs,1,317
10128,20140416,30,anti,1,300
10128,20140416,31,vgs,1,333
10128,20140416,32,vgs,1,267
10128,20140416,33,anti,0,467
10128,20140416,34,vgs,1,550
10128,20140416,35,vgs,1,233
10128,20140416,37,anti,1,267
10128,20140416,38,anti,1,267
10128,20140416,40,anti,1,250
10128,20140416,41,vgs,1,367
10128,20140416,43,anti,1,433
