subj,date,trial,sac.type,score,lat
10152,20080702,2,anti,1,233
10152,20080702,3,vgs,1,333
10152,20080702,4,vgs,1,33
10152,20080702,5,anti,2,250
10152,20080702,6,vgs,0,283
10152,20080702,8,vgs,1,117
10152,20080702,9,anti,1,217
10152,20080702,13,anti,1,267
10152,20080702,15,vgs,1,317
10152,20080702,16,vgs,1,383
10152,20080702,18,vgs,1,333
10152,20080702,19,anti,1,233
10152,20080702,20,vgs,0,283
10152,20080702,21,vgs,1,333
10152,20080702,24,anti,1,400
10152,20080702,25,vgs,1,333
10152,20080702,27,anti,2,617
10152,20080702,31,vgs,0,233
10152,20080702,32,anti,1,350
10152,20080702,33,anti,1,333
10152,20080702,34,vgs,1,333
10152,20080702,35,anti,1,217
10152,20080702,36,anti,1,267
10152,20080702,37,vgs,0,350
10152,20080702,39,vgs,1,183
10152,20080702,40,vgs,1,283
10152,20080702,41,anti,1,317
10152,20080702,44,anti,1,233
10152,20080702,45,anti,1,783
10152,20080702,47,anti,1,233
10152,20080702,48,anti,1,367
10152,20090604,2,vgs,1,233
10152,20090604,3,vgs,1,217
10152,20090604,5,anti,1,250
10152,20090604,6,vgs,1,183
10152,20090604,7,anti,1,350
10152,20090604,9,vgs,1,550
10152,20090604,10,anti,2,550
10152,20090604,14,vgs,1,350
10152,20090604,17,vgs,1,467
10152,20090604,18,vgs,1,300
10152,20090604,19,vgs,1,433
10152,20090604,20,anti,1,533
10152,20090604,22,anti,1,367
10152,20090604,23,vgs,1,350
10152,20090604,24,anti,1,300
10152,20090604,25,vgs,1,733
10152,20090604,26,anti,1,450
10152,20090604,28,vgs,1,700
10152,20090604,30,anti,1,767
10152,20090604,31,anti,2,67
10152,20090604,32,vgs,1,350
10152,20090604,34,anti,1,517
10152,20090604,35,anti,1,383
10152,20090604,37,vgs,1,600
10152,20090604,38,anti,1,367
10152,20090604,40,vgs,1,533
10152,20090604,43,anti,1,467
10152,20090604,44,anti,1,417
10152,20090604,45,anti,1,350
10152,20120305,3,vgs,1,267
10152,20120305,7,vgs,1,483
10152,20120305,9,vgs,1,483
10152,20120305,10,anti,1,200
10152,20120305,11,anti,1,283
10152,20120305,14,vgs,1,550
10152,20120305,15,vgs,1,267
10152,20120305,16,anti,1,233
10152,20120305,17,vgs,1,483
10152,20120305,20,vgs,1,367
10152,20120305,21,anti,1,583
10152,20120305,23,vgs,1,350
10152,20120305,24,anti,1,250
10152,20120305,25,anti,1,200
10152,20120305,26,anti,1,267
10152,20120305,27,vgs,1,383
10152,20120305,28,anti,1,267
10152,20120305,29,vgs,2,217
10152,20120305,30,vgs,1,417
10152,20120305,34,anti,1,333
10152,20120305,35,vgs,1,383
10152,20120305,36,vgs,1,250
10152,20120305,38,anti,1,250
10152,20120305,39,anti,1,250
10152,20120305,40,anti,1,183
10152,20120305,41,anti,1,183
10152,20120305,42,vgs,1,450
10152,20120305,43,anti,1,250
10152,20120305,44,vgs,1,367
10152,20120305,46,anti,1,250
10152,20120305,47,anti,1,233
10152,20120305,48,vgs,2,200
10152,20130304,3,vgs,1,150
10152,20130304,5,anti,1,233
10152,20130304,7,vgs,1,233
10152,20130304,8,vgs,1,250
10152,20130304,10,vgs,1,283
10152,20130304,12,vgs,1,333
10152,20130304,15,vgs,1,333
10152,20130304,16,anti,1,217
10152,20130304,18,anti,1,300
10152,20130304,19,anti,1,567
10152,20130304,21,vgs,1,283
10152,20130304,22,anti,1,217
10152,20130304,23,vgs,1,300
10152,20130304,25,vgs,1,500
10152,20130304,26,anti,1,233
10152,20130304,29,anti,1,233
10152,20130304,30,vgs,2,200
10152,20130304,31,vgs,1,317
10152,20130304,32,anti,1,183
10152,20130304,33,vgs,1,283
10152,20130304,34,vgs,1,333
10152,20130304,35,vgs,1,250
10152,20130304,37,anti,1,183
10152,20130304,38,anti,1,167
10152,20130304,39,anti,1,267
10152,20130304,40,anti,1,217
10152,20130304,41,anti,1,217
10152,20130304,42,anti,1,233
10152,20130304,43,vgs,1,250
10152,20130304,45,anti,1,333
10152,20140310,1,anti,1,100
10152,20140310,2,vgs,1,233
10152,20140310,3,anti,1,283
10152,20140310,4,anti,1,217
10152,20140310,6,vgs,1,350
10152,20140310,9,vgs,1,400
10152,20140310,10,vgs,1,217
10152,20140310,11,anti,1,267
10152,20140310,12,anti,1,267
10152,20140310,13,anti,1,233
10152,20140310,15,anti,1,217
10152,20140310,17,vgs,1,250
10152,20140310,19,vgs,1,267
10152,20140310,21,vgs,1,317
10152,20140310,22,anti,1,183
10152,20140310,23,anti,1,200
10152,20140310,25,anti,1,250
10152,20140310,26,vgs,0,250
10152,20140310,27,anti,1,200
10152,20140310,29,anti,1,283
10152,20140310,30,vgs,1,350
10152,20140310,33,vgs,0,183
10152,20140310,34,vgs,1,217
10152,20140310,35,anti,1,217
10152,20140310,36,vgs,0,183
10152,20140310,37,anti,1,217
10152,20140310,38,vgs,1,233
10152,20140310,40,vgs,1,250
10152,20140310,41,vgs,1,317
10152,20140310,42,vgs,1,283
10152,20140310,46,anti,1,250
10152,20140310,47,anti,1,250
10153,20060629,1,vgs,1,333
10153,20060629,3,vgs,1,233
10153,20060629,4,vgs,1,550
10153,20060629,5,vgs,1,283
10153,20060629,6,anti,1,367
10153,20060629,9,anti,1,283
10153,20060629,10,anti,1,350
10153,20060629,11,anti,1,533
10153,20060629,12,vgs,1,333
10153,20060629,16,vgs,1,333
10153,20060629,17,vgs,1,783
10153,20060629,18,anti,1,700
10153,20060629,19,anti,1,400
10153,20060629,20,vgs,0,300
10153,20060629,21,anti,1,350
10153,20060629,22,anti,1,300
10153,20060629,23,anti,1,467
10153,20060629,25,vgs,1,633
10153,20060629,26,anti,1,433
10153,20060629,27,vgs,0,550
10153,20060629,28,anti,1,717
10153,20060629,29,vgs,1,533
10153,20060629,30,vgs,1,317
10153,20060629,32,anti,1,650
10153,20060629,33,anti,1,367
10153,20060629,35,anti,1,367
10153,20060629,36,vgs,1,483
10153,20060629,37,vgs,1,650
10153,20060629,39,vgs,1,417
10153,20060629,41,vgs,1,517
10153,20060629,48,anti,1,400
10153,20070706,4,vgs,1,717
10153,20070706,5,anti,1,300
10153,20070706,6,anti,1,350
10153,20070706,7,vgs,1,533
10153,20070706,10,anti,1,250
10153,20070706,11,anti,1,317
10153,20070706,13,vgs,1,333
10153,20070706,16,vgs,1,400
10153,20070706,17,vgs,1,483
10153,20070706,18,anti,1,267
10153,20070706,19,vgs,1,467
10153,20070706,20,vgs,1,283
10153,20070706,22,anti,1,367
10153,20070706,23,vgs,1,533
10153,20070706,24,anti,1,350
10153,20070706,25,anti,1,333
10153,20070706,26,vgs,0,433
10153,20070706,27,anti,1,317
10153,20070706,28,vgs,1,417
10153,20070706,29,vgs,1,300
10153,20070706,31,vgs,1,567
10153,20070706,32,anti,1,350
10153,20070706,35,anti,1,267
10153,20070706,37,anti,1,267
10153,20070706,42,anti,1,367
10153,20070706,43,anti,1,933
10153,20070706,44,vgs,1,567
10153,20070706,45,anti,1,333
10153,20070706,46,vgs,1,300
10153,20070706,47,vgs,1,417
10153,20070706,48,vgs,1,250
10153,20080702,1,vgs,1,200
10153,20080702,2,vgs,1,617
10153,20080702,3,vgs,1,400
10153,20080702,4,anti,1,317
10153,20080702,6,vgs,1,267
10153,20080702,7,anti,1,367
10153,20080702,8,vgs,0,300
10153,20080702,10,anti,1,350
10153,20080702,14,anti,1,300
10153,20080702,15,anti,1,267
10153,20080702,17,anti,1,283
10153,20080702,18,anti,1,250
10153,20080702,19,vgs,1,367
10153,20080702,22,anti,2,467
10153,20080702,23,anti,1,400
10153,20080702,25,vgs,1,383
10153,20080702,26,anti,1,300
10153,20080702,27,anti,1,283
10153,20080702,28,vgs,1,300
10153,20080702,30,vgs,1,267
10153,20080702,32,anti,1,317
10153,20080702,34,vgs,1,167
10153,20080702,37,anti,1,267
10153,20080702,38,vgs,0,333
10153,20080702,40,vgs,1,383
10153,20080702,42,anti,1,283
10153,20080702,43,anti,1,283
10153,20080702,44,vgs,1,167
10153,20080702,45,vgs,1,300
10153,20080702,46,vgs,1,333
10153,20080702,47,vgs,1,450
10153,20080702,48,anti,1,683
10153,20090604,1,vgs,1,233
10153,20090604,3,vgs,1,283
10153,20090604,4,anti,1,267
10153,20090604,6,anti,1,350
10153,20090604,7,anti,1,233
10153,20090604,9,anti,1,300
10153,20090604,10,anti,1,350
10153,20090604,11,anti,1,300
10153,20090604,12,vgs,1,383
10153,20090604,16,anti,1,283
10153,20090604,17,vgs,1,317
10153,20090604,19,vgs,1,350
10153,20090604,20,anti,1,667
10153,20090604,21,anti,1,250
10153,20090604,22,anti,1,383
10153,20090604,23,anti,1,317
10153,20090604,29,vgs,1,500
10153,20090604,30,vgs,1,517
10153,20090604,31,anti,1,317
10153,20090604,33,vgs,1,317
10153,20090604,35,anti,1,433
10153,20090604,37,anti,1,350
10153,20090604,38,vgs,1,283
10153,20090604,39,vgs,1,250
10153,20090604,40,vgs,1,283
10153,20090604,41,vgs,1,283
10153,20090604,42,vgs,1,283
10153,20090604,43,vgs,1,233
10153,20090604,46,anti,1,567
10153,20090604,47,anti,1,333
10153,20090604,48,vgs,1,283
10154,20050713,5,vgs,1,283
10154,20050713,7,anti,1,400
10154,20050713,10,anti,1,333
10154,20050713,12,anti,1,333
10154,20050713,13,anti,1,300
10154,20050713,14,vgs,0,300
10154,20050713,15,anti,1,283
10154,20050713,16,anti,0,183
10154,20050713,20,vgs,1,333
10154,20050713,21,vgs,1,383
10154,20050713,23,vgs,1,367
10154,20050713,25,anti,1,333
10154,20050713,26,anti,1,283
10154,20050713,27,anti,1,400
10154,20050713,28,anti,1,383
10154,20050713,29,vgs,1,233
10154,20050713,30,anti,0,233
10154,20050713,31,vgs,1,150
10154,20050713,32,vgs,0,333
10154,20050713,33,vgs,1,267
10154,20050713,34,vgs,1,183
10154,20050713,35,vgs,1,200
10154,20050713,36,vgs,1,217
10154,20050713,37,vgs,1,167
10154,20050713,38,vgs,1,200
10154,20050713,39,vgs,1,150
10154,20050713,40,anti,1,400
10154,20050713,41,anti,0,167
10154,20050713,42,anti,1,483
10154,20050713,43,anti,1,317
10154,20050713,44,anti,1,333
10154,20050713,46,vgs,1,317
10155,20040131,2,anti,1,200
10155,20040131,3,anti,1,167
10155,20040131,4,vgs,1,167
10155,20040131,6,anti,0,217
10155,20040131,7,vgs,1,150
10155,20040131,9,vgs,1,267
10155,20040131,10,vgs,1,267
10155,20040131,11,vgs,1,150
10155,20040131,12,anti,0,150
10155,20040131,14,anti,1,283
10155,20040131,15,anti,1,233
10155,20040131,17,vgs,1,150
10155,20040131,18,anti,1,267
10155,20040131,20,anti,1,217
10155,20040131,21,vgs,1,217
10155,20040131,22,vgs,1,200
10155,20040131,24,anti,1,233
10155,20040131,26,vgs,1,150
10155,20040131,27,anti,1,217
10155,20040131,32,vgs,1,167
10155,20040131,33,anti,1,250
10155,20040131,34,anti,0,133
10155,20040131,35,vgs,1,167
10155,20040131,36,vgs,1,183
10155,20040131,37,vgs,1,300
10155,20040131,38,anti,1,267
10155,20040131,39,anti,0,133
10155,20040131,40,vgs,1,167
10155,20040131,41,vgs,1,217
10155,20040131,42,vgs,1,167
10155,20040131,43,anti,1,200
10155,20040131,44,anti,0,200
10156,20050719,1,anti,1,483
10156,20050719,2,vgs,1,150
10156,20050719,3,vgs,1,200
10156,20050719,5,vgs,1,167
10156,20050719,6,vgs,1,183
10156,20050719,7,vgs,1,167
10156,20050719,8,anti,1,383
10156,20050719,9,vgs,1,383
10156,20050719,10,anti,1,267
10156,20050719,12,vgs,1,183
10156,20050719,14,anti,1,283
10156,20050719,16,anti,2,217
10156,20050719,17,anti,1,300
10156,20050719,18,vgs,1,167
10156,20050719,19,vgs,1,183
10156,20050719,20,anti,1,350
10156,20050719,21,vgs,1,133
10156,20050719,22,anti,1,317
10156,20050719,24,anti,1,333
10156,20050719,27,anti,0,150
10156,20050719,31,anti,0,183
10156,20050719,32,anti,1,583
10156,20050719,33,anti,0,233
10156,20050719,36,anti,1,833
10156,20050719,40,anti,1,450
10156,20050719,42,vgs,1,183
10156,20050719,43,vgs,1,150
10156,20050719,44,vgs,0,100
10156,20060731,3,anti,1,283
10156,20060731,4,anti,1,267
10156,20060731,6,vgs,1,217
10156,20060731,8,anti,1,400
10156,20060731,9,vgs,1,150
10156,20060731,10,vgs,1,167
10156,20060731,12,vgs,1,867
10156,20060731,13,vgs,1,150
10156,20060731,14,vgs,1,150
10156,20060731,17,anti,1,467
10156,20060731,18,vgs,1,450
10156,20060731,21,anti,0,183
10156,20060731,22,vgs,1,117
10156,20060731,23,anti,1,333
10156,20060731,24,vgs,1,117
10156,20060731,25,anti,1,383
10156,20060731,26,anti,1,433
10156,20060731,28,anti,1,217
10156,20060731,31,anti,1,383
10156,20060731,32,anti,1,317
10156,20060731,33,anti,1,417
10156,20060731,35,vgs,0,400
10156,20060731,36,vgs,1,167
10156,20060731,37,anti,1,267
10156,20060731,38,vgs,1,150
10156,20060731,39,anti,1,133
10156,20060731,40,vgs,1,183
10156,20060731,42,anti,2,167
10156,20060731,44,vgs,1,350
10156,20060731,45,vgs,1,117
10156,20060731,46,vgs,1,800
10156,20060731,47,anti,1,267
10156,20070702,1,anti,1,267
10156,20070702,3,vgs,1,133
10156,20070702,5,vgs,1,117
10156,20070702,6,vgs,1,167
10156,20070702,7,vgs,1,200
10156,20070702,8,vgs,1,183
10156,20070702,11,vgs,1,167
10156,20070702,12,anti,1,300
10156,20070702,13,vgs,1,150
10156,20070702,14,anti,1,267
10156,20070702,15,anti,1,400
10156,20070702,17,anti,1,967
10156,20070702,18,vgs,1,433
10156,20070702,20,anti,1,300
10156,20070702,21,anti,1,300
10156,20070702,24,anti,1,417
10156,20070702,25,anti,1,250
10156,20070702,27,anti,1,250
10156,20070702,29,anti,2,167
10156,20070702,30,anti,1,383
10156,20070702,33,anti,1,283
10156,20070702,35,anti,1,267
10156,20070702,39,vgs,1,317
10156,20070702,40,anti,1,317
10156,20070702,42,vgs,1,167
10156,20070702,43,vgs,1,167
10156,20070702,45,vgs,1,167
10156,20070702,46,vgs,1,183
10156,20080701,1,anti,1,233
10156,20080701,2,vgs,1,133
10156,20080701,3,anti,2,133
10156,20080701,4,anti,1,250
10156,20080701,5,vgs,0,267
10156,20080701,6,vgs,1,133
10156,20080701,8,anti,1,233
10156,20080701,9,anti,1,267
10156,20080701,10,vgs,1,150
10156,20080701,11,anti,1,267
10156,20080701,14,vgs,1,317
10156,20080701,15,anti,1,267
10156,20080701,18,anti,1,283
10156,20080701,19,vgs,1,250
10156,20080701,20,anti,1,200
10156,20080701,21,vgs,1,233
10156,20080701,22,vgs,1,167
10156,20080701,25,vgs,1,167
10156,20080701,27,anti,1,250
10156,20080701,28,vgs,0,333
10156,20080701,29,anti,1,317
10156,20080701,30,anti,1,267
10156,20080701,33,anti,2,150
10156,20080701,35,vgs,1,183
10156,20080701,36,anti,2,150
10156,20080701,40,anti,1,283
10156,20080701,41,vgs,1,333
10156,20080701,42,vgs,1,200
10156,20080701,45,anti,1,233
10156,20080701,46,vgs,1,283
10156,20080701,47,vgs,1,267
10156,20080701,48,vgs,1,217
10156,20090707,1,anti,1,133
10156,20090707,2,anti,1,233
10156,20090707,3,anti,1,233
10156,20090707,4,vgs,1,167
10156,20090707,5,vgs,1,183
10156,20090707,6,anti,1,250
10156,20090707,7,vgs,0,350
10156,20090707,9,vgs,1,183
10156,20090707,10,vgs,1,283
10156,20090707,12,vgs,1,200
10156,20090707,13,anti,2,167
10156,20090707,16,anti,2,133
10156,20090707,18,anti,1,233
10156,20090707,19,vgs,1,267
10156,20090707,20,anti,1,350
10156,20090707,22,anti,1,267
10156,20090707,23,vgs,1,367
10156,20090707,24,vgs,1,400
10156,20090707,25,anti,1,283
10156,20090707,27,vgs,1,467
10156,20090707,28,vgs,1,183
10156,20090707,31,anti,1,367
10156,20090707,32,vgs,1,183
10156,20090707,33,vgs,1,250
10156,20090707,35,anti,1,267
10156,20090707,37,anti,1,300
10156,20090707,38,vgs,1,417
10156,20090707,39,vgs,1,433
10156,20090707,40,anti,1,700
10156,20090707,43,anti,1,250
10156,20090707,44,anti,1,250
10156,20090707,47,vgs,1,267
10156,20121004,6,vgs,1,167
10156,20121004,7,anti,1,217
10156,20121004,9,anti,1,250
10156,20121004,10,anti,1,217
10156,20121004,11,anti,1,217
10156,20121004,12,vgs,2,200
10156,20121004,13,vgs,1,167
10156,20121004,14,vgs,1,150
10156,20121004,15,vgs,1,150
10156,20121004,18,vgs,1,250
10156,20121004,19,anti,1,250
10156,20121004,20,vgs,1,200
10156,20121004,21,anti,1,233
10156,20121004,22,anti,1,283
10156,20121004,23,vgs,1,333
10156,20121004,24,anti,1,317
10156,20121004,25,vgs,1,200
10156,20121004,26,anti,1,283
10156,20121004,28,vgs,1,133
10156,20121004,29,anti,1,283
10156,20121004,32,vgs,1,167
10156,20121004,34,vgs,1,400
10156,20121004,39,anti,1,267
10156,20121004,40,vgs,1,150
10156,20121004,41,anti,1,283
10156,20121004,42,vgs,1,200
10156,20121004,43,vgs,1,150
10156,20121004,44,anti,1,217
10156,20121004,45,anti,1,283
10156,20121004,47,anti,1,233
10156,20121004,48,anti,1,267
10156,20131003,1,vgs,1,183
10156,20131003,2,anti,1,267
10156,20131003,3,vgs,1,133
10156,20131003,4,vgs,1,150
10156,20131003,5,anti,1,267
10156,20131003,7,anti,1,200
10156,20131003,8,vgs,1,183
10156,20131003,9,anti,1,267
10156,20131003,10,vgs,0,200
10156,20131003,11,vgs,1,133
10156,20131003,12,anti,1,250
10156,20131003,15,vgs,1,167
10156,20131003,16,anti,1,300
10156,20131003,17,anti,1,250
10156,20131003,18,anti,1,250
10156,20131003,19,vgs,0,233
10156,20131003,21,vgs,1,150
10156,20131003,26,vgs,1,200
10156,20131003,27,vgs,1,250
10156,20131003,28,anti,1,517
10156,20131003,30,vgs,1,233
10156,20131003,31,vgs,1,217
10156,20131003,32,vgs,1,283
10156,20131003,34,anti,1,250
10156,20131003,35,anti,1,300
10156,20131003,36,vgs,1,167
10156,20131003,37,vgs,1,117
10156,20131003,38,anti,1,233
10156,20131003,39,anti,1,267
10156,20131003,41,anti,1,300
10156,20131003,44,anti,1,283
10156,20131003,46,anti,1,217
10157,20050721,4,vgs,1,150
10157,20050721,5,vgs,1,267
10157,20050721,6,vgs,1,650
10157,20050721,7,vgs,1,417
10157,20050721,8,vgs,1,650
10157,20050721,9,vgs,1,200
10157,20050721,10,vgs,1,150
10157,20050721,13,anti,1,267
10157,20050721,15,vgs,1,817
10157,20050721,16,vgs,1,133
10157,20050721,18,anti,1,217
10157,20050721,20,anti,1,517
10157,20050721,21,anti,1,467
10157,20050721,23,anti,0,300
10157,20050721,24,anti,0,183
10157,20050721,25,anti,1,583
10157,20050721,26,vgs,1,483
10157,20050721,29,vgs,1,500
10157,20050721,31,anti,1,467
10157,20050721,33,anti,0,400
10157,20050721,34,anti,1,517
10157,20050721,35,anti,1,567
10157,20050721,37,anti,1,733
10157,20050721,40,anti,1,567
10157,20050721,41,vgs,1,117
10157,20050721,42,anti,0,117
10157,20050721,44,anti,1,583
10157,20050721,45,vgs,1,167
10157,20050721,47,anti,1,917
10157,20060821,3,anti,1,200
10157,20060821,4,vgs,1,367
10157,20060821,5,vgs,1,317
10157,20060821,6,anti,1,517
10157,20060821,7,vgs,0,617
10157,20060821,9,vgs,1,533
10157,20060821,10,vgs,1,250
10157,20060821,13,anti,0,467
10157,20060821,19,vgs,0,433
10157,20060821,23,vgs,1,317
10157,20060821,24,vgs,1,183
10157,20060821,25,anti,0,400
10157,20060821,27,anti,2,167
10157,20060821,30,anti,1,900
10157,20060821,31,anti,1,217
10157,20060821,32,vgs,1,550
10157,20060821,36,vgs,1,650
10157,20060821,37,anti,0,217
10157,20060821,40,anti,1,467
10157,20060821,41,anti,2,483
10157,20060821,44,vgs,1,200
10157,20060821,46,vgs,1,483
10157,20060821,48,vgs,1,300
10157,20070726,2,vgs,0,217
10157,20070726,3,vgs,1,183
10157,20070726,4,vgs,0,100
10157,20070726,5,vgs,1,117
10157,20070726,7,vgs,1,200
10157,20070726,12,vgs,1,767
10157,20070726,13,anti,1,700
10157,20070726,14,vgs,1,183
10157,20070726,16,anti,2,150
10157,20070726,18,vgs,1,100
10157,20070726,19,anti,2,117
10157,20070726,24,vgs,1,500
10157,20070726,26,vgs,0,283
10157,20070726,29,anti,1,433
10157,20070726,30,anti,1,633
10157,20070726,32,anti,1,233
10157,20070726,33,anti,1,383
10157,20070726,36,vgs,1,400
10157,20070726,38,vgs,1,150
10157,20070726,43,anti,1,300
10157,20070726,44,anti,1,300
10157,20070726,45,vgs,1,167
10157,20070726,47,anti,1,217
10157,20070726,48,vgs,1,433
10157,20080813,1,vgs,1,200
10157,20080813,3,anti,1,250
10157,20080813,4,anti,1,133
10157,20080813,5,vgs,1,400
10157,20080813,8,anti,1,300
10157,20080813,9,vgs,1,250
10157,20080813,10,anti,1,367
10157,20080813,11,vgs,1,767
10157,20080813,12,vgs,1,333
10157,20080813,13,vgs,1,533
10157,20080813,15,vgs,1,333
10157,20080813,18,anti,1,350
10157,20080813,19,anti,1,267
10157,20080813,20,anti,2,183
10157,20080813,25,vgs,1,683
10157,20080813,27,anti,1,300
10157,20080813,28,vgs,1,300
10157,20080813,29,anti,2,133
10157,20080813,30,anti,2,183
10157,20080813,31,vgs,1,150
10157,20080813,34,anti,1,267
10157,20080813,35,anti,2,167
10157,20080813,36,anti,1,367
10157,20080813,39,anti,1,233
10157,20080813,40,anti,1,500
10157,20080813,41,vgs,1,267
10157,20080813,45,vgs,0,250
10157,20080813,46,vgs,1,383
10157,20090721,1,anti,1,117
10157,20090721,2,anti,1,217
10157,20090721,4,anti,1,267
10157,20090721,5,vgs,0,217
10157,20090721,7,anti,1,217
10157,20090721,8,anti,1,267
10157,20090721,11,anti,1,300
10157,20090721,23,anti,1,233
10157,20090721,26,vgs,1,133
10157,20090721,29,anti,2,467
10157,20090721,30,vgs,1,150
10157,20090721,33,anti,2,133
10157,20090721,34,vgs,1,700
10157,20090721,35,vgs,1,367
10157,20090721,38,anti,1,867
10157,20090721,42,vgs,1,217
10157,20090721,43,vgs,1,383
10157,20090721,46,vgs,1,700
10160,20050727,1,anti,1,467
10160,20050727,2,vgs,1,167
10160,20050727,4,vgs,1,167
10160,20050727,5,anti,1,483
10160,20050727,9,anti,1,500
10160,20050727,11,vgs,1,217
10160,20050727,12,vgs,1,250
10160,20050727,13,vgs,1,183
10160,20050727,14,anti,2,217
10160,20050727,18,anti,1,517
10160,20050727,20,vgs,1,167
10160,20050727,22,vgs,1,217
10160,20050727,23,anti,1,550
10160,20050727,24,vgs,1,217
10160,20050727,26,anti,1,583
10160,20050727,27,anti,2,133
10160,20050727,28,anti,1,567
10160,20050727,29,anti,2,183
10160,20050727,30,anti,1,417
10160,20050727,33,vgs,1,217
10160,20050727,34,anti,1,433
10160,20050727,35,anti,1,417
10160,20050727,36,vgs,1,283
10160,20050727,38,anti,1,733
10160,20050727,39,vgs,1,183
10160,20050727,40,anti,1,467
10160,20050727,41,vgs,1,150
10160,20050727,44,vgs,1,433
10160,20050727,45,vgs,1,267
10160,20050727,46,anti,1,600
10160,20050727,47,vgs,1,150
10160,20050727,48,vgs,1,183
10160,20060816,2,anti,1,450
10160,20060816,3,vgs,1,167
10160,20060816,5,vgs,1,217
10160,20060816,6,vgs,1,117
10160,20060816,9,anti,1,333
10160,20060816,10,vgs,1,183
10160,20060816,11,anti,1,533
10160,20060816,13,vgs,1,450
10160,20060816,15,vgs,1,283
10160,20060816,16,anti,1,517
10160,20060816,17,anti,1,317
10160,20060816,19,anti,1,417
10160,20060816,20,vgs,1,550
10160,20060816,21,anti,1,500
10160,20060816,22,anti,1,333
10160,20060816,23,anti,1,533
10160,20060816,24,anti,1,333
10160,20060816,25,vgs,1,317
10160,20060816,28,anti,1,333
10160,20060816,29,vgs,1,200
10160,20060816,30,vgs,1,367
10160,20060816,32,vgs,1,250
10160,20060816,33,anti,1,267
10160,20060816,36,vgs,1,317
10160,20060816,37,vgs,1,167
10160,20060816,38,vgs,1,317
10160,20060816,39,vgs,1,400
10160,20060816,41,anti,1,233
10160,20060816,43,anti,1,533
10160,20060816,44,anti,1,317
10160,20060816,47,vgs,1,167
10160,20071109,1,anti,1,350
10160,20071109,2,anti,1,400
10160,20071109,3,vgs,1,167
10160,20071109,5,vgs,1,183
10160,20071109,6,vgs,1,133
10160,20071109,7,vgs,1,233
10160,20071109,8,vgs,0,200
10160,20071109,9,vgs,1,167
10160,20071109,10,vgs,1,200
10160,20071109,13,anti,1,350
10160,20071109,16,vgs,1,183
10160,20071109,17,vgs,1,217
10160,20071109,18,anti,1,583
10160,20071109,19,anti,1,367
10160,20071109,20,vgs,1,150
10160,20071109,21,anti,2,233
10160,20071109,24,anti,1,517
10160,20071109,28,vgs,1,300
10160,20071109,29,anti,1,367
10160,20071109,30,anti,1,333
10160,20071109,31,anti,1,417
10160,20071109,32,vgs,1,550
10160,20071109,33,vgs,1,317
10160,20071109,34,anti,1,333
10160,20071109,37,vgs,1,133
10160,20071109,38,anti,1,400
10160,20071109,39,anti,1,367
10160,20071109,40,vgs,1,183
10160,20071109,44,anti,1,467
10160,20071109,45,anti,1,350
10160,20071109,46,anti,1,417
10160,20071109,48,vgs,1,233
10160,20081128,1,anti,1,200
10160,20081128,4,vgs,1,183
10160,20081128,5,vgs,1,150
10160,20081128,6,vgs,1,167
10160,20081128,7,vgs,1,217
10160,20081128,12,vgs,1,167
10160,20081128,13,anti,1,700
10160,20081128,14,anti,2,167
10160,20081128,15,anti,1,267
10160,20081128,16,anti,2,200
10160,20081128,18,anti,1,317
10160,20081128,19,anti,1,317
10160,20081128,20,vgs,0,367
10160,20081128,22,vgs,1,150
10160,20081128,23,vgs,1,283
10160,20081128,24,anti,2,317
10160,20081128,26,anti,1,467
10160,20081128,27,vgs,1,183
10160,20081128,28,anti,1,283
10160,20081128,29,anti,1,350
10160,20081128,30,vgs,1,117
10160,20081128,32,vgs,1,217
10160,20081128,33,vgs,1,217
10160,20081128,34,anti,2,183
10160,20081128,36,vgs,1,250
10160,20081128,37,anti,1,433
10160,20081128,40,vgs,1,233
10160,20081128,41,vgs,1,467
10160,20081128,42,anti,1,733
10160,20081128,43,anti,1,400
10160,20081128,45,vgs,0,417
10160,20081128,46,anti,1,283
10160,20100427,1,anti,1,233
10160,20100427,2,vgs,1,150
10160,20100427,3,vgs,1,167
10160,20100427,6,vgs,1,133
10160,20100427,7,anti,1,333
10160,20100427,8,vgs,1,200
10160,20100427,10,anti,1,333
10160,20100427,11,vgs,1,100
10160,20100427,12,vgs,1,117
10160,20100427,13,vgs,1,133
10160,20100427,15,vgs,1,233
10160,20100427,17,anti,1,367
10160,20100427,18,vgs,1,167
10160,20100427,19,vgs,1,167
10160,20100427,21,anti,1,350
10160,20100427,23,anti,1,400
10160,20100427,26,anti,2,117
10160,20100427,27,anti,1,367
10160,20100427,31,anti,1,333
10160,20100427,33,vgs,1,400
10160,20100427,34,anti,1,367
10160,20100427,35,vgs,1,533
10160,20100427,36,anti,2,250
10160,20100427,38,anti,1,433
10160,20100427,39,anti,1,233
10160,20100427,41,vgs,1,283
10160,20100427,43,anti,1,850
10160,20100427,44,vgs,1,500
10160,20100427,46,vgs,1,250
10160,20100427,47,vgs,1,183
10160,20100427,48,anti,2,133
10161,20040417,2,anti,1,250
10161,20040417,3,anti,1,300
10161,20040417,5,anti,2,117
10161,20040417,6,vgs,1,150
10161,20040417,7,anti,1,183
10161,20040417,8,vgs,1,117
10161,20040417,10,anti,1,167
10161,20040417,12,vgs,0,217
10161,20040417,13,anti,1,300
