trial	count_a	lat_a	count_m	lat_m	scorer	xdat
11174.20130604.1.1	1	221	1	133	RC	122
11174.20130604.1.2	1	135	1	133	RC	123
11174.20130604.1.3	1	167	1	150	RC	123
11174.20130604.1.4	1	169	1	167	RC	124
11174.20130604.1.5	1	189	1	183	RC	124
11174.20130604.1.6	1	277	1	283	RC	124
11174.20130604.1.7	1	142	1	150	RC	123
11174.20130604.1.8	1	140	1	150	RC	123
11174.20130604.1.9	1	159	1	167	RC	124
11174.20130604.1.10	0	94	0	100	RC	121
11174.20130604.1.11	1	NA	1	167	RC	122
11174.20130604.1.12	-1	-1	1	183	RC	
11174.20130604.1.13	-1	-1	1	500	RC	
11174.20130604.1.14	1	154	1	167	RC	124
11174.20130604.1.15	1	154	1	150	RC	123
11174.20130604.1.16	-1	-1	1	200	RC	
11174.20130604.1.17	1	172	1	150	RC	123
11174.20130604.1.18	-1	-1	-1	-1	RC	
11174.20130604.1.19	1	233	1	217	RC	122
11174.20130604.1.20	1	167	1	150	RC	122
11174.20130604.1.21	1	NA	1	83	RC	122
11174.20130604.1.22	1	207	1	217	RC	121
11174.20130604.1.23	-1	-1	1	233	RC	
11174.20130604.1.24	1	457	1	450	RC	124
11174.20130604.1.25	-1	-1	1	100	RC	
11174.20130604.1.26	1	204	1	200	RC	121
11174.20130604.1.27	0	150	0	167	RC	121
11174.20130604.1.28	-1	-1	1	167	RC	
11174.20130604.1.29	1	395	1	350	RC	124
11174.20130604.1.30	1	176	1	167	RC	123
11174.20130604.1.31	1	182	1	167	RC	121
11174.20130604.1.32	0	164	1	133	RC	121
11174.20130604.1.33	1	217	1	217	RC	121
11174.20130604.1.34	1	233	1	233	RC	123
11174.20130604.1.35	1	187	1	200	RC	121
11174.20130604.1.36	1	NA	-1	-1	RC	123
11174.20130604.1.37	1	275	1	300	RC	124
11174.20130604.1.38	-1	-1	-1	-1	RC	
11174.20130604.1.39	1	206	1	200	RC	121
11174.20130604.1.40	1	199	1	200	RC	122
11174.20130604.1.41	1	208	1	200	RC	123
11174.20130604.1.42	1	224	1	200	RC	124
11174.20130604.1.43	1	270	1	217	RC	122
11174.20130604.1.44	1	167	1	167	RC	124
11174.20130604.1.45	1	326	1	333	RC	121
11174.20130604.1.46	1	NA	-1	-1	RC	121
11174.20130604.1.47	1	277	1	283	RC	124
11174.20130604.1.48	1	152	1	150	RC	123
11151.20130408.1.1	1	208	1	175	LR	122
11151.20130408.1.2	1	282	1	283	LR	121
11151.20130408.1.3	1	262	1	283	LR	121
11151.20130408.1.4	1	169	1	167	LR	122
11151.20130408.1.5	1	253	1	250	LR	122
11151.20130408.1.6	1	294	1	300	LR	124
11151.20130408.1.7	1	267	1	267	LR	122
11151.20130408.1.8	1	233	1	217	LR	123
11151.20130408.1.9	1	228	1	233	LR	121
11151.20130408.1.10	1	88	1	83	LR	123
11151.20130408.1.11	1	201	1	200	LR	123
11151.20130408.1.12	1	235	1	233	LR	123
11151.20130408.1.13	1	351	1	350	LR	124
11151.20130408.1.14	1	240	1	267	LR	121
11151.20130408.1.15	1	167	1	183	LR	123
11151.20130408.1.16	1	157	1	167	LR	121
11151.20130408.1.17	1	319	1	317	LR	121
11151.20130408.1.18	1	462	1	483	LR	124
11151.20130408.1.19	1	240	1	233	LR	121
11151.20130408.1.20	1	264	1	250	LR	122
11151.20130408.1.21	1	142	1	150	LR	124
11151.20130408.1.22	1	207	1	200	LR	122
11151.20130408.1.23	1	218	1	217	LR	124
11151.20130408.1.24	1	260	1	283	LR	124
11151.20130408.1.25	1	290	1	317	LR	124
11151.20130408.1.26	1	167	1	167	LR	122
11151.20130408.1.27	1	152	1	150	LR	121
11151.20130408.1.28	1	299	1	300	LR	124
11151.20130408.1.29	1	147	1	133	LR	123
11151.20130408.1.30	1	130	1	117	LR	122
11151.20130408.1.31	1	167	1	183	LR	121
11151.20130408.1.32	1	287	-1	-1	LR	122
11151.20130408.1.33	1	137	-1	-1	LR	122
11151.20130408.1.34	1	147	1	167	LR	121
11151.20130408.1.35	1	186	1	200	LR	123
11151.20130408.1.36	1	199	1	200	LR	122
11151.20130408.1.37	1	172	1	150	LR	123
11151.20130408.1.38	1	290	1	283	LR	124
11151.20130408.1.39	1	244	1	250	LR	121
11151.20130408.1.40	1	285	1	283	LR	124
11151.20130408.1.41	1	144	1	133	LR	123
11151.20130408.1.42	1	221	1	217	LR	123
11151.20130408.1.43	1	130	1	150	LR	121
11151.20130408.1.44	1	307	1	300	LR	124
11151.20130408.1.45	1	149	1	167	LR	123
11151.20130408.1.46	1	176	1	167	LR	122
11151.20130408.1.47	1	159	1	150	LR	123
11151.20130408.1.48	1	244	1	267	LR	124
11143.20130304.1.1	1	243	1	183	RC	124
11143.20130304.1.2	1	135	1	133	RC	123
11143.20130304.1.3	1	130	1	117	RC	122
11143.20130304.1.4	1	157	1	133	RC	123
11143.20130304.1.5	1	152	1	133	RC	123
11143.20130304.1.6	1	221	1	217	RC	121
11143.20130304.1.7	1	137	1	117	RC	123
11143.20130304.1.8	1	NA	-1	-1	RC	124
11143.20130304.1.9	1	125	1	117	RC	122
11143.20130304.1.10	1	157	1	167	RC	124
11143.20130304.1.11	1	NA	-1	-1	RC	121
11143.20130304.1.12	1	147	-1	-1	RC	122
11143.20130304.1.13	1	134	-1	-1	RC	124
11143.20130304.1.14	1	113	1	100	RC	122
11143.20130304.1.15	1	130	1	150	RC	121
11143.20130304.1.16	1	NA	-1	-1	RC	121
11143.20130304.1.17	1	125	1	117	RC	122
11143.20130304.1.18	1	125	1	133	RC	122
11143.20130304.1.19	1	152	1	167	RC	122
11143.20130304.1.20	1	147	1	167	RC	121
11143.20130304.1.21	1	NA	-1	-1	RC	124
11143.20130304.1.22	1	137	1	133	RC	121
11143.20130304.1.23	1	147	-1	-1	RC	121
11143.20130304.1.24	1	211	-1	-1	RC	123
11143.20130304.1.25	1	142	1	133	RC	122
11143.20130304.1.26	1	122	-1	-1	RC	121
11143.20130304.1.27	1	115	1	133	RC	121
11143.20130304.1.28	1	164	1	50	RC	123
11143.20130304.1.29	1	137	1	117	RC	123
11143.20130304.1.30	-1	-1	-1	-1	RC	
11143.20130304.1.31	1	239	1	200	RC	123
11143.20130304.1.32	1	NA	-1	-1	RC	124
11143.20130304.1.33	1	186	-1	-1	RC	124
11143.20130304.1.34	-1	-1	-1	-1	RC	
11143.20130304.1.35	1	190	-1	-1	RC	121
11143.20130304.1.36	1	140	-1	-1	RC	123
11143.20130304.1.37	1	103	-1	-1	RC	124
11143.20130304.1.38	1	159	1	133	RC	123
11143.20130304.1.39	1	159	1	133	RC	123
11143.20130304.1.40	1	149	1	150	RC	124
11143.20130304.1.41	1	127	1	117	RC	122
11143.20130304.1.42	1	179	1	183	RC	121
11143.20130304.1.43	1	122	1	133	RC	122
11143.20130304.1.44	1	169	-1	-1	RC	124
11143.20130304.1.45	1	157	1	150	RC	122
11143.20130304.1.46	1	NA	-1	-1	RC	124
11143.20130304.1.47	1	144	1	150	RC	121
11143.20130304.1.48	1	140	1	150	RC	122
11116.20130123.1.1	-1	-1	1	150	RC	
11116.20130123.1.2	1	167	1	167	RC	123
11116.20130123.1.3	1	186	1	183	RC	122
11116.20130123.1.4	1	199	1	200	RC	122
11116.20130123.1.5	1	204	1	217	RC	122
11116.20130123.1.6	1	245	1	250	RC	124
11116.20130123.1.7	1	299	-1	-1	RC	122
11116.20130123.1.8	-1	-1	1	300	RC	
11116.20130123.1.9	1	334	1	300	RC	124
11116.20130123.1.10	1	341	1	350	RC	124
11116.20130123.1.11	1	110	1	133	RC	123
11116.20130123.1.12	1	137	1	150	RC	123
11116.20130123.1.13	1	245	1	233	RC	124
11116.20130123.1.14	1	147	1	150	RC	122
11116.20130123.1.15	1	285	-1	-1	RC	124
11116.20130123.1.16	1	211	1	217	RC	123
11116.20130123.1.17	1	126	1	133	RC	121
11116.20130123.1.18	1	142	1	150	RC	122
11116.20130123.1.19	1	191	1	200	RC	121
11116.20130123.1.20	1	259	1	267	RC	124
11116.20130123.1.21	1	159	1	183	RC	121
11116.20130123.1.22	1	307	1	317	RC	121
11116.20130123.1.23	1	208	1	217	RC	123
11116.20130123.1.24	1	213	1	233	RC	123
11116.20130123.1.25	1	184	1	183	RC	122
11116.20130123.1.26	1	NA	-1	-1	RC	122
11116.20130123.1.27	1	144	1	150	RC	124
11116.20130123.1.28	1	212	1	217	RC	122
11116.20130123.1.29	-1	-1	-1	-1	RC	
11116.20130123.1.30	-1	-1	-1	-1	RC	
11116.20130123.1.31	1	211	1	217	RC	123
11116.20130123.1.32	1	168	1	167	RC	121
11116.20130123.1.33	-1	-1	-1	-1	RC	
11116.20130123.1.34	1	282	1	-150	RC	124
11116.20130123.1.35	1	179	1	183	RC	123
11116.20130123.1.36	1	189	1	200	RC	121
11116.20130123.1.37	1	223	-1	-1	RC	122
11116.20130123.1.38	1	120	1	117	RC	124
11116.20130123.1.39	1	189	1	200	RC	123
11116.20130123.1.40	1	176	-1	-1	RC	122
11116.20130123.1.41	1	174	1	183	RC	123
11116.20130123.1.42	1	164	1	167	RC	124
11116.20130123.1.43	1	147	1	150	RC	122
11116.20130123.1.44	1	125	1	133	RC	124
11116.20130123.1.45	1	129	1	150	RC	121
11116.20130123.1.46	1	231	1	233	RC	124
11116.20130123.1.47	1	130	1	133	RC	121
11116.20130123.1.48	1	133	1	33	RC	121
11111.20130116.1.1	1	205	1	133	RI	121
11111.20130116.1.2	1	184	1	183	RI	122
11111.20130116.1.3	1	223	1	233	RI	123
11111.20130116.1.4	1	204	1	200	RI	123
11111.20130116.1.5	1	351	1	350	RI	123
11111.20130116.1.6	1	292	1	283	RI	124
11111.20130116.1.7	1	179	1	167	RI	122
11111.20130116.1.8	1	218	1	200	RI	123
11111.20130116.1.9	1	159	1	167	RI	124
11111.20130116.1.10	1	176	1	167	RI	123
11111.20130116.1.11	1	172	1	167	RI	123
11111.20130116.1.12	1	177	1	167	RI	123
11111.20130116.1.13	1	213	1	217	RI	121
11111.20130116.1.14	1	285	1	333	RI	124
11111.20130116.1.15	1	191	1	200	RI	121
11111.20130116.1.16	1	135	1	117	RI	122
11111.20130116.1.17	1	184	1	183	RI	123
11111.20130116.1.18	1	181	1	200	RI	122
11111.20130116.1.19	1	176	1	167	RI	121
11111.20130116.1.20	1	167	1	167	RI	123
11111.20130116.1.21	1	172	1	167	RI	124
11111.20130116.1.22	1	172	1	167	RI	122
11111.20130116.1.23	1	218	1	200	RI	122
11111.20130116.1.24	1	167	1	167	RI	121
11111.20130116.1.25	1	196	-1	400	RI	124
11111.20130116.1.26	1	204	1	217	RI	123
11111.20130116.1.27	1	167	1	150	RI	122
11111.20130116.1.28	1	162	1	183	RI	121
11111.20130116.1.29	1	174	1	183	RI	121
11111.20130116.1.30	1	196	1	200	RI	122
11111.20130116.1.31	1	262	1	267	RI	122
11111.20130116.1.32	1	238	1	233	RI	124
11111.20130116.1.33	1	260	1	267	RI	124
11111.20130116.1.34	1	176	1	183	RI	123
11111.20130116.1.35	1	285	1	283	RI	121
11111.20130116.1.36	1	152	1	167	RI	122
11111.20130116.1.37	1	341	-1	-1	RI	124
11111.20130116.1.38	1	191	1	183	RI	124
11111.20130116.1.39	1	204	1	200	RI	122
11111.20130116.1.40	1	204	1	200	RI	121
11111.20130116.1.41	1	297	1	300	RI	124
11111.20130116.1.42	1	164	1	167	RI	124
11111.20130116.1.43	1	184	1	183	RI	123
11111.20130116.1.44	1	186	1	183	RI	121
11111.20130116.1.45	1	206	1	217	RI	122
11111.20130116.1.46	1	167	1	167	RI	121
11111.20130116.1.47	1	177	1	183	RI	124
11111.20130116.1.48	1	226	1	217	RI	121
11090.20121207.1.1	1	135	1	70	LR	123
11090.20121207.1.2	1	183	1	200	LR	122
11090.20121207.1.3	2	194	2	183	LR	121
11090.20121207.1.4	1	NA	-1	-1	LR	121
11090.20121207.1.5	1	169	-1	-1	LR	121
11090.20121207.1.6	1	164	1	167	LR	124
11090.20121207.1.7	1	169	1	183	LR	123
11090.20121207.1.8	1	132	1	117	LR	122
11090.20121207.1.9	1	NA	-1	-1	LR	124
11090.20121207.1.10	1	NA	-1	-1	LR	121
11090.20121207.1.11	-1	-1	-1	583	LR	
11090.20121207.1.12	1	159	1	133	LR	123
11090.20121207.1.13	1	NA	-1	-1	LR	122
11090.20121207.1.14	2	93	-1	-1	LR	124
11090.20121207.1.15	1	93	-1	-1	LR	124
11090.20121207.1.16	1	NA	-1	-1	LR	121
11090.20121207.1.17	1	272	1	267	LR	124
11090.20121207.1.18	1	105	1	117	LR	122
11090.20121207.1.19	1	105	1	117	LR	122
11090.20121207.1.20	1	NA	-1	-1	LR	124
11090.20121207.1.21	1	NA	-1	-1	LR	122
11090.20121207.1.22	1	100	1	100	LR	122
11090.20121207.1.23	1	125	1	117	LR	124
11090.20121207.1.24	1	189	1	200	LR	122
11090.20121207.1.25	1	124	1	117	LR	123
11090.20121207.1.26	1	162	1	167	LR	124
11090.20121207.1.27	1	162	1	167	LR	124
11090.20121207.1.28	1	142	1	100	LR	121
11090.20121207.1.29	1	93	1	83	LR	123
11090.20121207.1.30	1	122	1	133	LR	122
11090.20121207.1.31	1	87	1	83	LR	124
11090.20121207.1.32	1	167	1	167	LR	122
11090.20121207.1.33	-1	-1	-1	-1	LR	
11090.20121207.1.34	1	115	1	83	LR	123
11090.20121207.1.35	1	192	1	183	LR	123
11090.20121207.1.36	1	154	1	150	LR	123
11090.20121207.1.37	1	157	1	150	LR	121
11090.20121207.1.38	1	130	-1	-1	LR	122
11090.20121207.1.39	1	122	1	117	LR	124
11090.20121207.1.40	1	164	1	167	LR	124
11090.20121207.1.41	1	182	1	183	LR	121
11090.20121207.1.42	1	105	1	100	LR	123
11090.20121207.1.43	-1	-1	-1	-1	LR	
11090.20121207.1.44	1	127	1	133	LR	122
11090.20121207.1.45	2	95	2	100	LR	121
11090.20121207.1.46	1	169	1	167	LR	123
11090.20121207.1.47	1	176	1	200	LR	121
11090.20121207.1.48	1	191	1	217	LR	121
11088.20121204.1.1	1	324	-1	-1	LR	122
11088.20121204.1.2	1	181	-1	-1	LR	122
11088.20121204.1.3	1	292	1	300	LR	121
11088.20121204.1.4	1	152	1	167	LR	121
11088.20121204.1.5	1	154	1	150	LR	122
11088.20121204.1.6	1	477	-1	-1	LR	124
11088.20121204.1.7	1	447	1	450	LR	123
11088.20121204.1.8	1	231	1	217	LR	123
11088.20121204.1.9	1	529	-1	-1	LR	124
11088.20121204.1.10	1	132	1	133	LR	121
11088.20121204.1.11	1	287	1	283	LR	122
11088.20121204.1.12	1	172	1	183	LR	123
11088.20121204.1.13	1	241	1	233	LR	124
11088.20121204.1.14	1	186	1	200	LR	122
11088.20121204.1.15	1	142	1	133	LR	123
11088.20121204.1.16	1	152	-1	-1	LR	124
11088.20121204.1.17	1	90	1	200	LR	124
11088.20121204.1.18	1	159	1	167	LR	121
11088.20121204.1.19	1	174	1	167	LR	123
11088.20121204.1.20	1	167	1	167	LR	121
11088.20121204.1.21	1	152	-1	-1	LR	123
11088.20121204.1.22	1	176	1	183	LR	121
11088.20121204.1.23	1	122	1	117	LR	124
11088.20121204.1.24	1	166	1	183	LR	123
11088.20121204.1.25	1	285	1	283	LR	122
11088.20121204.1.26	1	469	1	450	LR	123
11088.20121204.1.27	1	127	1	133	LR	121
11088.20121204.1.28	1	184	1	183	LR	124
11088.20121204.1.29	1	192	1	133	LR	124
11088.20121204.1.30	1	154	1	150	LR	121
11088.20121204.1.31	1	144	-1	-1	LR	123
11088.20121204.1.32	1	179	1	167	LR	122
11088.20121204.1.33	1	167	1	167	LR	123
11088.20121204.1.34	1	142	1	133	LR	122
11088.20121204.1.35	1	186	1	183	LR	124
11088.20121204.1.36	1	199	1	183	LR	122
11088.20121204.1.37	1	481	1	467	LR	122
11088.20121204.1.38	1	339	-1	-1	LR	122
11088.20121204.1.39	1	213	1	217	LR	121
11088.20121204.1.40	1	199	1	200	LR	121
11088.20121204.1.41	1	179	1	183	LR	124
11088.20121204.1.42	1	154	1	150	LR	122
11088.20121204.1.43	1	194	1	200	LR	124
11088.20121204.1.44	1	120	1	117	LR	123
11088.20121204.1.45	1	167	1	167	LR	121
11088.20121204.1.46	1	191	1	200	LR	124
11088.20121204.1.47	1	127	1	117	LR	123
11088.20121204.1.48	1	322	1	317	LR	121
11072.20121105.1.1	1	132	1	-67	RC	123
11072.20121105.1.2	1	235	1	233	RC	124
11072.20121105.1.3	1	105	1	100	RC	123
11072.20121105.1.4	1	253	1	250	RC	123
11072.20121105.1.5	1	223	1	233	RC	124
11072.20121105.1.6	1	127	1	133	RC	124
11072.20121105.1.7	1	164	1	167	RC	122
11072.20121105.1.8	1	231	-1	-1	RC	121
11072.20121105.1.9	1	130	1	133	RC	121
11072.20121105.1.10	2	88	1	167	RC	124
11072.20121105.1.11	1	184	-1	-1	RC	121
11072.20121105.1.12	1	167	1	167	RC	124
11072.20121105.1.13	1	277	1	283	RC	121
11072.20121105.1.14	1	208	1	200	RC	121
11072.20121105.1.15	1	125	1	117	RC	122
11072.20121105.1.16	1	132	1	117	RC	122
11072.20121105.1.17	1	144	1	150	RC	121
11072.20121105.1.18	1	113	1	100	RC	123
11072.20121105.1.19	1	216	1	233	RC	122
11072.20121105.1.20	1	123	1	117	RC	122
11072.20121105.1.21	1	164	1	167	RC	122
11072.20121105.1.22	1	167	1	150	RC	123
11072.20121105.1.23	1	196	1	200	RC	124
11072.20121105.1.24	0	98	-1	-1	RC	122
11072.20121105.1.25	1	235	1	233	RC	122
11072.20121105.1.26	1	189	-1	-1	RC	124
11072.20121105.1.27	1	174	1	183	RC	124
11072.20121105.1.28	1	214	1	217	RC	121
11072.20121105.1.29	1	184	1	183	RC	121
11072.20121105.1.30	1	122	1	117	RC	123
11072.20121105.1.31	1	127	1	133	RC	121
11072.20121105.1.32	1	159	1	167	RC	123
11072.20121105.1.33	1	108	1	100	RC	122
11072.20121105.1.34	1	167	1	167	RC	122
11072.20121105.1.35	1	78	-1	-1	RC	124
11072.20121105.1.36	1	189	1	183	RC	124
11072.20121105.1.37	1	135	1	133	RC	123
11072.20121105.1.38	1	144	1	150	RC	123
11072.20121105.1.39	1	265	-1	-1	RC	122
11072.20121105.1.40	1	140	1	133	RC	123
11072.20121105.1.41	1	216	1	217	RC	121
11072.20121105.1.42	1	144	1	150	RC	124
11072.20121105.1.43	1	206	-1	-1	RC	123
11072.20121105.1.44	1	144	1	167	RC	121
11072.20121105.1.45	1	147	1	150	RC	121
11072.20121105.1.46	1	147	1	133	RC	123
11072.20121105.1.47	1	132	1	117	RC	122
11072.20121105.1.48	1	191	1	183	RC	124
11060.20121023.1.1	1	152	1	150	RC	121
11060.20121023.1.2	1	122	1	117	RC	121
11060.20121023.1.3	1	93	1	100	RC	122
11060.20121023.1.4	1	149	1	167	RC	124
11060.20121023.1.5	1	204	1	217	RC	122
11060.20121023.1.6	1	208	1	200	RC	124
11060.20121023.1.7	1	147	1	133	RC	123
11060.20121023.1.8	1	159	1	167	RC	121
11060.20121023.1.9	1	117	1	133	RC	122
11060.20121023.1.10	1	117	1	133	RC	123
11060.20121023.1.11	1	152	1	150	RC	124
11060.20121023.1.12	1	167	1	167	RC	124
11060.20121023.1.13	1	NA	1	100	RC	122
11060.20121023.1.14	1	144	1	150	RC	123
11060.20121023.1.15	1	216	1	217	RC	123
11060.20121023.1.16	1	120	1	117	RC	123
11060.20121023.1.17	1	129	1	133	RC	121
11060.20121023.1.18	1	124	1	150	RC	121
11060.20121023.1.19	1	154	1	150	RC	124
11060.20121023.1.20	-1	-1	1	83	RC	
11060.20121023.1.21	1	137	1	133	RC	124
11060.20121023.1.22	1	144	1	150	RC	121
11060.20121023.1.23	1	125	1	133	RC	124
11060.20121023.1.24	1	144	1	133	RC	123
11060.20121023.1.25	1	137	1	133	RC	123
11060.20121023.1.26	1	147	1	133	RC	122
11060.20121023.1.27	1	147	1	150	RC	122
11060.20121023.1.28	1	137	1	167	RC	121
11060.20121023.1.29	1	117	1	100	RC	123
11060.20121023.1.30	1	95	1	83	RC	123
11060.20121023.1.31	1	262	1	267	RC	121
11060.20121023.1.32	-1	-1	1	350	RC	
11060.20121023.1.33	1	196	1	200	RC	124
11060.20121023.1.34	1	186	1	167	RC	121
11060.20121023.1.35	1	132	1	67	RC	124
11060.20121023.1.36	1	159	1	183	RC	122
11060.20121023.1.37	1	290	1	0	RC	122
11060.20121023.1.38	-1	-1	-1	-1	RC	
11060.20121023.1.39	1	174	1	200	RC	121
11060.20121023.1.40	-1	-1	1	-183	RC	
11060.20121023.1.41	-1	-1	1	-83	RC	
11060.20121023.1.42	-1	-1	-1	-1	RC	
11060.20121023.1.43	1	164	1	-133	RC	124
11060.20121023.1.44	1	140	1	133	RC	122
11060.20121023.1.45	1	140	1	133	RC	123
11060.20121023.1.46	-1	-1	-1	-1	RC	
11060.20121023.1.47	1	105	1	100	RC	124
11060.20121023.1.48	1	284	1	283	RC	124
11054.20121018.1.1	1	191	1	50	RC	124
11054.20121018.1.2	1	194	1	200	RC	121
11054.20121018.1.3	1	157	1	167	RC	123
11054.20121018.1.4	1	NA	1	283	RC	124
11054.20121018.1.5	1	162	1	167	RC	124
11054.20121018.1.6	1	152	1	167	RC	121
11054.20121018.1.7	1	447	1	483	RC	122
11054.20121018.1.8	1	194	1	217	RC	121
11054.20121018.1.9	1	172	1	200	RC	121
11054.20121018.1.10	1	322	-1	-1	RC	122
11054.20121018.1.11	1	371	-1	-1	RC	122
11054.20121018.1.12	-1	-1	-1	-1	RC	
11054.20121018.1.13	1	162	1	167	RC	121
11054.20121018.1.14	1	152	1	150	RC	123
11054.20121018.1.15	1	290	1	300	RC	124
11054.20121018.1.16	1	137	1	133	RC	122
11054.20121018.1.17	1	172	1	183	RC	121
11054.20121018.1.18	1	73	1	100	RC	123
11054.20121018.1.19	1	132	1	117	RC	122
11054.20121018.1.20	1	159	1	167	RC	123
11054.20121018.1.21	1	101	1	117	RC	122
11054.20121018.1.22	1	221	1	250	RC	124
11054.20121018.1.23	1	174	1	200	RC	121
11054.20121018.1.24	1	312	1	333	RC	122
11054.20121018.1.25	1	172	1	183	RC	122
11054.20121018.1.26	1	218	1	233	RC	121
11054.20121018.1.27	1	144	1	167	RC	121
11054.20121018.1.28	1	152	1	150	RC	122
11054.20121018.1.29	1	194	1	200	RC	123
11054.20121018.1.30	1	164	1	167	RC	123
11054.20121018.1.31	1	167	1	167	RC	123
11054.20121018.1.32	1	154	1	150	RC	122
11054.20121018.1.33	1	164	1	167	RC	124
11054.20121018.1.34	1	196	1	200	RC	124
11054.20121018.1.35	1	122	1	133	RC	121
11054.20121018.1.36	1	108	1	133	RC	121
11054.20121018.1.37	1	223	1	267	RC	124
11054.20121018.1.38	2	83	0	83	RC	124
11054.20121018.1.39	1	167	1	167	RC	123
11054.20121018.1.40	1	NA	1	233	RC	124
11054.20121018.1.41	1	NA	-1	-1	RC	122
11054.20121018.1.42	1	90	1	100	RC	123
11054.20121018.1.43	1	NA	1	50	RC	122
11054.20121018.1.44	1	157	-1	-1	RC	123
11054.20121018.1.45	1	127	1	167	RC	121
11054.20121018.1.46	1	NA	1	267	RC	123
11054.20121018.1.47	1	194	1	200	RC	124
11054.20121018.1.48	1	154	1	167	RC	124
11052.20121018.1.1	1	356	1	300	RC	124
11052.20121018.1.2	1	206	1	200	RC	123
11052.20121018.1.3	1	189	1	200	RC	122
11052.20121018.1.4	1	167	1	150	RC	123
11052.20121018.1.5	1	176	1	167	RC	123
11052.20121018.1.6	1	209	-1	-1	RC	121
11052.20121018.1.7	1	213	1	200	RC	123
11052.20121018.1.8	1	169	1	167	RC	123
11052.20121018.1.9	1	169	1	183	RC	121
11052.20121018.1.10	1	184	1	200	RC	124
11052.20121018.1.11	1	176	-1	-1	RC	124
11052.20121018.1.12	1	142	1	150	RC	121
11052.20121018.1.13	1	232	1	233	RC	124
11052.20121018.1.14	1	189	1	183	RC	121
11052.20121018.1.15	1	181	1	167	RC	122
11052.20121018.1.16	1	167	1	183	RC	123
11052.20121018.1.17	1	147	1	133	RC	122
11052.20121018.1.18	1	184	1	183	RC	124
11052.20121018.1.19	1	167	1	150	RC	122
11052.20121018.1.20	1	159	1	150	RC	122
11052.20121018.1.21	1	177	1	67	RC	123
11052.20121018.1.22	1	186	1	183	RC	121
11052.20121018.1.23	1	167	1	150	RC	122
11052.20121018.1.24	1	142	1	150	RC	121
11052.20121018.1.25	1	159	1	183	RC	124
11052.20121018.1.26	1	176	-1	-1	RC	122
11052.20121018.1.27	1	152	1	133	RC	122
11052.20121018.1.28	1	176	1	183	RC	121
11052.20121018.1.29	1	142	1	133	RC	122
11052.20121018.1.30	1	144	1	150	RC	122
11052.20121018.1.31	1	162	1	167	RC	121
11052.20121018.1.32	1	191	1	183	RC	124
11052.20121018.1.33	1	322	-1	-1	RC	124
11052.20121018.1.34	1	262	-1	-1	RC	123
11052.20121018.1.35	1	176	1	150	RC	122
11052.20121018.1.36	1	254	1	250	RC	121
11052.20121018.1.37	1	196	1	183	RC	123
11052.20121018.1.38	1	187	1	183	RC	124
11052.20121018.1.39	1	167	1	167	RC	121
11052.20121018.1.40	1	150	1	150	RC	124
11052.20121018.1.41	1	157	1	167	RC	121
11052.20121018.1.42	1	172	1	167	RC	122
11052.20121018.1.43	1	182	1	167	RC	124
11052.20121018.1.44	1	174	1	167	RC	123
11052.20121018.1.45	1	147	1	150	RC	121
11052.20121018.1.46	1	142	1	133	RC	123
11052.20121018.1.47	1	164	1	150	RC	123
11052.20121018.1.48	1	164	1	167	RC	124
10927.20120927.1.1	-1	-1	1	-133	RC	
10927.20120927.1.2	1	130	1	133	RC	123
10927.20120927.1.3	1	344	1	367	RC	124
10927.20120927.1.4	0	335	1	383	RC	122
10927.20120927.1.5	1	113	1	117	RC	123
10927.20120927.1.6	1	NA	1	217	RC	121
10927.20120927.1.7	1	NA	1	233	RC	121
10927.20120927.1.8	1	NA	1	167	RC	121
10927.20120927.1.9	1	125	1	133	RC	124
10927.20120927.1.10	1	NA	-1	-1	RC	122
10927.20120927.1.11	1	159	1	167	RC	124
10927.20120927.1.12	-1	-1	1	167	RC	
10927.20120927.1.13	1	142	1	133	RC	123
10927.20120927.1.14	1	120	1	117	RC	121
10927.20120927.1.15	-1	-1	-1	-1	RC	
10927.20120927.1.16	1	255	1	267	RC	121
10927.20120927.1.17	1	243	1	250	RC	124
10927.20120927.1.18	1	191	1	200	RC	124
10927.20120927.1.19	1	142	1	150	RC	123
10927.20120927.1.20	1	85	1	67	RC	121
10927.20120927.1.21	1	144	1	150	RC	124
10927.20120927.1.22	1	329	1	333	RC	124
10927.20120927.1.23	-1	-1	1	283	RC	
10927.20120927.1.24	1	NA	1	217	RC	122
10927.20120927.1.25	-1	-1	1	250	RC	
10927.20120927.1.26	1	69	1	-67	RC	121
10927.20120927.1.27	-1	-1	1	167	RC	
10927.20120927.1.28	1	382	1	383	RC	124
10927.20120927.1.29	1	223	1	233	RC	123
10927.20120927.1.30	1	235	1	233	RC	123
10927.20120927.1.31	1	135	1	150	RC	123
10927.20120927.1.32	1	169	1	-100	RC	121
10927.20120927.1.33	1	NA	1	267	RC	121
10927.20120927.1.34	1	NA	1	150	RC	121
10927.20120927.1.35	1	162	1	167	RC	123
10927.20120927.1.36	1	NA	1	133	RC	122
10927.20120927.1.37	1	139	1	117	RC	123
10927.20120927.1.38	2	141	1	217	RC	124
10927.20120927.1.39	-1	-1	1	83	RC	
10927.20120927.1.40	-1	-1	1	200	RC	
10927.20120927.1.41	1	201	1	217	RC	124
10927.20120927.1.42	1	142	1	133	RC	123
10927.20120927.1.43	-1	-1	1	183	RC	
10927.20120927.1.44	1	125	1	-100	RC	123
