"vid","trial","lat.asl","Count.asl","Desc.asl","dotpos","lat.el","Count.el","Desc.el"
"3499RR02",1,191,0,"",514,207,2,""
"3499RR02",10,199,2,"",1661,47,-1,"early saccade"
"3499RR02",100,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-74762,-1,"early saccade"
"3499RR02",101,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-80762,-1,"early saccade"
"3499RR02",102,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-86762,-1,"early saccade"
"3499RR02",103,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-92762,-1,"early saccade"
"3499RR02",104,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-98762,-1,"early saccade"
"3499RR02",105,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-104762,-1,"early saccade"
"3499RR02",106,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-110762,-1,"early saccade"
"3499RR02",107,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-116762,-1,"early saccade"
"3499RR02",108,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-122762,-1,"early saccade"
"3499RR02",109,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-128762,-1,"early saccade"
"3499RR02",11,151,2,"",1406,32,-1,"early saccade"
"3499RR02",110,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-134761,-1,"early saccade"
"3499RR02",111,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-140761,-1,"early saccade"
"3499RR02",12,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-1432,-1,"early saccade"
"3499RR02",13,288,1,"",259,96,1,""
"3499RR02",14,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-1764,-1,"early saccade"
"3499RR02",15,188,2,"",514,182,2,""
"3499RR02",16,NA,-1,"no saccades (getSacs)",259,302,1,""
"3499RR02",17,198,2,"",1406,198,2,""
"3499RR02",18,231,2,"",96,230,2,""
"3499RR02",19,182,2,"",1406,178,2,""
"3499RR02",2,249,0,"",1661,267,2,""
"3499RR02",20,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-294,-1,"early saccade"
"3499RR02",21,147,0,"",514,110,2,""
"3499RR02",22,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4070,-1,"early saccade"
"3499RR02",23,316,1,"",1661,314,0,""
"3499RR02",24,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-1714,-1,"early saccade"
"3499RR02",25,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-7714,-1,"early saccade"
"3499RR02",26,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-13713,-1,"early saccade"
"3499RR02",27,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-19713,-1,"early saccade"
"3499RR02",28,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-25713,-1,"early saccade"
"3499RR02",29,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-6988,-1,"early saccade"
"3499RR02",3,231,2,"",1824,251,2,""
"3499RR02",30,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-12989,-1,"early saccade"
"3499RR02",31,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-18989,-1,"early saccade"
"3499RR02",32,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-24989,-1,"early saccade"
"3499RR02",33,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-2864,-1,"early saccade"
"3499RR02",34,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-8864,-1,"early saccade"
"3499RR02",35,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4704,-1,"early saccade"
"3499RR02",36,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-10704,-1,"early saccade"
"3499RR02",37,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-3872,-1,"early saccade"
"3499RR02",38,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-9872,-1,"early saccade"
"3499RR02",39,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-15872,-1,"early saccade"
"3499RR02",4,187,2,"",96,203,2,""
"3499RR02",40,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-21872,-1,"early saccade"
"3499RR02",41,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-27872,-1,"early saccade"
"3499RR02",42,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-33872,-1,"early saccade"
"3499RR02",43,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-47805,-1,"early saccade"
"3499RR02",44,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-53805,-1,"early saccade"
"3499RR02",45,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-59805,-1,"early saccade"
"3499RR02",46,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-65805,-1,"early saccade"
"3499RR02",47,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-71805,-1,"early saccade"
"3499RR02",48,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-77805,-1,"early saccade"
"3499RR02",49,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-83805,-1,"early saccade"
"3499RR02",5,332,1,"",96,351,1,""
"3499RR02",50,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-89805,-1,"early saccade"
"3499RR02",51,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-95805,-1,"early saccade"
"3499RR02",52,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-101805,-1,"early saccade"
"3499RR02",53,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-107805,-1,"early saccade"
"3499RR02",54,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-113805,-1,"early saccade"
"3499RR02",55,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-119805,-1,"early saccade"
"3499RR02",56,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-125804,-1,"early saccade"
"3499RR02",57,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-145688,-1,"early saccade"
"3499RR02",58,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-151688,-1,"early saccade"
"3499RR02",59,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-157687,-1,"early saccade"
"3499RR02",6,249,2,"",1824,263,2,""
"3499RR02",60,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-163687,-1,"early saccade"
"3499RR02",61,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-169687,-1,"early saccade"
"3499RR02",62,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-175687,-1,"early saccade"
"3499RR02",63,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-181687,-1,"early saccade"
"3499RR02",64,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-187687,-1,"early saccade"
"3499RR02",65,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-193687,-1,"early saccade"
"3499RR02",66,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-199687,-1,"early saccade"
"3499RR02",67,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-205687,-1,"early saccade"
"3499RR02",68,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-211687,-1,"early saccade"
"3499RR02",69,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-217687,-1,"early saccade"
"3499RR02",7,167,2,"",1406,183,2,""
"3499RR02",70,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-223687,-1,"early saccade"
"3499RR02",71,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-239787,-1,"early saccade"
"3499RR02",72,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-245787,-1,"early saccade"
"3499RR02",73,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-251787,-1,"early saccade"
"3499RR02",74,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-257787,-1,"early saccade"
"3499RR02",75,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-263787,-1,"early saccade"
"3499RR02",76,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-269787,-1,"early saccade"
"3499RR02",77,245,2,"",259,249,2,""
"3499RR02",78,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-3979,-1,"early saccade"
"3499RR02",79,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-9979,-1,"early saccade"
"3499RR02",8,314,1,"",96,11,-1,"early saccade"
"3499RR02",80,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-15979,-1,"early saccade"
"3499RR02",81,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-21979,-1,"early saccade"
"3499RR02",82,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-27978,-1,"early saccade"
"3499RR02",83,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-33978,-1,"early saccade"
"3499RR02",84,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-39978,-1,"early saccade"
"3499RR02",85,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-54645,-1,"early saccade"
"3499RR02",86,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-60645,-1,"early saccade"
"3499RR02",87,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-1809,-1,"early saccade"
"3499RR02",88,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-7809,-1,"early saccade"
"3499RR02",89,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-13809,-1,"early saccade"
"3499RR02",9,300,1,"",514,315,1,""
"3499RR02",90,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-2013,-1,"early saccade"
"3499RR02",91,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-8013,-1,"early saccade"
"3499RR02",92,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-14013,-1,"early saccade"
"3499RR02",93,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-20012,-1,"early saccade"
"3499RR02",94,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-26012,-1,"early saccade"
"3499RR02",95,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-32012,-1,"early saccade"
"3499RR02",96,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-38012,-1,"early saccade"
"3499RR02",97,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-44012,-1,"early saccade"
"3499RR02",98,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-50012,-1,"early saccade"
"3499RR02",99,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-68762,-1,"early saccade"
"3499RR05",1,191,2,"",1406,86,2,""
"3499RR05",10,NA,-1,"average fixpos(247.0) is off from middle(130.5) by 116.49 (>max 50.0)!",259,358,1,""
"3499RR05",100,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-3567,-1,"early saccade"
"3499RR05",101,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-1079,-1,"early saccade"
"3499RR05",102,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-623,-1,"early saccade"
"3499RR05",103,162,2,"",1406,109,2,""
"3499RR05",104,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-447,-1,"early saccade"
"3499RR05",105,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4351,-1,"early saccade"
"3499RR05",106,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-10351,-1,"early saccade"
"3499RR05",107,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-16443,-1,"early saccade"
"3499RR05",108,162,2,"",1824,165,2,""
"3499RR05",109,144,2,"",1824,154,2,""
"3499RR05",11,140,2,"",1661,158,2,""
"3499RR05",110,270,1,"",259,278,1,""
"3499RR05",111,242,2,"",1824,249,1,""
"3499RR05",12,437,1,"",96,202,1,""
"3499RR05",13,258,1,"",96,274,1,""
"3499RR05",14,298,1,"",1824,311,1,""
"3499RR05",15,NA,-1,"average fixpos(35.3) is off from middle(130.5) by 95.19 (>max 50.0)!",1824,316,1,""
"3499RR05",16,292,1,"",96,292,1,""
"3499RR05",17,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,736,1,""
"3499RR05",18,NA,-1,"average fixpos(3.5) is off from middle(130.5) by 127.01 (>max 50.0)!",1406,80,1,""
"3499RR05",19,NA,-1,"average fixpos(261.4) is off from middle(130.5) by 130.86 (>max 50.0)!",514,352,1,""
"3499RR05",2,289,1,"",259,306,1,""
"3499RR05",20,NA,-1,"average fixpos(200.5) is off from middle(130.5) by 69.98 (>max 50.0)!",1824,144,2,""
"3499RR05",21,325,2,"",259,320,2,""
"3499RR05",22,NA,-1,"average fixpos(18.2) is off from middle(130.5) by 112.27 (>max 50.0)!",96,304,1,""
"3499RR05",23,NA,-1,"average fixpos(16.3) is off from middle(130.5) by 114.16 (>max 50.0)!",514,328,1,""
"3499RR05",24,NA,-1,"4 samples > 34 px (10.00 max) from 93.36 (base)",1661,241,2,""
"3499RR05",25,241,2,"",1824,244,2,""
"3499RR05",26,NA,-1,"no saccades (getSacs)",96,293,1,""
"3499RR05",27,169,2,"",1661,173,2,""
"3499RR05",28,176,2,"",1406,177,2,""
"3499RR05",29,149,2,"",1661,149,2,""
"3499RR05",3,118,2,"",1661,10,-1,"early saccade"
"3499RR05",30,141,2,"",514,141,2,""
"3499RR05",31,256,2,"",96,89,2,""
"3499RR05",32,NA,-1,"average fixpos(26.3) is off from middle(130.5) by 104.18 (>max 50.0)!",96,197,2,""
"3499RR05",33,344,1,"",259,349,1,""
"3499RR05",34,408,1,"",96,413,1,""
"3499RR05",35,413,1,"",1824,101,1,""
"3499RR05",36,182,2,"",259,177,2,""
"3499RR05",37,196,2,"",1824,205,2,""
"3499RR05",38,147,2,"",1661,149,2,""
"3499RR05",39,NA,-1,"moving (18.414 px/60Hz) before target onset",514,9,-1,"early saccade"
"3499RR05",4,100,2,"",1824,118,2,""
"3499RR05",40,NA,-1,"< 30% tracking for samples of interest",1406,-27,-1,"early saccade"
"3499RR05",41,NA,-1,"no data left after removing blinks",1824,-39,-1,"early saccade"
"3499RR05",42,195,2,"",1406,197,2,""
"3499RR05",43,255,1,"",1824,254,1,""
"3499RR05",44,141,2,"",1661,142,2,""
"3499RR05",45,193,2,"",96,194,2,""
"3499RR05",46,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,246,1,""
"3499RR05",47,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-1418,-1,"early saccade"
"3499RR05",48,319,1,"",1824,318,1,""
"3499RR05",49,149,2,"",1406,150,2,""
"3499RR05",5,318,1,"",96,338,1,""
"3499RR05",50,182,2,"",514,182,2,""
"3499RR05",51,NA,-1,"4 samples > 21 px (10.00 max) from 111.23 (base)",1824,262,1,""
"3499RR05",52,NA,-1,"average fixpos(3.8) is off from middle(130.5) by 126.74 (>max 50.0)!",1661,86,2,""
"3499RR05",53,281,1,"",96,287,1,""
"3499RR05",54,167,2,"",514,163,2,""
"3499RR05",55,303,1,"",259,311,1,""
"3499RR05",56,570,2,"",259,563,1,""
"3499RR05",57,NA,-1,"< 30% tracking for samples of interest",514,74,2,""
"3499RR05",58,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-5954,-1,"early saccade"
"3499RR05",59,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-11954,-1,"early saccade"
"3499RR05",6,257,2,"",514,-242,-1,"early saccade"
"3499RR05",60,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-1370,-1,"early saccade"
"3499RR05",61,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-7370,-1,"early saccade"
"3499RR05",62,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-13369,-1,"early saccade"
"3499RR05",63,NA,-1,"average fixpos(245.9) is off from middle(130.5) by 115.44 (>max 50.0)!",1661,230,1,""
"3499RR05",64,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-1998,-1,"early saccade"
"3499RR05",65,NA,-1,"< 30% tracking for samples of interest",1406,55,-1,"early saccade"
"3499RR05",66,143,2,"",1406,147,2,""
"3499RR05",67,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,135,2,""
"3499RR05",68,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-2853,-1,"early saccade"
"3499RR05",69,361,1,"",259,366,1,""
"3499RR05",7,145,2,"",514,158,2,""
"3499RR05",70,413,1,"",514,419,1,""
"3499RR05",71,134,2,"",1824,141,2,""
"3499RR05",72,310,1,"",259,313,1,""
"3499RR05",73,293,1,"",1661,293,1,""
"3499RR05",74,332,1,"",514,337,1,""
"3499RR05",75,173,2,"",514,177,2,""
"3499RR05",76,163,2,"",1406,165,2,""
"3499RR05",77,130,2,"",1406,133,2,""
"3499RR05",78,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-983,-1,"early saccade"
"3499RR05",79,204,2,"",259,205,2,""
"3499RR05",8,198,2,"",1406,218,2,""
"3499RR05",80,141,2,"",1661,145,2,""
"3499RR05",81,NA,-1,"4 samples > 32 px (10.00 max) from 149.70 (base)",96,-47,-1,"early saccade"
"3499RR05",82,250,1,"",96,253,1,""
"3499RR05",83,160,2,"",1824,165,2,""
"3499RR05",84,94,2,"",96,97,2,""
"3499RR05",85,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-7978,-1,"early saccade"
"3499RR05",86,163,2,"",1824,166,2,""
"3499RR05",87,196,2,"",514,194,2,""
"3499RR05",88,NA,-1,"no data left after removing blinks",259,-78,-1,"early saccade"
"3499RR05",89,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-5174,-1,"early saccade"
"3499RR05",9,132,2,"",1824,150,2,""
"3499RR05",90,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-9050,-1,"early saccade"
"3499RR05",91,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-3694,-1,"early saccade"
"3499RR05",92,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-690,-1,"early saccade"
"3499RR05",93,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-1322,-1,"early saccade"
"3499RR05",94,NA,-1,"moving (-Inf px/60Hz) before target onset",1824,18,-1,"early saccade"
"3499RR05",95,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-3766,-1,"early saccade"
"3499RR05",96,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-998,-1,"early saccade"
"3499RR05",97,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-4542,-1,"early saccade"
"3499RR05",98,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4650,-1,"early saccade"
"3499RR05",99,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-12603,-1,"early saccade"
"3499RR08",1,NA,-1,"average fixpos(44.3) is off from middle(130.5) by 86.15 (>max 50.0)!",96,193,2,""
"3499RR08",10,238,1,"",1661,250,1,""
"3499RR08",100,336,1,"",1661,336,1,""
"3499RR08",101,270,1,"",1406,269,1,""
"3499RR08",102,210,1,"",1406,213,1,""
"3499RR08",103,281,1,"",1824,285,1,""
"3499RR08",104,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-523,-1,"early saccade"
"3499RR08",105,468,1,"",96,477,1,""
"3499RR08",106,NA,-1,"average fixpos(75.5) is off from middle(130.5) by 55.05 (>max 50.0)!",1824,289,2,""
"3499RR08",107,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-1591,-1,"early saccade"
"3499RR08",108,367,1,"",96,369,1,""
"3499RR08",109,367,1,"",96,373,1,""
"3499RR08",11,151,2,"",259,162,2,""
"3499RR08",110,204,2,"",1824,213,2,""
"3499RR08",111,268,1,"",259,269,1,""
"3499RR08",12,271,1,"",1824,282,1,""
"3499RR08",13,205,1,"",1661,218,1,""
"3499RR08",14,172,2,"",259,186,2,""
"3499RR08",15,283,1,"",96,285,1,""
"3499RR08",16,NA,-1,"average fixpos(61.4) is off from middle(130.5) by 69.13 (>max 50.0)!",514,353,1,""
"3499RR08",17,307,1,"",1661,305,1,""
"3499RR08",18,243,1,"",96,245,1,""
"3499RR08",19,251,1,"",1406,249,1,""
"3499RR08",2,125,2,"",1406,141,2,""
"3499RR08",20,413,2,"",259,413,2,""
"3499RR08",21,138,2,"",1661,141,2,""
"3499RR08",22,233,1,"",259,233,1,""
"3499RR08",23,229,1,"",1824,225,1,""
"3499RR08",24,167,2,"",1406,165,2,""
"3499RR08",25,373,1,"",1824,369,1,""
"3499RR08",26,236,2,"",96,237,2,""
"3499RR08",27,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-1838,-1,"early saccade"
"3499RR08",28,286,1,"",1824,282,1,""
"3499RR08",29,185,2,"",1406,186,2,""
"3499RR08",3,187,2,"",1406,210,2,""
"3499RR08",30,262,1,"",1661,262,1,""
"3499RR08",31,149,2,"",1824,150,2,""
"3499RR08",32,259,1,"",1661,258,1,""
"3499RR08",33,162,2,"",514,158,2,""
"3499RR08",34,263,1,"",514,262,1,""
"3499RR08",35,301,2,"",1824,302,2,""
"3499RR08",36,218,2,"",96,219,2,""
"3499RR08",37,295,1,"",259,299,1,""
"3499RR08",38,143,2,"",96,143,2,""
"3499RR08",39,143,2,"",1406,147,2,""
"3499RR08",4,NA,-1,"average fixpos(249.7) is off from middle(130.5) by 119.21 (>max 50.0)!",1824,266,1,""
"3499RR08",40,266,2,"",259,267,2,""
"3499RR08",41,NA,-1,"average fixpos(NaN) is off from middle(130.5) by NaN (>max 50.0)!",1824,-177,-1,"early saccade"
"3499RR08",42,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-1105,-1,"early saccade"
"3499RR08",43,244,2,"",1661,246,2,""
"3499RR08",44,288,1,"",96,290,1,""
"3499RR08",45,270,1,"",96,74,1,""
"3499RR08",46,NA,-1,"average fixpos(36.4) is off from middle(130.5) by 94.08 (>max 50.0)!",259,354,1,""
"3499RR08",47,NA,-1,"average fixpos(228.8) is off from middle(130.5) by 98.29 (>max 50.0)!",1824,247,1,""
"3499RR08",48,NA,-1,"< 30% tracking for samples of interest",1406,270,1,""
"3499RR08",49,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-449,-1,"early saccade"
"3499RR08",5,NA,-1,"average fixpos(272.3) is off from middle(130.5) by 141.76 (>max 50.0)!",96,214,2,""
"3499RR08",50,NA,-1,"average fixpos(18.2) is off from middle(130.5) by 112.29 (>max 50.0)!",514,439,1,""
"3499RR08",51,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,139,2,""
"3499RR08",52,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-5381,-1,"early saccade"
"3499RR08",53,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,507,1,""
"3499RR08",54,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-73,-1,"early saccade"
"3499RR08",55,233,1,"",1824,235,1,""
"3499RR08",56,215,2,"",1661,223,2,""
"3499RR08",57,237,1,"",1406,237,1,""
"3499RR08",58,NA,-1,"no data left after removing blinks",259,101,1,""
"3499RR08",59,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-3299,-1,"early saccade"
"3499RR08",6,NA,-1,"average fixpos(13.4) is off from middle(130.5) by 117.08 (>max 50.0)!",514,50,-1,"early saccade"
"3499RR08",60,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4067,-1,"early saccade"
"3499RR08",61,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4327,-1,"early saccade"
"3499RR08",62,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-3523,-1,"early saccade"
"3499RR08",63,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-5423,-1,"early saccade"
"3499RR08",64,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4399,-1,"early saccade"
"3499RR08",65,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4595,-1,"early saccade"
"3499RR08",66,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4038,-1,"early saccade"
"3499RR08",67,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-9907,-1,"early saccade"
"3499RR08",68,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-4558,-1,"early saccade"
"3499RR08",69,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-4079,-1,"early saccade"
"3499RR08",7,282,1,"",96,298,1,""
"3499RR08",70,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-3906,-1,"early saccade"
"3499RR08",71,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-6175,-1,"early saccade"
"3499RR08",72,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-3923,-1,"early saccade"
"3499RR08",73,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-4794,-1,"early saccade"
"3499RR08",74,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-4626,-1,"early saccade"
"3499RR08",75,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4310,-1,"early saccade"
"3499RR08",76,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-5426,-1,"early saccade"
"3499RR08",77,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-11426,-1,"early saccade"
"3499RR08",78,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-5474,-1,"early saccade"
"3499RR08",79,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-4870,-1,"early saccade"
"3499RR08",8,187,2,"",514,202,2,""
"3499RR08",80,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4526,-1,"early saccade"
"3499RR08",81,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-5402,-1,"early saccade"
"3499RR08",82,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-3834,-1,"early saccade"
"3499RR08",83,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-9834,-1,"early saccade"
"3499RR08",84,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-3386,-1,"early saccade"
"3499RR08",85,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-6941,-1,"early saccade"
"3499RR08",86,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-12941,-1,"early saccade"
"3499RR08",87,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-4513,-1,"early saccade"
"3499RR08",88,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-5373,-1,"early saccade"
"3499RR08",89,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-11373,-1,"early saccade"
"3499RR08",9,198,2,"",1824,214,2,""
"3499RR08",90,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,-3973,-1,"early saccade"
"3499RR08",91,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,-50753,-1,"early saccade"
"3499RR08",92,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-5316,-1,"early saccade"
"3499RR08",93,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-11316,-1,"early saccade"
"3499RR08",94,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,-4408,-1,"early saccade"
"3499RR08",95,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-4796,-1,"early saccade"
"3499RR08",96,233,1,"",1406,235,1,""
"3499RR08",97,371,1,"",96,380,1,""
"3499RR08",98,269,1,"",259,276,1,""
"3499RR08",99,314,1,"",514,317,1,""
"3499RR17",1,NA,-1,"average fixpos(NaN) is off from middle(130.5) by NaN (>max 50.0)!",96,-245,-1,"early saccade"
