"vid","trial","lat.asl","Count.asl","Desc.asl","dotpos","lat.el","Count.el","Desc.el"
"222922rr01",22,124,2,"",1661,141,2,""
"222922rr01",23,264,1,"",96,277,1,""
"222922rr01",24,192,1,"",96,209,1,""
"222922rr01",25,271,1,"",259,285,1,""
"222922rr01",26,192,1,"",1661,203,1,""
"222922rr01",27,224,1,"",259,237,1,""
"222922rr01",28,242,1,"",1406,257,1,""
"222922rr01",29,267,1,"",259,283,1,""
"222922rr01",3,310,1,"",96,324,1,""
"222922rr01",30,239,1,"",1824,251,1,""
"222922rr01",31,217,1,"",1406,231,1,""
"222922rr01",32,185,1,"",1406,197,1,""
"222922rr01",33,203,1,"",1661,217,1,""
"222922rr01",34,217,1,"",259,233,1,""
"222922rr01",35,189,1,"",96,205,1,""
"222922rr01",36,214,1,"",1661,229,1,""
"222922rr01",37,224,1,"",96,241,1,""
"222922rr01",38,214,1,"",514,227,1,""
"222922rr01",39,440,1,"",1824,451,1,""
"222922rr01",4,343,1,"",514,356,1,""
"222922rr01",40,182,1,"",514,199,1,""
"222922rr01",41,275,1,"",96,289,1,""
"222922rr01",42,221,1,"",1824,233,1,""
"222922rr01",43,257,1,"",514,271,1,""
"222922rr01",44,196,1,"",1824,209,1,""
"222922rr01",45,238,1,"",259,236,1,""
"222922rr01",46,176,1,"",96,176,1,""
"222922rr01",47,303,1,"",96,302,1,""
"222922rr01",48,180,1,"",1824,178,1,""
"222922rr01",49,212,1,"",1406,210,1,""
"222922rr01",5,346,1,"",1661,358,1,""
"222922rr01",50,223,1,"",1661,222,1,""
"222922rr01",51,401,1,"",1406,0,-1,"early saccade"
"222922rr01",52,209,1,"",259,206,1,""
"222922rr01",53,194,1,"",96,194,1,""
"222922rr01",54,205,1,"",514,202,1,""
"222922rr01",55,223,1,"",1661,220,1,""
"222922rr01",56,238,1,"",1824,234,1,""
"222922rr01",57,191,1,"",1661,191,1,""
"222922rr01",58,299,1,"",1824,297,1,""
"222922rr01",59,162,2,"",514,157,2,""
"222922rr01",6,293,1,"",259,304,1,""
"222922rr01",60,191,1,"",259,189,1,""
"222922rr01",61,212,1,"",1406,211,1,""
"222922rr01",62,245,1,"",514,241,1,""
"222922rr01",63,212,1,"",96,211,1,""
"222922rr01",64,198,1,"",1661,195,1,""
"222922rr01",65,227,1,"",96,229,1,""
"222922rr01",66,245,1,"",1406,243,1,""
"222922rr01",67,216,1,"",259,213,1,""
"222922rr01",68,231,1,"",1824,229,1,""
"222922rr01",69,198,1,"",1824,197,1,""
"222922rr01",7,278,1,"",1406,288,1,""
"222922rr01",70,191,1,"",96,193,1,""
"222922rr01",71,267,1,"",96,262,1,""
"222922rr01",72,250,1,"",1824,244,1,""
"222922rr01",73,189,1,"",1406,186,1,""
"222922rr01",74,425,1,"",1661,418,1,""
"222922rr01",75,253,1,"",1406,248,1,""
"222922rr01",76,260,1,"",1824,256,1,""
"222922rr01",77,235,1,"",1824,235,1,""
"222922rr01",78,364,1,"",96,363,1,""
"222922rr01",79,203,1,"",514,205,1,""
"222922rr01",8,224,1,"",1824,236,1,""
"222922rr01",80,164,1,"",514,163,1,""
"222922rr01",81,203,1,"",96,205,1,""
"222922rr01",82,271,1,"",259,273,1,""
"222922rr01",83,138,1,"",259,139,1,""
"222922rr01",84,192,1,"",1661,191,1,""
"222922rr01",85,169,1,"",1661,171,1,""
"222922rr01",86,256,1,"",96,255,1,""
"222922rr01",87,202,1,"",1406,201,1,""
"222922rr01",88,321,1,"",96,321,1,""
"222922rr01",89,343,1,"",1824,343,1,""
"222922rr01",9,242,1,"",1824,254,1,""
"222922rr01",90,191,1,"",259,193,1,""
"222922rr01",91,198,1,"",514,197,1,""
"222922rr01",92,205,1,"",1406,205,1,""
"222922rr01",93,249,1,"",1824,249,1,""
"222922rr01",94,234,1,"",1824,231,1,""
"222922rr01",95,205,1,"",1661,205,1,""
"222922rr01",96,252,1,"",259,251,1,""
"222922rr01",97,221,1,"",96,222,1,""
"222922rr01",98,223,1,"",514,225,1,""
"222922rr01",99,299,1,"",1824,297,1,""
"222923rr01",1,NA,-1,"average fixpos(22.8) is off from middle(130.5) by 107.72 (>max 50.0)!",1661,250,2,""
"222923rr01",10,284,1,"",259,281,1,""
"222923rr01",100,229,2,"",96,228,2,""
"222923rr01",101,310,1,"",1824,294,1,""
"222923rr01",102,306,1,"",96,302,1,""
"222923rr01",103,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1406,160,2,""
"222923rr01",104,NA,-1,"blink before target onset (15 of 18 pretarget NA)",259,357,1,""
"222923rr01",105,204,2,"",1406,203,2,""
"222923rr01",106,207,2,"",1661,201,2,""
"222923rr01",107,310,2,"",514,313,2,""
"222923rr01",108,207,2,"",1824,209,2,""
"222923rr01",109,303,1,"",259,233,2,""
"222923rr01",11,303,1,"",1824,293,1,""
"222923rr01",110,336,1,"",1824,335,0,""
"222923rr01",111,207,2,"",96,209,1,""
"222923rr01",12,251,1,"",1661,245,1,""
"222923rr01",13,163,2,"",96,159,2,""
"222923rr01",14,303,1,"",96,67,1,""
"222923rr01",15,211,2,"",96,208,2,""
"222923rr01",16,383,1,"",1824,372,1,""
"222923rr01",17,281,1,"",96,280,1,""
"222923rr01",18,167,2,"",1661,166,2,""
"222923rr01",19,233,2,"",1824,230,2,""
"222923rr01",2,156,2,"",259,152,2,""
"222923rr01",20,288,1,"",1824,284,1,""
"222923rr01",21,196,2,"",514,192,2,""
"222923rr01",22,299,1,"",259,296,1,""
"222923rr01",23,306,1,"",1661,302,1,""
"222923rr01",24,222,1,"",1406,114,1,""
"222923rr01",25,358,1,"",96,356,1,""
"222923rr01",26,162,2,"",514,154,2,""
"222923rr01",27,328,1,"",259,322,1,""
"222923rr01",28,222,2,"",1406,220,2,""
"222923rr01",29,273,1,"",259,269,1,""
"222923rr01",3,295,1,"",1824,288,1,""
"222923rr01",30,251,1,"",514,251,1,""
"222923rr01",31,270,1,"",259,267,1,""
"222923rr01",32,336,2,"",514,327,2,""
"222923rr01",33,317,1,"",1824,155,1,""
"222923rr01",34,350,1,"",1406,347,1,""
"222923rr01",35,204,2,"",96,197,1,""
"222923rr01",36,251,1,"",1661,247,1,""
"222923rr01",37,233,2,"",1406,231,2,""
"222923rr01",38,303,2,"",96,297,2,""
"222923rr01",39,281,1,"",1661,279,1,""
"222923rr01",4,372,1,"",1824,-6,-1,"early saccade"
"222923rr01",40,171,2,"",96,167,2,""
"222923rr01",41,211,2,"",1824,207,2,""
"222923rr01",42,515,1,"",1824,514,1,""
"222923rr01",43,303,1,"",259,134,1,""
"222923rr01",44,NA,-1,"moving (8.017 px/60Hz) before target onset",1824,-164,-1,"early saccade"
"222923rr01",45,303,1,"",1824,292,1,""
"222923rr01",46,306,1,"",1406,302,1,""
"222923rr01",47,222,2,"",514,220,2,""
"222923rr01",48,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-804,-1,"early saccade"
"222923rr01",49,210,2,"",96,208,2,""
"222923rr01",5,178,2,"",1406,172,2,""
"222923rr01",50,NA,-1,"blink before target onset (18 of 18 pretarget NA)",96,206,2,""
"222923rr01",51,171,2,"",1406,172,2,""
"222923rr01",52,152,1,"",96,186,2,""
"222923rr01",53,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,62,1,""
"222923rr01",54,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,248,1,""
"222923rr01",55,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,164,2,""
"222923rr01",56,NA,-1,"moving (-Inf px/60Hz) before target onset",1661,-118,-1,"early saccade"
"222923rr01",57,288,1,"",1406,286,1,""
"222923rr01",58,248,1,"",1406,118,2,""
"222923rr01",59,266,1,"",96,264,1,""
"222923rr01",6,215,2,"",1406,210,2,""
"222923rr01",60,167,2,"",259,166,2,""
"222923rr01",61,325,1,"",96,318,1,""
"222923rr01",62,262,2,"",1824,263,2,""
"222923rr01",63,273,1,"",1824,273,1,""
"222923rr01",64,233,2,"",96,233,2,""
"222923rr01",65,325,1,"",514,323,1,""
"222923rr01",66,207,2,"",1661,205,2,""
"222923rr01",67,218,2,"",514,219,2,""
"222923rr01",68,321,1,"",259,319,1,""
"222923rr01",69,369,1,"",1824,365,1,""
"222923rr01",7,189,2,"",96,184,2,""
"222923rr01",70,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1661,227,2,""
"222923rr01",71,NA,-1,"blink starts 1.043 before any saccade",259,88,2,""
"222923rr01",72,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-1182,-1,"early saccade"
"222923rr01",73,121,2,"",96,114,2,""
"222923rr01",74,238,1,"",1661,236,1,""
"222923rr01",75,318,1,"",96,56,-1,"early saccade"
"222923rr01",76,198,2,"",514,192,2,""
"222923rr01",77,234,2,"",1661,-12,-1,"early saccade"
"222923rr01",78,299,1,"",1406,299,1,""
"222923rr01",79,71,1,"",96,-19,-1,"early saccade"
"222923rr01",8,306,1,"",514,304,1,""
"222923rr01",80,310,1,"",1406,307,0,""
"222923rr01",81,NA,-1,"blink before target onset (18 of 18 pretarget NA)",1824,-3331,-1,"early saccade"
"222923rr01",82,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,221,2,""
"222923rr01",83,169,2,"",514,169,2,""
"222923rr01",84,187,2,"",1824,189,2,""
"222923rr01",85,171,2,"",1406,173,2,""
"222923rr01",86,259,1,"",96,257,1,""
"222923rr01",87,281,1,"",259,279,1,""
"222923rr01",88,237,2,"",96,237,2,""
"222923rr01",89,376,1,"",1661,371,1,""
"222923rr01",9,222,2,"",514,215,2,""
"222923rr01",90,266,1,"",514,267,1,""
"222923rr01",91,233,2,"",514,185,2,""
"222923rr01",92,350,1,"",1824,349,1,""
"222923rr01",93,299,1,"",1406,277,1,""
"222923rr01",94,383,1,"",1824,379,1,""
"222923rr01",95,270,2,"",1824,257,2,""
"222923rr01",96,NA,-1,"blink before target onset (14 of 18 pretarget NA)",1661,321,1,""
"222923rr01",97,285,1,"",96,287,1,""
"222923rr01",98,216,2,"",259,218,2,""
"222923rr01",99,207,2,"",1661,208,2,""
"222924rr01",1,386,1,"",1824,396,1,""
"222924rr01",10,270,1,"",259,285,1,""
"222924rr01",100,292,1,"",96,295,1,""
"222924rr01",101,303,1,"",96,301,1,""
"222924rr01",102,244,1,"",1406,243,1,""
"222924rr01",103,281,1,"",514,283,1,""
"222924rr01",104,317,1,"",1406,315,1,""
"222924rr01",105,266,1,"",1661,265,1,""
"222924rr01",106,251,1,"",1824,249,1,""
"222924rr01",107,200,2,"",96,195,2,""
"222924rr01",108,299,1,"",1661,299,1,""
"222924rr01",109,288,1,"",259,287,1,""
"222924rr01",11,234,1,"",96,247,1,""
"222924rr01",110,211,1,"",259,212,1,""
"222924rr01",111,226,1,"",1824,224,1,""
"222924rr01",12,205,1,"",259,219,1,""
"222924rr01",13,238,1,"",96,251,1,""
"222924rr01",14,270,1,"",1824,279,1,""
"222924rr01",15,255,1,"",1824,248,1,""
"222924rr01",16,277,1,"",1824,270,1,""
"222924rr01",17,244,1,"",96,240,1,""
"222924rr01",18,303,1,"",1406,295,1,""
"222924rr01",19,226,1,"",514,221,1,""
"222924rr01",2,285,1,"",96,300,1,""
"222924rr01",20,233,1,"",1661,229,1,""
"222924rr01",21,200,1,"",1661,195,1,""
"222924rr01",22,233,1,"",259,233,1,""
"222924rr01",23,262,1,"",514,261,1,""
"222924rr01",24,207,2,"",96,201,2,""
"222924rr01",25,211,1,"",259,209,1,""
"222924rr01",26,222,1,"",1824,215,1,""
"222924rr01",27,237,2,"",1406,231,2,""
"222924rr01",28,317,1,"",96,317,1,""
"222924rr01",29,292,1,"",514,290,1,""
"222924rr01",3,307,1,"",1406,48,-1,"early saccade"
"222924rr01",30,354,1,"",514,350,1,""
"222924rr01",31,248,1,"",96,245,1,""
"222924rr01",32,226,2,"",1406,220,2,""
"222924rr01",33,270,1,"",1661,265,1,""
"222924rr01",34,361,1,"",259,359,1,""
"222924rr01",35,295,1,"",1824,289,1,""
"222924rr01",36,497,1,"",1406,495,1,""
"222924rr01",37,233,2,"",1824,17,-1,"early saccade"
"222924rr01",38,270,1,"",1824,267,1,""
"222924rr01",39,273,1,"",96,271,1,""
"222924rr01",4,270,1,"",1661,280,1,""
"222924rr01",40,317,1,"",1661,91,2,""
"222924rr01",41,229,2,"",259,223,2,""
"222924rr01",42,251,1,"",96,251,1,""
"222924rr01",43,284,1,"",259,282,1,""
"222924rr01",44,229,1,"",96,230,1,""
"222924rr01",45,314,1,"",1824,310,1,""
"222924rr01",46,237,1,"",259,236,1,""
"222924rr01",47,287,1,"",1661,284,1,""
"222924rr01",48,457,1,"",1406,453,1,""
"222924rr01",49,229,1,"",1824,227,1,""
"222924rr01",5,289,1,"",514,299,1,""
"222924rr01",50,244,1,"",1824,241,1,""
"222924rr01",51,266,1,"",96,265,1,""
"222924rr01",52,259,1,"",514,257,1,""
"222924rr01",53,211,1,"",514,211,1,""
"222924rr01",54,284,1,"",96,281,1,""
"222924rr01",55,244,2,"",1661,91,1,""
"222924rr01",56,317,1,"",1406,313,1,""
"222924rr01",57,354,1,"",259,354,1,""
"222924rr01",58,259,1,"",1406,254,1,""
"222924rr01",59,248,1,"",1824,244,1,""
"222924rr01",6,241,1,"",514,253,1,""
"222924rr01",60,387,1,"",1661,382,1,""
"222924rr01",61,266,1,"",96,265,1,""
"222924rr01",62,376,1,"",1661,373,1,""
"222924rr01",63,193,2,"",514,17,-1,"early saccade"
"222924rr01",64,262,1,"",514,263,1,""
"222924rr01",65,350,1,"",1824,349,1,""
"222924rr01",66,372,1,"",1824,367,1,""
"222924rr01",67,251,1,"",1406,251,1,""
"222924rr01",68,328,1,"",96,327,1,""
"222924rr01",69,259,1,"",259,259,1,""
"222924rr01",7,252,1,"",1661,263,1,""
"222924rr01",70,314,1,"",96,311,1,""
"222924rr01",71,263,1,"",259,264,1,""
"222924rr01",72,281,1,"",1406,280,1,""
"222924rr01",73,292,1,"",96,2,-1,"early saccade"
"222924rr01",74,274,1,"",1661,110,2,""
"222924rr01",75,241,1,"",1661,238,1,""
"222924rr01",76,245,1,"",96,246,1,""
"222924rr01",77,296,1,"",1824,294,1,""
"222924rr01",78,368,1,"",1406,366,1,""
"222924rr01",79,281,1,"",514,280,1,""
"222924rr01",8,245,1,"",1406,257,1,""
"222924rr01",80,256,1,"",1824,254,1,""
"222924rr01",81,256,1,"",1824,254,1,""
"222924rr01",82,397,1,"",259,-14,-1,"early saccade"
"222924rr01",83,205,1,"",96,204,1,""
"222924rr01",84,270,1,"",514,270,1,""
"222924rr01",85,387,1,"",259,388,1,""
"222924rr01",86,299,1,"",1824,296,1,""
"222924rr01",87,277,0,"",1406,276,2,""
"222924rr01",88,251,1,"",1661,250,1,""
"222924rr01",89,204,1,"",514,206,1,""
"222924rr01",9,299,1,"",1824,313,1,""
"222924rr01",90,255,1,"",514,258,1,""
"222924rr01",91,226,2,"",1824,228,2,""
"222924rr01",92,328,1,"",1824,330,1,""
"222924rr01",93,218,2,"",96,218,2,""
"222924rr01",94,226,1,"",1661,222,1,""
"222924rr01",95,273,1,"",96,274,1,""
"222924rr01",96,178,2,"",96,180,2,""
"222924rr01",97,196,2,"",259,192,2,""
"222924rr01",98,328,1,"",1406,322,1,""
"222924rr01",99,218,2,"",1824,221,2,""
"222927rr01",1,310,1,"",514,323,1,""
"222927rr01",10,365,1,"",1824,373,1,""
"222927rr01",100,233,1,"",1661,232,1,""
"222927rr01",101,325,1,"",1824,324,1,""
"222927rr01",102,273,1,"",1824,270,1,""
"222927rr01",103,233,1,"",259,236,1,""
"222927rr01",104,218,1,"",96,224,1,""
"222927rr01",105,204,1,"",514,206,1,""
"222927rr01",106,251,1,"",1406,251,1,""
"222927rr01",107,220,1,"",96,221,1,""
"222927rr01",108,259,1,"",1824,254,1,""
"222927rr01",109,222,1,"",514,227,1,""
"222927rr01",11,212,1,"",259,225,1,""
"222927rr01",110,229,1,"",1661,227,1,""
"222927rr01",111,284,1,"",1406,281,1,""
"222927rr01",12,202,1,"",96,219,1,""
"222927rr01",13,299,1,"",1661,307,1,""
"222927rr01",14,205,1,"",514,217,1,""
"222927rr01",15,212,1,"",514,227,1,""
"222927rr01",16,273,1,"",1661,264,1,""
"222927rr01",17,244,1,"",259,244,1,""
"222927rr01",18,244,1,"",514,242,1,""
"222927rr01",19,226,1,"",1824,218,1,""
"222927rr01",2,118,2,"",1406,79,2,""
"222927rr01",20,321,1,"",1406,314,1,""
"222927rr01",21,248,1,"",1824,238,1,""
"222927rr01",22,266,1,"",96,264,1,""
"222927rr01",23,255,1,"",96,252,1,""
"222927rr01",24,292,1,"",1824,288,1,""
"222927rr01",25,270,1,"",1406,262,1,""
"222927rr01",26,266,1,"",96,266,1,""
"222927rr01",27,266,1,"",259,264,1,""
"222927rr01",28,383,1,"",1661,378,1,""
"222927rr01",29,251,1,"",96,254,1,""
"222927rr01",3,220,1,"",96,235,1,""
"222927rr01",30,259,1,"",1406,254,1,""
"222927rr01",31,354,1,"",1824,349,1,""
"222927rr01",32,391,1,"",259,386,1,""
"222927rr01",33,185,2,"",96,186,2,""
"222927rr01",34,299,1,"",1661,292,1,""
"222927rr01",35,200,1,"",514,200,1,""
"222927rr01",36,277,1,"",1661,270,1,""
"222927rr01",37,237,1,"",259,232,1,""
"222927rr01",38,262,1,"",1824,254,1,""
"222927rr01",39,306,1,"",1406,298,1,""
"222927rr01",4,220,1,"",1406,227,1,""
"222927rr01",40,226,1,"",514,228,1,""
"222927rr01",41,273,1,"",1824,264,1,""
"222927rr01",42,270,1,"",96,270,1,""
"222927rr01",43,244,1,"",514,243,1,""
"222927rr01",44,255,1,"",514,255,1,""
"222927rr01",45,270,1,"",1824,265,1,""
"222927rr01",46,229,1,"",96,231,1,""
"222927rr01",47,306,1,"",1406,299,1,""
"222927rr01",48,288,1,"",1406,287,1,""
"222927rr01",49,354,1,"",1824,349,1,""
"222927rr01",5,241,1,"",259,255,1,""
"222927rr01",50,255,1,"",96,259,1,""
"222927rr01",51,222,1,"",259,219,1,""
"222927rr01",52,262,1,"",259,261,1,""
"222927rr01",53,273,1,"",1661,269,1,""
"222927rr01",54,299,1,"",1661,293,1,""
"222927rr01",55,240,1,"",1824,235,1,""
"222927rr01",56,229,1,"",96,231,1,""
"222927rr01",57,226,1,"",259,223,1,""
"222927rr01",58,270,1,"",1824,264,1,""
"222927rr01",59,244,1,"",96,246,1,""
"222927rr01",6,495,1,"",1824,503,1,""
"222927rr01",60,259,1,"",1406,254,1,""
"222927rr01",61,240,1,"",259,240,1,""
"222927rr01",62,306,1,"",1406,302,1,""
"222927rr01",63,233,1,"",514,236,1,""
"222927rr01",64,303,1,"",1824,298,1,""
"222927rr01",65,218,1,"",514,218,1,""
"222927rr01",66,281,1,"",1661,278,1,""
"222927rr01",67,266,1,"",1661,260,1,""
"222927rr01",68,230,1,"",96,228,1,""
"222927rr01",69,233,1,"",96,230,1,""
"222927rr01",7,234,1,"",1661,240,1,""
"222927rr01",70,270,1,"",1824,264,1,""
"222927rr01",71,288,1,"",1824,285,1,""
"222927rr01",72,222,1,"",96,222,1,""
"222927rr01",73,259,1,"",96,259,1,""
"222927rr01",74,251,1,"",259,254,1,""
"222927rr01",75,336,1,"",1406,326,1,""
"222927rr01",76,277,1,"",1824,272,1,""
"222927rr01",77,270,1,"",1661,270,1,""
"222927rr01",78,NA,-1,"no saccades (getSacs)",514,942,1,""
"222927rr01",79,251,1,"",96,252,1,""
"222927rr01",8,241,1,"",96,257,1,""
"222927rr01",80,240,1,"",259,246,1,""
"222927rr01",81,281,1,"",1661,278,1,""
"222927rr01",82,306,1,"",1824,304,1,""
"222927rr01",83,240,1,"",514,244,1,""
"222927rr01",84,119,2,"",1406,110,2,""
"222927rr01",85,240,1,"",96,240,1,""
"222927rr01",86,262,1,"",1824,258,1,""
"222927rr01",87,244,1,"",96,248,1,""
"222927rr01",88,218,1,"",96,220,1,""
"222927rr01",89,266,1,"",259,266,1,""
"222927rr01",9,252,1,"",1824,261,1,""
"222927rr01",90,251,1,"",1661,246,1,""
"222927rr01",91,270,1,"",1824,266,1,""
"222927rr01",92,248,1,"",514,246,1,""
"222927rr01",93,189,1,"",259,194,1,""
"222927rr01",94,314,1,"",1406,308,1,""
"222927rr01",95,314,1,"",1824,314,1,""
"222927rr01",96,237,1,"",1406,232,1,""
"222927rr01",97,237,1,"",514,238,1,""
"222927rr01",98,226,1,"",1661,224,1,""
"222927rr01",99,240,2,"",259,242,2,""
"222929rr01",1,435,1,"",259,448,1,""
"222929rr01",10,237,1,"",1661,247,1,""
"222929rr01",100,252,1,"",514,252,1,""
"222929rr01",101,252,1,"",1406,250,1,""
"222929rr01",102,234,1,"",96,236,1,""
"222929rr01",103,299,1,"",259,295,1,""
"222929rr01",104,419,1,"",1406,26,-1,"early saccade"
"222929rr01",105,299,1,"",259,296,1,""
"222929rr01",106,307,1,"",1661,303,1,""
"222929rr01",107,260,1,"",514,263,1,""
"222929rr01",108,227,1,"",96,229,1,""
"222929rr01",109,270,1,"",1661,265,1,""
"222929rr01",11,244,1,"",259,255,1,""
"222929rr01",110,245,1,"",96,245,1,""
"222929rr01",111,343,1,"",1824,336,1,""
"222929rr01",12,212,1,"",96,227,1,""
"222929rr01",13,256,1,"",1406,265,1,""
"222929rr01",14,241,1,"",96,255,1,""
"222929rr01",15,215,1,"",259,212,1,""
"222929rr01",16,229,1,"",96,230,1,""
"222929rr01",17,240,1,"",1661,232,1,""
"222929rr01",18,240,1,"",1824,232,1,""
"222929rr01",19,259,1,"",514,258,1,""
"222929rr01",2,303,1,"",1661,312,1,""
"222929rr01",20,251,1,"",1661,244,1,""
"222929rr01",21,204,1,"",96,200,1,""
"222929rr01",22,251,1,"",1824,244,1,""
"222929rr01",23,251,1,"",259,250,1,""
"222929rr01",24,226,1,"",514,224,1,""
"222929rr01",25,233,1,"",1824,224,1,""
"222929rr01",26,207,1,"",1406,202,1,""
"222929rr01",27,259,1,"",96,254,1,""
"222929rr01",28,321,1,"",1406,312,1,""
"222929rr01",29,251,1,"",1824,246,1,""
"222929rr01",3,270,1,"",1824,276,1,""
"222929rr01",30,222,1,"",1406,214,1,""
"222929rr01",31,299,1,"",96,298,1,""
"222929rr01",32,310,1,"",1824,300,1,""
"222929rr01",33,394,1,"",1661,380,1,""
"222929rr01",34,248,1,"",259,244,1,""
"222929rr01",35,229,1,"",514,229,1,""
"222929rr01",36,218,1,"",514,216,1,""
"222929rr01",37,222,1,"",1824,217,1,""
"222929rr01",38,281,1,"",96,279,1,""
"222929rr01",39,196,1,"",96,195,1,""
"222929rr01",4,256,1,"",514,262,1,""
"222929rr01",40,474,2,"",1661,473,2,""
"222929rr01",41,273,1,"",259,267,1,""
"222929rr01",42,303,1,"",1406,297,1,""
"222929rr01",43,244,1,"",96,236,1,""
"222929rr01",44,251,1,"",1824,246,1,""
"222929rr01",45,237,1,"",1824,232,1,""
"222929rr01",46,262,1,"",96,262,1,""
"222929rr01",47,237,1,"",1661,230,1,""
"222929rr01",48,240,1,"",1824,236,1,""
"222929rr01",49,226,1,"",1406,220,1,""
"222929rr01",5,223,1,"",96,236,1,""
"222929rr01",50,251,1,"",1661,246,1,""
"222929rr01",51,200,1,"",1406,190,1,""
"222929rr01",52,255,1,"",514,251,1,""
"222929rr01",53,237,1,"",96,239,1,""
"222929rr01",54,226,1,"",514,227,1,""
"222929rr01",55,233,1,"",259,229,1,""
"222929rr01",56,244,1,"",259,243,1,""
"222929rr01",57,270,1,"",259,268,1,""
"222929rr01",58,204,1,"",514,202,1,""
"222929rr01",59,295,1,"",1824,288,1,""
"222929rr01",6,231,1,"",1824,241,1,""
"222929rr01",60,354,1,"",1824,350,1,""
"222929rr01",61,244,1,"",1824,238,1,""
"222929rr01",62,288,1,"",259,288,1,""
"222929rr01",63,233,1,"",96,232,1,""
"222929rr01",64,237,1,"",96,235,1,""
"222929rr01",65,295,2,"",96,280,1,""
"222929rr01",66,262,1,"",1406,255,1,""
"222929rr01",67,339,1,"",1406,333,1,""
"222929rr01",68,292,1,"",1661,287,1,""
"222929rr01",69,244,1,"",514,243,1,""
"222929rr01",7,262,1,"",514,275,1,""
"222929rr01",70,277,1,"",1661,271,1,""
"222929rr01",71,216,1,"",514,216,1,""
"222929rr01",72,263,1,"",259,262,1,""
"222929rr01",73,289,1,"",1406,280,1,""
"222929rr01",74,260,1,"",1824,252,1,""
"222929rr01",75,270,1,"",96,270,1,""
"222929rr01",76,289,1,"",96,284,1,""
"222929rr01",77,412,1,"",1824,407,1,""
"222929rr01",78,234,1,"",514,230,1,""
"222929rr01",79,285,1,"",1406,277,1,""
"222929rr01",8,240,1,"",1824,246,1,""
"222929rr01",80,278,1,"",1661,-1,-1,"early saccade"
"222929rr01",81,267,1,"",1661,259,1,""
"222929rr01",82,412,1,"",96,411,1,""
"222929rr01",83,234,1,"",1824,227,1,""
"222929rr01",84,223,2,"",259,221,2,""
"222929rr01",85,252,1,"",96,251,1,""
"222929rr01",86,241,1,"",1406,75,1,""
"222929rr01",87,248,1,"",1406,241,1,""
"222929rr01",88,226,1,"",514,227,1,""
"222929rr01",89,260,1,"",259,79,1,""
"222929rr01",9,237,1,"",1406,247,1,""
"222929rr01",90,234,1,"",1824,233,1,""
"222929rr01",91,361,1,"",259,359,1,""
"222929rr01",92,252,1,"",1661,249,1,""
"222929rr01",93,252,1,"",1661,251,1,""
"222929rr01",94,241,1,"",514,241,1,""
"222929rr01",95,252,1,"",1824,247,1,""
"222929rr01",96,296,1,"",96,295,1,""
"222929rr01",97,249,1,"",96,249,1,""
"222929rr01",98,386,1,"",1824,383,1,""
"222929rr01",99,249,2,"",1824,-20,-1,"early saccade"
"222931rr01",1,397,1,"",514,409,1,""
"222931rr01",10,93,2,"",514,105,2,""
"222931rr01",100,NA,-1,"average fixpos(NaN) is off from middle(130.5) by NaN (>max 50.0)!",259,-163,-1,"early saccade"
"222931rr01",101,NA,-1,"average fixpos(217.6) is off from middle(130.5) by 87.14 (>max 50.0)!",1661,327,1,""
"222931rr01",102,NA,-1,"blink before target onset (18 of 18 pretarget NA)",259,-915,-1,"early saccade"
"222931rr01",103,NA,-1,"blink before target onset (18 of 18 pretarget NA)",514,-1835,-1,"early saccade"
"222931rr01",104,NA,-1,"blink before target onset (14 of 18 pretarget NA)",96,-927,-1,"early saccade"
"222931rr01",105,NA,-1,"average fixpos(238.4) is off from middle(130.5) by 107.86 (>max 50.0)!",96,607,1,""
"222931rr01",106,NA,-1,"average fixpos(272.5) is off from middle(130.5) by 142.03 (>max 50.0)!",96,381,0,""
"222931rr01",107,NA,-1,"average fixpos(263.2) is off from middle(130.5) by 132.71 (>max 50.0)!",514,1129,1,""
"222931rr01",108,NA,-1,"average fixpos(206.0) is off from middle(130.5) by 75.52 (>max 50.0)!",1406,221,1,""
"222931rr01",109,NA,-1,"average fixpos(7.7) is off from middle(130.5) by 122.76 (>max 50.0)!",1406,367,1,""
"222931rr01",11,NA,-1,"average fixpos(245.4) is off from middle(130.5) by 114.87 (>max 50.0)!",1661,455,1,""
"222931rr01",110,NA,-1,"average fixpos(35.7) is off from middle(130.5) by 94.83 (>max 50.0)!",1661,385,1,""
"222931rr01",111,NA,-1,"average fixpos(31.1) is off from middle(130.5) by 99.41 (>max 50.0)!",1824,623,1,""
"222931rr01",12,NA,-1,"average fixpos(35.9) is off from middle(130.5) by 94.55 (>max 50.0)!",259,305,1,""
"222931rr01",13,NA,-1,"average fixpos(252.3) is off from middle(130.5) by 121.83 (>max 50.0)!",96,390,1,""
"222931rr01",14,NA,-1,"average fixpos(259.6) is off from middle(130.5) by 129.12 (>max 50.0)!",96,450,1,""
